,date,open,low,close,ma5,ma10,ma20,maup,earning,stoploss_point,stoploss,earning_with_stoploss
248, 2015/02/16,3206.14,3195.88,3222.36,3179.8,3158.5,3221.0,True,314.532,2885.526,-320.614,-320.614
249, 2015/02/13,3186.81,3182.79,3203.83,3154.4,3149.2,3215.7,True,247.772,2868.129,-318.681,-318.681
250, 2015/02/12,3157.96,3134.24,3173.42,3128.8,3149.8,3224.35,False,0.0,2842.164,0.0,0.0
251, 2015/02/11,3145.77,3139.05,3157.7,3121.4,3158.7,3232.5,False,0.0,2831.193,0.0,0.0
252, 2015/02/10,3090.49,3084.25,3141.59,3124.6,3173.5,3235.75,False,0.0,2781.441,0.0,0.0
253, 2015/02/09,3063.51,3049.11,3095.12,3137.2,3194.6,3240.4,False,0.0,2757.159,0.0,0.0
254, 2015/02/06,3120.09,3052.94,3075.91,3144.0,3223.4,3247.1,False,0.0,2808.081,0.0,0.0
255, 2015/02/05,3251.209,3135.82,3136.53,3170.8,3251.0,3257.6,False,0.0,2926.0881,0.0,0.0
256, 2015/02/04,3212.819,3171.139,3174.129,3196.0,3271.7,3265.45,False,0.0,2891.5371,0.0,0.0
257, 2015/02/03,3156.089,3129.729,3204.909,3222.4,3286.7,3275.45,False,0.0,2840.4801,0.0,0.0
258, 2015/02/02,3148.139,3122.569,3128.299,3252.0,3283.5,3282.8,False,0.0,2833.3251,0.0,0.0
259, 2015/01/30,3273.749,3210.309,3210.359,3302.8,3282.2,3293.85,False,0.0,2946.3741,0.0,0.0
260, 2015/01/29,3258.999,3234.239,3262.299,3331.2,3298.9,3295.1,False,0.0,2933.0991,0.0,0.0
261, 2015/01/28,3325.719,3294.649,3305.739,3347.4,3306.3,3290.3,True,322.213,2993.1471,-332.5719,-332.5719
262, 2015/01/27,3389.849,3290.219,3352.959,3351.0,3298.0,3283.4,True,226.263,3050.8641,-338.9849,-338.9849
263, 2015/01/26,3347.259,3321.309,3383.179,3315.0,3286.2,3273.6,False,0.0,3012.5331,0.0,0.0
264, 2015/01/23,3357.099,3328.289,3351.759,3261.6,3270.8,3258.1,True,273.402,3021.3891,-335.7099,-335.7099
265, 2015/01/22,3327.319,3293.979,3343.339,3266.6,3264.2,3239.1,True,289.743,2994.5871,-332.7319,-332.7319
266, 2015/01/21,3189.079,3178.339,3323.609,3265.2,3259.2,3223.6,False,0.0,2870.1711,0.0,0.0
267, 2015/01/20,3114.559,3100.479,3173.049,3245.0,3264.2,3213.75,False,0.0,2803.1031,0.0,0.0
268, 2015/01/19,3189.729,3095.069,3116.349,3257.4,3282.1,3210.55,True,417.232,2870.7561,-318.9729,-318.9729
269, 2015/01/16,3343.599,3340.489,3376.499,3280.0,3305.5,3207.6,True,237.242,3009.2391,-334.3599,-334.3599
270, 2015/01/15,3224.07,3207.55,3336.449,3261.8,3291.3,3191.8,False,0.0,2901.663,0.0,0.0
271, 2015/01/14,3242.34,3193.979,3222.44,3253.2,3274.3,3176.1,False,0.0,2918.106,0.0,0.0
272, 2015/01/13,3223.54,3214.41,3235.3,3283.4,3268.8,3162.6,False,0.0,2901.186,0.0,0.0
273, 2015/01/12,3258.209,3191.58,3229.32,3306.8,3261.0,3147.8,True,388.672,2932.3881,-325.8209,-325.8209
274, 2015/01/09,3276.969,3267.51,3285.409,3331.0,3245.4,3132.6,True,313.062,2949.2721,-327.6969,-327.6969
275, 2015/01/08,3371.959,3285.099,3293.459,3320.8,3214.0,3115.3,True,150.862,3034.7631,-337.1959,-337.1959
276, 2015/01/07,3326.649,3312.209,3373.949,3295.4,3188.0,3093.5,True,132.992,2993.9841,-332.6649,-332.6649
277, 2015/01/06,3330.8,3303.179,3351.449,3254.2,3163.3,3075.8,True,-14.099,2997.72,-333.08,-333.08
278, 2015/01/05,3258.63,3253.88,3350.52,3215.2,3139.0,3055.05,True,66.451,2932.767,-325.863,-325.863
279, 2014/12/31,3172.6,3157.26,3234.68,3159.8,3109.7,3032.55,True,209.961,2855.34,-317.26,-317.26
280, 2014/12/30,3160.8,3130.35,3165.81,3107.2,3092.3,3009.75,True,226.521,2844.72,-316.08,226.521
281, 2014/12/29,3212.56,3126.939,3168.02,3080.6,3077.9,2989.65,True,162.641,2891.304,-321.256,-321.256
282, 2014/12/26,3078.01,3064.179,3157.6,3072.4,3056.4,2965.25,True,356.331,2770.209,-307.801,356.331
283, 2014/12/25,2992.459,2969.869,3072.54,3062.8,3034.6,2941.55,False,0.0,2693.2131,0.0,0.0
284, 2014/12/24,3039.209,2934.909,2972.53,3059.6,3019.8,2919.4,True,373.222,2735.2881,-303.9209,373.222
285, 2014/12/23,3085.079,3025.669,3032.609,3077.4,3016.6,2901.05,True,283.662,2776.5711,-308.5079,283.662
286, 2014/12/22,3129.27,3090.51,3127.439,3075.2,2999.0,2877.75,True,191.411,2816.343,-312.927,191.411
287, 2014/12/19,3053.07,3018.42,3108.6,3040.4,2988.3,2848.05,True,372.261,2747.763,-305.307,372.261
288, 2014/12/18,3062.8,3030.32,3057.52,3006.4,2971.1,2816.95,True,323.901,2756.52,-306.28,323.901
289, 2014/12/17,3031.949,2993.329,3061.02,2980.0,2955.4,2786.75,True,359.402,2728.7541,-303.1949,359.402
290, 2014/12/16,2953.81,2943.91,3021.52,2955.8,2927.2,2756.25,False,0.0,2658.429,0.0,0.0
291, 2014/12/15,2921.45,2890.9,2953.42,2922.8,2901.4,2727.95,True,340.99,2629.305,-292.145,340.99
292, 2014/12/12,2929.36,2914.96,2938.17,2936.2,2874.1,2704.0,True,363.87,2636.424,-292.936,363.87
293, 2014/12/11,2912.35,2892.61,2925.74,2935.8,2848.5,2681.0,True,375.31,2621.115,-291.235,375.31
294, 2014/12/10,2855.939,2807.679,2940.01,2930.8,2819.0,2659.05,True,327.211,2570.3451,-285.5939,327.211
295, 2014/12/09,2992.49,2834.59,2856.27,2898.6,2785.5,2636.75,True,150.87,2693.241,-299.249,150.87
296, 2014/12/08,2907.82,2879.85,3020.26,2880.0,2756.5,2617.4,True,144.96,2617.038,-290.782,144.96
297, 2014/12/05,2926.57,2813.05,2937.65,2812.0,2707.8,2590.05,True,111.57,2633.913,-292.657,111.57
298, 2014/12/04,2783.469,2772.429,2899.459,2761.2,2662.8,2564.15,True,317.291,2505.1221,-278.3469,317.291
299, 2014/12/03,2768.679,2733.869,2779.53,2707.2,2618.1,2540.4,True,323.672,2491.8111,-276.8679,323.672
300, 2014/12/02,2667.82,2665.69,2763.54,2672.4,2585.3,2522.45,True,474.871,2401.038,-266.782,474.871
301, 2014/12/01,2691.72,2668.84,2680.16,2633.0,2554.5,2505.75,True,424.171,2422.548,-269.172,424.171
302, 2014/11/28,2629.63,2622.06,2682.83,2603.6,2533.9,2493.25,True,555.991,2366.667,-262.963,555.991
303, 2014/11/27,2615.37,2599.11,2630.49,2564.4,2513.5,2480.15,True,541.171,2353.833,-261.537,541.171
304, 2014/11/26,2572.65,2570.4,2604.35,2529.0,2499.1,2468.2,True,525.271,2315.385,-257.265,525.271
305, 2014/11/25,2532.0,2527.08,2567.6,2498.2,2488.0,2456.6,True,554.061,2278.8,-253.2,554.061
306, 2014/11/24,2505.53,2495.52,2532.88,2476.0,2478.3,2445.15,True,646.731,2254.977,-250.553,646.731
307, 2014/11/21,2452.63,2446.65,2486.79,2464.2,2472.3,2433.0,False,0.0,2207.367,0.0,0.0
308, 2014/11/20,2443.28,2437.48,2452.66,2462.6,2465.5,2423.75,False,0.0,2198.952,0.0,0.0
309, 2014/11/19,2452.15,2442.71,2450.99,2469.2,2462.7,2416.25,False,0.0,2206.935,0.0,0.0
310, 2014/11/18,2474.18,2449.81,2456.37,2477.8,2459.6,2410.0,True,723.711,2226.762,-247.418,723.711
311, 2014/11/17,2506.86,2472.45,2474.01,2480.6,2457.0,2404.2,True,736.231,2256.174,-250.686,736.231
312, 2014/11/14,2477.97,2457.05,2478.82,2480.4,2452.6,2398.35,True,692.48,2230.173,-247.797,692.48
313, 2014/11/13,2495.0,2471.409,2485.61,2468.4,2446.8,2391.45,True,585.42,2245.5,-249.5,585.42
314, 2014/11/12,2454.6,2444.81,2494.479,2456.2,2437.3,2384.95,True,705.57,2209.14,-245.46,705.57
315, 2014/11/11,2483.65,2445.96,2469.67,2441.4,2425.2,2378.95,True,682.97,2235.285,-248.365,682.97
316, 2014/11/10,2436.63,2428.19,2473.67,2433.4,2412.0,2373.4,False,0.0,2192.967,0.0,0.0
317, 2014/11/07,2427.9,2407.44,2418.17,2424.8,2393.7,2368.05,True,804.45,2185.11,-242.79,804.45
318, 2014/11/06,2419.62,2401.75,2425.86,2425.2,2382.0,2365.85,True,663.97,2177.658,-241.962,663.97
319, 2014/11/05,2432.169,2415.5,2419.25,2418.4,2369.8,2364.05,True,495.121,2188.9521,-243.2169,495.121
320, 2014/11/04,2428.27,2417.219,2430.679,2409.0,2360.4,2362.2,True,536.7,2185.443,-242.827,536.7
321, 2014/11/03,2425.219,2418.169,2430.03,2390.6,2351.4,2358.9,True,784.691,2182.6971,-242.5219,784.691
322, 2014/10/31,2393.179,2384.479,2420.179,2362.6,2344.1,2355.3,True,1114.561,2153.8611,-239.3179,1114.561
323, 2014/10/30,2371.889,2365.919,2391.079,2338.8,2336.1,2351.6,True,1292.401,2134.7001,-237.1889,1292.401
324, 2014/10/29,2343.719,2339.709,2373.029,2321.2,2332.6,2349.35,False,0.0,2109.3471,0.0,0.0
325, 2014/10/28,2294.009,2294.009,2337.869,2311.8,2332.7,2347.85,False,0.0,2064.6081,0.0,0.0
326, 2014/10/27,2293.569,2279.839,2290.439,2312.2,2334.8,2346.45,False,0.0,2064.2121,0.0,0.0
327, 2014/10/24,2303.079,2296.659,2302.279,2325.6,2342.4,2346.45,False,0.0,2072.7711,0.0,0.0
328, 2014/10/23,2322.319,2297.329,2302.419,2333.4,2349.7,2347.8,False,0.0,2090.0871,0.0,0.0
329, 2014/10/22,2339.219,2324.589,2326.549,2344.0,2358.3,2348.45,False,0.0,2105.2971,0.0,0.0
330, 2014/10/21,2355.029,2337.549,2339.659,2353.6,2364.0,2347.55,False,0.0,2119.5261,0.0,0.0
331, 2014/10/20,2346.049,2340.459,2356.729,2357.4,2366.4,2345.4,False,0.0,2111.4441,0.0,0.0
332, 2014/10/17,2352.779,2312.829,2341.179,2359.2,2366.5,2344.5,False,0.0,2117.5011,0.0,0.0
333, 2014/10/16,2361.129,2353.409,2356.499,2366.0,2367.1,2344.05,False,0.0,2125.0161,0.0,0.0
334, 2014/10/15,2358.229,2344.369,2373.669,2372.6,2366.1,2341.8,False,0.0,2122.4061,0.0,0.0
335, 2014/10/14,2362.799,2349.189,2359.469,2374.4,2363.0,2339.05,True,1393.741,2126.5191,-236.2799,1393.741
336, 2014/10/13,2366.429,2341.119,2366.009,2375.4,2358.1,2337.4,True,1256.481,2129.7861,-236.6429,1256.481
337, 2014/10/10,2380.759,2365.069,2374.539,2373.8,2350.5,2335.45,True,1282.971,2142.6831,-238.0759,1282.971
338, 2014/10/09,2383.859,2367.109,2389.369,2368.2,2345.9,2332.0,True,1321.911,2145.4731,-238.3859,1321.911
339, 2014/10/08,2368.579,2354.289,2382.789,2359.6,2338.6,2327.0,True,1420.591,2131.7211,-236.8579,1420.591
340, 2014/09/30,2361.319,2354.269,2363.869,2351.6,2331.1,2321.15,True,1301.681,2125.1871,-236.1319,1301.681
341, 2014/09/29,2353.709,2346.579,2357.709,2340.8,2324.4,2314.75,True,1371.851,2118.3381,-235.3709,1371.851
342, 2014/09/26,2339.289,2329.959,2347.719,2327.2,2322.5,2307.7,True,1731.621,2105.3601,-233.9289,1731.621
343, 2014/09/25,2352.869,2336.809,2345.099,2323.6,2321.0,2300.15,True,1771.051,2117.5821,-235.2869,1771.051
344, 2014/09/24,2302.229,2297.879,2343.569,2317.6,2317.5,2293.3,True,1723.811,2072.0061,-230.2229,1723.811
345, 2014/09/23,2289.089,2289.019,2309.719,2310.6,2315.1,2286.5,False,0.0,2060.1801,0.0,0.0
346, 2014/09/22,2323.549,2284.379,2289.869,2308.0,2316.7,2282.45,False,0.0,2091.1941,0.0,0.0
347, 2014/09/19,2312.979,2305.519,2329.449,2317.8,2320.4,2280.0,True,1644.371,2081.6811,-231.2979,1644.371
348, 2014/09/18,2303.849,2297.929,2315.929,2318.4,2318.1,2275.1,False,0.0,2073.4641,0.0,0.0
349, 2014/09/17,2298.979,2282.789,2307.889,2317.4,2315.4,2271.3,False,0.0,2069.0811,0.0,0.0
350, 2014/09/16,2341.029,2293.869,2296.559,2319.6,2311.2,2268.15,True,1583.461,2106.9261,-234.1029,1583.461
351, 2014/09/15,2330.189,2321.589,2339.139,2325.4,2305.1,2265.3,True,1640.201,2097.1701,-233.0189,1640.201
352, 2014/09/12,2308.349,2302.769,2331.949,2323.0,2292.9,2259.7,True,1569.451,2077.5141,-230.8349,1569.451
353, 2014/09/11,2315.729,2304.599,2311.679,2317.8,2279.3,2253.4,True,1393.601,2084.1561,-231.5729,1393.601
354, 2014/09/10,2318.499,2306.419,2318.309,2313.4,2269.1,2249.0,True,1188.691,2086.6491,-231.8499,1188.691
355, 2014/09/09,2328.429,2315.889,2326.529,2302.8,2257.9,2244.1,True,1398.691,2095.5861,-232.8429,1398.691
356, 2014/09/05,2311.299,2307.449,2326.429,2284.8,2248.2,2239.05,True,1464.611,2080.1691,-231.1299,1464.611
357, 2014/09/04,2290.029,2283.279,2306.859,2262.8,2239.6,2232.45,True,1396.891,2061.0261,-229.0029,1396.891
358, 2014/09/03,2268.389,2268.099,2288.629,2240.8,2232.1,2226.5,True,1644.381,2041.5501,-226.8389,1644.381
359, 2014/09/02,2239.679,2234.379,2266.049,2224.8,2227.2,2222.95,True,1814.021,2015.7111,-223.9679,1814.021
360, 2014/09/01,2220.129,2217.679,2235.509,2213.0,2225.1,2220.65,False,0.0,1998.1161,0.0,0.0
361, 2014/08/29,2198.949,2193.259,2217.199,2211.6,2225.5,2220.0,False,0.0,1979.0541,0.0,0.0
362, 2014/08/28,2210.479,2194.859,2195.819,2216.4,2226.5,2218.4,False,0.0,1989.4311,0.0,0.0
363, 2014/08/27,2207.029,2204.049,2209.469,2223.4,2227.5,2218.7,False,0.0,1986.3261,0.0,0.0
364, 2014/08/26,2225.289,2200.619,2207.109,2229.6,2228.9,2217.3,False,0.0,2002.7601,0.0,0.0
365, 2014/08/25,2241.099,2222.009,2229.269,2237.2,2230.3,2216.1,True,2335.391,2016.9891,-224.1099,2335.391
366, 2014/08/22,2228.969,2225.269,2240.809,2239.4,2229.9,2213.55,True,2249.391,2006.0721,-222.8969,2249.391
367, 2014/08/21,2239.569,2211.629,2230.459,2236.6,2225.3,2207.85,True,2545.791,2015.6121,-223.9569,2545.791
368, 2014/08/20,2241.659,2233.889,2240.209,2231.6,2220.9,2201.55,True,2726.241,2017.4931,-224.1659,2726.241
369, 2014/08/19,2242.339,2227.919,2245.329,2228.2,2218.7,2193.45,True,2645.091,2018.1051,-224.2339,2645.091
370, 2014/08/18,2229.799,2228.129,2239.469,2223.4,2216.2,2185.0,True,2833.191,2006.8191,-222.9799,2833.191
371, 2014/08/15,2207.229,2203.239,2226.729,2220.4,2214.5,2175.7,True,2959.122,1986.5061,-220.7229,2959.122
372, 2014/08/14,2221.539,2204.379,2206.469,2214.0,2210.3,2167.3,True,2900.052,1999.3851,-222.1539,2900.052
373, 2014/08/13,2223.049,2202.439,2222.879,2210.2,2209.9,2159.8,True,2882.992,2000.7441,-222.3049,2882.992
374, 2014/08/12,2222.699,2209.999,2221.599,2209.2,2205.7,2152.0,True,2890.832,2000.4291,-222.2699,2890.832
375, 2014/08/11,2199.429,2198.309,2224.649,2209.0,2201.9,2144.5,True,2932.452,1979.4861,-219.9429,2932.452
376, 2014/08/08,2188.709,2180.599,2194.419,2208.6,2197.2,2136.55,False,0.0,1969.8381,0.0,0.0
377, 2014/08/07,2216.659,2185.759,2187.669,2206.6,2190.4,2129.15,True,2730.443,1994.9931,-221.6659,2730.443
378, 2014/08/06,2211.999,2192.989,2217.459,2209.6,2182.2,2121.75,True,2697.982,1990.7991,-221.1999,2697.982
379, 2014/08/05,2224.629,2206.849,2219.949,2202.2,2168.2,2112.75,True,2685.902,2002.1661,-222.4629,2685.902
380, 2014/08/04,2190.039,2186.919,2223.329,2194.8,2153.8,2104.95,True,2638.702,1971.0351,-219.0039,2638.702
381, 2014/08/01,2194.169,2184.639,2185.299,2185.8,2136.9,2096.8,True,2417.572,1974.7521,-219.4169,2417.572
382, 2014/07/31,2179.539,2173.899,2201.559,2174.2,2124.3,2090.5,True,2440.732,1961.5851,-217.9539,2440.732
383, 2014/07/30,2178.179,2177.239,2181.239,2154.8,2109.7,2083.6,True,2763.532,1960.3611,-217.8179,2763.532
384, 2014/07/29,2179.829,2172.099,2183.189,2134.2,2098.3,2077.5,True,2731.072,1961.8461,-217.9829,2731.072
385, 2014/07/28,2135.249,2135.249,2177.949,2112.8,2087.1,2070.9,True,2678.553,1921.7241,-213.5249,2678.553
386, 2014/07/25,2108.709,2106.709,2126.609,2088.0,2075.9,2064.4,True,2548.893,1897.8381,-210.8709,2548.893
387, 2014/07/24,2079.629,2079.629,2105.059,2074.4,2067.9,2059.85,True,2449.792,1871.6661,-207.9629,2449.792
388, 2014/07/23,2074.199,2072.229,2078.49,2064.6,2061.3,2056.55,True,2372.092,1866.7791,-207.4199,2372.092
389, 2014/07/22,2050.5,2049.81,2075.479,2062.4,2057.3,2053.95,False,0.0,1845.45,0.0,0.0
390, 2014/07/21,2057.77,2049.179,2054.479,2061.4,2056.1,2051.8,True,2225.721,1851.993,-205.777,2225.721
391, 2014/07/18,2047.5,2046.0,2059.07,2063.8,2056.7,2050.35,True,2261.191,1842.75,-204.75,2261.191
392, 2014/07/17,2062.89,2046.19,2055.59,2061.4,2056.7,2048.7,True,2315.421,1856.601,-206.289,2315.421
393, 2014/07/16,2068.34,2061.57,2067.28,2058.0,2057.5,2047.1,True,2307.421,1861.506,-206.834,2307.421
394, 2014/07/15,2065.9,2059.68,2070.36,2052.2,2056.7,2046.55,True,2335.321,1859.31,-206.59,2335.321
395, 2014/07/14,2047.74,2044.9,2066.65,2050.8,2054.7,2046.3,False,0.0,1842.966,0.0,0.0
396, 2014/07/11,2033.87,2033.0,2046.96,2049.6,2052.9,2047.3,False,0.0,1830.483,0.0,0.0
397, 2014/07/10,2036.54,2034.96,2038.34,2052.0,2051.8,2048.5,False,0.0,1832.886,0.0,0.0
398, 2014/07/09,2061.63,2037.6,2038.61,2057.0,2051.8,2049.15,True,2167.641,1855.467,-206.163,2167.641
399, 2014/07/08,2058.13,2047.2,2064.02,2061.2,2050.6,2050.0,True,2240.58,1852.317,-205.813,2240.58
400, 2014/07/07,2058.13,2050.89,2059.93,2058.6,2047.5,2049.4,True,2422.33,1852.317,-205.813,2422.33
401, 2014/07/04,2062.36,2054.22,2059.37,2056.2,2044.0,2047.95,True,2379.29,1856.124,-206.236,2379.29
402, 2014/07/03,2051.63,2048.08,2063.23,2051.6,2040.7,2046.5,True,2424.99,1846.467,-205.163,2424.99
403, 2014/07/02,2049.48,2044.04,2059.42,2046.6,2036.7,2045.35,True,2426.73,1844.532,-204.948,2426.73
404, 2014/07/01,2051.22,2041.94,2050.38,2040.0,2036.4,2043.6,True,2476.18,1846.098,-205.122,2476.18
405, 2014/06/30,2038.61,2038.53,2048.33,2036.4,2037.9,2043.0,True,2355.079,1834.749,-203.861,2355.079
406, 2014/06/27,2031.91,2025.07,2036.51,2031.8,2041.7,2042.55,True,2382.599,1828.719,-203.191,2382.599
407, 2014/06/26,2025.66,2025.31,2038.68,2029.8,2045.2,2042.8,False,0.0,1823.094,0.0,0.0
408, 2014/06/25,2030.43,2018.36,2025.5,2026.8,2046.5,2043.35,False,0.0,1827.387,0.0,0.0
409, 2014/06/24,2023.7,2021.75,2033.93,2032.8,2049.4,2043.75,False,0.0,1821.33,0.0,0.0
410, 2014/06/23,2026.23,2022.92,2024.37,2039.4,2051.3,2044.2,False,0.0,1823.607,0.0,0.0
411, 2014/06/20,2013.41,2010.53,2026.67,2051.6,2051.9,2044.65,False,0.0,1812.069,0.0,0.0
412, 2014/06/19,2054.62,2017.65,2023.73,2060.6,2052.3,2044.45,True,2029.539,1849.158,-205.462,2029.539
413, 2014/06/18,2064.38,2051.75,2055.52,2066.2,2054.0,2044.5,True,2071.189,1857.942,-206.438,2071.189
414, 2014/06/17,2080.48,2064.67,2066.7,2066.0,2050.8,2042.1,True,2041.229,1872.432,-208.048,2041.229
415, 2014/06/16,2070.7,2069.44,2085.98,2063.2,2048.1,2039.05,True,1963.61,1863.63,-207.07,1963.61
416, 2014/06/13,2049.21,2048.62,2070.71,2052.2,2043.4,2036.1,True,1908.32,1844.289,-204.921,1908.32
417, 2014/06/12,2051.58,2045.96,2051.71,2044.0,2040.4,2033.75,True,1943.23,1846.422,-205.158,1943.23
418, 2014/06/11,2049.13,2045.41,2054.95,2041.8,2040.2,2033.55,True,1912.25,1844.217,-204.913,1912.25
419, 2014/06/10,2033.21,2026.39,2052.53,2035.6,2038.1,2033.35,False,0.0,1829.889,0.0,0.0
420, 2014/06/09,2024.938,2023.198,2030.498,2033.0,2037.1,2033.4,False,0.0,1822.4442,0.0,0.0
421, 2014/06/06,2040.858,2022.158,2029.958,2034.6,2037.4,2032.4,False,0.0,1836.7722,0.0,0.0
422, 2014/06/05,2019.438,2016.168,2040.878,2036.8,2036.6,2031.65,False,0.0,1817.4942,0.0,0.0
423, 2014/06/04,2037.988,2012.908,2024.828,2038.6,2035.0,2030.1,False,0.0,1834.1892,0.0,0.0
424, 2014/06/03,2039.198,2037.298,2038.308,2040.6,2033.4,2030.35,True,1651.902,1835.2782,-203.9198,1651.902
