,date,open,close,low,low_pct
10, 2016/02/05,2127.349,2096.989,2096.989,0.045968480019
11, 2016/02/04,2095.619,2126.639,2095.619,0.0315233828287
12, 2016/02/03,2049.319,2090.509,2034.599,0.00964271545816
13, 2016/02/02,1996.589,2075.289,1996.589,0.0
14, 2016/02/01,1989.209,1992.689,1956.919,0.016232582901
15, 2016/01/29,1908.259,1994.059,1907.289,0.000508316743167
16, 2016/01/28,1969.308,1906.458,1900.878,0.0347482465922
17, 2016/01/27,1997.318,1997.458,1888.249,0.0546077289645
18, 2016/01/26,2132.219,1994.048,1990.509,0.11442070444
19, 2016/01/25,2165.729,2158.819,2136.878,0.12812314006
20, 2016/01/22,2140.279,2149.589,2078.119,0.117755675779
21, 2016/01/21,2173.309,2112.399,2112.399,0.131164045242
22, 2016/01/20,2222.599,2204.649,2190.499,0.150431994255
23, 2016/01/19,2170.089,2241.699,2148.719,0.129874857667
24, 2016/01/18,2074.859,2174.929,2074.859,0.0899386416137
25, 2016/01/15,2160.169,2112.899,2096.189,0.12587904002
26, 2016/01/14,1991.229,2175.009,1989.869,0.0517168040441
27, 2016/01/13,2160.319,2059.779,2059.779,0.0789003846191
28, 2016/01/12,2117.249,2147.529,2087.269,0.0601629756349
29, 2016/01/11,2188.189,2106.359,2105.769,0.0906320249302
30, 2016/01/08,2297.589,2248.989,2142.329,0.133931699708
31, 2016/01/07,2415.329,2256.519,2254.499,0.176149915809
32, 2016/01/06,2433.359,2468.369,2388.689,0.182254241976
33, 2016/01/05,2353.229,2416.729,2333.609,0.154409111905
34, 2016/01/04,2706.269,2491.239,2490.469,0.264718695739
35, 2015/12/31,2780.539,2714.049,2713.689,0.284358536241
36, 2015/12/30,2758.249,2779.509,2749.289,0.253229494509
37, 2015/12/29,2732.549,2749.819,2710.199,0.236145811109
38, 2015/12/28,2809.519,2735.489,2735.489,0.250487716937
39, 2015/12/25,2807.509,2794.729,2777.459,0.236928893193
40, 2015/12/24,2775.979,2795.779,2735.969,0.187854447026
41, 2015/12/23,2845.429,2783.939,2779.929,0.179874458298
42, 2015/12/22,2836.959,2839.849,2811.609,0.177425898647
43, 2015/12/21,2825.309,2829.919,2800.349,0.118514470453
44, 2015/12/18,2836.919,2830.259,2801.639,0.0446681769906
45, 2015/12/17,2784.969,2835.699,2784.969,0.0268476956117
46, 2015/12/16,2760.259,2763.109,2749.789,0.0181359792686
47, 2015/12/15,2718.249,2745.699,2718.249,0.0
48, 2015/12/14,2642.819,2709.259,2622.469,0.00770011113133
49, 2015/12/11,2686.299,2671.289,2666.889,0.0237613162198
50, 2015/12/10,2665.269,2695.509,2663.369,0.0160584166176
51, 2015/12/09,2677.589,2667.909,2650.449,0.0205856836131
52, 2015/12/08,2723.619,2691.659,2678.659,0.0371380872288
53, 2015/12/07,2699.339,2738.149,2687.019,0.0284773420456
54, 2015/12/04,2702.559,2692.159,2679.349,0.0296348756863
55, 2015/12/03,2622.489,2708.119,2622.489,7.62634276063e-06
56, 2015/12/02,2653.239,2613.259,2525.339,0.0482052314171
57, 2015/12/01,2669.299,2655.349,2621.169,0.0539317626088
58, 2015/11/30,2658.969,2672.579,2507.379,0.057010818855
59, 2015/11/27,2819.359,2649.549,2629.129,0.110656358413
60, 2015/11/26,2911.849,2833.199,2831.379,0.138904867663
61, 2015/11/25,2813.509,2897.569,2806.819,0.108807187039
62, 2015/11/24,2767.719,2816.049,2739.519,0.0940630172355
63, 2015/11/23,2797.119,2770.579,2759.309,0.103585153152
64, 2015/11/20,2783.039,2800.149,2757.839,0.0990499953468
65, 2015/11/19,2678.359,2770.749,2676.749,0.0638375960803
66, 2015/11/18,2727.609,2661.169,2655.059,0.0807410446292
67, 2015/11/17,2834.979,2717.049,2711.579,0.115556411529
68, 2015/11/16,2656.569,2797.159,2654.639,0.0103291124755
69, 2015/11/13,2751.389,2710.159,2681.609,0.0351640571362
70, 2015/11/12,2818.569,2783.299,2743.259,0.0581607191451
71, 2015/11/11,2738.579,2804.679,2730.519,0.0306509324726
72, 2015/11/10,2710.899,2746.609,2700.289,0.0207532630319
73, 2015/11/09,2653.309,2724.619,2612.259,0.0154712474122
74, 2015/11/06,2571.659,2661.409,2571.659,0.0
75, 2015/11/05,2587.819,2564.719,2542.849,0.0173775677511
76, 2015/11/04,2451.229,2584.319,2451.229,0.0
77, 2015/11/03,2444.049,2429.269,2407.549,0.0149342341336
78, 2015/11/02,2416.099,2432.039,2408.779,0.00353876227754
79, 2015/10/30,2475.229,2478.279,2439.159,0.0273429246344
80, 2015/10/29,2504.849,2485.279,2436.779,0.0388446569035
81, 2015/10/28,2551.699,2485.239,2473.469,0.0564917727365
82, 2015/10/27,2497.159,2563.959,2423.599,0.0358847794634
83, 2015/10/26,2570.129,2527.479,2481.589,0.0632575252059
84, 2015/10/23,2488.309,2538.379,2461.489,0.0324557761918
85, 2015/10/22,2355.159,2458.139,2355.159,0.0
86, 2015/10/21,2504.779,2344.739,2335.659,0.0675189308119
87, 2015/10/20,2430.179,2511.159,2427.779,0.0388942542916
88, 2015/10/19,2465.109,2433.599,2398.339,0.0525128909107
89, 2015/10/16,2424.619,2449.029,2401.089,0.0366903006204
90, 2015/10/15,2300.619,2404.529,2296.789,0.00166476935121
91, 2015/10/14,2330.079,2304.999,2295.599,0.0147977815344
92, 2015/10/13,2297.928,2342.039,2290.638,0.00317242315686
93, 2015/10/12,2233.609,2316.779,2232.269,0.000599925949439
94, 2015/10/09,2190.839,2216.659,2184.549,0.0028710462065
95, 2015/10/08,2153.119,2190.309,2138.539,0.00677157184531
96, 2015/09/30,2111.989,2082.669,2049.429,0.0296213663992
97, 2015/09/29,2089.539,2098.569,2075.969,0.019195621618
98, 2015/09/28,2024.889,2122.259,2007.919,0.00838070630044
99, 2015/09/25,2091.859,2020.969,2002.449,0.0427418865229
100, 2015/09/24,2090.559,2106.589,2084.309,0.0421466220279
101, 2015/09/23,2039.489,2077.989,2036.058,0.0181614120008
102, 2015/09/22,2082.339,2078.719,2042.129,0.0383655110911
103, 2015/09/21,1950.329,2079.059,1945.349,0.00255341534685
104, 2015/09/18,1948.119,1983.299,1922.139,0.0133359409769
105, 2015/09/17,1943.289,1933.299,1922.799,0.0108836102093
106, 2015/09/16,1813.729,1926.249,1808.749,0.00274572441638
107, 2015/09/15,1843.229,1797.558,1794.289,0.0265512315616
108, 2015/09/14,2068.198,1906.208,1905.198,0.132438480262
109, 2015/09/11,2039.009,2060.499,2029.809,0.120019087704
110, 2015/09/10,2030.029,2039.119,2024.889,0.116126419869
111, 2015/09/09,2023.308,2071.719,2017.099,0.113190379319
112, 2015/09/08,1875.668,2001.158,1859.208,0.0433866761069
113, 2015/09/07,1882.858,1893.518,1878.258,0.0470396599212
114, 2015/09/02,1787.708,1855.028,1779.178,0.00477147274611
115, 2015/09/01,1959.458,1889.489,1877.359,0.0920050340451
116, 2015/08/31,2056.289,1996.869,1987.579,0.134762671979
117, 2015/08/28,1990.349,2082.119,1960.389,0.106097473358
118, 2015/08/27,1924.779,1959.489,1843.189,0.075645567621
119, 2015/08/26,1975.919,1890.039,1875.029,0.0995693649385
120, 2015/08/25,1996.039,1990.709,1987.119,0.108645672755
121, 2015/08/24,2222.539,2152.609,2152.609,0.199484013554
122, 2015/08/21,2452.618,2341.948,2340.918,0.27458006098
123, 2015/08/20,2556.768,2508.818,2508.348,0.304130057948
124, 2015/08/19,2427.938,2570.688,2359.168,0.240841817213
125, 2015/08/18,2674.418,2504.168,2488.608,0.310807435487
126, 2015/08/17,2665.368,2666.288,2613.778,0.308467348599
127, 2015/08/14,2713.778,2674.018,2664.418,0.320803322895
128, 2015/08/13,2608.738,2684.258,2578.908,0.281250551033
129, 2015/08/12,2658.838,2622.188,2622.188,0.252636302024
130, 2015/08/11,2705.038,2698.908,2675.148,0.204222269706
131, 2015/08/10,2606.738,2706.718,2593.408,0.101974191499
132, 2015/08/07,2509.958,2576.988,2505.268,0.0600767024787
133, 2015/08/06,2441.958,2480.928,2430.528,0.0339031220029
134, 2015/08/05,2542.268,2502.038,2480.448,0.0439528798695
135, 2015/08/04,2396.408,2546.158,2380.278,0.00673090725786
136, 2015/08/03,2475.328,2399.268,2371.478,0.0419540359904
137, 2015/07/31,2507.258,2539.838,2499.248,0.0541547778489
138, 2015/07/30,2671.458,2561.188,2556.088,0.11229074161
139, 2015/07/29,2617.938,2693.868,2483.918,0.0941427948255
140, 2015/07/28,2546.408,2581.958,2492.188,0.0686967681534
141, 2015/07/27,2822.368,2683.448,2683.048,0.159755921269
142, 2015/07/24,2976.938,2897.818,2879.258,0.203383476579
143, 2015/07/23,2896.248,2967.948,2864.428,0.181189594261
144, 2015/07/22,2882.058,2897.368,2828.448,0.177158127977
145, 2015/07/21,2802.018,2882.898,2779.528,0.153653545409
146, 2015/07/20,2820.718,2848.298,2777.908,0.119402223122
147, 2015/07/17,2651.438,2783.318,2646.499,0.0631808098096
148, 2015/07/16,2526.648,2627.078,2439.239,0.034594846611
149, 2015/07/15,2750.658,2590.028,2583.458,0.113216183182
150, 2015/07/14,2725.038,2726.048,2715.978,0.104878904441
151, 2015/07/13,2612.768,2683.068,2592.198,0.0664157705544
152, 2015/07/10,2487.388,2535.888,2478.868,0.0193572534723
153, 2015/07/09,2338.108,2435.758,2338.108,0.0
154, 2015/07/08,2304.758,2364.048,2304.758,0.0
155, 2015/07/07,2398.098,2352.008,2350.969,0.038922512758
156, 2015/07/06,2795.668,2493.828,2417.558,0.175596673139
157, 2015/07/03,2559.029,2605.279,2458.289,0.0993622971838
158, 2015/07/02,2756.249,2649.319,2591.049,0.163806317934
159, 2015/07/01,2842.168,2759.408,2743.608,0.189084529838
160, 2015/06/30,2566.018,2858.608,2485.458,0.101815341903
161, 2015/06/29,2943.498,2689.758,2663.438,0.21700031731
162, 2015/06/26,3078.398,2920.698,2915.938,0.251312533337
163, 2015/06/25,3403.628,3206.378,3172.368,0.322852556155
164, 2015/06/24,3425.568,3383.398,3304.668,0.313699509103
165, 2015/06/23,3314.888,3393.938,3154.598,0.270696928524
166, 2015/06/19,3408.528,3314.978,3304.648,0.27878280595
167, 2015/06/18,3734.908,3504.548,3497.729,0.3345330059
168, 2015/06/17,3586.368,3741.358,3511.108,0.306970729161
169, 2015/06/16,3636.789,3590.668,3475.349,0.316578993172
170, 2015/06/15,3919.359,3696.029,3688.889,0.320440408751
171, 2015/06/12,3889.159,3899.709,3850.589,0.250239447654
172, 2015/06/11,3843.979,3862.139,3815.059,0.179340469862
173, 2015/06/10,3695.059,3834.699,3676.759,0.146265864767
174, 2015/06/09,3664.369,3705.539,3633.719,0.139115629458
175, 2015/06/08,3862.799,3704.549,3643.039,0.144493927849
176, 2015/06/05,3994.439,3885.829,3841.419,0.129953167391
177, 2015/06/04,3991.799,3943.469,3695.829,0.129377756746
178, 2015/06/03,3949.279,3982.249,3838.219,0.120004183042
179, 2015/06/02,3757.099,3901.539,3756.089,0.0328391666017
180, 2015/06/01,3580.079,3718.749,3580.079,0.0
181, 2015/05/29,3444.059,3542.839,3328.459,0.0335650463595
182, 2015/05/28,3618.339,3432.979,3432.979,0.0801141076057
183, 2015/05/27,3638.209,3628.669,3546.579,0.0851380445708
184, 2015/05/26,3471.799,3618.229,3471.799,0.0412869523841
185, 2015/05/25,3415.669,3467.919,3370.839,0.0255323334902
186, 2015/05/22,3594.589,3516.629,3438.569,0.0740362806429
187, 2015/05/21,3421.609,3527.409,3421.449,0.0272240340729
188, 2015/05/20,3339.169,3406.279,3339.169,0.00320738483138
189, 2015/05/19,3310.089,3322.769,3206.779,0.031210641164
190, 2015/05/18,3178.369,3278.479,3178.369,0.0
191, 2015/05/15,3109.119,3145.339,3059.859,0.0158437164998
192, 2015/05/14,3174.449,3141.589,3137.279,0.0360976030801
193, 2015/05/13,3185.339,3192.149,3123.919,0.0393929814064
194, 2015/05/12,3176.539,3250.299,3133.959,0.0367318014984
195, 2015/05/11,3015.429,3146.829,2991.329,0.00799222929805
196, 2015/05/08,2838.969,2973.599,2838.969,0.0
197, 2015/05/07,2824.819,2806.049,2801.469,0.00826601633591
198, 2015/05/06,2806.299,2846.559,2806.299,0.00172112807652
199, 2015/05/05,2830.789,2783.439,2753.869,0.0271726363215
200, 2015/05/04,2868.099,2845.249,2803.819,0.0398277744248
201, 2015/04/30,2825.159,2857.889,2825.159,0.0252339779814
202, 2015/04/29,2693.479,2797.52,2674.76,0.00694974789111
203, 2015/04/28,2764.409,2687.969,2650.429,0.0412312360436
204, 2015/04/27,2781.6,2747.5,2737.15,0.0471566724188
205, 2015/04/24,2689.909,2734.75,2672.199,0.0146770764364
206, 2015/04/23,2656.179,2706.189,2656.179,0.00216476374521
207, 2015/04/22,2610.74,2634.929,2610.74,0.0
208, 2015/04/21,2443.12,2566.09,2443.12,0.0
209, 2015/04/20,2462.41,2424.85,2411.34,0.0207398442989
210, 2015/04/17,2507.47,2463.99,2453.28,0.0383374477063
211, 2015/04/16,2420.93,2484.33,2407.85,0.00540288236339
212, 2015/04/15,2548.99,2441.74,2441.74,0.0553709508472
213, 2015/04/14,2584.59,2558.85,2539.94,0.0683822192301
214, 2015/04/13,2558.19,2577.78,2545.26,0.0587681133927
215, 2015/04/10,2475.55,2552.83,2457.82,0.0273474581406
216, 2015/04/09,2481.69,2496.49,2346.89,0.0543178237411
217, 2015/04/08,2566.94,2488.16,2442.82,0.0857246371166
218, 2015/04/07,2530.07,2556.7,2522.26,0.0724011588612
219, 2015/04/03,2469.85,2510.16,2460.94,0.0497843998623
220, 2015/04/02,2434.76,2475.33,2420.19,0.0360897994053
221, 2015/04/01,2347.0,2404.91,2345.75,0.000532594801875
222, 2015/03/31,2294.32,2335.17,2288.31,0.0026195125353
223, 2015/03/30,2319.31,2290.479,2266.85,0.0226187961075
224, 2015/03/27,2274.68,2323.82,2267.87,0.00344224242531
225, 2015/03/26,2362.45,2291.79,2270.79,0.0404664648987
226, 2015/03/25,2364.94,2385.01,2344.11,0.0414767393676
227, 2015/03/24,2310.51,2357.97,2253.2,0.0248040475912
228, 2015/03/23,2225.85,2293.65,2221.71,0.00185996360941
229, 2015/03/20,2187.469,2213.77,2187.01,0.000209831545041
230, 2015/03/19,2184.759,2183.879,2160.989,0.0108799185631
231, 2015/03/18,2138.369,2182.919,2124.979,0.00626178175984
232, 2015/03/17,2149.369,2137.459,2117.779,0.0146973367533
233, 2015/03/16,2088.199,2142.669,2088.199,0.0
234, 2015/03/13,2020.659,2069.069,2011.169,0.00469648763102
235, 2015/03/12,2034.619,2018.129,1984.909,0.0244320926916
236, 2015/03/11,2050.759,2035.829,2022.319,0.0321100626646
237, 2015/03/10,2001.189,2045.319,2001.189,0.00813516364521
238, 2015/03/09,1941.419,1994.389,1932.819,0.00442974958008
239, 2015/03/06,2016.809,1951.399,1949.289,0.0416449946425
240, 2015/03/05,2015.699,2014.789,1997.459,0.041117250145
241, 2015/03/04,1960.539,2009.829,1960.539,0.0141389689264
242, 2015/03/03,1987.329,1961.739,1961.009,0.027428775004
243, 2015/03/02,1944.109,1986.989,1940.319,0.00580728755435
244, 2015/02/27,1880.629,1928.039,1880.629,0.0
245, 2015/02/26,1875.329,1880.389,1847.729,0.0147174175838
246, 2015/02/25,1899.389,1876.749,1872.099,0.0271982200592
247, 2015/02/17,1908.179,1894.309,1873.169,0.0316794179162
248, 2015/02/16,1836.709,1896.629,1836.709,0.0
249, 2015/02/13,1798.539,1825.489,1796.409,0.00118429458577
250, 2015/02/12,1777.219,1788.809,1776.349,0.000489528865041
251, 2015/02/11,1748.229,1772.849,1748.229,0.0
252, 2015/02/10,1707.259,1747.679,1700.879,0.00373698425371
253, 2015/02/09,1727.219,1708.849,1702.559,0.0152499480379
254, 2015/02/06,1772.349,1730.969,1725.639,0.0403250149942
255, 2015/02/05,1757.229,1774.309,1741.959,0.0320675335998
256, 2015/02/04,1753.769,1757.739,1743.019,0.0301579056307
257, 2015/02/03,1703.929,1750.909,1703.929,0.00178998068581
258, 2015/02/02,1667.119,1696.829,1660.049,0.00424084903357
259, 2015/01/30,1712.849,1680.579,1679.689,0.0308258346182
260, 2015/01/29,1717.399,1711.369,1709.359,0.0333935212493
261, 2015/01/28,1741.069,1731.409,1727.919,0.0465346290124
262, 2015/01/27,1742.469,1743.679,1715.53,0.0473006980325
263, 2015/01/26,1698.989,1739.789,1698.989,0.022919512722
264, 2015/01/23,1742.089,1697.289,1693.52,0.0470928867584
265, 2015/01/22,1723.239,1744.039,1716.389,0.0366693186494
