,date,open,close,low,low_pct
266, 2015/01/21,1704.099,1722.579,1701.869,0.0258494371512
267, 2015/01/20,1635.569,1700.849,1635.569,0.0
268, 2015/01/19,1608.249,1630.059,1599.659,0.00534121271022
269, 2015/01/16,1586.709,1639.559,1586.639,4.41164700017e-05
270, 2015/01/15,1584.679,1586.339,1578.219,0.00407653537404
271, 2015/01/14,1598.719,1588.009,1579.549,0.0128227662272
272, 2015/01/13,1587.689,1601.169,1578.399,0.00596464420929
273, 2015/01/12,1552.049,1586.119,1550.619,0.000921362663163
274, 2015/01/09,1535.329,1553.239,1534.609,0.000468954862443
275, 2015/01/08,1516.829,1541.889,1516.829,0.0
276, 2015/01/07,1542.399,1523.389,1517.369,0.0165780709142
277, 2015/01/06,1458.569,1539.829,1454.139,0.0030372234704
278, 2015/01/05,1470.579,1464.769,1429.079,0.0282201772227
279, 2014/12/31,1455.679,1471.759,1451.289,0.0182732594205
280, 2014/12/30,1491.099,1460.109,1450.049,0.0415934823912
281, 2014/12/29,1531.12,1499.4,1491.209,0.0666446784054
282, 2014/12/26,1531.199,1536.079,1524.01,0.0666928335246
283, 2014/12/25,1522.0,1529.469,1514.229,0.0610519053876
284, 2014/12/24,1502.67,1519.8,1501.23,0.0489734938476
285, 2014/12/23,1501.53,1496.53,1489.12,0.0482514501875
286, 2014/12/22,1583.96,1517.93,1510.05,0.097780878305
287, 2014/12/19,1627.8,1596.81,1568.98,0.122079493795
288, 2014/12/18,1641.58,1634.05,1633.26,0.116674788923
289, 2014/12/17,1639.15,1644.21,1623.7,0.115365280786
290, 2014/12/16,1665.3,1649.58,1636.18,0.105794751696
291, 2014/12/15,1623.599,1657.5,1619.699,0.0828277179279
292, 2014/12/12,1588.24,1623.569,1586.75,0.0624087039742
293, 2014/12/11,1572.609,1587.67,1563.319,0.0530894837814
294, 2014/12/10,1499.329,1572.689,1499.329,0.00680904591321
295, 2014/12/09,1557.02,1504.62,1504.229,0.0370521894388
296, 2014/12/08,1575.3,1567.16,1554.79,0.0482263695804
297, 2014/12/05,1626.12,1581.91,1544.469,0.0779714904189
298, 2014/12/04,1604.89,1621.849,1604.89,0.0657746013745
299, 2014/12/03,1568.47,1604.45,1540.42,0.0440818122119
300, 2014/12/02,1554.46,1565.42,1552.13,0.0354663355763
301, 2014/12/01,1569.65,1552.31,1544.18,0.0448004332176
302, 2014/11/28,1562.829,1570.849,1558.309,0.040631444643
303, 2014/11/27,1557.769,1563.409,1548.289,0.0375151899929
304, 2014/11/26,1544.689,1554.219,1544.099,0.0261929747671
305, 2014/11/25,1510.619,1541.919,1510.249,0.000244932706394
306, 2014/11/24,1513.429,1507.809,1497.849,0.0102945034091
307, 2014/11/21,1493.159,1504.829,1493.159,0.0
308, 2014/11/20,1504.579,1494.589,1491.649,0.0085937660967
309, 2014/11/19,1488.459,1505.549,1488.459,0.0
310, 2014/11/18,1471.079,1481.859,1470.509,0.00038747069328
311, 2014/11/17,1444.059,1471.689,1437.989,0.00420342936127
312, 2014/11/14,1438.969,1441.209,1435.499,0.00241144875254
313, 2014/11/13,1473.739,1442.859,1434.269,0.0267822185611
314, 2014/11/12,1457.239,1475.749,1455.089,0.015762685462
315, 2014/11/11,1513.529,1461.509,1452.029,0.0523676784521
316, 2014/11/10,1525.199,1514.819,1506.799,0.0596184497892
317, 2014/11/07,1535.489,1522.629,1517.289,0.0659203680391
318, 2014/11/06,1513.719,1532.519,1510.779,0.0524866240035
319, 2014/11/05,1514.769,1512.489,1505.979,0.053143416587
320, 2014/11/04,1531.819,1516.399,1514.469,0.0636824585672
321, 2014/11/03,1513.249,1529.889,1513.199,0.0521923358284
322, 2014/10/31,1527.609,1513.269,1502.249,0.0611020228344
323, 2014/10/30,1532.909,1525.769,1522.639,0.0527624275153
324, 2014/10/29,1525.979,1530.079,1524.079,0.0484606931026
325, 2014/10/28,1495.689,1522.049,1495.689,0.0
326, 2014/10/27,1473.659,1492.009,1465.959,0.00522508938635
327, 2014/10/24,1478.339,1477.589,1473.059,0.00837426327791
328, 2014/10/23,1500.549,1477.839,1474.039,0.0230515631279
329, 2014/10/22,1518.799,1504.549,1503.819,0.0347906470836
330, 2014/10/21,1535.069,1517.479,1515.929,0.0450207775677
331, 2014/10/20,1513.42,1532.38,1513.42,0.0313600983204
332, 2014/10/17,1527.46,1511.05,1488.47,0.0402635748236
333, 2014/10/16,1539.86,1526.56,1526.54,0.047992025249
334, 2014/10/15,1539.35,1545.62,1527.19,0.0476766167538
335, 2014/10/14,1546.67,1539.12,1532.44,0.052183723742
336, 2014/10/13,1548.18,1548.33,1527.7,0.048522135669
337, 2014/10/10,1559.93,1554.22,1546.22,0.0550608040104
338, 2014/10/09,1562.1,1561.17,1541.67,0.0471352666283
339, 2014/10/08,1543.59,1557.57,1537.01,0.0357089641679
340, 2014/09/30,1527.26,1540.87,1527.26,0.0253984259393
341, 2014/09/29,1515.38,1526.18,1515.38,0.0177579221053
342, 2014/09/26,1506.31,1511.36,1502.5,0.00252935982633
343, 2014/09/25,1520.1,1508.42,1505.65,0.0115781856457
344, 2014/09/24,1501.04,1517.42,1497.89,0.00209854500879
345, 2014/09/23,1485.51,1500.99,1483.04,0.00166272862519
346, 2014/09/22,1496.96,1483.35,1480.18,0.0112093843523
347, 2014/09/19,1492.1,1499.12,1486.28,0.00798874070103
348, 2014/09/18,1477.31,1490.79,1474.65,0.00180056995485
349, 2014/09/17,1473.52,1479.12,1456.5,0.0115505727781
350, 2014/09/16,1527.07,1473.13,1471.61,0.0462126818024
351, 2014/09/15,1522.57,1526.14,1517.3,0.0433937355918
352, 2014/09/12,1512.4,1524.12,1506.88,0.0369611213965
353, 2014/09/11,1506.0,1513.01,1502.39,0.0328685258964
354, 2014/09/10,1491.41,1504.91,1484.71,0.0234073795938
355, 2014/09/09,1492.45,1494.02,1479.06,0.0240879091427
356, 2014/09/05,1497.99,1489.84,1482.04,0.0276971141329
357, 2014/09/04,1478.33,1495.51,1472.89,0.0147666623826
358, 2014/09/03,1468.09,1477.67,1461.23,0.00789461136579
359, 2014/09/02,1457.51,1465.03,1452.71,0.00329328786766
360, 2014/09/01,1428.37,1452.84,1427.93,0.000308043434124
361, 2014/08/29,1400.84,1424.47,1400.83,7.13857399845e-06
362, 2014/08/28,1423.34,1403.8,1398.56,0.0174097545211
363, 2014/08/27,1411.76,1420.54,1411.76,0.00935003116677
364, 2014/08/26,1440.7,1411.15,1406.34,0.0292496702992
365, 2014/08/25,1461.21,1443.81,1439.86,0.0428754251613
366, 2014/08/22,1450.1,1461.72,1446.04,0.0355423763878
367, 2014/08/21,1428.63,1447.88,1421.24,0.0210481370264
368, 2014/08/20,1438.29,1427.4,1421.92,0.0276230801855
369, 2014/08/19,1436.42,1436.4,1427.06,0.0263571935785
370, 2014/08/18,1394.64,1428.74,1394.64,0.0
371, 2014/08/15,1382.87,1392.45,1377.93,0.00357228083623
372, 2014/08/14,1384.72,1380.3,1378.95,0.00490351840083
373, 2014/08/13,1396.26,1384.31,1370.08,0.0187500895249
374, 2014/08/12,1398.15,1396.44,1393.11,0.0200765297
375, 2014/08/11,1379.47,1397.78,1379.47,0.00680696209414
376, 2014/08/08,1368.06,1377.44,1368.06,0.0
377, 2014/08/07,1365.18,1362.03,1361.33,0.0028201409338
378, 2014/08/06,1357.53,1365.74,1353.95,0.00263714245726
379, 2014/08/05,1330.32,1360.69,1321.2,0.00685549341512
380, 2014/08/04,1325.01,1329.82,1324.26,0.0028754499966
381, 2014/08/01,1339.98,1325.94,1324.19,0.0140151345542
382, 2014/07/31,1342.73,1344.54,1334.26,0.0160344968832
383, 2014/07/30,1330.19,1342.74,1329.07,0.00675843300581
384, 2014/07/29,1315.75,1331.76,1310.84,0.00373171195136
385, 2014/07/28,1289.1,1314.53,1286.66,0.00189279342177
386, 2014/07/25,1271.43,1285.77,1270.37,0.000833706928419
387, 2014/07/24,1291.49,1271.88,1255.69,0.027719920402
388, 2014/07/23,1330.14,1293.09,1287.64,0.0559715518667
389, 2014/07/22,1306.32,1329.35,1305.03,0.0387577316431
390, 2014/07/21,1304.72,1306.97,1287.24,0.0375789441413
391, 2014/07/18,1309.96,1305.92,1300.76,0.0414287459159
392, 2014/07/17,1315.09,1312.81,1304.58,0.0451680113148
393, 2014/07/16,1338.92,1318.62,1310.86,0.062162041048
394, 2014/07/15,1364.08,1341.27,1332.87,0.0794601489649
395, 2014/07/14,1358.17,1367.07,1342.56,0.0754544718261
396, 2014/07/11,1361.57,1359.34,1351.77,0.0777631704576
397, 2014/07/10,1384.45,1363.88,1362.35,0.0702156090866
398, 2014/07/09,1410.39,1384.58,1384.26,0.087316274222
399, 2014/07/08,1392.35,1410.73,1379.49,0.075491076238
400, 2014/07/07,1411.99,1393.89,1381.94,0.0787753454345
401, 2014/07/04,1421.68,1411.64,1406.21,0.0823673400484
402, 2014/07/03,1419.81,1422.6,1412.16,0.0767356195547
403, 2014/07/02,1413.17,1419.94,1402.22,0.0568226044991
404, 2014/07/01,1405.44,1411.74,1398.15,0.0447404371585
405, 2014/06/30,1388.47,1404.71,1374.3,0.0264319718827
406, 2014/06/27,1388.38,1388.82,1382.07,0.0187484694392
407, 2014/06/26,1360.2,1386.27,1360.2,0.0
408, 2014/06/25,1368.66,1358.71,1347.82,0.0152265719755
409, 2014/06/24,1360.08,1369.44,1359.13,0.00901417563673
410, 2014/06/23,1335.18,1361.28,1335.18,0.0
411, 2014/06/20,1319.11,1333.98,1313.14,0.00452577874476
412, 2014/06/19,1363.45,1320.66,1310.49,0.0388426418277
413, 2014/06/18,1377.58,1363.99,1363.75,0.0487013458384
414, 2014/06/17,1396.38,1377.43,1377.4,0.0615090448159
415, 2014/06/16,1384.16,1395.61,1384.16,0.053223615767
416, 2014/06/13,1361.09,1382.73,1359.65,0.0371760868128
417, 2014/06/12,1364.41,1363.74,1358.08,0.0395189129367
418, 2014/06/11,1350.38,1367.39,1348.4,0.0295398332321
419, 2014/06/10,1327.11,1353.87,1316.84,0.0125234532179
420, 2014/06/09,1348.769,1326.679,1326.629,0.028380693803
421, 2014/06/06,1354.909,1350.449,1340.829,0.0327837515287
422, 2014/06/05,1320.139,1355.479,1317.529,0.00249897927415
423, 2014/06/04,1318.329,1321.719,1303.359,0.011355283848
424, 2014/06/03,1317.989,1319.629,1317.989,0.0111002443875
425, 2014/05/30,1312.299,1318.129,1300.089,0.00930428202719
426, 2014/05/29,1338.299,1314.209,1312.419,0.0285511683114
427, 2014/05/28,1306.289,1338.969,1306.289,0.00474626977644
428, 2014/05/27,1319.659,1306.279,1303.149,0.0148295885528
429, 2014/05/26,1301.869,1320.759,1301.869,0.00136726506277
430, 2014/05/23,1269.179,1295.999,1262.099,0.00557840934967
431, 2014/05/22,1259.869,1269.509,1259.869,0.0
432, 2014/05/21,1241.019,1257.799,1231.869,0.00737297333885
433, 2014/05/20,1239.649,1244.649,1239.649,0.00627597005281
434, 2014/05/19,1224.649,1228.369,1213.989,0.00870453493205
435, 2014/05/16,1250.379,1226.469,1210.809,0.0316464048101
436, 2014/05/15,1276.639,1253.879,1253.619,0.0515650861363
437, 2014/05/14,1273.209,1278.659,1269.24,0.0490100211356
438, 2014/05/13,1274.569,1276.24,1273.329,0.0500247534657
