,date,open,close,low,ma5,ma10,ma20,gt_ma,earning,stoploss_point,stoploss,earning_with_stoploss
345, 2014/09/23,2379.519,2399.459,2379.519,2402.8,2413.4,2395.325,False,0.0,2141.5671,0.0,0.0
346, 2014/09/22,2419.329,2378.919,2374.109,2400.6,2417.95,2392.5,True,1266.111,2177.3961,-241.9329,1266.111
347, 2014/09/19,2409.309,2425.209,2402.309,2412.2,2425.0,2391.825,True,1285.081,2168.3781,-240.9309,1285.081
348, 2014/09/18,2396.379,2408.659,2389.619,2414.8,2425.05,2388.25,False,0.0,2156.7411,0.0,0.0
349, 2014/09/17,2395.359,2401.329,2379.089,2417.8,2425.1,2386.125,True,1212.702,2155.8231,-239.5359,1212.702
350, 2014/09/16,2440.339,2388.759,2386.979,2424.0,2423.6,2384.8,True,1182.742,2196.3051,-244.0339,1182.742
351, 2014/09/15,2432.999,2437.189,2418.959,2435.3,2420.3,2384.1,True,1202.942,2189.6991,-243.2999,1202.942
352, 2014/09/12,2418.749,2438.359,2412.619,2437.8,2410.4,2380.275,True,1204.272,2176.8741,-241.8749,1204.272
353, 2014/09/11,2430.679,2423.449,2417.269,2435.3,2397.7,2375.15,True,1256.932,2187.6111,-243.0679,1256.932
354, 2014/09/10,2435.589,2432.429,2422.649,2432.4,2388.1,2371.925,True,1242.002,2192.0301,-243.5589,1242.002
355, 2014/09/09,2452.229,2445.219,2437.079,2423.2,2377.25,2368.15,True,1297.072,2207.0061,-245.2229,1297.072
356, 2014/09/05,2433.169,2449.259,2427.989,2405.3,2367.05,2364.175,True,1288.782,2189.8521,-243.3169,1288.782
357, 2014/09/04,2411.929,2426.219,2404.079,2383.0,2358.65,2358.25,True,1179.772,2170.7361,-241.1929,1179.772
358, 2014/09/03,2389.689,2408.839,2389.679,2360.1,2351.45,2353.325,False,0.0,2150.7201,0.0,0.0
359, 2014/09/02,2359.859,2386.459,2349.949,2343.8,2347.15,2351.025,False,0.0,2123.8731,0.0,0.0
360, 2014/09/01,2340.929,2355.319,2338.529,2331.3,2346.0,2350.175,False,0.0,2106.8361,0.0,0.0
361, 2014/08/29,2317.299,2338.289,2313.259,2328.8,2347.9,2351.175,False,0.0,2085.5691,0.0,0.0
362, 2014/08/28,2328.059,2311.279,2309.639,2334.3,2350.15,2350.75,False,0.0,2095.2531,0.0,0.0
363, 2014/08/27,2323.789,2327.599,2322.889,2342.8,2352.6,2352.7,False,0.0,2091.4101,0.0,0.0
364, 2014/08/26,2339.599,2324.089,2317.179,2350.5,2355.75,2352.425,False,0.0,2105.6391,0.0,0.0
365, 2014/08/25,2367.019,2342.859,2338.459,2360.7,2359.05,2352.775,False,0.0,2130.3171,0.0,0.0
366, 2014/08/22,2352.319,2365.359,2350.989,2367.0,2361.3,2351.825,False,0.0,2117.0871,0.0,0.0
367, 2014/08/21,2365.729,2354.239,2333.299,2366.0,2357.85,2346.575,True,1392.662,2129.1561,-236.5729,1392.662
368, 2014/08/20,2371.649,2366.139,2360.839,2362.4,2355.2,2340.725,True,1392.482,2134.4841,-237.1649,1392.482
369, 2014/08/19,2378.889,2374.769,2358.969,2361.0,2354.9,2332.325,True,1367.352,2141.0001,-237.8889,1367.352
370, 2014/08/18,2366.269,2374.559,2361.199,2357.4,2354.35,2323.2,True,1429.052,2129.6421,-236.6269,1429.052
371, 2014/08/15,2337.989,2360.639,2333.119,2355.6,2354.45,2312.8,True,1495.662,2104.1901,-233.7989,1495.662
372, 2014/08/14,2357.199,2335.949,2334.079,2349.7,2351.35,2302.975,True,1476.042,2121.4791,-235.7199,1476.042
373, 2014/08/13,2358.459,2358.899,2335.689,2348.0,2352.8,2294.025,True,1481.892,2122.6131,-235.8459,1481.892
374, 2014/08/12,2361.169,2357.049,2344.719,2348.8,2349.1,2284.625,True,1432.202,2125.0521,-236.1169,1432.202
375, 2014/08/11,2338.009,2365.349,2337.009,2351.3,2346.5,2275.525,True,1367.962,2104.2081,-233.8009,1367.962
376, 2014/08/08,2329.179,2331.129,2319.29,2353.3,2342.35,2265.825,True,1299.362,2096.2611,-232.9179,1299.362
377, 2014/08/07,2363.609,2327.459,2326.269,2353.0,2335.3,2256.675,True,1101.882,2127.2481,-236.3609,1101.882
378, 2014/08/06,2358.209,2363.219,2334.33,2357.6,2326.25,2247.45,True,1117.752,2122.3881,-235.8209,1117.752
379, 2014/08/05,2376.799,2369.349,2353.789,2349.4,2309.75,2236.725,True,1157.282,2139.1191,-237.6799,1157.282
380, 2014/08/04,2336.629,2375.619,2332.139,2341.7,2292.05,2227.275,True,1196.682,2102.9661,-233.6629,1196.682
381, 2014/08/01,2341.229,2329.399,2328.969,2331.4,2271.15,2217.325,True,1183.692,2107.1061,-234.1229,1183.692
382, 2014/07/31,2321.969,2350.25,2316.58,2317.6,2254.6,2209.775,True,1270.912,2089.7721,-232.1969,1270.912
383, 2014/07/30,2324.689,2322.01,2316.06,2294.9,2235.25,2201.275,True,1264.572,2092.2201,-232.4689,1264.572
384, 2014/07/29,2326.039,2331.369,2316.219,2270.1,2220.15,2193.725,True,1245.202,2093.4351,-232.6039,1245.202
385, 2014/07/28,2272.379,2323.899,2272.379,2242.4,2204.55,2185.4,True,1252.152,2045.1411,-227.2379,1252.152
386, 2014/07/25,2243.07,2260.449,2239.07,2210.9,2189.3,2177.45,True,1230.181,2018.763,-224.307,1230.181
387, 2014/07/24,2199.83,2237.01,2199.83,2191.6,2178.05,2171.925,True,1377.871,1979.847,-219.983,1377.871
388, 2014/07/23,2191.39,2197.83,2190.55,2175.6,2168.65,2167.55,False,0.0,1972.251,0.0,0.0
389, 2014/07/22,2162.44,2192.7,2162.24,2170.2,2163.7,2164.3,False,0.0,1946.196,0.0,0.0
390, 2014/07/21,2164.22,2166.29,2158.96,2166.7,2162.5,2161.925,False,0.0,1947.798,0.0,0.0
391, 2014/07/18,2147.66,2164.14,2145.45,2167.7,2163.5,2160.3,False,0.0,1932.894,0.0,0.0
392, 2014/07/17,2166.83,2157.07,2147.08,2164.5,2164.95,2158.95,True,1278.212,1950.147,-216.683,1278.212
393, 2014/07/16,2172.82,2170.87,2166.77,2161.7,2167.3,2157.425,True,1274.871,1955.538,-217.282,1274.871
394, 2014/07/15,2170.09,2174.979,2165.21,2157.2,2167.3,2156.9,False,0.0,1953.081,0.0,0.0
395, 2014/07/14,2149.54,2171.76,2145.28,2158.3,2166.25,2156.625,False,0.0,1934.586,0.0,0.0
396, 2014/07/11,2136.32,2148.01,2134.79,2159.3,2165.6,2157.65,False,0.0,1922.688,0.0,0.0
397, 2014/07/10,2146.6,2142.85,2139.52,2165.4,2165.8,2159.05,False,0.0,1931.94,0.0,0.0
398, 2014/07/09,2178.14,2148.71,2148.26,2172.9,2166.45,2159.575,True,1064.611,1960.326,-217.814,1064.611
399, 2014/07/08,2174.83,2180.47,2163.36,2177.4,2164.9,2160.2,True,1057.122,1957.347,-217.483,1057.122
400, 2014/07/07,2178.55,2176.29,2171.08,2174.2,2161.35,2159.225,True,1106.452,1960.695,-217.855,1106.452
401, 2014/07/04,2180.45,2178.7,2174.07,2171.9,2157.1,2157.125,True,1082.581,1962.405,-218.045,1082.581
402, 2014/07/03,2169.0,2180.19,2164.84,2166.2,2152.95,2154.925,True,1170.031,1952.1,-216.9,1170.031
403, 2014/07/02,2164.0,2170.87,2155.61,2160.0,2147.55,2153.45,True,1144.251,1947.6,-216.4,1144.251
404, 2014/07/01,2169.2,2164.56,2157.13,2152.4,2146.5,2151.3,True,1082.071,1952.28,-216.92,1082.071
405, 2014/06/30,2152.31,2165.12,2152.31,2148.5,2147.0,2150.575,False,0.0,1937.079,0.0,0.0
406, 2014/06/27,2146.37,2150.26,2138.93,2142.3,2149.7,2150.15,False,0.0,1931.733,0.0,0.0
407, 2014/06/26,2135.16,2149.08,2134.89,2139.7,2152.3,2150.4,False,0.0,1921.644,0.0,0.0
408, 2014/06/25,2141.73,2133.37,2126.03,2135.1,2152.7,2151.4,False,0.0,1927.557,0.0,0.0
409, 2014/06/24,2131.69,2144.82,2130.29,2140.6,2155.5,2152.1,False,0.0,1918.521,0.0,0.0
410, 2014/06/23,2137.93,2134.11,2132.45,2145.5,2157.1,2152.65,False,0.0,1924.137,0.0,0.0
411, 2014/06/20,2124.96,2136.73,2120.81,2157.1,2157.15,2153.375,False,0.0,1912.464,0.0,0.0
412, 2014/06/19,2161.43,2126.91,2119.5,2164.9,2156.9,2153.075,True,1172.591,1945.287,-216.143,1172.591
413, 2014/06/18,2169.25,2160.24,2158.5,2170.3,2159.35,2153.55,True,1081.241,1952.325,-216.925,1081.241
414, 2014/06/17,2185.68,2169.67,2168.45,2170.4,2156.1,2151.3,True,1180.151,1967.112,-218.568,1180.151
415, 2014/06/16,2176.44,2191.86,2174.28,2168.7,2154.15,2148.6,True,1185.641,1958.796,-217.644,1185.641
416, 2014/06/13,2150.99,2176.24,2150.57,2157.2,2150.6,2146.275,True,1215.551,1935.891,-215.099,1215.551
417, 2014/06/12,2156.76,2153.41,2148.41,2148.9,2148.5,2144.7,True,1185.531,1941.084,-215.676,1185.531
418, 2014/06/11,2156.15,2160.77,2152.08,2148.4,2150.1,2145.625,False,0.0,1940.535,0.0,0.0
419, 2014/06/10,2138.67,2161.27,2132.45,2141.8,2148.7,2146.325,False,0.0,1924.803,0.0,0.0
420, 2014/06/09,2128.232,2134.282,2126.672,2139.6,2148.2,2147.275,False,0.0,1915.4088,0.0,0.0
421, 2014/06/06,2149.212,2134.722,2123.982,2144.0,2149.6,2147.25,False,0.0,1934.2908,0.0,0.0
422, 2014/06/05,2126.612,2150.602,2123.522,2148.1,2149.25,2147.3,False,0.0,1913.9508,0.0,0.0
423, 2014/06/04,2149.412,2128.272,2117.312,2151.8,2147.75,2146.625,True,1612.039,1934.4708,-214.9412,1612.039
424, 2014/06/03,2157.642,2149.922,2149.292,2155.6,2146.5,2148.075,False,0.0,1941.8778,0.0,0.0
425, 2014/05/30,2156.382,2156.462,2146.222,2156.8,2143.05,2148.4,True,1669.029,1940.7438,-215.6382,1669.029
426, 2014/05/29,2171.262,2155.162,2154.932,2155.2,2141.95,2148.525,False,0.0,1954.1358,0.0,0.0
427, 2014/05/28,2147.472,2169.352,2142.012,2150.4,2140.9,2148.7,False,0.0,1932.7248,0.0,0.0
428, 2014/05/27,2154.402,2147.282,2145.752,2143.7,2141.15,2146.95,False,0.0,1938.9618,0.0,0.0
429, 2014/05/26,2161.892,2155.982,2147.452,2137.4,2143.95,2148.0,False,0.0,1945.7028,0.0,0.0
430, 2014/05/23,2130.772,2148.412,2128.662,2129.3,2146.35,2149.725,False,0.0,1917.6948,0.0,0.0
431, 2014/05/22,2134.093,2130.873,2128.863,2128.7,2144.9,2152.025,False,0.0,1920.6837,0.0,0.0
432, 2014/05/21,2106.763,2135.913,2096.513,2131.4,2145.35,2155.325,False,0.0,1896.0867,0.0,0.0
433, 2014/05/20,2124.713,2115.773,2110.723,2138.6,2145.5,2157.875,False,0.0,1912.2417,0.0,0.0
434, 2014/05/19,2139.363,2115.143,2105.713,2150.5,2149.65,2163.325,False,0.0,1925.4267,0.0,0.0
435, 2014/05/16,2143.933,2145.953,2132.193,2163.4,2153.75,2168.8,False,0.0,1929.5397,0.0,0.0
436, 2014/05/15,2169.282,2144.083,2142.343,2161.1,2155.1,2173.15,False,0.0,1952.3538,0.0,0.0
437, 2014/05/14,2175.093,2172.373,2169.002,2159.3,2156.5,2177.4,False,0.0,1957.5837,0.0,0.0
438, 2014/05/13,2180.063,2174.853,2167.772,2152.4,2152.75,2182.225,False,0.0,1962.0567,0.0,0.0
439, 2014/05/12,2150.313,2180.052,2139.482,2148.8,2152.05,2187.025,False,0.0,1935.2817,0.0,0.0
440, 2014/05/09,2138.843,2133.913,2120.603,2144.1,2153.1,2191.7,False,0.0,1924.9587,0.0,0.0
441, 2014/05/08,2132.042,2135.502,2128.323,2149.1,2159.15,2196.925,False,0.0,1918.8378,0.0,0.0
442, 2014/05/07,2151.472,2137.323,2136.992,2153.7,2165.3,2202.025,False,0.0,1936.3248,0.0,0.0
443, 2014/05/06,2151.393,2157.333,2150.113,2153.1,2170.25,2204.425,False,0.0,1936.2537,0.0,0.0
444, 2014/05/05,2152.593,2156.473,2131.233,2155.3,2177.0,2204.825,False,0.0,1937.3337,0.0,0.0
445, 2014/04/30,2158.763,2158.663,2153.123,2162.1,2183.85,2206.025,False,0.0,1942.8867,0.0,0.0
446, 2014/04/29,2134.413,2158.473,2131.783,2169.2,2191.2,2206.25,False,0.0,1920.9717,0.0,0.0
447, 2014/04/28,2165.773,2134.973,2132.703,2176.9,2198.3,2205.625,False,0.0,1949.1957,0.0,0.0
448, 2014/04/25,2195.813,2167.833,2167.643,2187.4,2211.7,2206.5,False,0.0,1976.2317,0.0,0.0
449, 2014/04/24,2192.773,2190.473,2186.763,2198.7,2222.0,2205.9,False,0.0,1973.4957,0.0,0.0
450, 2014/04/23,2191.233,2194.673,2187.393,2205.6,2230.3,2204.925,False,0.0,1972.1097,0.0,0.0
451, 2014/04/22,2184.023,2196.793,2165.073,2213.2,2234.7,2203.925,False,0.0,1965.6207,0.0,0.0
452, 2014/04/21,2209.943,2187.253,2186.753,2219.7,2238.75,2202.9,True,1896.619,1988.9487,-220.9943,1896.619
453, 2014/04/18,2215.883,2224.483,2203.053,2236.0,2238.6,2201.475,True,1681.749,1994.2947,-221.5883,1681.749
454, 2014/04/17,2238.783,2224.803,2221.953,2245.3,2232.65,2194.6,True,1424.259,2014.9047,-223.8783,1424.259
455, 2014/04/16,2223.473,2232.533,2221.153,2255.0,2228.2,2189.4,True,1704.529,2001.1257,-222.3473,1704.529
456, 2014/04/15,2261.413,2229.463,2225.693,2256.2,2221.3,2184.675,True,1737.129,2035.2717,-226.1413,1737.129
457, 2014/04/14,2267.943,2268.613,2255.463,2257.8,2212.95,2180.35,True,1617.979,2041.1487,-226.7943,1617.979
458, 2014/04/11,2269.563,2270.673,2261.133,2241.2,2201.3,2173.075,True,1838.439,2042.6067,-226.9563,1838.439
459, 2014/04/10,2241.452,2273.762,2229.512,2220.0,2189.8,2166.55,True,2011.57,2017.3068,-224.1452,2011.57
460, 2014/04/09,2239.792,2238.622,2228.992,2201.4,2179.55,2158.575,True,2233.21,2015.8128,-223.9792,2233.21
461, 2014/04/08,2179.922,2237.322,2178.912,2186.4,2173.15,2152.075,True,2011.63,1961.9298,-217.9922,2011.63
462, 2014/04/04,2157.982,2185.472,2155.282,2168.1,2167.05,2145.1,True,2178.21,1942.1838,-215.7982,2178.21
463, 2014/04/03,2188.642,2165.012,2160.752,2161.4,2164.35,2144.25,True,2517.88,1969.7778,-218.8642,2517.88
464, 2014/04/02,2166.073,2180.732,2164.012,2159.6,2156.55,2144.675,False,0.0,1949.4657,0.0,0.0
465, 2014/04/01,2143.723,2163.123,2141.153,2157.7,2150.6,2143.85,False,0.0,1929.3507,0.0,0.0
466, 2014/03/31,2156.053,2146.303,2134.423,2159.9,2148.05,2144.875,False,0.0,1940.4477,0.0,0.0
467, 2014/03/28,2154.513,2151.973,2144.583,2166.0,2147.75,2147.1,False,0.0,1939.0617,0.0,0.0
468, 2014/03/27,2168.343,2155.713,2146.923,2167.3,2144.85,2148.45,True,2970.49,1951.5087,-216.8343,2970.49
469, 2014/03/26,2181.232,2171.052,2165.222,2153.5,2143.3,2148.35,True,2883.59,1963.1088,-218.1232,2883.59
470, 2014/03/25,2170.782,2174.442,2164.672,2143.5,2137.6,2147.975,True,3050.39,1953.7038,-217.0782,3050.39
471, 2014/03/24,2161.903,2176.552,2150.873,2136.2,2131.0,2147.15,False,0.0,1945.7127,0.0,0.0
472, 2014/03/21,2079.873,2158.802,2077.762,2129.5,2123.15,2149.05,False,0.0,1871.8857,0.0,0.0
473, 2014/03/20,2116.193,2086.973,2086.503,2122.4,2124.15,2154.325,False,0.0,1904.5737,0.0,0.0
474, 2014/03/19,2131.282,2120.873,2101.282,2133.1,2132.8,2164.35,False,0.0,1918.1538,0.0,0.0
475, 2014/03/18,2146.123,2138.133,2134.923,2131.7,2137.1,2173.75,False,0.0,1931.5107,0.0,0.0
476, 2014/03/17,2132.792,2143.042,2118.952,2125.8,2141.7,2180.95,False,0.0,1919.5128,0.0,0.0
477, 2014/03/14,2129.873,2122.843,2109.573,2116.8,2146.45,2189.4,False,0.0,1916.8857,0.0,0.0
478, 2014/03/13,2119.552,2140.333,2115.992,2125.9,2152.05,2198.025,False,0.0,1907.5968,0.0,0.0
479, 2014/03/12,2102.802,2114.133,2090.762,2132.5,2153.4,2204.975,False,0.0,1892.5218,0.0,0.0
480, 2014/03/11,2092.613,2108.663,2088.733,2142.5,2158.35,2213.85,False,0.0,1883.3517,0.0,0.0
481, 2014/03/10,2149.682,2097.792,2095.072,2157.6,2163.3,2222.7,False,0.0,1934.7138,0.0,0.0
482, 2014/03/07,2170.042,2168.362,2161.442,2176.1,2174.95,2231.175,False,0.0,1953.0378,0.0,0.0
483, 2014/03/06,2159.402,2173.632,2136.452,2178.2,2184.5,2233.375,False,0.0,1943.4618,0.0,0.0
484, 2014/03/05,2187.353,2163.982,2159.603,2174.3,2195.9,2234.825,False,0.0,1968.6177,0.0,0.0
485, 2014/03/04,2183.863,2184.272,2161.593,2174.2,2210.4,2238.0,False,0.0,1965.4767,0.0,0.0
486, 2014/03/03,2173.913,2190.373,2167.913,2169.0,2220.2,2239.8,False,0.0,1956.5217,0.0,0.0
487, 2014/02/28,2149.453,2178.973,2133.553,2173.8,2232.35,2241.075,False,0.0,1934.5077,0.0,0.0
488, 2014/02/27,2170.813,2154.113,2150.143,2190.8,2244.0,2244.4,False,0.0,1953.7317,0.0,0.0
489, 2014/02/26,2147.743,2163.413,2137.083,2217.5,2256.55,2248.3,False,0.0,1932.9687,0.0,0.0
490, 2014/02/25,2216.513,2157.913,2150.103,2246.6,2269.35,2252.3,False,0.0,1994.8617,0.0,0.0
491, 2014/02/24,2246.723,2214.513,2194.163,2271.4,2282.1,2253.775,False,0.0,2022.0507,0.0,0.0
492, 2014/02/21,2284.033,2264.293,2250.653,2290.9,2287.4,2251.35,True,2416.748,2055.6297,-228.4033,2416.748
493, 2014/02/20,2314.093,2287.443,2286.203,2297.2,2282.25,2247.075,True,2404.348,2082.6837,-231.4093,-231.4093
494, 2014/02/19,2280.933,2308.663,2274.153,2295.6,2273.75,2243.3,True,2466.488,2052.8397,-228.0933,2466.488
495, 2014/02/18,2310.313,2282.443,2276.113,2292.1,2265.6,2238.3,True,2380.219,2079.2817,-231.0313,-231.0313
496, 2014/02/17,2308.793,2311.653,2293.553,2292.8,2259.4,2234.825,True,2249.609,2077.9137,-230.8793,-230.8793
497, 2014/02/14,2278.403,2295.573,2274.433,2283.9,2249.8,2228.925,True,2191.689,2050.5627,-227.8403,2191.689
498, 2014/02/13,2288.453,2279.553,2278.263,2267.3,2244.8,2224.4,True,2264.879,2059.6077,-228.8453,2264.879
499, 2014/02/12,2286.193,2291.253,2276.443,2251.9,2240.05,2221.525,True,2310.648,2057.5737,-228.6193,2310.648
500, 2014/02/11,2267.743,2285.563,2262.603,2239.1,2235.25,2219.05,True,2519.998,2040.9687,-226.7743,2519.998
501, 2014/02/10,2221.543,2267.533,2221.543,2226.0,2225.45,2216.675,False,0.0,1999.3887,0.0,0.0
502, 2014/02/07,2187.343,2212.483,2177.123,2215.7,2215.3,2215.225,False,0.0,1968.6087,0.0,0.0
503, 2014/01/30,2223.163,2202.453,2200.223,2222.3,2211.9,2219.15,False,0.0,2000.8467,0.0,0.0
504, 2014/01/29,2225.713,2227.783,2219.933,2228.2,2212.85,2225.125,False,0.0,2003.1417,0.0,0.0
505, 2014/01/28,2220.783,2219.863,2205.973,2231.4,2211.0,2230.25,False,0.0,1998.7047,0.0,0.0
506, 2014/01/27,2233.013,2215.923,2211.803,2224.9,2210.25,2234.225,False,0.0,2009.7117,0.0,0.0
507, 2014/01/24,2225.763,2245.683,2222.893,2214.9,2208.05,2238.6,False,0.0,2003.1867,0.0,0.0
508, 2014/01/23,2242.253,2231.893,2228.063,2201.5,2204.0,2239.575,False,0.0,2018.0277,0.0,0.0
509, 2014/01/22,2190.433,2243.803,2187.533,2197.5,2203.0,2243.225,False,0.0,1971.3897,0.0,0.0
510, 2014/01/21,2168.423,2187.413,2168.423,2190.6,2202.85,2245.475,False,0.0,1951.5807,0.0,0.0
511, 2014/01/20,2173.653,2165.993,2156.463,2195.6,2207.9,2250.325,False,0.0,1956.2877,0.0,0.0
512, 2014/01/17,2203.823,2178.493,2175.883,2201.2,2215.15,2255.925,False,0.0,1983.4407,0.0,0.0
513, 2014/01/16,2209.453,2211.843,2201.563,2206.5,2226.4,2263.625,False,0.0,1988.5077,0.0,0.0
514, 2014/01/15,2210.023,2208.943,2193.803,2208.5,2237.4,2270.9,False,0.0,1989.0207,0.0,0.0
515, 2014/01/14,2192.843,2212.853,2179.913,2215.1,2249.5,2278.25,False,0.0,1973.5587,0.0,0.0
516, 2014/01/13,2207.003,2193.683,2183.603,2220.2,2258.2,2286.025,False,0.0,1986.3027,0.0,0.0
517, 2014/01/10,2216.523,2204.853,2200.223,2229.1,2269.15,2296.675,False,0.0,1994.8707,0.0,0.0
518, 2014/01/09,2236.973,2222.223,2220.803,2246.3,2275.15,2306.925,False,0.0,2013.2757,0.0,0.0
519, 2014/01/08,2240.643,2241.913,2228.423,2266.3,2283.45,2316.45,False,0.0,2016.5787,0.0,0.0
520, 2014/01/07,2222.313,2238.003,2218.653,2283.9,2288.1,2327.025,False,0.0,2000.0817,0.0,0.0
521, 2014/01/06,2286.373,2238.643,2229.333,2296.2,2292.75,2337.65,False,0.0,2057.7357,0.0,0.0
522, 2014/01/03,2311.973,2290.783,2280.893,2309.2,2296.7,2348.35,False,0.0,2080.7757,0.0,0.0
523, 2014/01/02,2323.433,2321.983,2310.653,2304.0,2300.85,2357.2,False,0.0,2091.0897,0.0,0.0
524, 2013/12/31,2289.013,2330.033,2287.123,2300.6,2304.4,2364.875,False,0.0,2060.1117,0.0,0.0
525, 2013/12/30,2313.383,2299.463,2295.643,2292.3,2307.0,2370.5,False,0.0,2082.0447,0.0,0.0
