,date,open,close,low,earning,stoploss_point,stoploss,earning_with_stoploss
125, 2015/08/18,3999.13,3748.16,3743.39,-1098.158,3399.2605,-599.8695,-599.8695
126, 2015/08/17,3947.84,3993.67,3907.4,-940.188,3355.664,-592.176,-592.176
127, 2015/08/14,3976.41,3965.33,3939.83,-1026.808,3379.9485,-596.4615,-596.4615
128, 2015/08/13,3869.91,3954.56,3838.16,-847.048,3289.4235,-580.4865,-580.4865
129, 2015/08/12,3881.23,3886.32,3871.14,-864.528,3299.0455,-582.1845,-582.1845
130, 2015/08/11,3928.81,3927.91,3891.18,-742.398,3339.4885,-589.3215,-589.3215
131, 2015/08/10,3786.03,3928.42,3775.85,-661.028,3218.1255,-567.9045,-567.9045
132, 2015/08/07,3692.61,3744.2,3686.3,-330.768,3138.7185,-553.8915,-553.8915
133, 2015/08/06,3625.5,3661.54,3614.74,-337.788,3081.675,-543.825,-543.825
134, 2015/08/05,3745.65,3694.57,3676.39,-449.388,3183.8025,-561.8475,-561.8475
135, 2015/08/04,3621.86,3756.54,3601.29,-82.677,3078.581,-543.279,-543.279
136, 2015/08/03,3614.99,3622.91,3549.5,-42.107,3072.7415,-542.2485,-542.2485
137, 2015/07/31,3655.67,3663.73,3620.17,-91.927,3107.3195,-548.3505,-548.3505
138, 2015/07/30,3773.79,3705.77,3685.96,-240.008,3207.7215,-566.0685,-566.0685
139, 2015/07/29,3689.82,3789.17,3612.06,-61.908,3136.347,-553.473,-553.473
140, 2015/07/28,3573.14,3663.0,3537.36,39.352,3037.169,-535.971,-535.971
141, 2015/07/27,3985.57,3725.56,3720.44,-349.478,3387.7345,-597.8355,-597.8355
142, 2015/07/24,4124.75,4070.91,4044.83,-472.978,3506.0375,-618.7125,-618.7125
143, 2015/07/23,4022.27,4123.92,4019.04,-379.798,3418.9295,-603.3405,-603.3405
144, 2015/07/22,3996.43,4026.04,3960.86,-417.468,3396.9655,-599.4645,-599.4645
145, 2015/07/21,3939.9,4017.67,3912.8,-359.898,3348.915,-590.985,-590.985
146, 2015/07/20,3948.42,3992.11,3927.12,-432.228,3356.157,-592.263,-592.263
147, 2015/07/17,3831.42,3957.35,3814.15,-321.068,3256.707,-574.713,-574.713
148, 2015/07/16,3758.5,3823.18,3688.44,-237.828,3194.725,-563.775,-563.775
149, 2015/07/15,3874.97,3805.7,3741.25,-440.388,3293.7245,-581.2455,-581.2455
150, 2015/07/14,3958.37,3924.49,3855.56,-502.868,3364.6145,-593.7555,-593.7555
151, 2015/07/13,3918.99,3970.39,3858.64,-446.548,3331.1415,-587.8485,-587.8485
152, 2015/07/10,3707.46,3877.8,3677.43,-237.388,3151.341,-556.119,-556.119
153, 2015/07/09,3432.45,3709.33,3373.54,104.482,2917.5825,-514.8675,-514.8675
154, 2015/07/08,3467.4,3507.19,3421.53,57.592,2947.29,-520.11,-520.11
155, 2015/07/07,3654.78,3727.12,3585.4,-69.958,3106.563,-548.217,-548.217
156, 2015/07/06,3975.21,3775.91,3653.04,-438.298,3378.9285,-596.2815,-596.2815
157, 2015/07/03,3793.71,3686.92,3629.56,-337.398,3224.6535,-569.0565,-569.0565
158, 2015/07/02,4058.62,3912.77,3795.25,-613.218,3449.827,-608.793,-608.793
159, 2015/07/01,4214.15,4053.7,4043.37,-777.848,3582.0275,-632.1225,-632.1225
160, 2015/06/30,4006.75,4277.22,3847.879,-371.198,3405.7375,-601.0125,-601.0125
161, 2015/06/29,4289.77,4053.03,3875.05,-641.838,3646.3045,-643.4655,-643.4655
162, 2015/06/26,4399.93,4192.87,4139.53,-783.818,3739.9405,-659.9895,-659.9895
163, 2015/06/25,4711.76,4527.78,4483.55,-1101.448,4004.996,-706.764,-706.764
164, 2015/06/24,4604.58,4690.15,4552.13,-974.079,3913.893,-690.687,-690.687
165, 2015/06/23,4471.61,4576.49,4264.771,-854.548,3800.8685,-670.7415,-670.7415
166, 2015/06/19,4689.93,4478.36,4476.5,-1121.459,3986.4405,-703.4895,-703.4895
167, 2015/06/18,4942.521,4785.36,4780.871,-1337.719,4201.14285,-741.37815,-741.37815
168, 2015/06/17,4890.55,4967.9,4767.22,-1283.589,4156.9675,-733.5825,-733.5825
169, 2015/06/16,5004.41,4887.43,4842.1,-1423.569,4253.7485,-750.6615,-750.6615
170, 2015/06/15,5174.42,5062.99,5048.74,-1541.519,4398.257,-776.163,-776.163
171, 2015/06/12,5143.341,5166.351,5103.401,-1493.09,4371.83985,-771.50115,-771.50115
172, 2015/06/11,5101.441,5121.591,5050.761,-1460.95,4336.22485,-765.21615,-765.21615
173, 2015/06/10,5049.201,5106.041,5001.491,-1402.32,4291.82085,-757.38015,-757.38015
174, 2015/06/09,5145.981,5113.531,5042.961,-1555.95,4374.08385,-771.89715,-771.89715
175, 2015/06/08,5045.691,5131.881,4997.481,-1522.87,4288.83735,-756.85365,-756.85365
176, 2015/06/05,5016.092,5023.102,4898.072,-1556.451,4263.6782,-752.4138,-752.4138
177, 2015/06/04,4912.952,4947.102,4647.412,-1596.251,4176.0092,-736.9428,-736.9428
178, 2015/06/03,4924.381,4909.981,4822.441,-1599.3,4185.72385,-738.65715,-738.65715
179, 2015/06/02,4844.701,4910.531,4797.551,-1462.14,4117.99585,-726.70515,-726.70515
180, 2015/06/01,4633.101,4828.741,4615.231,-1245.78,3938.13585,-694.96515,-694.96515
181, 2015/05/29,4603.471,4611.741,4431.561,-1228.27,3912.95035,-690.52065,-690.52065
182, 2015/05/28,4943.741,4620.271,4614.241,-1509.4,4202.17985,-741.56115,-741.56115
183, 2015/05/27,4932.852,4941.711,4857.062,-1503.271,4192.9242,-739.9278,-739.9278
184, 2015/05/26,4854.852,4910.901,4779.082,-1442.421,4126.6242,-728.2278,-728.2278
185, 2015/05/25,4660.082,4813.802,4656.822,-1291.341,3961.0697,-699.0123,-699.0123
186, 2015/05/22,4584.981,4657.602,4562.991,-1264.3,3897.23385,-687.74715,-687.74715
187, 2015/05/21,4456.431,4529.421,4438.261,-1031.1,3787.96635,-668.46465,-668.46465
188, 2015/05/20,4434.981,4446.291,4432.281,-1048.28,3769.73385,-665.24715,-665.24715
189, 2015/05/19,4285.781,4417.551,4285.781,-894.43,3642.91385,-642.86715,-642.86715
190, 2015/05/18,4277.901,4283.491,4260.511,-939.83,3636.21585,-641.68515,-641.68515
191, 2015/05/15,4366.821,4308.691,4278.551,-1104.381,3711.79785,-655.02315,-655.02315
192, 2015/05/14,4372.821,4378.311,4329.041,-1079.591,3716.89785,-655.92315,-655.92315
193, 2015/05/13,4402.381,4375.761,4342.481,-1114.721,3742.02385,-660.35715,-660.35715
194, 2015/05/12,4342.371,4401.221,4317.98,-1159.221,3691.01535,-651.35565,-651.35565
195, 2015/05/11,4231.271,4333.581,4187.82,-1087.911,3596.58035,-634.69065,-634.69065
196, 2015/05/08,4152.98,4205.92,4099.041,-1100.2,3530.033,-622.947,-622.947
197, 2015/05/07,4197.9,4112.21,4108.01,-1159.76,3568.215,-629.685,-629.685
198, 2015/05/06,4311.641,4229.271,4187.371,-1210.881,3664.89485,-646.74615,-646.74615
199, 2015/05/05,4479.851,4298.71,4282.241,-1387.5,3807.87335,-671.97765,-671.97765
200, 2015/05/04,4441.34,4480.46,4387.43,-1298.649,3775.139,-666.201,-666.201
201, 2015/04/30,4483.01,4441.65,4441.05,-1367.119,3810.5585,-672.4515,-672.4515
202, 2015/04/29,4446.12,4476.62,4398.64,-1260.499,3779.202,-666.918,-666.918
203, 2015/04/28,4527.64,4476.21,4432.9,-1371.099,3848.494,-679.146,-679.146
204, 2015/04/27,4441.93,4527.4,4441.93,-1344.009,3775.6405,-666.2895,-666.2895
205, 2015/04/24,4355.949,4393.689,4318.119,-1269.888,3702.55665,-653.39235,-653.39235
206, 2015/04/23,4414.479,4414.509,4358.839,-1262.218,3752.30715,-662.17185,-662.17185
207, 2015/04/22,4304.599,4398.489,4297.949,-1299.428,3658.90915,-645.68985,-645.68985
208, 2015/04/21,4212.189,4293.619,4188.569,-1097.388,3580.36065,-631.82835,-631.82835
209, 2015/04/20,4301.349,4217.079,4190.679,-1101.118,3656.14665,-645.20235,-645.20235
210, 2015/04/17,4254.719,4287.299,4238.909,-1056.828,3616.51115,-638.20785,-638.20785
211, 2015/04/16,4055.919,4194.819,4031.24,-812.828,3447.53115,-608.38785,-608.38785
212, 2015/04/15,4135.649,4084.159,4069.01,-965.199,3515.30165,-620.34735,-620.34735
213, 2015/04/14,4125.779,4135.569,4091.259,-1045.359,3506.91215,-618.86685,-618.86685
214, 2015/04/13,4072.719,4121.709,4057.29,-912.549,3461.81115,-610.90785,-610.90785
215, 2015/04/10,3947.49,4034.31,3929.32,-780.87,3355.3665,-592.1235,-592.1235
216, 2015/04/09,4006.13,3957.53,3900.03,-800.14,3405.2105,-600.9195,-600.9195
217, 2015/04/08,3976.53,3994.81,3903.65,-744.18,3380.0505,-596.4795,-596.4795
218, 2015/04/07,3899.42,3961.38,3891.73,-815.83,3314.507,-584.913,-584.913
219, 2015/04/03,3803.38,3863.93,3792.21,-876.09,3232.873,-570.507,-570.507
220, 2015/04/02,3827.689,3825.78,3775.889,-862.719,3253.53565,-574.15335,-574.15335
221, 2015/04/01,3748.34,3810.29,3742.21,-538.43,3186.089,-562.251,-538.43
222, 2015/03/31,3822.99,3747.9,3737.04,-315.25,3249.5415,-573.4485,-315.25
223, 2015/03/30,3710.61,3786.57,3710.61,-46.32,3154.0185,-556.5915,-46.32
224, 2015/03/27,3686.13,3691.1,3656.83,107.98,3133.2105,-552.9195,107.98
225, 2015/03/26,3641.94,3682.1,3615.01,106.22,3095.649,-546.291,106.22
226, 2015/03/25,3680.95,3660.73,3634.56,312.72,3128.8075,-552.1425,312.72
227, 2015/03/24,3692.57,3691.41,3600.7,272.76,3138.6845,-553.8855,272.76
228, 2015/03/23,3640.1,3687.73,3635.48,314.46,3094.085,-546.015,314.46
229, 2015/03/20,3587.08,3617.32,3569.38,299.24,3049.018,-538.062,299.24
230, 2015/03/19,3576.02,3582.27,3546.84,351.89,3039.617,-536.403,351.89
231, 2015/03/18,3510.5,3577.3,3503.85,417.92,2983.925,-526.575,417.92
232, 2015/03/17,3469.6,3502.85,3459.69,274.6,2949.16,-520.44,274.6
233, 2015/03/16,3391.16,3449.3,3377.09,270.38,2882.486,-508.674,270.38
234, 2015/03/13,3359.49,3372.91,3352.15,335.08,2855.5665,-503.9235,335.08
235, 2015/03/12,3314.81,3349.32,3300.49,441.73,2817.5885,-497.2215,441.73
236, 2015/03/11,3289.59,3290.9,3278.47,333.32,2796.1515,-493.4385,333.32
237, 2015/03/10,3289.08,3286.07,3277.09,374.65,2795.718,-493.362,374.65
238, 2015/03/09,3224.31,3302.41,3198.37,481.46,2740.6635,-483.6465,481.46
239, 2015/03/06,3248.04,3241.19,3234.53,541.13,2760.834,-487.206,541.13
240, 2015/03/05,3264.08,3248.48,3221.67,398.92,2774.468,-489.612,398.92
241, 2015/03/04,3264.18,3279.53,3250.48,461.38,2774.553,-489.627,461.38
242, 2015/03/03,3317.69,3263.05,3260.43,753.22,2820.0365,-497.6535,753.22
243, 2015/03/02,3332.72,3336.28,3298.67,791.2,2832.812,-499.908,791.2
244, 2015/02/27,3296.83,3310.3,3291.01,729.21,2802.3055,-494.5245,729.21
245, 2015/02/26,3222.15,3298.36,3202.19,795.52,2738.8275,-483.3225,795.52
246, 2015/02/25,3256.48,3228.84,3215.55,735.63,2768.008,-488.472,735.63
247, 2015/02/17,3230.88,3246.91,3230.77,726.47,2746.248,-484.632,726.47
248, 2015/02/16,3206.14,3222.36,3195.88,617.04,2725.219,-480.921,617.04
249, 2015/02/13,3186.81,3203.83,3182.79,618.89,2708.7885,-478.0215,618.89
250, 2015/02/12,3157.96,3173.42,3134.24,766.53,2684.266,-473.694,766.53
251, 2015/02/11,3145.77,3157.7,3139.05,824.62,2673.9045,-471.8655,824.62
252, 2015/02/10,3090.49,3141.59,3084.25,787.31,2626.9165,-463.5735,787.31
253, 2015/02/09,3063.51,3095.12,3049.11,645.82,2603.9835,-459.5265,645.82
254, 2015/02/06,3120.09,3075.91,3052.94,387.1,2652.0765,-468.0135,387.1
255, 2015/02/05,3251.209,3136.53,3135.82,475.911,2763.52765,-487.68135,475.911
256, 2015/02/04,3212.819,3174.129,3171.139,563.091,2730.89615,-481.92285,563.091
257, 2015/02/03,3156.089,3204.909,3129.729,530.831,2682.67565,-473.41335,530.831
258, 2015/02/02,3148.139,3128.299,3122.569,764.631,2675.91815,-472.22085,764.631
259, 2015/01/30,3273.749,3210.359,3210.309,779.951,2782.68665,-491.06235,779.951
260, 2015/01/29,3258.999,3262.299,3234.239,1018.221,2770.14915,-488.84985,1018.221
261, 2015/01/28,3325.719,3305.739,3294.649,727.311,2826.86115,-498.85785,727.311
262, 2015/01/27,3389.849,3352.959,3290.219,803.021,2881.37165,-508.47735,803.021
263, 2015/01/26,3347.259,3383.179,3321.309,1180.521,2845.17015,-502.08885,1180.521
264, 2015/01/23,3357.099,3351.759,3328.289,1333.051,2853.53415,-503.56485,1333.051
265, 2015/01/22,3327.319,3343.339,3293.979,1249.171,2828.22115,-499.09785,1249.171
266, 2015/01/21,3189.079,3323.609,3178.339,1289.281,2710.71715,-478.36185,1289.281
267, 2015/01/20,3114.559,3173.049,3100.479,1670.801,2647.37515,-467.18385,1670.801
268, 2015/01/19,3189.729,3116.349,3095.069,1778.171,2711.26965,-478.45935,1778.171
269, 2015/01/16,3343.599,3376.499,3340.489,1543.831,2842.05915,-501.53985,1543.831
270, 2015/01/15,3224.07,3336.449,3207.55,1838.92,2740.4595,-483.6105,1838.92
271, 2015/01/14,3242.34,3222.44,3193.979,1924.011,2755.989,-486.351,1924.011
272, 2015/01/13,3223.54,3235.3,3214.41,1898.051,2740.009,-483.531,1898.051
273, 2015/01/12,3258.209,3229.32,3191.58,1847.832,2769.47765,-488.73135,1847.832
274, 2015/01/09,3276.969,3285.409,3267.51,1836.562,2785.42365,-491.54535,1836.562
275, 2015/01/08,3371.959,3293.459,3285.099,1759.922,2866.16515,-505.79385,1759.922
276, 2015/01/07,3326.649,3373.949,3312.209,1696.453,2827.65165,-498.99735,1696.453
277, 2015/01/06,3330.8,3351.449,3303.179,1616.302,2831.18,-499.62,1616.302
278, 2015/01/05,3258.63,3350.52,3253.88,1651.351,2769.8355,-488.7945,1651.351
279, 2014/12/31,3172.6,3234.68,3157.26,1737.931,2696.71,-475.89,1737.931
280, 2014/12/30,3160.8,3165.81,3130.35,1667.941,2686.68,-474.12,1667.941
281, 2014/12/29,3212.56,3168.02,3126.939,1399.181,2730.676,-481.884,1399.181
282, 2014/12/26,3078.01,3157.6,3064.179,1542.261,2616.3085,-461.7015,1542.261
283, 2014/12/25,2992.459,3072.54,2969.869,1949.252,2543.59015,-448.86885,1949.252
284, 2014/12/24,3039.209,2972.53,2934.909,1871.692,2583.32765,-455.88135,1871.692
285, 2014/12/23,3085.079,3032.609,3025.669,1728.723,2622.31715,-462.76185,1728.723
286, 2014/12/22,3129.27,3127.439,3090.51,1528.332,2659.8795,-469.3905,1528.332
287, 2014/12/19,3053.07,3108.6,3018.42,1476.351,2595.1095,-457.9605,1476.351
288, 2014/12/18,3062.8,3057.52,3030.32,1383.491,2603.38,-459.42,1383.491
289, 2014/12/17,3031.949,3061.02,2993.329,1385.602,2577.15665,-454.79235,1385.602
290, 2014/12/16,2953.81,3021.52,2943.91,1329.681,2510.7385,-443.0715,1329.681
291, 2014/12/15,2921.45,2953.42,2890.9,1387.241,2483.2325,-438.2175,1387.241
292, 2014/12/12,2929.36,2938.17,2914.96,1448.951,2489.956,-439.404,1448.951
293, 2014/12/11,2912.35,2925.74,2892.61,1463.411,2475.4975,-436.8525,1463.411
294, 2014/12/10,2855.939,2940.01,2807.679,1545.282,2427.54815,-428.39085,1545.282
295, 2014/12/09,2992.49,2856.27,2834.59,1341.091,2543.6165,-448.8735,1341.091
296, 2014/12/08,2907.82,3020.26,2879.85,1298.1,2471.647,-436.173,1298.1
297, 2014/12/05,2926.57,2937.65,2813.05,1185.64,2487.5845,-438.9855,1185.64
298, 2014/12/04,2783.469,2899.459,2772.429,1445.802,2365.94865,-417.52035,1445.802
299, 2014/12/03,2768.679,2779.53,2733.869,1530.031,2353.37715,-415.30185,1530.031
300, 2014/12/02,2667.82,2763.54,2665.69,1812.64,2267.647,-400.173,1812.64
301, 2014/12/01,2691.72,2680.16,2668.84,1749.93,2287.962,-403.758,1749.93
302, 2014/11/28,2629.63,2682.83,2622.06,1846.99,2235.1855,-394.4445,1846.99
303, 2014/11/27,2615.37,2630.49,2599.11,1860.84,2223.0645,-392.3055,1860.84
304, 2014/11/26,2572.65,2604.35,2570.4,1954.75,2186.7525,-385.8975,1954.75
305, 2014/11/25,2532.0,2567.6,2527.08,1861.689,2152.2,-379.8,1861.689
306, 2014/11/24,2505.53,2532.88,2495.52,1908.979,2129.7005,-375.8295,1908.979
307, 2014/11/21,2452.63,2486.79,2446.65,1945.859,2084.7355,-367.8945,1945.859
308, 2014/11/20,2443.28,2452.66,2437.48,1850.339,2076.788,-366.492,1850.339
309, 2014/11/19,2452.15,2450.99,2442.71,1764.929,2084.3275,-367.8225,1764.929
310, 2014/11/18,2474.18,2456.37,2449.81,1813.119,2103.053,-371.127,1813.119
311, 2014/11/17,2506.86,2474.01,2472.45,1687.959,2130.831,-376.029,1687.959
312, 2014/11/14,2477.97,2478.82,2457.05,1606.189,2106.2745,-371.6955,1606.189
313, 2014/11/13,2495.0,2485.61,2471.409,1640.569,2120.75,-374.25,1640.569
314, 2014/11/12,2454.6,2494.479,2444.81,1667.109,2086.41,-368.19,1667.109
315, 2014/11/11,2483.65,2469.67,2445.96,1550.66,2111.1025,-372.5475,1550.66
316, 2014/11/10,2436.63,2473.67,2428.19,1520.9,2071.1355,-365.4945,1520.9
317, 2014/11/07,2427.9,2418.17,2407.44,1566.91,2063.715,-364.185,1566.91
318, 2014/11/06,2419.62,2425.86,2401.75,1541.76,2056.677,-362.943,1541.76
319, 2014/11/05,2432.169,2419.25,2415.5,1431.761,2067.34365,-364.82535,1431.761
320, 2014/11/04,2428.27,2430.679,2417.219,1397.51,2064.0295,-364.2405,1397.51
321, 2014/11/03,2425.219,2430.03,2418.169,1385.071,2061.43615,-363.78285,1385.071
322, 2014/10/31,2393.179,2420.179,2384.479,1354.721,2034.20215,-358.97685,1354.721
323, 2014/10/30,2371.889,2391.079,2365.919,1414.681,2016.10565,-355.78335,1414.681
324, 2014/10/29,2343.719,2373.029,2339.709,1347.381,1992.16115,-351.55785,1347.381
325, 2014/10/28,2294.009,2337.869,2294.009,1388.091,1949.90765,-344.10135,1388.091
326, 2014/10/27,2293.569,2290.439,2279.839,1367.161,1949.53365,-344.03535,1367.161
327, 2014/10/24,2303.079,2302.279,2296.659,1388.331,1957.61715,-345.46185,1388.331
328, 2014/10/23,2322.319,2302.419,2297.329,1365.411,1973.97115,-348.34785,1365.411
329, 2014/10/22,2339.219,2326.549,2324.589,1278.101,1988.33615,-350.88285,1278.101
330, 2014/10/21,2355.029,2339.659,2337.549,1227.241,2001.77465,-353.25435,1227.241
331, 2014/10/20,2346.049,2356.729,2340.459,1231.251,1994.14165,-351.90735,1231.251
332, 2014/10/17,2352.779,2341.179,2312.829,1150.071,1999.86215,-352.91685,1150.071
333, 2014/10/16,2361.129,2356.499,2353.409,1088.171,2006.95965,-354.16935,1088.171
334, 2014/10/15,2358.229,2373.669,2344.369,1014.681,2004.49465,-353.73435,1014.681
335, 2014/10/14,2362.799,2359.469,2349.189,986.521,2008.37915,-354.41985,986.521
336, 2014/10/13,2366.429,2366.009,2341.119,924.471,2011.46465,-354.96435,924.471
337, 2014/10/10,2380.759,2374.539,2365.069,905.311,2023.64515,-357.11385,905.311
338, 2014/10/09,2383.859,2389.369,2367.109,918.551,2026.28015,-357.57885,918.551
339, 2014/10/08,2368.579,2382.789,2354.289,872.611,2013.29215,-355.28685,872.611
340, 2014/09/30,2361.319,2363.869,2354.269,887.161,2007.12115,-354.19785,887.161
341, 2014/09/29,2353.709,2357.709,2346.579,925.821,2000.65265,-353.05635,925.821
342, 2014/09/26,2339.289,2347.719,2329.959,923.761,1988.39565,-350.89335,923.761
343, 2014/09/25,2352.869,2345.099,2336.809,983.411,1999.93865,-352.93035,983.411
344, 2014/09/24,2302.229,2343.569,2297.879,1008.071,1956.89465,-345.33435,1008.071
345, 2014/09/23,2289.089,2309.719,2289.019,1009.271,1945.72565,-343.36335,1009.271
346, 2014/09/22,2323.549,2289.869,2284.379,905.291,1975.01665,-348.53235,905.291
347, 2014/09/19,2312.979,2329.449,2305.519,933.931,1966.03215,-346.94685,933.931
348, 2014/09/18,2303.849,2315.929,2297.929,918.511,1958.27165,-345.57735,918.511
349, 2014/09/17,2298.979,2307.889,2282.789,904.851,1954.13215,-344.84685,904.851
350, 2014/09/16,2341.029,2296.559,2293.869,832.391,1989.87465,-351.15435,832.391
351, 2014/09/15,2330.189,2339.139,2321.589,827.511,1980.66065,-349.52835,827.511
352, 2014/09/12,2308.349,2331.949,2302.769,833.241,1962.09665,-346.25235,833.241
353, 2014/09/11,2315.729,2311.679,2304.599,779.391,1968.36965,-347.35935,779.391
354, 2014/09/10,2318.499,2318.309,2306.419,757.411,1970.72415,-347.77485,757.411
355, 2014/09/09,2328.429,2326.529,2315.889,808.101,1979.16465,-349.26435,808.101
356, 2014/09/05,2311.299,2326.429,2307.449,862.83,1964.60415,-346.69485,862.83
357, 2014/09/04,2290.029,2306.859,2283.279,914.88,1946.52465,-343.50435,914.88
358, 2014/09/03,2268.389,2288.629,2268.099,859.91,1928.13065,-340.25835,859.91
359, 2014/09/02,2239.679,2266.049,2234.379,970.68,1903.72715,-335.95185,970.68
360, 2014/09/01,2220.129,2235.509,2217.679,1042.17,1887.10965,-333.01935,1042.17
361, 2014/08/29,2198.949,2217.199,2193.259,1106.79,1869.10665,-329.84235,1106.79
362, 2014/08/28,2210.479,2195.819,2194.859,1142.48,1878.90715,-331.57185,1142.48
363, 2014/08/27,2207.029,2209.469,2204.049,1176.15,1875.97465,-331.05435,1176.15
364, 2014/08/26,2225.289,2207.109,2200.619,1126.47,1891.49565,-333.79335,1126.47
365, 2014/08/25,2241.099,2229.269,2222.009,1102.24,1904.93415,-336.16485,1102.24
366, 2014/08/22,2228.969,2240.809,2225.269,1094.64,1894.62365,-334.34535,1094.64
367, 2014/08/21,2239.569,2230.459,2211.629,933.48,1903.63365,-335.93535,933.48
368, 2014/08/20,2241.659,2240.209,2233.889,874.69,1905.41015,-336.24885,874.69
369, 2014/08/19,2242.339,2245.329,2227.919,1134.16,1905.98815,-336.35085,1134.16
370, 2014/08/18,2229.799,2239.469,2228.129,1106.65,1895.32915,-334.46985,1106.65
371, 2014/08/15,2207.229,2226.729,2203.239,1015.211,1876.14465,-331.08435,1015.211
372, 2014/08/14,2221.539,2206.469,2204.379,1013.761,1888.30815,-333.23085,1013.761
373, 2014/08/13,2223.049,2222.879,2202.439,1006.271,1889.59165,-333.45735,1006.271
374, 2014/08/12,2222.699,2221.599,2209.999,1062.71,1889.29415,-333.40485,1062.71
375, 2014/08/11,2199.429,2224.649,2198.309,1094.03,1869.51465,-329.91435,1094.03
376, 2014/08/08,2188.709,2194.419,2180.599,1185.24,1860.40265,-328.30635,1185.24
377, 2014/08/07,2216.659,2187.669,2185.759,1134.79,1884.16015,-332.49885,1134.79
378, 2014/08/06,2211.999,2217.459,2192.989,1138.521,1880.19915,-331.79985,1138.521
379, 2014/08/05,2224.629,2219.949,2206.849,1010.051,1890.93465,-333.69435,1010.051
380, 2014/08/04,2190.039,2223.329,2186.919,975.771,1861.53315,-328.50585,975.771
381, 2014/08/01,2194.169,2185.299,2184.639,973.851,1865.04365,-329.12535,973.851
382, 2014/07/31,2179.539,2201.559,2173.899,978.061,1852.60815,-326.93085,978.061
383, 2014/07/30,2178.179,2181.239,2177.239,894.361,1851.45215,-326.72685,894.361
384, 2014/07/29,2179.829,2183.189,2172.099,792.701,1852.85465,-326.97435,792.701
385, 2014/07/28,2135.249,2177.949,2135.249,897.36,1814.96165,-320.28735,897.36
386, 2014/07/25,2108.709,2126.609,2106.709,1018.73,1792.40265,-316.30635,1018.73
387, 2014/07/24,2079.629,2105.059,2079.629,1028.971,1767.68465,-311.94435,1028.971
388, 2014/07/23,2074.199,2078.49,2072.229,983.321,1763.06915,-311.12985,983.321
389, 2014/07/22,2050.5,2075.479,2049.81,1010.52,1742.925,-307.575,1010.52
390, 2014/07/21,2057.77,2054.479,2049.179,963.75,1749.1045,-308.6655,963.75
391, 2014/07/18,2047.5,2059.07,2046.0,905.92,1740.375,-307.125,905.92
392, 2014/07/17,2062.89,2055.59,2046.19,875.28,1753.4565,-309.4335,875.28
393, 2014/07/16,2068.34,2067.28,2061.57,857.4,1758.089,-310.251,857.4
394, 2014/07/15,2065.9,2070.36,2059.68,874.11,1756.015,-309.885,874.11
395, 2014/07/14,2047.74,2066.65,2044.9,808.53,1740.579,-307.161,808.53
396, 2014/07/11,2033.87,2046.96,2033.0,986.39,1728.7895,-305.0805,986.39
397, 2014/07/10,2036.54,2038.34,2034.96,901.11,1731.059,-305.481,901.11
398, 2014/07/09,2061.63,2038.61,2037.6,837.829,1752.3855,-309.2445,837.829
399, 2014/07/08,2058.13,2064.02,2047.2,721.4,1749.4105,-308.7195,721.4
