,date,open,close,low,ma5,ma10,ma20,KDJ.K,KDJ.D,KDJ.J,kdjgt,kdjup,both,earning,stoploss_point,stoploss,earning_with_stoploss
771, 2012/12/18,2361.1,2368.12,2347.08,2320.2,2278.85,2215.25,89.363,86.22,95.649,True,True,True,7.462,2006.935,-354.165,7.462
772, 2012/12/17,2359.2,2366.7,2358.66,2298.3,2255.2,2205.1,91.4,84.649,104.903,True,True,True,41.312,2005.32,-353.88,41.312
773, 2012/12/14,2245.64,2355.87,2245.64,2279.2,2229.45,2195.525,89.726,81.273,106.633,True,True,True,172.852,1908.794,-336.846,172.852
774, 2012/12/13,2260.6,2242.64,2242.56,2257.4,2207.8,2186.575,84.833,77.046,100.405,True,True,True,185.292,1921.51,-339.09,185.292
775, 2012/12/12,2257.73,2267.77,2247.95,2249.6,2195.15,2184.125,86.908,73.153,114.418,True,True,True,213.593,1919.0705,-338.6595,213.593
776, 2012/12/11,2263.21,2258.5,2254.3,2237.5,2181.25,2181.9,82.806,66.276,115.865,True,True,True,162.842,1923.7285,-339.4815,162.842
777, 2012/12/10,2254.92,2271.05,2250.44,2212.1,2170.45,2179.575,79.313,58.011,121.918,True,True,True,158.413,1916.682,-338.238,158.413
778, 2012/12/07,2203.89,2246.76,2198.11,2179.7,2160.95,2178.625,70.472,47.36,116.695,True,True,True,217.483,1873.3065,-330.5835,217.483
779, 2012/12/06,2205.61,2203.6,2191.23,2158.2,2155.5,2178.325,56.978,35.804,99.326,True,True,True,261.912,1874.7685,-330.8415,261.912
780, 2012/12/05,2128.39,2207.88,2126.79,2140.7,2152.9,2180.425,42.089,25.217,75.834,True,True,True,344.152,1809.1315,-319.2585,344.152
781, 2012/12/04,2104.93,2131.47,2102.14,2125.0,2151.65,2184.425,17.927,16.781,20.218,True,False,False,0.0,1789.1905,0.0,0.0
782, 2012/12/03,2136.7,2108.85,2108.15,2128.8,2155.0,2192.45,12.273,16.208,4.404,True,False,False,0.0,1816.195,0.0,0.0
783, 2012/11/30,2114.24,2139.66,2109.96,2142.2,2161.6,2202.1,18.038,18.175,17.765,True,False,False,0.0,1797.104,0.0,0.0
784, 2012/11/29,2128.801,2115.68,2114.48,2152.8,2165.35,2210.45,11.005,18.243,-3.471,True,False,False,0.0,1809.48085,0.0,0.0
785, 2012/11/28,2142.501,2129.161,2126.031,2165.1,2173.1,2219.55,15.826,21.863,3.752,True,False,False,0.0,1821.12585,0.0,0.0
786, 2012/11/27,2168.591,2150.641,2150.22,2178.3,2182.55,2225.85,21.692,24.881,15.313,True,True,True,226.382,1843.30235,-325.28865,226.382
787, 2012/11/26,2187.24,2175.601,2172.101,2181.2,2188.7,2230.325,31.768,26.476,42.352,True,True,True,197.203,1859.154,-328.086,197.203
788, 2012/11/23,2184.41,2192.68,2179.73,2181.0,2196.3,2233.3,30.412,23.83,43.575,True,True,True,244.623,1856.7485,-327.6615,244.623
789, 2012/11/22,2181.18,2177.55,2169.66,2177.9,2201.15,2236.075,24.324,20.539,31.895,True,True,True,262.713,1854.003,-327.177,262.713
790, 2012/11/21,2165.41,2194.9,2151.38,2181.1,2207.95,2241.775,23.168,18.646,32.213,True,False,False,0.0,1840.5985,0.0,0.0
791, 2012/11/20,2180.21,2164.88,2163.53,2186.8,2217.2,2247.4,13.186,16.385,6.787,True,False,False,0.0,1853.1785,0.0,0.0
792, 2012/11/19,2175.18,2174.99,2149.54,2196.2,2229.9,2254.75,13.684,17.985,5.084,True,False,False,0.0,1848.903,0.0,0.0
793, 2012/11/16,2189.51,2177.24,2162.98,2211.6,2242.6,2263.1,12.119,20.135,-3.913,True,False,False,0.0,1861.0835,0.0,0.0
794, 2012/11/15,2210.75,2193.62,2193.52,2224.4,2255.55,2270.85,13.124,24.143,-8.914,True,False,False,0.0,1879.1375,0.0,0.0
795, 2012/11/14,2213.09,2223.11,2206.0,2234.8,2266.0,2278.0,19.646,29.652,-0.367,True,False,False,0.0,1881.1265,0.0,0.0
796, 2012/11/13,2250.84,2212.44,2208.72,2247.6,2269.15,2281.85,21.846,34.656,-3.773,True,False,False,0.0,1913.214,0.0,0.0
797, 2012/11/12,2242.96,2251.85,2232.74,2263.6,2271.95,2286.175,31.071,41.061,11.091,True,False,False,0.0,1906.516,0.0,0.0
798, 2012/11/09,2241.76,2240.92,2235.23,2273.6,2270.3,2288.3,35.429,46.056,14.176,True,False,False,0.0,1905.496,0.0,0.0
799, 2012/11/08,2269.58,2245.41,2245.4,2286.7,2271.0,2291.475,47.857,51.369,40.835,True,True,True,88.203,1929.143,-340.437,88.203
800, 2012/11/07,2288.76,2287.5,2277.02,2297.2,2275.6,2294.325,61.983,53.125,79.699,True,True,True,52.983,1945.446,-343.314,52.983
801, 2012/11/06,2301.98,2292.21,2260.51,2290.7,2277.6,2296.175,59.937,48.696,82.419,True,True,True,48.723,1956.683,-345.297,48.723
802, 2012/11/05,2302.74,2301.88,2290.14,2280.3,2279.6,2297.575,56.023,43.075,81.918,True,True,True,51.763,1957.329,-345.411,51.763
803, 2012/11/02,2297.9,2306.77,2284.72,2267.0,2283.6,2295.975,45.076,36.601,62.027,True,True,True,22.443,1953.215,-344.685,22.443
804, 2012/11/01,2256.61,2297.88,2256.41,2255.3,2286.15,2295.3,33.625,32.363,36.149,True,False,False,0.0,1918.1185,0.0,0.0
805, 2012/10/31,2241.43,2254.82,2233.68,2254.0,2290.0,2293.0,21.236,31.733,0.243,True,False,False,0.0,1905.2155,0.0,0.0
806, 2012/10/30,2236.32,2239.88,2231.78,2264.5,2294.55,2289.5,20.557,36.981,-12.292,True,False,False,0.0,1900.872,0.0,0.0
807, 2012/10/29,2241.8,2235.85,2227.65,2278.9,2300.4,2288.0,25.75,45.193,-13.136,True,False,False,0.0,1905.53,0.0,0.0
808, 2012/10/26,2291.31,2247.91,2237.06,2300.2,2306.3,2287.0,35.215,54.915,-4.184,True,False,False,0.0,1947.6135,0.0,0.0
809, 2012/10/25,2306.73,2291.24,2288.6,2317.0,2311.95,2284.55,47.928,64.764,14.256,True,False,False,0.0,1960.7205,0.0,0.0
810, 2012/10/24,2303.4,2307.78,2302.17,2326.0,2313.05,2279.775,62.69,73.182,41.706,True,False,False,0.0,1957.89,0.0,0.0
811, 2012/10/23,2340.89,2312.08,2309.25,2324.6,2314.75,2276.7,72.923,78.428,61.914,True,True,True,-32.297,1989.7565,-351.1335,-32.297
812, 2012/10/22,2320.47,2341.59,2315.9,2321.9,2315.55,2272.875,85.177,81.181,93.17,True,True,True,-7.998,1972.3995,-348.0705,-7.998
813, 2012/10/19,2335.11,2332.47,2328.73,2312.4,2308.35,2268.7,82.309,79.182,88.562,True,True,True,-3.678,1984.8435,-350.2665,-3.678
814, 2012/10/18,2307.49,2336.08,2305.88,2306.9,2304.45,2267.875,81.314,77.619,88.705,True,False,False,0.0,1961.3665,0.0,0.0
815, 2012/10/17,2307.36,2300.8,2280.82,2300.1,2296.0,2265.975,75.007,75.771,73.479,True,True,True,14.223,1961.256,-346.104,14.223
816, 2012/10/16,2293.24,2298.16,2287.59,2304.9,2284.45,2266.95,78.534,76.153,83.294,True,True,True,55.843,1949.254,-343.986,55.843
817, 2012/10/15,2306.01,2294.86,2278.46,2309.2,2275.6,2267.625,79.411,74.963,88.306,True,True,True,53.063,1960.1085,-345.9015,53.063
818, 2012/10/12,2311.28,2304.53,2287.01,2304.3,2267.7,2269.25,81.458,72.739,98.895,True,True,True,41.512,1964.588,-346.692,41.512
819, 2012/10/11,2315.9,2302.53,2300.93,2302.0,2257.15,2269.875,81.328,68.38,107.224,True,True,True,-29.888,1968.515,-347.385,-29.888
820, 2012/10/10,2314.59,2324.12,2304.61,2291.9,2246.5,2265.65,80.129,61.906,116.575,True,True,True,-37.808,1967.4015,-347.1885,-37.808
821, 2012/10/09,2281.75,2320.16,2281.75,2264.0,2238.65,2259.4,71.359,52.794,108.489,True,True,True,-1.127,1939.4875,-342.2625,-1.127
822, 2012/10/08,2291.96,2270.05,2258.11,2242.0,2230.2,2253.625,59.483,43.512,91.425,True,True,True,1.683,1948.166,-343.794,1.683
823, 2012/09/28,2235.06,2293.11,2234.32,2231.1,2229.05,2251.55,52.501,35.526,86.45,True,True,True,43.273,1899.801,-335.259,43.273
824, 2012/09/27,2186.0,2251.72,2185.77,2212.3,2231.3,2247.15,30.33,27.039,36.912,True,False,False,0.0,1858.1,0.0,0.0
825, 2012/09/26,2208.91,2184.89,2181.08,2201.1,2235.95,2245.1,17.756,25.393,2.481,True,False,False,0.0,1877.5735,0.0,0.0
826, 2012/09/25,2209.98,2210.15,2202.38,2213.3,2249.45,2246.6,22.87,29.212,10.186,True,False,False,0.0,1878.483,0.0,0.0
827, 2012/09/24,2183.97,2215.52,2172.88,2218.4,2259.65,2248.025,22.625,32.383,3.108,True,False,False,0.0,1856.3745,0.0,0.0
828, 2012/09/21,2190.33,2199.06,2186.53,2227.0,2270.8,2248.65,20.962,37.262,-11.637,True,False,False,0.0,1861.7805,0.0,0.0
829, 2012/09/20,2236.19,2195.95,2194.22,2250.3,2282.6,2252.5,27.285,45.412,-8.968,True,False,False,0.0,1900.7615,0.0,0.0
830, 2012/09/19,2237.22,2246.24,2229.49,2270.8,2284.8,2257.8,40.323,54.475,12.019,True,False,False,0.0,1901.637,0.0,0.0
831, 2012/09/18,2249.43,2235.24,2228.04,2285.6,2280.15,2260.275,52.465,61.551,34.294,True,True,True,-0.278,1912.0155,-337.4145,-0.278
832, 2012/09/17,2312.05,2258.71,2258.18,2300.9,2277.05,2264.175,66.21,66.094,66.444,True,True,True,-46.198,1965.2425,-346.8075,-46.198
833, 2012/09/14,2324.01,2315.54,2298.83,2314.6,2274.05,2266.35,76.105,66.035,96.243,True,True,True,-121.818,1975.4085,-348.6015,-121.818
834, 2012/09/13,2316.68,2298.46,2298.37,2314.9,2263.0,2266.25,72.562,61.001,95.683,True,True,True,-126.198,1969.178,-347.502,-126.198
835, 2012/09/12,2325.93,2320.07,2298.3,2298.8,2254.25,2267.3,72.772,55.22,107.876,True,True,True,-80.598,1977.0405,-348.8895,-80.598
836, 2012/09/11,2316.53,2311.89,2294.82,2274.7,2243.75,2267.9,66.097,46.444,105.403,True,True,True,-33.688,1969.0505,-347.4795,-33.688
837, 2012/09/10,2320.56,2326.67,2313.57,2253.2,2236.4,2270.15,58.731,36.618,102.958,True,True,True,-2.708,1972.476,-348.084,-2.708
838, 2012/09/07,2233.91,2317.18,2233.91,2233.5,2226.5,2271.4,42.901,25.561,77.58,True,True,True,73.392,1898.8235,-335.0865,73.392
839, 2012/09/06,2204.44,2217.82,2199.86,2211.1,2222.4,2275.525,22.225,16.892,32.893,True,True,True,70.932,1873.774,-330.666,70.932
840, 2012/09/05,2199.743,2199.883,2186.963,2209.7,2230.8,2285.2,14.413,14.225,14.789,True,True,True,126.949,1869.78155,-329.96145,126.949
841, 2012/09/04,2231.723,2204.413,2199.513,2212.8,2240.4,2294.725,15.869,14.131,19.345,True,True,True,-7.661,1896.96455,-334.75845,-7.661
842, 2012/09/03,2201.123,2228.373,2197.713,2219.6,2251.3,2303.95,17.421,13.261,25.741,True,False,False,0.0,1870.95455,0.0,0.0
843, 2012/08/31,2205.573,2204.873,2203.123,2219.5,2258.65,2311.8,10.722,11.182,9.802,True,False,False,0.0,1874.73705,0.0,0.0
844, 2012/08/30,2204.513,2211.373,2188.723,2233.7,2269.5,2319.225,10.259,11.412,7.954,True,False,False,0.0,1873.83605,0.0,0.0
845, 2012/08/29,2230.203,2214.813,2214.433,2251.9,2280.35,2325.425,7.221,11.988,-2.313,True,False,False,0.0,1895.67255,0.0,0.0
846, 2012/08/28,2226.903,2238.413,2222.003,2268.0,2292.05,2332.6,10.663,14.371,3.247,True,False,False,0.0,1892.86755,0.0,0.0
847, 2012/08/27,2268.493,2228.203,2228.153,2283.0,2303.9,2337.325,8.759,16.225,-6.173,True,False,False,0.0,1928.21905,0.0,0.0
848, 2012/08/24,2295.683,2275.683,2274.573,2297.8,2316.3,2342.725,13.118,19.958,-0.562,True,False,False,0.0,1951.33055,0.0,0.0
849, 2012/08/23,2298.183,2302.203,2285.373,2305.3,2328.65,2346.375,19.011,23.378,10.277,True,False,False,0.0,1953.45555,0.0,0.0
850, 2012/08/22,2315.143,2295.593,2285.753,2308.8,2339.6,2348.65,18.805,25.562,5.29,True,False,False,0.0,1967.87155,0.0,0.0
851, 2012/08/21,2301.933,2313.703,2296.553,2316.1,2349.05,2351.875,22.348,28.941,9.163,True,False,False,0.0,1956.64305,0.0,0.0
852, 2012/08/20,2294.903,2301.793,2279.953,2324.8,2356.6,2355.0,20.879,32.237,-1.837,True,False,False,0.0,1950.66755,0.0,0.0
853, 2012/08/17,2318.433,2313.483,2295.163,2334.8,2364.95,2358.175,23.137,37.916,-6.421,True,False,False,0.0,1970.66805,0.0,0.0
854, 2012/08/16,2327.913,2319.673,2317.063,2352.0,2368.95,2362.425,26.96,45.305,-9.731,True,False,False,0.0,1978.72605,0.0,0.0
855, 2012/08/15,2350.023,2331.623,2330.153,2370.4,2370.5,2367.675,39.086,54.478,8.301,True,False,False,0.0,1997.51955,0.0,0.0
856, 2012/08/14,2352.663,2357.023,2324.913,2382.0,2373.15,2371.775,54.838,62.174,40.165,True,False,False,0.0,1999.76355,0.0,0.0
857, 2012/08/13,2394.503,2351.933,2350.813,2388.4,2370.75,2374.65,64.117,65.843,60.667,True,True,True,24.248,2035.32755,-359.17545,24.248
858, 2012/08/10,2409.943,2399.753,2395.913,2395.1,2369.15,2377.025,81.189,66.705,110.157,True,True,True,-6.101,2048.45155,-361.49145,-6.101
859, 2012/08/09,2388.433,2411.703,2378.853,2385.9,2364.1,2379.575,79.568,59.463,119.776,True,True,True,28.338,2030.16805,-358.26495,28.338
860, 2012/08/08,2390.963,2389.793,2382.823,2370.6,2357.7,2381.475,69.606,49.411,109.994,True,True,True,8.978,2032.31855,-358.64445,8.978
861, 2012/08/07,2383.262,2388.873,2379.452,2364.3,2354.7,2383.25,64.079,39.314,113.609,True,True,True,100.899,2025.7727,-357.4893,100.899
862, 2012/08/06,2350.123,2385.613,2348.123,2353.1,2353.4,2384.125,47.584,26.932,88.888,True,True,True,177.728,1997.60455,-352.51845,177.728
863, 2012/08/03,2340.253,2353.743,2329.933,2343.2,2351.4,2385.65,23.567,16.605,37.49,True,True,True,220.288,1989.21505,-351.03795,220.288
864, 2012/08/02,2354.073,2334.883,2325.613,2342.3,2355.9,2391.625,14.276,13.125,16.579,True,True,True,211.598,2000.96205,-353.11095,211.598
865, 2012/08/01,2332.133,2358.653,2331.953,2344.8,2364.85,2396.375,14.47,12.549,18.311,True,False,False,0.0,1982.31305,0.0,0.0
866, 2012/07/31,2336.883,2332.923,2329.503,2345.1,2370.4,2401.7,6.248,11.589,-4.432,True,False,False,0.0,1986.35055,0.0,0.0
867, 2012/07/30,2350.782,2335.792,2334.002,2353.7,2378.55,2408.5,7.88,14.259,-4.878,True,False,False,0.0,1998.1647,0.0,0.0
868, 2012/07/27,2353.943,2349.113,2341.293,2359.6,2384.9,2414.95,11.007,17.448,-1.877,True,False,False,0.0,2000.85155,0.0,0.0
869, 2012/07/26,2360.133,2347.493,2344.703,2369.5,2395.05,2420.575,12.705,20.669,-3.222,True,False,False,0.0,2006.11305,0.0,0.0
870, 2012/07/25,2368.383,2360.083,2357.473,2384.9,2405.25,2424.5,17.765,24.651,3.993,True,False,False,0.0,2013.12555,0.0,0.0
871, 2012/07/24,2353.223,2375.993,2352.803,2395.7,2411.8,2428.85,23.488,28.094,14.275,True,False,False,0.0,2000.23955,0.0,0.0
872, 2012/07/23,2379.893,2365.433,2357.513,2403.4,2414.85,2432.8,25.166,30.397,14.703,True,True,True,202.959,2022.90905,-356.98395,202.959
873, 2012/07/20,2415.713,2398.463,2392.183,2410.2,2419.9,2437.35,34.164,33.013,36.467,True,True,True,202.319,2053.35605,-362.35695,202.319
874, 2012/07/19,2407.443,2424.323,2401.293,2420.6,2427.35,2443.05,38.097,32.437,49.417,True,True,True,207.409,2046.32655,-361.11645,207.409
875, 2012/07/18,2412.063,2414.333,2373.653,2425.6,2427.9,2449.45,30.908,29.607,33.509,True,False,False,0.0,2050.25355,0.0,0.0
876, 2012/07/17,2391.903,2414.203,2391.282,2427.9,2433.0,2456.675,26.725,28.957,22.26,True,False,False,0.0,2033.11755,0.0,0.0
877, 2012/07/16,2452.603,2399.733,2399.613,2426.3,2438.45,2465.0,26.754,30.073,20.115,True,True,True,100.108,2084.71255,-367.89045,100.108
878, 2012/07/13,2441.013,2450.633,2438.983,2429.6,2445.0,2473.425,40.057,31.733,56.707,True,True,True,65.918,2074.86105,-366.15195,65.918
879, 2012/07/12,2420.043,2449.183,2404.583,2434.1,2446.1,2478.925,32.665,27.571,42.855,True,False,False,0.0,2057.03655,0.0,0.0
880, 2012/07/11,2402.183,2425.573,2402.153,2430.2,2443.75,2485.5,22.398,25.023,17.146,True,False,False,0.0,2041.85555,0.0,0.0
881, 2012/07/10,2411.003,2406.713,2402.373,2438.1,2445.9,2491.225,20.35,26.336,8.377,True,False,False,0.0,2049.35255,0.0,0.0
882, 2012/07/09,2455.893,2416.043,2414.953,2450.6,2450.75,2498.8,28.064,29.329,25.532,True,True,True,71.898,2087.50905,-368.38395,71.898
883, 2012/07/06,2435.063,2472.613,2420.363,2460.4,2454.8,2504.225,41.374,29.962,64.199,True,True,True,107.738,2069.80355,-365.25945,107.738
884, 2012/07/05,2450.303,2430.373,2420.003,2458.1,2458.75,2507.7,24.339,24.256,24.505,True,True,True,79.638,2082.75755,-367.54545,79.638
885, 2012/07/04,2474.533,2464.923,2456.003,2457.3,2471.0,2514.05,28.812,24.215,38.006,True,True,True,51.448,2103.35305,-371.17995,-371.17995
886, 2012/07/03,2464.853,2468.723,2457.453,2453.7,2480.35,2518.75,24.914,21.916,30.909,True,True,True,28.058,2095.12505,-369.72795,28.058
887, 2012/07/02,2473.543,2465.243,2452.993,2450.9,2491.55,2523.25,20.647,20.417,21.107,True,False,False,0.0,2102.51155,0.0,0.0
888, 2012/06/29,2418.863,2461.613,2417.493,2449.2,2501.85,2531.65,16.037,20.302,7.506,True,False,False,0.0,2056.03355,0.0,0.0
889, 2012/06/28,2451.663,2425.733,2425.243,2459.4,2511.75,2540.175,11.501,22.435,-10.365,True,False,False,0.0,2083.91355,0.0,0.0
890, 2012/06/27,2452.673,2447.203,2444.343,2484.7,2527.25,2551.0,17.106,27.901,-4.484,True,False,False,0.0,2084.77205,0.0,0.0
891, 2012/06/26,2442.563,2454.923,2434.643,2507.0,2536.55,2561.175,21.699,33.299,-1.5,True,False,False,0.0,2076.17855,0.0,0.0
892, 2012/06/25,2501.163,2456.523,2455.013,2532.2,2546.85,2569.175,26.155,39.099,0.266,True,False,False,0.0,2125.98855,0.0,0.0
893, 2012/06/21,2547.053,2512.193,2502.423,2554.5,2553.65,2575.0,38.686,45.571,24.915,True,True,True,-13.222,2164.99505,-382.05795,-382.05795
894, 2012/06/20,2563.643,2552.613,2549.443,2564.1,2556.65,2579.125,52.649,49.014,59.919,True,True,True,-98.792,2179.09655,-384.54645,-384.54645
895, 2012/06/19,2577.363,2558.623,2556.103,2569.8,2557.1,2582.35,56.861,47.196,76.19,True,True,True,-118.892,2190.75855,-386.60445,-386.60445
896, 2012/06/18,2576.633,2581.213,2572.993,2566.1,2557.15,2585.8,59.051,42.364,92.426,True,True,True,-117.042,2190.13805,-386.49495,-386.49495
897, 2012/06/15,2565.193,2568.053,2538.573,2561.5,2554.95,2586.125,46.824,34.02,72.433,True,True,True,-128.372,2180.41405,-384.77895,-384.77895
898, 2012/06/14,2573.333,2560.423,2558.563,2552.8,2561.45,2586.425,33.191,27.618,44.338,True,True,True,-111.223,2187.33305,-385.99995,-385.99995
899, 2012/06/13,2546.793,2580.643,2539.633,2549.2,2568.6,2589.1,27.031,24.831,31.431,True,False,False,0.0,2164.77405,0.0,0.0
900, 2012/06/12,2543.763,2540.183,2529.953,2544.4,2574.75,2588.775,17.98,23.731,6.477,True,False,False,0.0,2162.19855,0.0,0.0
901, 2012/06/11,2529.603,2558.263,2523.773,2548.2,2585.8,2592.65,19.563,26.607,5.474,True,False,False,0.0,2150.16255,0.0,0.0
902, 2012/06/08,2558.843,2524.333,2520.413,2548.4,2591.5,2595.525,15.299,30.129,-14.36,True,False,False,0.0,2175.01655,0.0,0.0
903, 2012/06/07,2579.433,2542.183,2536.263,2570.1,2596.35,2601.125,21.527,37.544,-10.506,True,False,False,0.0,2192.51805,0.0,0.0
904, 2012/06/06,2564.233,2557.403,2547.333,2588.0,2601.6,2606.875,29.864,45.552,-1.511,True,False,False,0.0,2179.59805,0.0,0.0
905, 2012/06/05,2565.193,2558.843,2548.763,2605.1,2607.6,2611.9,39.456,53.396,11.576,True,False,False,0.0,2180.41405,0.0,0.0
906, 2012/06/04,2598.733,2559.033,2558.923,2623.4,2614.45,2619.4,53.206,60.366,38.885,True,True,True,-103.652,2208.92305,-389.80995,-389.80995
907, 2012/06/01,2633.603,2633.003,2623.293,2634.6,2617.3,2627.35,73.746,63.946,93.347,True,True,True,-134.302,2238.56255,-395.04045,-395.04045
908, 2012/05/31,2623.163,2632.043,2617.233,2622.6,2611.4,2631.475,71.801,59.046,97.311,True,True,True,-39.632,2229.68855,-393.47445,-393.47445
909, 2012/05/30,2646.374,2642.263,2636.523,2615.2,2609.6,2634.475,69.308,52.668,102.586,True,True,True,-71.323,2249.4179,-396.9561,-396.9561
910, 2012/05/29,2615.154,2650.854,2612.563,2610.1,2602.8,2636.525,61.042,44.349,94.43,True,True,True,-2.054,2222.8809,-392.2731,-392.2731
911, 2012/05/28,2562.604,2614.694,2545.344,2605.5,2599.5,2635.3,44.84,36.002,62.518,True,False,False,0.0,2178.2134,0.0,0.0
912, 2012/05/25,2595.263,2573.104,2565.653,2600.0,2599.55,2636.125,28.92,31.582,23.596,True,True,True,19.727,2205.97355,-389.28945,-389.28945
913, 2012/05/24,2613.104,2595.263,2588.214,2600.2,2605.9,2638.775,37.023,32.913,45.244,True,True,True,-2.934,2221.1384,-391.9656,-391.9656
914, 2012/05/23,2621.793,2616.874,2598.293,2604.0,2612.15,2639.275,38.587,30.858,54.044,True,True,True,-96.693,2228.52405,-393.26895,-393.26895
915, 2012/05/22,2598.173,2627.533,2597.603,2595.5,2616.2,2638.725,32.1,26.994,42.313,True,False,False,0.0,2208.44705,0.0,0.0
916, 2012/05/21,2572.373,2587.233,2563.973,2593.5,2624.35,2638.675,17.507,24.441,3.64,True,False,False,0.0,2186.51705,0.0,0.0
917, 2012/05/18,2595.553,2573.983,2567.303,2599.1,2637.4,2639.1,16.667,27.907,-5.815,True,False,False,0.0,2206.22005,0.0,0.0
918, 2012/05/17,2577.963,2613.943,2571.203,2611.6,2651.55,2640.4,22.781,33.528,1.289,True,False,False,0.0,2191.26855,0.0,0.0
919, 2012/05/16,2610.163,2574.653,2574.083,2620.3,2659.35,2636.8,19.598,38.901,-19.008,True,False,False,0.0,2218.63855,0.0,0.0
920, 2012/05/15,2597.643,2617.373,2591.603,2636.9,2670.25,2636.775,29.199,48.552,-9.509,True,False,False,0.0,2207.99655,0.0,0.0
921, 2012/05/14,2653.813,2615.533,2613.353,2655.2,2671.1,2634.925,33.59,58.229,-15.687,True,False,False,0.0,2255.74105,0.0,0.0
922, 2012/05/11,2652.313,2636.923,2636.523,2675.7,2672.7,2632.675,49.342,70.549,6.929,True,False,False,0.0,2254.46605,0.0,0.0
923, 2012/05/10,2657.873,2657.213,2649.383,2691.5,2671.65,2626.85,66.946,81.152,38.533,True,False,False,0.0,2259.19205,0.0,0.0
924, 2012/05/09,2685.193,2657.513,2655.323,2698.4,2666.4,2619.975,80.506,88.255,65.008,True,True,True,-62.383,2282.41405,-402.77895,-402.77895
925, 2012/05/08,2717.413,2709.123,2683.563,2703.6,2661.25,2611.85,94.984,92.13,100.692,True,True,True,-171.693,2309.80105,-407.61195,-407.61195
926, 2012/05/07,2699.453,2717.783,2694.323,2687.0,2653.0,2602.375,95.225,90.702,104.271,True,True,True,-30.613,2294.53505,-404.91795,-404.91795
927, 2012/05/04,2689.623,2715.883,2677.143,2669.7,2640.8,2592.125,92.838,88.441,101.632,True,True,True,-16.293,2286.17955,-403.44345,-403.44345
928, 2012/05/03,2679.523,2691.523,2675.813,2651.8,2629.25,2579.1,89.305,86.242,95.431,True,True,True,-84.843,2277.59455,-401.92845,-401.92845
929, 2012/05/02,2660.673,2683.493,2643.533,2634.4,2614.25,2566.65,86.279,84.711,89.415,True,True,True,-93.072,2261.57205,-399.10095,-399.10095
930, 2012/04/27,2630.552,2626.163,2623.603,2618.9,2603.3,2556.225,84.177,83.927,84.677,True,True,True,-25.591,2235.9692,-394.5828,-394.5828
931, 2012/04/26,2632.722,2631.492,2617.093,2619.0,2598.75,2552.275,84.878,83.802,87.031,True,True,True,-36.121,2237.8137,-394.9083,-394.9083
932, 2012/04/25,2598.232,2625.992,2593.333,2611.9,2592.65,2548.475,83.324,83.264,83.443,True,False,False,0.0,2208.4972,0.0,0.0
933, 2012/04/24,2594.802,2604.872,2559.462,2606.7,2582.05,2544.825,82.23,83.234,80.223,True,True,True,107.838,2205.5817,-389.2203,-389.2203
934, 2012/04/23,2624.752,2606.042,2599.112,2594.1,2573.55,2543.775,87.663,83.736,95.517,True,True,True,60.858,2231.0392,-393.7128,-393.7128
935, 2012/04/20,2591.512,2626.842,2589.352,2587.7,2562.45,2542.85,90.618,81.772,108.31,True,True,True,145.958,2202.7852,-388.7268,-388.7268
936, 2012/04/19,2598.332,2596.062,2585.302,2578.5,2551.75,2540.75,86.088,77.349,103.565,True,True,True,173.398,2208.5822,-389.7498,-389.7498
937, 2012/04/18,2550.912,2599.912,2546.002,2573.4,2543.45,2542.45,82.793,72.98,102.418,True,True,True,208.958,2168.2752,-382.6368,-382.6368
938, 2012/04/17,2572.362,2541.882,2541.542,2557.4,2528.95,2543.625,74.959,68.074,88.731,True,True,True,203.478,2186.5077,-385.8543,-385.8543
939, 2012/04/16,2564.232,2574.042,2559.782,2553.0,2519.05,2545.8,79.457,64.631,109.108,True,True,True,207.448,2179.5972,-384.6348,-384.6348
940, 2012/04/13,2575.052,2580.452,2570.042,2537.2,2509.15,2547.35,75.543,57.218,112.194,True,True,True,172.978,2188.7942,-386.2578,-386.2578
941, 2012/04/12,2522.832,2570.442,2516.572,2525.0,2505.8,2552.4,67.381,48.056,106.031,True,True,True,220.488,2144.4072,-378.4248,-378.4248
942, 2012/04/11,2494.522,2520.042,2489.332,2513.5,2504.3,2556.575,51.213,38.393,76.853,True,True,True,192.358,2120.3437,-374.1783,-374.1783
943, 2012/04/10,2490.282,2519.792,2459.352,2500.5,2507.6,2563.8,45.058,31.983,71.209,True,True,True,198.428,2116.7397,-373.5423,-373.5423
944, 2012/04/09,2510.532,2495.152,2491.592,2485.1,2514.0,2569.575,35.914,25.445,56.851,True,True,True,165.338,2133.9522,-376.5798,-376.5798
945, 2012/04/06,2509.452,2519.832,2502.702,2481.1,2523.25,2574.975,31.932,20.211,55.375,True,True,True,142.408,2133.0342,-376.4178,-376.4178
946, 2012/04/05,2449.212,2512.832,2441.272,2486.6,2529.75,2580.075,21.322,14.35,35.265,True,False,False,0.0,2081.8302,0.0,0.0
947, 2012/03/30,2447.942,2454.902,2438.492,2495.1,2541.45,2587.55,9.345,10.865,6.305,True,False,False,0.0,2080.7507,0.0,0.0
948, 2012/03/29,2463.692,2443.122,2429.732,2514.7,2558.3,2598.8,7.494,11.624,-0.767,True,False,False,0.0,2094.1382,0.0,0.0
949, 2012/03/28,2538.462,2474.902,2471.032,2542.9,2572.55,2608.325,7.916,13.69,-3.632,True,False,False,0.0,2157.6927,0.0,0.0
