date,open,close,ma5,ma10,ma5_up_10,ma5_down_10,ma5_up_10_earning,ma5_down_10_earning
2014-08-26,5218.4,5150.575,5213.905,5168.655,,,0.0,0.0
2014-08-25,5270.854,5224.191,5225.082,5161.838,,,0.0,0.0
2014-08-22,5219.898,5257.881,5217.821,5146.008,,,0.0,0.0
2014-08-21,5217.815,5224.582,5187.54,5119.637,,,0.0,0.0
2014-08-20,5203.303,5212.298,5150.229,5094.087,,,0.0,0.0
2014-08-19,5194.222,5206.456,5123.405,5074.905,,,0.0,0.0
2014-08-18,5123.28,5187.89,5098.594,5053.199,,,0.0,0.0
2014-08-15,5043.374,5106.475,5074.194,5029.361,,,0.0,0.0
2014-08-14,5074.231,5038.027,5051.734,5007.698,,,0.0,0.0
2014-08-13,5086.976,5078.179,5037.945,4998.968,,,0.0,0.0
2014-08-12,5063.277,5082.398,5026.405,4982.687,,,0.0,0.0
2014-08-11,5010.162,5065.893,5007.805,4963.664,,,0.0,0.0
2014-08-08,4972.419,4994.171,4984.527,4938.711,,,0.0,0.0
2014-08-07,5025.072,4969.083,4963.663,4910.689,,,0.0,0.0
2014-08-06,4973.799,5020.482,4959.99,4880.424,,,0.0,0.0
2014-08-05,4951.253,4989.396,4938.968,4847.718,,,0.0,0.0
2014-08-04,4901.102,4949.502,4919.523,4821.883,,,0.0,0.0
2014-08-01,4930.257,4889.853,4892.896,4795.306,,,0.0,0.0
2014-07-31,4908.749,4950.719,4857.715,4773.304,,,0.0,0.0
2014-07-30,4890.523,4915.369,4800.857,4745.02,,,0.0,0.0
2014-07-29,4820.383,4892.173,4756.469,4724.107,True,,258.402,0.0
2014-07-28,4732.574,4816.367,4724.243,4709.735,,,0.0,0.0
2014-07-25,4669.832,4713.948,4697.716,4703.359,,,0.0,0.0
2014-07-24,4694.369,4666.43,4688.893,4703.219,,,0.0,0.0
2014-07-23,4730.138,4693.426,4689.183,4706.333,,,0.0,0.0
2014-07-22,4676.52,4731.044,4691.746,4711.964,,,0.0,0.0
2014-07-21,4680.796,4683.734,4695.227,4723.557,,,0.0,0.0
2014-07-18,4654.896,4669.831,4709.002,4737.446,,,0.0,0.0
2014-07-17,4703.605,4667.88,4717.544,4755.028,,,0.0,0.0
2014-07-16,4741.603,4706.241,4723.482,4774.331,,,0.0,0.0
2014-07-15,4751.793,4748.45,4732.182,4788.147,,,0.0,0.0
2014-07-14,4716.197,4752.607,4751.887,4796.376,,,0.0,0.0
2014-07-11,4687.708,4712.544,4765.891,4800.587,,True,0.0,-281.627
2014-07-10,4743.216,4697.569,4792.512,4803.366,,,0.0,0.0
2014-07-09,4833.173,4749.739,4825.179,4806.791,,,0.0,0.0
2014-07-08,4817.763,4846.974,4844.112,4798.103,,,0.0,0.0
2014-07-07,4847.677,4822.628,4840.865,4783.055,,,0.0,0.0
2014-07-04,4869.58,4845.651,4835.282,4767.905,,,0.0,0.0
2014-07-03,4839.571,4860.904,4814.22,4746.497,,,0.0,0.0
2014-07-02,4833.311,4844.403,4788.403,4718.743,,,0.0,0.0
2014-07-01,4797.6,4830.739,4752.095,4704.95,,,0.0,0.0
2014-06-30,4745.506,4794.715,4725.245,4694.742,True,,21.652,0.0
2014-06-27,4736.624,4740.34,4700.527,4693.46,,,0.0,0.0
2014-06-26,4666.609,4731.819,4678.773,4693.997,,,0.0,0.0
2014-06-25,4697.447,4662.862,4649.082,4690.187,,,0.0,0.0
2014-06-24,4672.045,4696.489,4657.804,4694.558,,,0.0,0.0
2014-06-23,4637.839,4671.123,4664.239,4694.028,,True,0.0,-12.611
2014-06-20,4582.82,4631.572,4686.392,4689.124,,,0.0,0.0
2014-06-19,4705.543,4583.366,4709.221,4691.173,,,0.0,0.0
2014-06-18,4728.42,4706.47,4731.292,4697.365,,,0.0,0.0
2014-06-17,4774.528,4728.663,4731.312,4686.286,,,0.0,0.0
2014-06-16,4747.148,4781.891,4723.817,4678.953,,,0.0,0.0
2014-06-13,4690.011,4745.714,4691.855,4665.944,,,0.0,0.0
2014-06-12,4698.197,4693.72,4673.124,4654.913,True,,3.849,0.0
2014-06-11,4679.51,4706.57,4663.438,4654.399,,,0.0,0.0
2014-06-10,4622.622,4691.189,4641.261,4644.826,,True,0.0,-155.785
2014-06-09,4639.0,4622.083,4634.089,4638.328,,,0.0,0.0
2014-06-06,4646.076,4652.06,4640.033,4634.603,,,0.0,0.0
2014-06-05,4591.326,4645.286,4636.701,4623.116,,,0.0,0.0
2014-06-04,4649.36,4595.688,4645.36,4612.333,,,0.0,0.0
2014-06-03,4654.146,4655.33,4648.391,4600.744,,,0.0,0.0
2014-05-30,4630.172,4651.803,4642.566,4581.756,,,0.0,0.0
2014-05-29,4696.549,4635.399,4629.172,4566.553,,,0.0,0.0
2014-05-28,4614.597,4688.578,4609.531,4553.374,,,0.0,0.0
2014-05-27,4617.956,4610.845,4579.307,4544.832,True,,52.017,0.0
2014-05-26,4615.673,4626.206,4553.098,4543.763,,,0.0,0.0
2014-05-23,4543.826,4584.83,4520.946,4542.224,,,0.0,0.0
2014-05-22,4546.515,4537.197,4503.935,4533.008,,,0.0,0.0
2014-05-21,4465.878,4537.455,4497.217,4533.414,,,0.0,0.0
2014-05-20,4491.982,4479.8,4510.358,4535.48,,,0.0,0.0
2014-05-19,4492.23,4465.449,4534.427,4552.001,,,0.0,0.0
2014-05-16,4496.474,4499.775,4563.502,4565.273,,,0.0,0.0
2014-05-15,4597.47,4503.607,4562.081,4570.522,,True,0.0,-242.107
2014-05-14,4597.371,4603.157,4569.61,4573.021,,,0.0,0.0
2014-05-13,4612.616,4600.149,4560.602,4560.522,,,0.0,0.0
2014-05-12,4524.221,4610.824,4569.575,4558.925,True,,80.365,0.0
2014-05-09,4542.357,4492.668,4567.043,4564.769,,,0.0,0.0
2014-05-08,4546.128,4541.251,4578.963,4588.318,,,0.0,0.0
2014-05-07,4633.042,4558.12,4576.433,4606.837,,,0.0,0.0
2014-05-06,4596.657,4645.01,4560.442,4626.314,,,0.0,0.0
2014-05-05,4545.272,4598.168,4548.275,4644.216,,,0.0,0.0
2014-04-30,4512.774,4552.266,4562.494,4666.131,,,0.0,0.0
2014-04-29,4459.275,4528.599,4597.672,4690.895,,,0.0,0.0
2014-04-28,4569.991,4478.168,4637.241,4718.507,,,0.0,0.0
2014-04-25,4666.457,4584.175,4692.186,4756.155,,,0.0,0.0
2014-04-24,4720.286,4669.262,4740.157,4780.788,,,0.0,0.0
2014-04-23,4726.558,4728.158,4769.768,4800.041,,,0.0,0.0
2014-04-22,4751.619,4726.444,4784.118,4811.663,,,0.0,0.0
2014-04-21,4791.487,4752.892,4799.773,4819.967,,True,0.0,215.437
2014-04-18,4803.711,4824.031,4820.123,4820.782,,,0.0,0.0
2014-04-17,4811.959,4817.315,4821.419,4808.548,,,0.0,0.0
2014-04-16,4791.494,4799.907,4830.314,4795.237,,,0.0,0.0
2014-04-15,4847.219,4804.718,4839.209,4783.065,,,0.0,0.0
2014-04-14,4825.023,4854.643,4840.162,4762.095,,,0.0,0.0
2014-04-11,4845.746,4830.511,4821.441,4737.663,,,0.0,0.0
2014-04-10,4849.334,4861.79,4795.677,4725.957,,,0.0,0.0
2014-04-09,4814.367,4844.382,4760.16,4720.84,True,,-351.714,0.0
2014-04-08,4741.482,4809.482,4726.922,4714.363,,,0.0,0.0
2014-04-04,4693.561,4761.042,4684.029,4712.05,,,0.0,0.0
2014-04-03,4691.03,4701.689,4653.885,4716.072,,,0.0,0.0
2014-04-02,4679.75,4684.207,4656.236,4716.775,,,0.0,0.0
2014-04-01,4590.679,4678.19,4681.52,4734.314,,,0.0,0.0
2014-03-31,4606.521,4595.016,4701.804,4759.73,,,0.0,0.0
2014-03-28,4702.482,4610.323,4740.071,4792.213,,,0.0,0.0
2014-03-27,4806.069,4713.444,4778.259,4814.656,,,0.0,0.0
2014-03-26,4789.164,4810.629,4777.315,4829.7,,,0.0,0.0
2014-03-25,4769.095,4779.607,4787.109,4827.889,,True,0.0,51.449
2014-03-24,4798.926,4786.353,4817.656,4831.31,True,,-59.909,0.0
2014-03-21,4680.567,4801.261,4844.354,4834.5,,,0.0,0.0
2014-03-20,4841.224,4708.723,4851.053,4853.885,,,0.0,0.0
2014-03-19,4922.312,4859.599,4882.086,4885.144,,,0.0,0.0
2014-03-18,4923.309,4932.344,4868.67,4903.626,,,0.0,0.0
2014-03-17,4857.464,4919.845,4844.963,4915.39,,,0.0,0.0
2014-03-14,4841.305,4834.753,4824.646,4933.226,,,0.0,0.0
2014-03-13,4794.015,4863.887,4856.716,4952.67,,,0.0,0.0
2014-03-12,4802.252,4792.523,4888.202,4960.428,,,0.0,0.0
2014-03-11,4798.11,4813.807,4938.581,4987.095,,,0.0,0.0
2014-03-10,4956.21,4818.26,4985.817,5010.401,,,0.0,0.0
2014-03-07,5016.896,4995.105,5041.805,5055.156,,,0.0,0.0
2014-03-06,5032.45,5021.316,5048.623,5083.656,,,0.0,0.0
2014-03-05,5053.793,5044.415,5032.654,5111.535,,,0.0,0.0
2014-03-04,5074.421,5049.987,5035.609,5148.454,,,0.0,0.0
2014-03-03,5041.112,5098.202,5034.984,5182.119,,,0.0,0.0
2014-02-28,4937.475,5029.196,5068.506,5213.559,,,0.0,0.0
2014-02-27,5081.565,4941.468,5118.688,5243.674,,,0.0,0.0
2014-02-26,5013.857,5059.19,5190.417,5274.958,,True,0.0,248.561
2014-02-25,5279.41,5046.866,5261.299,5301.815,,,0.0,0.0
2014-02-24,5254.077,5265.81,5329.253,5323.959,,,0.0,0.0
2014-02-21,5289.201,5280.108,5358.613,5326.585,,,0.0,0.0
2014-02-20,5408.565,5300.111,5368.66,5309.736,,,0.0,0.0
2014-02-19,5388.356,5413.601,5359.499,5282.745,,,0.0,0.0
2014-02-18,5426.043,5386.633,5342.331,5250.014,,,0.0,0.0
2014-02-17,5359.666,5412.611,5318.664,5215.974,,,0.0,0.0
2014-02-14,5251.52,5330.344,5294.557,5183.008,,,0.0,0.0
2014-02-13,5324.394,5254.308,5250.812,5160.316,,,0.0,0.0
2014-02-12,5266.924,5327.761,5205.991,5136.931,,,0.0,0.0
2014-02-11,5308.853,5268.298,5157.696,5102.681,,,0.0,0.0
2014-02-10,5149.031,5292.074,5113.284,5063.241,,,0.0,0.0
2014-02-07,4995.428,5111.619,5071.459,5015.729,,,0.0,0.0
2014-01-30,5082.764,5030.201,5069.82,4991.179,,,0.0,0.0
2014-01-29,5050.274,5086.288,5067.871,4981.341,,,0.0,0.0
2014-01-28,5092.222,5046.239,5047.666,4968.963,,,0.0,0.0
2014-01-27,5089.506,5082.949,5013.197,4954.538,,,0.0,0.0
2014-01-24,5022.138,5103.421,4959.998,4929.141,True,,-74.225,0.0
2014-01-23,4990.69,5020.456,4912.539,4904.83,,,0.0,0.0
2014-01-22,4877.962,4985.267,4894.811,4897.246,,,0.0,0.0
2014-01-21,4816.673,4873.892,4890.259,4900.707,,,0.0,0.0
2014-01-20,4856.845,4816.953,4895.878,4912.168,,,0.0,0.0
2014-01-17,4917.784,4866.125,4898.285,4925.547,,,0.0,0.0
2014-01-16,4962.602,4931.816,4897.122,4945.798,,,0.0,0.0
2014-01-15,4903.622,4962.507,4899.681,4958.553,,,0.0,0.0
2014-01-14,4825.343,4901.99,4911.155,4960.288,,,0.0,0.0
2014-01-13,4862.399,4828.985,4928.457,4965.102,,True,0.0,-583.626
2014-01-10,4930.507,4860.31,4952.81,4976.856,,,0.0,0.0
2014-01-09,5005.562,4944.613,4994.474,4977.504,,,0.0,0.0
2014-01-08,4992.555,5019.879,5017.425,4978.918,,,0.0,0.0
2014-01-07,4928.314,4988.5,5009.421,4967.611,,,0.0,0.0
2014-01-06,5057.954,4950.747,5001.747,4956.058,,,0.0,0.0
2014-01-03,5044.4,5068.632,5000.902,4948.897,,,0.0,0.0
2014-01-02,4975.653,5059.369,4960.535,4934.242,,,0.0,0.0
2013-12-31,4927.576,4979.855,4940.411,4924.287,True,,106.433,0.0
2013-12-30,4967.054,4950.131,4925.8,4921.235,,,0.0,0.0
2013-12-27,4867.611,4946.525,4910.37,4923.339,,,0.0,0.0
2013-12-26,4950.361,4866.793,4896.891,4933.93,,,0.0,0.0
2013-12-25,4907.64,4958.753,4907.949,4951.243,,,0.0,0.0
2013-12-24,4876.72,4906.8,4908.162,4955.761,,,0.0,0.0
2013-12-23,4869.615,4872.979,4916.67,4969.338,,,0.0,0.0
2013-12-20,4930.937,4879.132,4936.309,4984.654,,,0.0,0.0
2013-12-19,4967.877,4922.082,4970.97,4996.214,,,0.0,0.0
2013-12-18,4952.25,4959.818,4994.537,5004.417,,True,0.0,28.002
2013-12-17,4969.595,4949.341,5003.36,5013.037,,,0.0,0.0
2013-12-16,5054.056,4971.17,5022.006,5015.752,,,0.0,0.0
2013-12-13,5003.578,5052.437,5032.999,5006.058,True,,-223.452,0.0
2013-12-12,5001.048,5039.921,5021.458,5012.974,,,0.0,0.0
2013-12-11,5024.191,5003.932,5014.297,5019.014,,,0.0,0.0
2013-12-10,5035.861,5042.568,5022.713,5024.062,,,0.0,0.0
2013-12-09,5008.922,5026.139,5009.498,5017.711,,,0.0,0.0
2013-12-06,4998.191,4994.728,4979.116,5012.259,,True,0.0,43.981
2013-12-05,5045.052,5004.118,5004.489,5012.956,,,0.0,0.0
2013-12-04,4974.351,5046.012,5023.731,5015.555,,,0.0,0.0
2013-12-03,4847.525,4976.495,5025.41,5014.641,,,0.0,0.0
2013-12-02,5009.12,4874.228,5025.924,5018.142,,,0.0,0.0
2013-11-29,5102.805,5121.594,5045.403,5031.936,,,0.0,0.0
2013-11-28,5065.383,5100.326,5021.423,5011.609,,,0.0,0.0
2013-11-27,4975.624,5054.409,5007.379,4985.766,,,0.0,0.0
2013-11-26,4966.293,4979.065,5003.872,4957.641,,,0.0,0.0
2013-11-25,4984.784,4971.619,5010.359,4945.435,,,0.0,0.0
2013-11-22,5031.944,5001.694,5018.468,4931.92,,,0.0,0.0
2013-11-21,5017.776,5030.109,5001.795,4910.55,,,0.0,0.0
2013-11-20,5033.015,5036.875,4964.153,4892.979,,,0.0,0.0
2013-11-19,5016.464,5011.497,4911.41,4881.465,True,,-62.156,0.0
2013-11-18,4953.76,5012.167,4880.512,4878.083,,,0.0,0.0
2013-11-15,4841.584,4918.329,4845.371,4867.13,,,0.0,0.0
2013-11-14,4773.631,4841.897,4819.305,4861.746,,,0.0,0.0
2013-11-13,4841.41,4773.159,4821.806,4866.461,,,0.0,0.0
2013-11-12,4839.374,4857.007,4851.52,4889.237,,,0.0,0.0
2013-11-11,4783.244,4836.462,4875.655,4898.589,,,0.0,0.0
2013-11-08,4822.553,4788.0,4888.889,4914.716,,,0.0,0.0
2013-11-07,4909.241,4854.4,4904.187,4937.026,,,0.0,0.0
2013-11-06,4964.558,4921.732,4911.117,4967.091,,,0.0,0.0
2013-11-05,4881.303,4977.681,4926.954,4993.949,,,0.0,0.0
2013-11-04,4882.503,4902.63,4921.523,5029.257,,,0.0,0.0
2013-11-01,4870.72,4864.491,4940.544,5078.196,,,0.0,0.0
2013-10-31,4954.906,4889.049,4969.865,5117.302,,,0.0,0.0
2013-10-30,4938.589,5000.92,5023.065,5150.117,,,0.0,0.0
2013-10-29,5001.963,4950.525,5060.943,5173.13,,,0.0,0.0
2013-10-28,4995.765,4997.733,5136.991,5211.95,,,0.0,0.0
2013-10-25,5167.83,5011.097,5215.849,5251.667,,,0.0,0.0
2013-10-24,5179.391,5155.049,5264.74,5285.55,,,0.0,0.0
2013-10-23,5330.991,5190.312,5277.168,5304.493,,,0.0,0.0
2013-10-22,5394.268,5330.766,5285.317,5319.717,,,0.0,0.0
2013-10-21,5266.761,5392.02,5286.908,5318.589,,True,0.0,379.853
2013-10-18,5227.801,5255.552,5287.484,5302.838,,,0.0,0.0
2013-10-17,5256.168,5217.192,5306.361,5293.757,,,0.0,0.0
2013-10-16,5318.735,5231.053,5331.818,5286.75,,,0.0,0.0
2013-10-15,5390.211,5338.725,5354.118,5286.02,,,0.0,0.0
2013-10-14,5356.29,5394.9,5350.27,5281.112,,,0.0,0.0
2013-10-11,5359.996,5349.934,5318.191,5263.114,,,0.0,0.0
2013-10-10,5352.975,5344.477,5281.154,5233.191,,,0.0,0.0
2013-10-09,5298.27,5342.554,5241.681,5201.579,,,0.0,0.0
2013-10-08,5245.071,5319.485,5217.922,5175.911,,,0.0,0.0
2013-09-30,5180.852,5234.505,5211.954,5147.048,,,0.0,0.0
2013-09-27,5150.715,5164.748,5208.038,5121.168,,,0.0,0.0
2013-09-26,5202.576,5147.114,5185.227,5101.168,,,0.0,0.0
2013-09-25,5274.986,5223.757,5161.476,5091.594,,,0.0,0.0
2013-09-24,5233.534,5289.644,5133.9,5074.148,,,0.0,0.0
2013-09-23,5063.248,5214.925,5082.142,5046.59,True,,-217.192,0.0
2013-09-18,5034.176,5050.697,5034.299,5024.524,,True,0.0,39.6
2013-09-17,5079.056,5028.356,5017.109,5018.787,,,0.0,0.0
2013-09-16,5059.825,5085.876,5021.712,5017.239,,,0.0,0.0
2013-09-13,4991.455,5030.854,5014.396,5002.2,,,0.0,0.0
2013-09-12,4948.293,4975.712,5011.038,4985.249,,,0.0,0.0
2013-09-11,5025.964,4964.748,5014.749,4982.343,,,0.0,0.0
2013-09-10,5046.288,5051.371,5020.464,4984.089,,,0.0,0.0
2013-09-09,5024.686,5049.293,5012.765,4985.269,True,,181.76,0.0
2013-09-06,4985.517,5014.068,4990.005,4985.8,,,0.0,0.0
2013-09-05,4993.834,4994.267,4959.459,4979.583,,,0.0,0.0
2013-09-04,5006.569,4993.322,4949.936,4973.502,,True,0.0,-356.612
2013-09-03,4945.447,5012.876,4947.714,4966.422,,,0.0,0.0
2013-09-02,4860.561,4935.493,4957.772,4953.498,,,0.0,0.0
2013-08-30,4938.482,4861.338,4981.594,4950.226,,,0.0,0.0
2013-08-29,4985.983,4946.651,4999.706,4944.966,,,0.0,0.0
2013-08-28,5031.153,4982.214,4997.068,4944.205,,,0.0,0.0
2013-08-27,5056.231,5063.165,4985.129,4947.615,True,,83.949,0.0
2013-08-26,4955.31,5054.601,4949.223,4945.189,,,0.0,0.0
2013-08-23,4951.365,4951.9,4918.857,4942.071,,,0.0,0.0
2013-08-22,4909.832,4933.46,4890.225,4943.307,,,0.0,0.0
2013-08-21,4895.37,4922.517,4891.341,4948.39,,,0.0,0.0
2013-08-20,4891.032,4883.639,4910.101,4949.646,,True,0.0,-144.717
2013-08-19,4791.852,4902.771,4941.154,4961.85,,,0.0,0.0
2013-08-16,4915.161,4808.74,4965.285,4964.15,,,0.0,0.0
2013-08-15,5018.428,4939.039,4996.389,4965.803,,,0.0,0.0
2013-08-14,5039.165,5016.315,5005.439,4951.4,,,0.0,0.0
2013-08-13,5019.08,5038.907,4989.191,4912.156,,,0.0,0.0
2013-08-12,4982.149,5023.424,4982.545,4870.988,,,0.0,0.0
2013-08-09,4995.868,4964.261,4963.014,4836.854,,,0.0,0.0
2013-08-08,4919.587,4984.287,4935.216,4818.697,,,0.0,0.0
2013-08-07,5016.023,4935.078,4897.361,4802.033,True,,58.244,0.0
2013-08-06,4934.422,5005.674,4835.121,4800.671,,,0.0,0.0
2013-08-05,4833.771,4925.771,4759.431,4788.951,,,0.0,0.0
2013-08-02,4817.93,4825.271,4710.693,4770.938,,,0.0,0.0
2013-08-01,4635.31,4795.012,4702.178,4756.477,,,0.0,0.0
2013-07-31,4656.383,4623.877,4706.704,4751.742,,True,0.0,-358.337
2013-07-30,4690.15,4627.226,4766.221,4767.444,,,0.0,0.0
2013-07-29,4750.163,4682.08,4818.471,4792.944,,,0.0,0.0
2013-07-26,4794.156,4782.697,4831.184,4806.644,,,0.0,0.0
2013-07-25,4926.027,4817.642,4810.776,4797.507,,,0.0,0.0
2013-07-24,4876.038,4921.458,4796.78,4787.718,,,0.0,0.0
2013-07-23,4764.105,4888.477,4768.668,4754.701,,,0.0,0.0
2013-07-22,4643.269,4745.645,4767.417,4712.9,,,0.0,0.0
2013-07-19,4746.816,4680.658,4782.105,4685.391,,,0.0,0.0
2013-07-18,4766.456,4747.662,4784.239,4682.337,,,0.0,0.0
2013-07-17,4865.381,4780.898,4778.655,4677.742,,,0.0,0.0
2013-07-16,4840.597,4882.224,4740.733,4670.902,True,,156.683,0.0
2013-07-15,4706.672,4819.081,4658.383,4649.784,,,0.0,0.0
2013-07-12,4716.54,4691.329,4588.676,4626.182,,True,0.0,-272.932
2013-07-11,4596.52,4719.745,4580.434,4602.704,,,0.0,0.0
2013-07-10,4472.17,4591.287,4576.829,4576.156,,,0.0,0.0
2013-07-09,4468.019,4470.472,4601.071,4570.633,,,0.0,0.0
2013-07-08,4577.459,4470.549,4641.185,4562.76,,,0.0,0.0
2013-07-05,4709.151,4650.118,4663.687,4553.265,,,0.0,0.0
2013-07-04,4675.553,4701.717,4624.974,4555.725,True,,93.295,0.0
2013-07-03,4666.763,4712.5,4575.483,4553.934,,,0.0,0.0
2013-07-02,4584.527,4671.039,4540.195,4568.328,,,0.0,0.0
2013-07-01,4433.808,4583.059,4484.335,4587.673,,,0.0,0.0
2013-06-28,4418.243,4456.556,4442.844,4616.891,,,0.0,0.0
2013-06-27,4546.148,4454.261,4486.475,4656.987,,,0.0,0.0
2013-06-26,4421.48,4536.062,4532.384,4683.523,,,0.0,0.0
2013-06-25,4325.038,4391.737,4596.461,4714.23,,,0.0,0.0
2013-06-24,4661.866,4375.602,4691.01,4767.217,,,0.0,0.0
2013-06-21,4583.627,4674.715,4790.938,4828.673,,,0.0,0.0
2013-06-20,4818.537,4683.806,4827.499,4857.085,,,0.0,0.0
2013-06-19,4842.254,4856.445,4834.661,4895.628,,,0.0,0.0
2013-06-18,4878.765,4864.483,4831.998,4923.181,,,0.0,0.0
2013-06-17,4873.102,4875.242,4843.423,4956.549,,,0.0,0.0
2013-06-14,4725.689,4857.517,4866.409,4988.632,,,0.0,0.0
2013-06-13,4779.494,4719.619,4886.672,5018.626,,,0.0,0.0
2013-06-07,4923.006,4843.131,4956.594,5066.079,,,0.0,0.0
2013-06-06,4975.78,4921.607,5014.364,5097.474,,,0.0,0.0
2013-06-05,4951.462,4990.169,5069.675,5112.071,,True,0.0,519.62
2013-06-04,5063.083,4958.832,5110.856,5119.983,,,0.0,0.0
2013-06-03,5125.296,5069.233,5150.58,5136.666,,,0.0,0.0
2013-05-31,5206.059,5131.981,5175.563,5131.942,,,0.0,0.0
2013-05-30,5178.899,5198.158,5180.583,5112.322,,,0.0,0.0
2013-05-29,5166.206,5196.074,5154.467,5077.881,,,0.0,0.0
2013-05-28,5196.165,5157.453,5129.111,5038.693,,,0.0,0.0
2013-05-27,5164.483,5194.149,5122.752,4993.988,,,0.0,0.0
2013-05-24,5070.958,5157.081,5088.321,4951.13,,,0.0,0.0
2013-05-23,5050.161,5067.579,5044.061,4910.519,,,0.0,0.0
2013-05-22,5120.815,5069.292,5001.294,4878.023,,,0.0,0.0
2013-05-21,5014.252,5125.657,4948.275,4844.305,,,0.0,0.0
2013-05-20,4950.583,5021.995,4865.223,4799.656,,,0.0,0.0
2013-05-17,4854.687,4935.783,4813.94,4766.885,,,0.0,0.0
2013-05-16,4794.966,4853.743,4776.976,4732.783,,,0.0,0.0
2013-05-15,4711.279,4804.199,4754.753,4697.743,,,0.0,0.0
2013-05-14,4761.965,4710.397,4740.334,4665.443,,,0.0,0.0
2013-05-13,4748.792,4765.579,4734.089,4651.76,,,0.0,0.0
2013-05-10,4730.641,4750.962,4719.831,4641.777,,,0.0,0.0
2013-05-09,4725.588,4742.627,4688.59,4622.861,True,,178.98,0.0
2013-05-08,4690.085,4732.106,4640.733,4617.857,,,0.0,0.0
2013-05-07,4684.192,4679.17,4590.552,4610.523,,,0.0,0.0
2013-05-06,4602.642,4694.289,4569.431,4599.778,,,0.0,0.0
2013-05-03,4513.381,4594.76,4563.723,4586.492,,True,0.0,-537.221
2013-05-02,4437.093,4503.339,4557.132,4575.924,,,0.0,0.0
2013-04-26,4566.754,4481.204,4594.98,4569.322,,,0.0,0.0
2013-04-25,4646.38,4573.564,4630.493,4570.992,,,0.0,0.0
2013-04-24,4559.582,4665.746,4630.125,4565.599,,,0.0,0.0
2013-04-23,4696.11,4561.805,4609.262,4554.011,,,0.0,0.0
2013-04-22,4640.095,4692.583,4594.716,4554.85,True,,374.996,0.0
2013-04-19,4577.744,4658.769,4543.665,4539.459,,,0.0,0.0
2013-04-18,4544.072,4571.722,4511.491,4521.424,,,0.0,0.0
2013-04-17,4485.213,4561.431,4501.072,4514.096,,,0.0,0.0
2013-04-16,4397.119,4489.075,4498.759,4519.143,,,0.0,0.0
2013-04-15,4482.982,4437.326,4514.984,4531.695,,,0.0,0.0
2013-04-12,4518.281,4497.902,4535.254,4549.02,,,0.0,0.0
2013-04-11,4565.083,4519.627,4531.356,4569.688,,,0.0,0.0
2013-04-10,4567.495,4549.867,4527.119,4588.852,,,0.0,0.0
2013-04-09,4547.907,4570.198,4539.526,4606.96,,,0.0,0.0
2013-04-08,4423.942,4538.676,4548.407,4622.294,,,0.0,0.0
2013-04-03,4501.456,4478.414,4562.786,4638.369,,,0.0,0.0
2013-04-02,4607.126,4498.44,4608.019,4655.141,,True,0.0,-180.73
2013-04-01,4611.135,4611.9,4650.585,4656.965,,,0.0,0.0
2013-03-29,4614.118,4614.603,4674.395,4646.954,,,0.0,0.0
2013-03-28,4666.979,4610.572,4696.181,4643.325,,,0.0,0.0
2013-03-27,4708.306,4704.58,4713.952,4638.739,,,0.0,0.0
2013-03-26,4712.095,4711.272,4702.262,4620.093,,,0.0,0.0
2013-03-25,4732.522,4730.946,4663.344,4603.802,,,0.0,0.0
2013-03-22,4695.072,4723.534,4619.514,4597.822,True,,-161.729,0.0
2013-03-21,4646.184,4699.429,4590.47,4590.208,,,0.0,0.0
2013-03-20,4518.163,4646.131,4563.526,4590.51,,,0.0,0.0
2013-03-19,4517.477,4516.68,4537.924,4604.364,,,0.0,0.0
2013-03-18,4561.183,4511.796,4544.259,4623.592,,,0.0,0.0
2013-03-15,4564.048,4578.314,4576.13,4630.175,,,0.0,0.0
2013-03-14,4508.997,4564.711,4589.947,4643.026,,True,0.0,127.385
2013-03-13,4541.167,4518.12,4617.494,4652.206,,,0.0,0.0
2013-03-12,4667.044,4548.354,4670.804,4658.038,,,0.0,0.0
2013-03-11,4640.719,4671.151,4702.924,4661.183,,,0.0,0.0
2013-03-08,4705.211,4647.398,4684.219,4660.075,,,0.0,0.0
2013-03-07,4768.593,4702.449,4696.106,4661.66,,,0.0,0.0
2013-03-06,4721.44,4784.667,4686.917,4655.833,,,0.0,0.0
2013-03-05,4576.458,4708.955,4645.272,4634.36,,,0.0,0.0
2013-03-04,4669.878,4577.628,4619.441,4619.441,,,0.0,0.0
2013-03-01,4650.844,4706.829,4629.895,4629.895,,,0.0,0.0
2013-02-28,4587.747,4656.506,4604.25,4604.25,,,0.0,0.0
2013-02-27,4588.383,4576.44,4578.122,4578.122,,,0.0,0.0
2013-02-26,4628.707,4579.804,4579.804,4579.804,,,0.0,0.0
