date,open,close,ma5,ma10,ma5_up_10,ma5_down_10,ma5_up_10_earning,ma5_down_10_earning
2015-12-15,8273.653,8323.431,8183.209,8213.762,,,0.0,0.0
2015-12-14,7999.643,8259.688,8146.361,8197.724,,,0.0,0.0
2015-12-11,8095.081,8082.685,8157.802,8188.06,,,0.0,0.0
2015-12-10,8109.225,8134.48,8188.306,8189.437,,,0.0,0.0
2015-12-09,8093.028,8115.761,8230.737,8241.495,,,0.0,0.0
2015-12-08,8278.79,8139.191,8244.316,8305.329,,,0.0,0.0
2015-12-07,8242.266,8316.891,8249.088,8352.782,,,0.0,0.0
2015-12-04,8298.072,8235.208,8218.319,8374.345,,,0.0,0.0
2015-12-03,8190.472,8346.635,8190.567,8408.865,,,0.0,0.0
2015-12-02,8146.64,8183.654,8252.252,8426.109,,,0.0,0.0
2015-12-01,8147.432,8163.05,8366.342,8434.413,,True,0.0,-304.34
2015-11-30,8109.261,8163.049,8456.476,8462.861,,,0.0,0.0
2015-11-27,8605.614,8096.449,8530.37,8497.882,,,0.0,0.0
2015-11-26,8801.56,8655.057,8627.163,8522.8,,,0.0,0.0
2015-11-25,8617.5,8754.105,8599.966,8510.706,True,,-197.962,0.0
2015-11-24,8522.16,8613.72,8502.485,8490.753,,True,0.0,-38.916
