,date,open,close,low,KDJ.K,KDJ.D,KDJ.J,kdjgt,earning,stoploss_point,stoploss,earning_with_stoploss
81, 2015/10/28,7873.539,7724.009,7687.199,168.761,103.511,130.501,True,-760.019,7086.1851,-787.3539,-760.019
82, 2015/10/27,7820.359,7928.629,7540.319,173.84,87.198,173.283,False,0.0,7038.3231,0.0,0.0
83, 2015/10/26,7927.149,7889.239,7775.929,156.959,65.538,182.843,False,0.0,7134.4341,0.0,0.0
84, 2015/10/23,7713.169,7823.709,7654.719,137.142,42.683,188.918,False,0.0,6941.8521,0.0,0.0
85, 2015/10/22,7392.719,7671.759,7377.209,116.524,19.068,194.912,False,0.0,6653.4471,0.0,0.0
86, 2015/10/21,7876.109,7411.859,7374.519,103.985,-5.296,218.562,False,0.0,7088.4981,0.0,0.0
87, 2015/10/20,7685.979,7875.639,7668.639,112.931,-32.617,291.094,False,0.0,6917.3811,0.0,0.0
88, 2015/10/19,7743.059,7703.729,7613.329,75.485,-69.003,288.976,False,0.0,6968.7531,0.0,0.0
89, 2015/10/16,7674.289,7710.469,7557.458,44.096,-105.125,298.442,False,0.0,6906.8601,0.0,0.0
90, 2015/10/15,7377.529,7628.349,7377.529,2.704,-142.431,290.269,False,0.0,6639.7761,0.0,0.0
91, 2015/10/14,7446.259,7399.969,7379.759,-41.805,-178.714,273.818,False,0.0,6701.6331,0.0,0.0
92, 2015/10/13,7375.938,7480.369,7346.809,-74.753,-212.942,276.376,False,0.0,6638.3442,0.0,0.0
93, 2015/10/12,7174.919,7428.179,7169.939,-123.907,-247.489,247.164,False,0.0,6457.4271,0.0,0.0
94, 2015/10/09,7026.819,7133.519,7001.349,-179.527,-278.384,197.713,False,0.0,6324.1371,0.0,0.0
95, 2015/10/08,7020.129,7038.189,6970.209,-217.907,-303.098,170.383,False,0.0,6318.1161,0.0,0.0
96, 2015/09/30,6771.729,6779.699,6705.918,-254.017,-324.396,140.758,False,0.0,6094.5561,0.0,0.0
97, 2015/09/29,6738.258,6743.208,6692.928,-270.093,-341.991,143.795,False,0.0,6064.4322,0.0,0.0
98, 2015/09/28,6729.308,6850.118,6629.428,-282.968,-359.965,153.994,False,0.0,6056.3772,0.0,0.0
99, 2015/09/25,6909.068,6708.308,6661.208,-306.171,-379.215,146.087,False,0.0,6218.1612,0.0,0.0
100, 2015/09/24,6906.618,6939.558,6853.808,-316.894,-397.475,161.163,False,0.0,6215.9562,0.0,0.0
101, 2015/09/23,6826.018,6861.668,6804.368,-349.516,-417.621,136.209,False,0.0,6143.4162,0.0,0.0
102, 2015/09/22,6898.568,6941.158,6844.769,-378.139,-434.647,113.016,False,0.0,6208.7112,0.0,0.0
103, 2015/09/21,6543.608,6865.578,6518.958,-417.266,-448.774,63.016,False,0.0,5889.2472,0.0,0.0
104, 2015/09/18,6611.258,6615.398,6526.698,-453.442,-456.651,6.418,False,0.0,5950.1322,0.0,0.0
105, 2015/09/17,6645.488,6559.538,6559.538,-467.547,-457.453,-20.188,False,0.0,5980.9392,0.0,0.0
106, 2015/09/16,6267.147,6667.578,6248.518,-473.062,-454.93,-36.264,False,0.0,5640.4323,0.0,0.0
107, 2015/09/15,6424.037,6241.237,6219.377,-484.22,-450.397,-67.646,False,0.0,5781.6333,0.0,0.0
108, 2015/09/14,7129.917,6583.037,6567.847,-448.009,-441.941,-12.137,False,0.0,6416.9253,0.0,0.0
109, 2015/09/11,7053.797,7094.407,7002.277,-430.076,-440.424,20.695,False,0.0,6348.4173,0.0,0.0
110, 2015/09/10,7097.328,7067.397,7057.417,-452.999,-443.011,-19.975,False,0.0,6387.5952,0.0,0.0
111, 2015/09/09,7026.288,7214.288,7014.778,-472.916,-440.514,-64.804,False,0.0,6323.6592,0.0,0.0
112, 2015/09/08,6715.397,7013.538,6630.627,-506.416,-432.413,-148.005,False,0.0,6043.8573,0.0,0.0
113, 2015/09/07,6893.228,6787.737,6751.018,-521.368,-413.913,-214.91,False,0.0,6203.9052,0.0,0.0
114, 2015/09/02,6559.958,6849.938,6548.967,-509.877,-387.049,-245.657,False,0.0,5903.9622,0.0,0.0
115, 2015/09/01,7019.958,6860.518,6716.237,-494.129,-356.342,-275.574,False,0.0,6317.9622,0.0,0.0
116, 2015/08/31,7245.948,7133.328,7017.398,-467.918,-321.895,-292.046,False,0.0,6521.3532,0.0,0.0
117, 2015/08/28,7038.487,7293.458,6962.447,-455.434,-285.389,-340.089,False,0.0,6334.6383,0.0,0.0
118, 2015/08/27,6811.297,6933.047,6570.387,-449.179,-242.878,-412.601,False,0.0,6130.1673,0.0,0.0
119, 2015/08/26,6877.067,6676.208,6586.617,-397.966,-191.303,-413.326,False,0.0,6189.3603,0.0,0.0
120, 2015/08/25,6874.397,6856.558,6842.197,-300.66,-139.637,-322.045,False,0.0,6186.9573,0.0,0.0
121, 2015/08/24,7668.677,7391.447,7389.337,-190.452,-99.382,-182.141,False,0.0,6901.8093,0.0,0.0
122, 2015/08/21,8289.657,8009.027,7998.967,-101.479,-76.614,-49.729,False,0.0,7460.6913,0.0,0.0
123, 2015/08/20,8605.066,8436.467,8436.467,-49.319,-70.398,42.157,False,0.0,7744.5594,0.0,0.0
124, 2015/08/19,8287.997,8684.987,8075.627,-25.55,-75.668,100.236,False,0.0,7459.1973,0.0,0.0
125, 2015/08/18,9115.856,8514.896,8485.037,-20.143,-88.197,136.109,False,0.0,8204.2704,0.0,0.0
126, 2015/08/17,9032.347,9103.316,8963.157,4.369,-105.211,219.16,False,0.0,8129.1123,0.0,0.0
127, 2015/08/14,9098.457,9043.347,9001.066,-24.32,-132.606,216.571,False,0.0,8188.6113,0.0,0.0
128, 2015/08/13,8816.157,9012.297,8743.566,-54.479,-159.677,210.397,False,0.0,7934.5413,0.0,0.0
129, 2015/08/12,8881.307,8807.987,8807.407,-89.018,-185.977,193.918,False,0.0,7993.1763,0.0,0.0
130, 2015/08/11,8978.077,8924.757,8888.977,-111.005,-210.216,198.423,False,0.0,8080.2693,0.0,0.0
131, 2015/08/10,8676.977,8955.167,8631.066,-149.344,-235.019,171.351,False,0.0,7809.2793,0.0,0.0
132, 2015/08/07,8480.037,8605.327,8456.207,-199.201,-256.438,114.474,False,0.0,7632.0333,0.0,0.0
133, 2015/08/06,8304.757,8388.797,8274.617,-224.32,-270.747,92.854,False,0.0,7474.2813,0.0,0.0
134, 2015/08/05,8600.307,8472.717,8431.047,-231.072,-282.354,102.564,False,0.0,7740.2763,0.0,0.0
135, 2015/08/04,8259.687,8609.316,8203.337,-244.873,-295.174,100.603,False,0.0,7433.7183,0.0,0.0
136, 2015/08/03,8228.267,8233.477,8069.227,-272.834,-307.75,69.832,False,0.0,7405.4403,0.0,0.0
137, 2015/07/31,8203.937,8336.117,8203.937,-266.287,-316.479,100.383,False,0.0,7383.5433,0.0,0.0
138, 2015/07/30,8579.807,8306.537,8295.757,-264.508,-329.027,129.038,False,0.0,7721.8263,0.0,0.0
139, 2015/07/29,8381.417,8611.217,8099.077,-255.378,-345.156,179.557,False,0.0,7543.2753,0.0,0.0
140, 2015/07/28,8020.478,8250.606,7819.348,-271.032,-367.601,193.138,False,0.0,7218.4302,0.0,0.0
141, 2015/07/27,8884.227,8370.606,8370.606,-250.354,-391.743,282.777,False,0.0,7995.8043,0.0,0.0
142, 2015/07/24,9278.567,9075.248,9010.589,-232.538,-427.09,389.105,False,0.0,8350.7103,0.0,0.0
143, 2015/07/23,9061.317,9260.388,8989.668,-278.161,-475.728,395.135,False,0.0,8155.1853,0.0,0.0
144, 2015/07/22,8982.078,9059.048,8859.408,-351.197,-525.12,347.846,False,0.0,8083.8702,0.0,0.0
145, 2015/07/21,8806.008,8999.718,8717.208,-418.81,-568.601,299.583,False,0.0,7925.4072,0.0,0.0
146, 2015/07/20,8823.338,8890.118,8710.078,-492.976,-606.049,226.146,False,0.0,7941.0042,0.0,0.0
147, 2015/07/17,8361.308,8742.147,8336.738,-569.309,-634.317,130.017,False,0.0,7525.1772,0.0,0.0
148, 2015/07/16,7990.837,8277.098,7741.518,-643.389,-650.569,14.361,False,0.0,7191.7533,0.0,0.0
149, 2015/07/15,8589.228,8117.237,8116.039,-681.234,-652.364,-57.74,False,0.0,7730.3052,0.0,0.0
150, 2015/07/14,8564.938,8555.758,8480.107,-703.354,-645.147,-116.413,False,0.0,7708.4442,0.0,0.0
151, 2015/07/13,8283.758,8390.788,8202.868,-766.004,-630.595,-270.817,False,0.0,7455.3822,0.0,0.0
152, 2015/07/10,7850.408,8001.468,7821.638,-818.029,-596.743,-442.573,False,0.0,7065.3672,0.0,0.0
153, 2015/07/09,7399.487,7677.208,7388.217,-832.895,-541.421,-582.946,False,0.0,6659.5383,0.0,0.0
154, 2015/07/08,7254.627,7427.087,7242.348,-806.738,-468.553,-676.37,False,0.0,6529.1643,0.0,0.0
155, 2015/07/07,7757.287,7531.177,7468.307,-736.152,-384.007,-704.291,False,0.0,6981.5583,0.0,0.0
156, 2015/07/06,8660.357,8028.177,7653.757,-645.948,-295.971,-699.955,False,0.0,7794.3213,0.0,0.0
157, 2015/07/03,8198.978,8068.067,7825.317,-572.023,-208.476,-727.095,False,0.0,7379.0802,0.0,0.0
158, 2015/07/02,8865.248,8440.758,8288.518,-473.41,-117.589,-711.642,False,0.0,7978.7232,0.0,0.0
159, 2015/07/01,9131.828,8879.518,8796.078,-378.604,-28.634,-699.939,False,0.0,8218.6452,0.0,0.0
160, 2015/06/30,8488.249,9232.478,8119.279,-296.763,58.858,-711.242,True,-1420.852,7639.4241,-848.8249,-848.8249
161, 2015/06/29,9486.559,8690.818,8522.318,-223.926,147.764,-743.379,True,-2272.271,8537.9031,-948.6559,-948.6559
162, 2015/06/26,9823.629,9306.019,9278.989,-72.551,240.686,-626.473,True,-2810.091,8841.2661,-982.3629,-982.3629
163, 2015/06/25,10606.789,10160.599,10051.688,59.075,318.995,-519.84,True,-3819.052,9546.1101,-1060.6789,-1060.6789
164, 2015/06/24,10540.459,10585.608,10303.269,139.207,383.975,-489.536,True,-3690.521,9486.4131,-1054.0459,-1054.0459
165, 2015/06/23,10265.059,10462.949,9739.33,196.186,445.167,-497.963,True,-3404.541,9238.5531,-1026.5059,-1026.5059
166, 2015/06/19,10719.318,10273.539,10248.579,278.546,507.412,-457.733,True,-3585.99,9647.3862,-1071.9318,-1071.9318
167, 2015/06/18,11332.568,10897.679,10887.329,398.901,564.629,-331.455,True,-4039.11,10199.3112,-1133.2568,-1133.2568
168, 2015/06/17,11232.938,11385.379,10888.438,483.169,606.061,-245.784,True,-4299.891,10109.6442,-1123.2938,-1123.2938
169, 2015/06/16,11547.96,11230.71,11121.39,534.039,636.784,-205.49,True,-4871.752,10393.164,-1154.796,-1154.796
170, 2015/06/15,12059.01,11702.63,11680.899,606.949,662.47,-111.042,True,-5202.452,10853.109,-1205.901,-1205.901
171, 2015/06/12,11962.64,11996.52,11937.92,643.131,676.35,-66.439,True,-4571.193,10766.376,-1196.264,-1196.264
172, 2015/06/11,11777.819,11934.71,11756.16,650.033,684.655,-69.244,True,-3768.792,10600.0371,-1177.7819,-1177.7819
173, 2015/06/10,11454.989,11746.2,11361.05,655.682,693.311,-75.258,True,-3018.522,10309.4901,-1145.4989,-1145.4989
174, 2015/06/09,11492.45,11503.859,11389.399,672.548,702.718,-60.34,True,-2807.463,10343.205,-1149.245,-1149.245
175, 2015/06/08,11721.939,11530.77,11370.12,708.967,710.261,-2.588,True,-3207.043,10549.7451,-1172.1939,-1172.1939
176, 2015/06/05,11799.679,11718.2,11492.389,742.398,710.584,63.629,True,-2696.363,10619.7111,-1179.9679,-1179.9679
177, 2015/06/04,11826.549,11678.818,11076.027,755.188,702.63,105.114,True,-2783.202,10643.8941,-1182.6549,-1182.6549
178, 2015/06/03,11963.068,11788.459,11551.688,764.536,689.491,150.09,True,-2950.771,10766.7612,-1196.3068,-1196.3068
179, 2015/06/02,11601.769,11896.229,11564.219,754.184,670.73,166.908,True,-2793.782,10441.5921,-1160.1769,-1160.1769
180, 2015/06/01,11095.639,11500.139,11095.639,719.028,649.866,138.324,True,-2170.882,9986.0751,-1109.5639,-1109.5639
181, 2015/05/29,10856.88,10972.108,10456.85,704.028,632.576,142.905,True,-1901.713,9771.192,-1085.688,-1085.688
182, 2015/05/28,11587.39,10851.56,10851.56,728.405,614.713,227.385,True,-2982.063,10428.651,-1158.739,-1158.739
183, 2015/05/27,11645.88,11580.689,11355.45,761.197,586.29,349.815,True,-3257.083,10481.292,-1164.588,-1164.588
184, 2015/05/26,11247.689,11564.43,11197.95,717.742,542.563,350.359,True,-2774.972,10122.9201,-1124.7689,-1124.7689
185, 2015/05/25,10809.54,11140.95,10748.85,653.493,498.768,309.451,True,-2200.224,9728.586,-1080.954,-1080.954
186, 2015/05/22,11031.33,10929.2,10726.05,605.1,460.087,290.026,True,-2797.853,9928.197,-1103.133,-1103.133
187, 2015/05/21,10451.528,10856.309,10451.528,556.091,423.833,264.515,True,-2115.411,9406.3752,-1045.1528,-1045.1528
188, 2015/05/20,10266.239,10387.249,10266.239,492.871,390.769,204.204,True,-1959.702,9239.6151,-1026.6239,-1026.6239
189, 2015/05/19,10000.55,10196.278,9880.74,452.77,365.243,175.052,True,-1389.333,9000.495,-1000.055,-1000.055
190, 2015/05/18,9618.5,9929.35,9608.29,414.443,343.362,142.163,True,-1367.894,8656.65,-961.85,-961.85
191, 2015/05/15,9677.519,9632.979,9487.688,386.676,325.591,122.169,True,-1306.913,8709.7671,-967.7519,-967.7519
192, 2015/05/14,9764.358,9706.709,9620.469,375.785,310.32,130.929,True,-689.11,8787.9222,-976.4358,-976.4358
193, 2015/05/13,9547.219,9725.188,9459.309,348.912,293.954,109.916,True,-286.831,8592.4971,-954.7219,-954.7219
194, 2015/05/12,9436.469,9597.209,9353.429,307.656,280.215,54.883,True,-377.421,8492.8221,-943.6469,-943.6469
195, 2015/05/11,9008.969,9404.139,8991.339,263.554,273.354,-19.601,True,-9.251,8108.0721,-900.8969,-900.8969
196, 2015/05/08,8641.95,8937.74,8631.179,223.088,275.805,-105.433,True,248.168,7777.755,-864.195,-864.195
197, 2015/05/07,8589.84,8542.09,8532.25,215.682,288.984,-146.604,True,152.307,7730.856,-858.984,-858.984
198, 2015/05/06,8629.609,8615.399,8554.29,243.375,307.309,-127.869,True,-352.511,7766.6481,-862.9609,-862.9609
199, 2015/05/05,8797.68,8570.62,8519.01,267.719,323.293,-111.148,True,-680.443,7917.912,-879.768,-879.768
200, 2015/05/04,8799.729,8812.72,8693.97,299.454,337.186,-75.465,True,-243.971,7919.7561,-879.9729,-879.9729
201, 2015/04/30,8828.28,8777.18,8776.649,310.955,346.619,-71.329,True,-437.492,7945.452,-882.828,-882.828
202, 2015/04/29,8602.64,8798.149,8566.56,324.729,355.536,-61.612,True,-601.172,7742.376,-860.264,-860.264
203, 2015/04/28,8936.58,8637.2,8551.2,335.453,363.237,-55.568,True,-1259.372,8042.922,-893.658,-893.658
204, 2015/04/27,8973.88,8935.34,8881.6,360.648,370.183,-19.069,True,-1546.793,8076.492,-897.388,-897.388
205, 2015/04/24,8798.979,8889.79,8745.79,357.204,372.567,-30.725,True,-1267.802,7919.0811,-879.8979,-879.8979
206, 2015/04/23,8828.059,8886.08,8766.999,352.25,376.407,-48.314,True,-799.882,7945.2531,-882.8059,-882.8059
207, 2015/04/22,8604.269,8775.929,8604.269,341.182,382.447,-82.53,True,-536.202,7743.8421,-860.4269,-536.202
208, 2015/04/21,8224.549,8532.519,8224.549,333.307,392.763,-118.912,True,216.209,7402.0941,-822.4549,216.209
209, 2015/04/20,8407.759,8214.039,8179.389,343.192,407.627,-128.87,True,471.759,7566.9831,-840.7759,471.759
210, 2015/04/17,8497.279,8442.209,8402.099,383.244,423.736,-80.984,True,735.199,7647.5511,-849.7279,735.199
211, 2015/04/16,8237.769,8450.188,8177.999,405.558,433.859,-56.601,True,453.049,7413.9921,-823.7769,453.049
212, 2015/04/15,8630.879,8340.269,8340.269,427.327,440.934,-27.214,True,675.14,7767.7911,-863.0879,675.14
213, 2015/04/14,8728.749,8663.159,8588.438,460.088,444.336,31.506,True,1431.85,7855.8741,-872.8749,1431.85
214, 2015/04/13,8573.509,8715.119,8517.429,462.335,440.397,43.876,True,2012.099,7716.1581,-857.3509,2012.099
215, 2015/04/10,8254.969,8519.188,8211.438,453.188,434.913,36.551,True,2207.98,7429.4721,-825.4969,2207.98
216, 2015/04/09,8421.99,8280.24,7993.34,454.871,430.344,49.054,True,1851.549,7579.791,-842.199,1851.549
217, 2015/04/08,8626.46,8428.14,8301.45,474.732,424.212,101.039,True,2271.219,7763.814,-862.646,2271.219
218, 2015/04/07,8511.49,8596.27,8511.49,478.118,411.582,133.071,True,2873.889,7660.341,-851.149,2873.889
219, 2015/04/03,8337.21,8476.14,8304.16,458.366,394.948,126.834,True,2893.5,7503.489,-833.721,2893.5
220, 2015/04/02,8304.58,8384.18,8253.88,438.719,379.094,119.25,True,3398.05,7474.122,-830.458,3398.05
221, 2015/04/01,8026.96,8233.14,8025.03,416.625,364.188,104.875,True,3969.56,7224.264,-802.696,3969.56
222, 2015/03/31,7957.3,8005.86,7919.04,397.744,351.079,93.331,True,3977.41,7161.57,-795.73,3977.41
223, 2015/03/30,7895.35,7945.12,7875.09,391.0,339.412,103.177,True,3850.85,7105.815,-789.535,3850.85
224, 2015/03/27,7758.59,7877.51,7737.94,382.891,326.515,112.751,True,3745.269,6982.731,-775.859,3745.269
225, 2015/03/26,7866.36,7748.86,7681.65,373.854,312.421,122.865,True,3664.41,7079.724,-786.636,3664.41
226, 2015/03/25,7765.8,7900.5,7737.49,369.98,297.063,145.834,True,3952.4,6989.22,-776.58,3952.4
227, 2015/03/24,7696.39,7765.89,7469.81,344.215,278.834,130.763,True,3982.428,6926.751,-769.639,3982.428
228, 2015/03/23,7471.74,7671.22,7471.74,320.029,262.489,115.08,True,4316.719,6724.566,-747.174,4316.719
229, 2015/03/20,7362.03,7423.81,7359.63,294.142,248.104,92.077,True,4534.199,6625.827,-736.203,4534.199
230, 2015/03/19,7364.67,7373.49,7297.49,282.014,236.594,90.839,True,4135.469,6628.203,-736.467,4135.469
231, 2015/03/18,7214.92,7358.89,7175.75,267.555,225.239,84.632,True,3757.188,6493.428,-721.492,3757.188
232, 2015/03/17,7228.16,7221.13,7135.66,246.696,214.66,64.072,True,3623.4,6505.344,-722.816,3623.4
233, 2015/03/16,6991.54,7193.209,6988.049,230.51,206.651,47.717,True,4589.149,6292.386,-699.154,4589.149
234, 2015/03/13,6866.229,6932.04,6850.2,209.34,200.686,17.308,True,4698.201,6179.6061,-686.6229,4698.201
235, 2015/03/12,6883.129,6830.31,6766.25,205.867,198.523,14.689,True,4257.821,6194.8161,-688.3129,4257.821
236, 2015/03/11,6878.429,6841.919,6817.369,208.798,196.687,24.222,True,4050.771,6190.5861,-687.8429,4050.771
237, 2015/03/10,6747.909,6870.969,6743.359,208.319,193.659,29.321,True,4108.4,6073.1181,-674.7909,4108.4
238, 2015/03/09,6610.109,6736.909,6567.379,201.72,189.994,23.452,True,3777.14,5949.0981,-661.0109,3777.14
239, 2015/03/06,6824.589,6640.889,6640.729,204.013,187.062,33.902,True,3371.689,6142.1301,-682.4589,3371.689
240, 2015/03/05,6773.859,6802.25,6716.689,213.75,182.825,61.85,True,3155.491,6096.4731,-677.3859,3155.491
241, 2015/03/04,6649.489,6764.729,6649.489,206.638,175.094,63.089,True,2983.49,5984.5401,-664.9489,2983.49
242, 2015/03/03,6689.219,6645.019,6640.199,198.376,167.207,62.337,True,3017.49,6020.2971,-668.9219,3017.49
243, 2015/03/02,6671.389,6738.639,6635.929,197.134,159.415,75.437,True,3053.799,6004.2501,-667.1389,3053.799
244, 2015/02/27,6567.699,6630.629,6547.519,183.148,149.986,66.325,True,3029.51,5910.9291,-656.7699,3029.51
245, 2015/02/26,6513.019,6568.739,6483.929,173.631,141.695,63.872,True,2891.12,5861.7171,-651.3019,2891.12
246, 2015/02/25,6596.869,6516.069,6488.289,165.259,133.711,63.096,True,2340.871,5937.1821,-659.6869,2340.871
247, 2015/02/17,6577.399,6568.069,6529.139,157.534,125.824,63.419,True,1964.691,5919.6591,-657.7399,1964.691
248, 2015/02/16,6391.439,6546.479,6391.439,140.086,117.897,44.38,True,2223.96,5752.2951,-639.1439,2223.96
249, 2015/02/13,6296.499,6358.959,6296.499,117.978,112.349,11.258,True,2274.121,5666.8491,-629.6499,2274.121
250, 2015/02/12,6232.129,6259.529,6216.539,107.136,110.942,-7.611,True,2580.591,5608.9161,-623.2129,2580.591
251, 2015/02/11,6146.999,6224.939,6144.809,101.864,111.893,-20.058,True,2630.181,5532.2991,-614.6999,2630.181
252, 2015/02/10,6005.119,6141.679,5995.649,97.175,114.401,-34.451,True,2793.03,5404.6071,-600.5119,2793.03
253, 2015/02/09,6013.639,5994.959,5978.759,98.254,118.707,-40.905,True,2623.561,5412.2751,-601.3639,2623.561
254, 2015/02/06,6147.639,6025.349,5993.859,113.141,123.82,-21.358,True,2787.701,5532.8751,-614.7639,2787.701
255, 2015/02/05,6206.989,6151.989,6146.619,127.402,126.49,1.825,True,2682.801,5586.2901,-620.6989,2682.801
256, 2015/02/04,6208.459,6164.859,6161.31,130.857,126.262,9.191,True,2677.621,5587.6131,-620.8459,2677.621
257, 2015/02/03,6059.459,6190.7,6059.459,132.053,125.113,13.881,True,2716.47,5453.5131,-605.9459,2716.47
258, 2015/02/02,5989.659,6022.819,5979.419,129.028,123.378,11.301,True,2542.86,5390.6931,-598.9659,2542.86
259, 2015/01/30,6137.989,6046.609,6046.549,140.384,121.965,36.837,True,2076.05,5524.1901,-613.7989,2076.05
260, 2015/01/29,6116.129,6138.389,6099.909,150.413,117.361,66.105,True,2326.08,5504.5161,-611.6129,2326.08
261, 2015/01/28,6210.289,6166.509,6147.349,151.682,109.097,85.168,True,2239.899,5589.2601,-621.0289,2239.899
262, 2015/01/27,6230.559,6236.169,6133.499,148.231,98.451,99.559,True,2109.71,5607.5031,-623.0559,2109.71
263, 2015/01/26,6073.499,6206.109,6073.499,134.579,86.007,97.144,False,0.0,5466.1491,0.0,0.0
264, 2015/01/23,6150.999,6056.399,6030.849,118.256,73.864,88.785,False,0.0,5535.8991,0.0,0.0
265, 2015/01/22,6085.049,6147.439,6076.519,110.945,62.765,96.359,False,0.0,5476.5441,0.0,0.0
266, 2015/01/21,6001.629,6081.279,5992.899,90.73,50.721,80.02,False,0.0,5401.4661,0.0,0.0
267, 2015/01/20,5764.708,5960.639,5764.708,70.346,40.718,59.255,False,0.0,5188.2372,0.0,0.0
268, 2015/01/19,5735.958,5743.568,5670.008,55.588,33.311,44.553,False,0.0,5162.3622,0.0,0.0
269, 2015/01/16,5789.799,5890.849,5789.799,58.044,27.742,60.605,False,0.0,5210.8191,0.0,0.0
270, 2015/01/15,5782.479,5790.739,5749.729,45.34,20.166,50.347,False,0.0,5204.2311,0.0,0.0
271, 2015/01/14,5815.549,5784.219,5758.27,38.658,13.873,49.569,False,0.0,5233.9941,0.0,0.0
272, 2015/01/13,5682.68,5825.689,5682.68,30.23,7.677,45.107,False,0.0,5114.412,0.0,0.0
273, 2015/01/12,5652.27,5679.93,5624.029,14.813,2.039,25.548,False,0.0,5087.043,0.0,0.0
274, 2015/01/09,5662.75,5667.029,5661.779,9.759,-1.155,21.827,False,0.0,5096.475,0.0,0.0
275, 2015/01/08,5663.629,5674.31,5635.179,4.48,-3.883,16.727,False,0.0,5097.2661,0.0,0.0
276, 2015/01/07,5696.439,5663.689,5633.93,-3.064,-5.974,5.82,False,0.0,5126.7951,0.0,0.0
277, 2015/01/06,5549.31,5705.729,5532.89,-11.566,-6.702,-9.729,False,0.0,4994.379,0.0,0.0
