,avge,count,days,ma,scope,sum
0,737.098112375,682,150,ma5,0.04,502700.91264
1,772.336309969,953,150,ma10,0.04,736036.5034
2,808.483067635,1129,150,ma20,0.04,912777.38336
3,795.710334059,680,160,ma5,0.04,541083.02716
4,823.939195126,952,160,ma10,0.04,784390.11376
5,891.02337116,1129,160,ma20,0.04,1005965.38604
6,851.061451765,680,170,ma5,0.04,578721.7872
7,886.963168361,952,170,ma10,0.04,844388.93628
8,953.624102624,1128,170,ma20,0.04,1075687.98776
9,908.297897041,676,180,ma5,0.04,614009.3784
10,944.326006934,946,180,ma10,0.04,893332.40256
11,1003.12074354,1118,180,ma20,0.04,1121488.99128
12,951.836850822,669,190,ma5,0.04,636778.8532
13,1000.61241054,937,190,ma10,0.04,937573.82868
14,1059.18272,1108,190,ma20,0.04,1173574.45376
15,968.396659308,665,200,ma5,0.04,643983.77844
16,1012.74200489,932,200,ma10,0.04,943875.54856
17,1077.56113706,1102,200,ma20,0.04,1187472.37304
18,1004.1019197,661,210,ma5,0.04,663711.36892
19,1025.57660117,927,210,ma10,0.04,950709.50928
20,1101.03629192,1094,210,ma20,0.04,1204533.70336
21,1028.33792591,656,220,ma5,0.04,674589.6794
22,1040.25825924,921,220,ma10,0.04,958077.85676
23,1133.64530609,1084,220,ma20,0.04,1228871.5118
24,1098.51950268,649,230,ma5,0.04,712939.15724
25,1108.49547811,911,230,ma10,0.04,1009839.38056
26,1192.32257676,1074,230,ma20,0.04,1280554.44744
27,1133.65520535,643,240,ma5,0.04,728940.29704
28,1133.52958817,903,240,ma10,0.04,1023577.21812
29,1203.38586259,1064,240,ma20,0.04,1280402.5578
30,1134.45342843,636,250,ma5,0.04,721512.38048
31,1135.87094352,893,250,ma10,0.04,1014332.75256
32,1207.08798478,1054,250,ma20,0.04,1272270.73596
33,1135.16782806,633,260,ma5,0.04,718561.23516
34,1123.47172418,889,260,ma10,0.04,998766.3628
35,1189.90173341,1047,260,ma20,0.04,1245827.11488
36,1146.34675981,629,270,ma5,0.04,721052.11192
37,1134.44500926,881,270,ma10,0.04,999446.05316
38,1192.14401443,1037,270,ma20,0.04,1236253.34296
39,1128.01791801,624,280,ma5,0.04,703883.18084
40,1141.04325094,874,280,ma10,0.04,997271.80132
41,1198.58496124,1031,280,ma20,0.04,1235741.09504
42,1128.31932797,622,290,ma5,0.04,701814.622
43,1133.23927885,872,290,ma10,0.04,988184.65116
44,1206.33330432,1028,290,ma20,0.04,1240110.63684
45,1135.84472162,619,300,ma5,0.04,703087.88268
46,1124.76689141,866,300,ma10,0.04,974048.12796
47,1197.32781392,1020,300,ma20,0.04,1221274.3702
48,1116.72188183,613,310,ma5,0.04,684550.51356
49,1153.07099293,860,310,ma10,0.04,991641.05392
50,1237.02682924,1015,310,ma20,0.04,1255582.23168
51,1163.39835361,613,320,ma5,0.04,713163.19076
52,1190.93987228,860,320,ma10,0.04,1024208.29016
53,1274.69809249,1015,320,ma20,0.04,1293818.56388
54,1179.58319286,611,330,ma5,0.04,720725.33084
55,1219.80935453,856,330,ma10,0.04,1044156.80748
56,1291.29674174,1014,330,ma20,0.04,1309374.89612
57,1170.54391375,608,340,ma5,0.04,711690.69956
58,1171.17730296,852,340,ma10,0.04,997843.06212
59,1241.78788489,1006,340,ma20,0.04,1249238.6122
60,718.809549633,682,150,ma5,0.05,490228.11285
61,755.040693809,953,150,ma10,0.05,719553.7812
62,791.586841408,1129,150,ma20,0.05,893701.54395
63,777.215268676,680,160,ma5,0.05,528506.3827
64,806.225416859,952,160,ma10,0.05,767526.59685
65,874.134979672,1129,160,ma20,0.05,986898.39205
66,833.500795956,680,170,ma5,0.05,566780.54125
67,869.753846586,952,170,ma10,0.05,828005.66195
68,937.080088032,1128,170,ma20,0.05,1057026.3393
69,890.683108654,676,180,ma5,0.05,602101.78145
70,927.274970877,946,180,ma10,0.05,877202.12245
71,986.885141234,1118,180,ma20,0.05,1103337.5879
72,935.361586547,669,190,ma5,0.05,625756.9014
73,984.259517022,937,190,ma10,0.05,922251.16745
74,1043.32167798,1108,190,ma20,0.05,1156000.4192
75,951.052920075,665,200,ma5,0.05,632450.19185
76,995.881139056,932,200,ma10,0.05,928161.2216
77,1061.47374714,1102,200,ma20,0.05,1169744.06935
78,986.823062103,661,210,ma5,0.05,652290.04405
79,1009.02129569,927,210,ma10,0.05,935362.7411
80,1085.74261463,1094,210,ma20,0.05,1187802.4204
81,1012.75873605,656,220,ma5,0.05,664369.73085
82,1024.79662405,921,220,ma10,0.05,943837.69075
83,1119.53126356,1084,220,ma20,0.05,1213571.8897
84,1083.59898659,649,230,ma5,0.05,703255.7423
85,1093.99333683,911,230,ma10,0.05,996627.92985
86,1179.1169757,1074,230,ma20,0.05,1266371.6319
87,1119.58198771,643,240,ma5,0.05,719891.2181
88,1119.79078732,903,240,ma10,0.05,1011171.08095
89,1190.71106555,1064,240,ma20,0.05,1266916.57375
90,1120.1566316,636,250,ma5,0.05,712419.6177
91,1122.12420392,893,250,ma10,0.05,1002056.9141
92,1194.26891257,1054,250,ma20,0.05,1258759.43385
93,1120.31720063,633,260,ma5,0.05,709160.788
94,1109.07479758,889,260,ma10,0.05,985967.49505
95,1176.24728477,1047,260,ma20,0.05,1231530.90715
96,1130.9038872,629,270,ma5,0.05,711338.54505
97,1119.27767378,881,270,ma10,0.05,986083.6306
98,1177.33680299,1037,270,ma20,0.05,1220898.2647
99,1111.81684976,624,280,ma5,0.05,693773.71425
100,1125.01171299,874,280,ma10,0.05,983260.23715
101,1182.8708047,1031,280,ma20,0.05,1219539.79965
102,1112.40806568,622,290,ma5,0.05,691917.81685
103,1117.64466697,872,290,ma10,0.05,974586.1496
104,1191.28252116,1028,290,ma20,0.05,1224638.43175
105,1120.61731373,619,300,ma5,0.05,693662.1172
106,1109.89832396,866,300,ma10,0.05,961171.94855
107,1183.01320387,1020,300,ma20,0.05,1206673.46795
108,1101.64509763,613,310,ma5,0.05,675308.44485
109,1138.49239535,860,310,ma10,0.05,979103.46
110,1222.72708424,1015,310,ma20,0.05,1241067.9905
111,1147.01205522,613,320,ma5,0.05,703118.38985
112,1175.10311645,860,320,ma10,0.05,1010588.68015
113,1259.23219153,1015,320,ma20,0.05,1278120.6744
114,1162.24256817,611,330,ma5,0.05,710130.20915
115,1203.0774573,856,330,ma10,0.05,1029834.30345
116,1275.26795508,1014,330,ma20,0.05,1293121.70645
117,1153.23413035,608,340,ma5,0.05,701166.35125
118,1154.36179795,852,340,ma10,0.05,983516.25185
119,1225.6859001,1006,340,ma20,0.05,1233040.0155
120,700.953513871,682,150,ma5,0.06,478050.29646
121,738.122012634,953,150,ma10,0.06,703430.27804
122,775.213949973,1129,150,ma20,0.06,875216.54952
123,759.440822912,680,160,ma5,0.06,516419.75958
124,789.326307017,952,160,ma10,0.06,751438.64428
125,858.008800372,1129,160,ma20,0.06,968691.93562
126,816.369223235,680,170,ma5,0.06,555131.0718
127,852.982282668,952,170,ma10,0.06,812039.1331
128,920.904617145,1128,170,ma20,0.06,1038780.40814
129,873.538581805,676,180,ma5,0.06,590512.0813
130,910.751666131,946,180,ma10,0.06,861571.07616
131,971.155531127,1118,180,ma20,0.06,1085751.8838
132,919.468214858,669,190,ma5,0.06,615124.23574
133,968.488272807,937,190,ma10,0.06,907473.51162
134,1028.02853697,1108,190,ma20,0.06,1139055.61896
135,934.396643609,665,200,ma5,0.06,621373.768
136,979.646895429,932,200,ma10,0.06,913030.90654
137,1046.05777093,1102,200,ma20,0.06,1152755.66356
138,970.289602057,661,210,ma5,0.06,641361.42696
139,993.173668673,927,210,ma10,0.06,920671.99086
140,1071.08869362,1094,210,ma20,0.06,1171771.03082
141,997.916313933,656,220,ma5,0.06,654633.10194
142,1010.34667422,921,220,ma10,0.06,930529.28696
143,1106.3510459,1084,220,ma20,0.06,1199284.53376
144,1069.23491895,649,230,ma5,0.06,693933.4624
145,1080.13612604,911,230,ma10,0.06,984004.01082
146,1166.57649203,1074,230,ma20,0.06,1252903.15244
147,1105.91515956,643,240,ma5,0.06,711103.4476
148,1106.45528248,903,240,ma10,0.06,999129.12008
149,1178.43242836,1064,240,ma20,0.06,1253852.10378
150,1106.18451899,636,250,ma5,0.06,703533.35408
151,1108.69674757,893,250,ma10,0.06,990066.19558
152,1181.74192095,1054,250,ma20,0.06,1245555.98468
153,1105.61618739,633,260,ma5,0.06,699855.04662
154,1094.7878643,889,260,ma10,0.06,973266.41136
155,1162.75760061,1047,260,ma20,0.06,1217407.20784
156,1115.86881774,629,270,ma5,0.06,701881.48636
157,1104.54485237,881,270,ma10,0.06,973104.01494
158,1163.01806617,1037,270,ma20,0.06,1206049.73462
159,1095.98181228,624,280,ma5,0.06,683892.65086
160,1109.50299929,874,280,ma10,0.06,969705.62138
161,1167.66284161,1031,280,ma20,0.06,1203860.3897
162,1096.76729074,622,290,ma5,0.06,682189.25484
163,1102.30554631,872,290,ma10,0.06,961210.43638
164,1176.44991539,1028,290,ma20,0.06,1209390.51302
165,1105.6750841,619,300,ma5,0.06,684412.87706
166,1095.43941501,866,300,ma10,0.06,948650.5334
167,1169.1457449,1020,300,ma20,0.06,1192528.6598
168,1086.91177139,613,310,ma5,0.06,666276.91586
169,1124.22453307,860,310,ma10,0.06,966833.09844
170,1208.74271734,1015,310,ma20,0.06,1226873.8581
171,1130.92224235,613,320,ma5,0.06,693255.33456
172,1159.47796647,860,320,ma10,0.06,997151.05116
173,1243.96680445,1015,320,ma20,0.06,1262626.30652
174,1145.27321453,611,330,ma5,0.06,699761.93408
175,1186.6023739,856,330,ma10,0.06,1015731.63206
176,1259.60761191,1014,330,ma20,0.06,1277242.11848
177,1136.06246977,608,340,ma5,0.06,690725.98162
178,1137.80626845,852,340,ma10,0.06,969410.94072
179,1209.72210551,1006,340,ma20,0.06,1216980.43814
180,683.394750293,682,150,ma5,0.07,466075.2197
181,721.43462936,953,150,ma10,0.07,687527.20178
182,759.196975996,1129,150,ma20,0.07,857133.3859
183,742.249324294,680,160,ma5,0.07,504729.54052
184,773.070430557,952,160,ma10,0.07,735963.04989
185,842.475543056,1129,160,ma20,0.07,951154.88811
186,799.634286471,680,170,ma5,0.07,543751.3148
187,836.61903292,952,170,ma10,0.07,796461.31934
188,905.099184583,1128,170,ma20,0.07,1020951.88021
189,856.884055266,676,180,ma5,0.07,579253.62136
190,894.731841617,946,180,ma10,0.07,846416.32217
191,956.026928846,1118,180,ma20,0.07,1068838.10645
192,903.968582182,669,190,ma5,0.07,604754.98148
193,953.193202753,937,190,ma10,0.07,893142.03098
194,1013.16921154,1108,190,ma20,0.07,1122591.48639
195,918.317752511,665,200,ma5,0.07,610681.30542
196,964.186417264,932,200,ma10,0.07,898621.74089
197,1031.34689828,1102,200,ma20,0.07,1136544.2819
198,954.436852723,661,210,ma5,0.07,630882.75965
199,978.207971111,927,210,ma10,0.07,906798.78922
200,1057.2883264,1094,210,ma20,0.07,1156673.42908
201,983.522328567,656,220,ma5,0.07,645190.64754
202,996.444981097,921,220,ma10,0.07,917725.82759
203,1093.61272526,1084,220,ma20,0.07,1185476.19418
204,1055.45835866,649,230,ma5,0.07,684992.47477
205,1066.9373862,911,230,ma10,0.07,971979.95883
206,1154.60337154,1074,230,ma20,0.07,1240044.02103
207,1092.33743439,643,240,ma5,0.07,702372.97031
208,1093.21980676,903,240,ma10,0.07,987177.4855
209,1166.29170041,1064,240,ma20,0.07,1240934.36924
210,1092.43163434,636,250,ma5,0.07,694786.51944
211,1095.42219138,893,250,ma10,0.07,978212.0169
212,1169.45846289,1054,250,ma20,0.07,1232609.21989
213,1090.9866827,633,260,ma5,0.07,690594.57015
214,1080.6016579,889,260,ma10,0.07,960654.87387
215,1149.54126536,1047,260,ma20,0.07,1203569.70483
216,1101.02633202,629,270,ma5,0.07,692545.56284
217,1089.96580664,881,270,ma10,0.07,960259.87565
218,1149.07646164,1037,270,ma20,0.07,1191592.29072
219,1080.71473024,624,280,ma5,0.07,674365.99167
220,1094.50754189,874,280,ma10,0.07,956599.59161
221,1152.96247166,1031,280,ma20,0.07,1188704.30828
222,1081.44905791,622,290,ma5,0.07,672661.31402
223,1087.42056572,872,290,ma10,0.07,948230.73331
224,1162.10273872,1028,290,ma20,0.07,1194641.6154
225,1090.93507658,619,300,ma5,0.07,675288.8124
226,1081.40913833,866,300,ma10,0.07,936500.31379
227,1155.85135189,1020,300,ma20,0.07,1178968.37893
228,1072.29526781,613,310,ma5,0.07,657316.99917
229,1110.0605748,860,310,ma10,0.07,954652.09433
230,1194.94648138,1015,310,ma20,0.07,1212870.6786
231,1115.11205982,613,320,ma5,0.07,683563.69267
232,1144.07449876,860,320,ma10,0.07,983904.06893
233,1229.002554,1015,320,ma20,0.07,1247437.59231
234,1128.70760913,611,330,ma5,0.07,689640.34918
235,1170.44667329,856,330,ma10,0.07,1001902.35234
236,1244.30972103,1014,330,ma20,0.07,1261730.05712
237,1119.2068126,608,340,ma5,0.07,680477.74206
238,1121.46899967,852,340,ma10,0.07,955491.58772
239,1193.87062347,1006,340,ma20,0.07,1201033.84721
240,666.455229736,682,150,ma5,0.08,454522.46668
241,705.416038447,953,150,ma10,0.08,672261.48464
242,743.86386349,1129,150,ma20,0.08,839822.30188
243,725.610726882,680,160,ma5,0.08,493415.29428
244,757.356373613,952,160,ma10,0.08,721003.26768
245,827.431389796,1129,160,ma20,0.08,934170.03908
246,783.487546882,680,170,ma5,0.08,532771.53188
247,820.717224118,952,170,ma10,0.08,781322.79736
248,889.91182844,1128,170,ma20,0.08,1003820.54248
249,840.951321006,676,180,ma5,0.08,568483.093
250,879.502976913,946,180,ma10,0.08,832009.81616
251,941.63249356,1118,180,ma20,0.08,1052745.1278
252,888.84786284,669,190,ma5,0.08,594639.22024
253,938.618378655,937,190,ma10,0.08,879485.4208
254,998.972786209,1108,190,ma20,0.08,1106861.84712
255,902.832739609,665,200,ma5,0.08,600383.77184
256,949.509249185,932,200,ma10,0.08,884942.62024
257,1017.35287285,1102,200,ma20,0.08,1121122.86588
258,939.181869107,661,210,ma5,0.08,620799.21548
259,963.963497778,927,210,ma10,0.08,893594.16244
260,1044.14264011,1094,210,ma20,0.08,1142292.04828
261,969.229411341,656,220,ma5,0.08,635814.49384
262,982.824326515,921,220,ma10,0.08,905181.20472
263,1081.18686661,1084,220,ma20,0.08,1172006.5634
264,1042.05503532,649,230,ma5,0.08,676293.71792
265,1054.14470332,911,230,ma10,0.08,960325.82472
266,1142.91956551,1074,230,ma20,0.08,1227495.61336
267,1079.01705779,643,240,ma5,0.08,693807.96816
268,1080.29574653,903,240,ma10,0.08,975507.05912
269,1154.42988504,1064,240,ma20,0.08,1228313.39768
270,1078.77629679,636,250,ma5,0.08,686101.72476
271,1082.25311041,893,250,ma10,0.08,966452.0276
272,1157.34506171,1054,250,ma20,0.08,1219841.69504
273,1076.46641182,633,260,ma5,0.08,681403.23868
274,1066.54164157,889,260,ma10,0.08,948155.51936
275,1136.53188883,1047,260,ma20,0.08,1189948.8876
276,1086.561058,629,270,ma5,0.08,683446.90548
277,1075.80412436,881,270,ma10,0.08,947783.43356
278,1135.62832474,1037,270,ma20,0.08,1177646.57276
279,1065.65837032,624,280,ma5,0.08,664970.82308
280,1079.66987913,874,280,ma10,0.08,943631.47436
281,1138.45797203,1031,280,ma20,0.08,1173750.16916
282,1066.35233955,622,290,ma5,0.08,663271.1552
283,1072.86834133,872,290,ma10,0.08,935541.19364
284,1148.11730895,1028,290,ma20,0.08,1180264.5936
285,1076.40830145,619,300,ma5,0.08,666296.7386
286,1067.67660365,866,300,ma10,0.08,924607.93876
287,1142.85492443,1020,300,ma20,0.08,1165712.02292
288,1057.83020072,613,310,ma5,0.08,648449.91304
289,1096.06069851,860,310,ma10,0.08,942612.20072
290,1181.29270404,1015,310,ma20,0.08,1199012.0946
291,1099.67670042,613,320,ma5,0.08,674101.81736
292,1128.98718516,860,320,ma10,0.08,970928.97924
293,1214.33278912,1015,320,ma20,0.08,1232547.78096
294,1112.67590416,611,330,ma5,0.08,679844.97744
295,1154.64601061,856,330,ma10,0.08,988376.98508
296,1229.27113795,1014,330,ma20,0.08,1246480.93388
297,1102.68447691,608,340,ma5,0.08,670432.16196
298,1105.44890554,852,340,ma10,0.08,941842.46752
299,1178.28539547,1006,340,ma20,0.08,1185355.10784
300,650.04061371,682,150,ma5,0.09,443327.69855
301,690.059923924,953,150,ma10,0.09,657627.1075
302,729.302418149,1129,150,ma20,0.09,823382.43009
303,709.309473044,680,160,ma5,0.09,482330.44167
304,742.008161628,952,160,ma10,0.09,706391.76987
305,812.777472958,1129,160,ma20,0.09,917625.76697
306,767.535706926,680,170,ma5,0.09,521924.28071
307,805.230592994,952,170,ma10,0.09,766579.52453
308,875.192586046,1128,170,ma20,0.09,987217.23706
309,825.727693846,676,180,ma5,0.09,558191.92104
310,865.074255973,946,180,ma10,0.09,818360.24615
311,927.875221932,1118,180,ma20,0.09,1037364.49812
312,874.235072885,669,190,ma5,0.09,584863.26376
313,924.845172732,937,190,ma10,0.09,866579.92685
314,985.610082744,1108,190,ma20,0.09,1092055.97168
315,888.150192211,665,200,ma5,0.09,590619.87782
316,935.466888509,932,200,ma10,0.09,871855.14009
317,1003.95277514,1102,200,ma20,0.09,1106355.9582
318,924.437933949,661,210,ma5,0.09,611053.47434
319,950.360973722,927,210,ma10,0.09,880984.62264
320,1031.55363997,1094,210,ma20,0.09,1128519.68213
321,955.147432195,656,220,ma5,0.09,626576.71552
322,969.564263181,921,220,ma10,0.09,892968.68639
323,1069.13887408,1084,220,ma20,0.09,1158946.5395
324,1029.0147449,649,230,ma5,0.09,667830.56944
325,1041.74852082,911,230,ma10,0.09,949032.90247
326,1131.61027831,1074,230,ma20,0.09,1215349.43891
327,1065.80971834,643,240,ma5,0.09,685315.64889
328,1067.60162184,903,240,ma10,0.09,964044.26452
329,1142.7359506,1064,240,ma20,0.09,1215871.05144
330,1065.3309625,636,250,ma5,0.09,677550.49215
331,1069.39736648,893,250,ma10,0.09,954971.84827
332,1145.42126691,1054,250,ma20,0.09,1207274.01532
333,1062.21483205,633,260,ma5,0.09,672381.98869
334,1052.71664695,889,260,ma10,0.09,935865.09914
335,1123.73152698,1047,260,ma20,0.09,1176546.90875
336,1072.47649609,629,270,ma5,0.09,674587.71604
337,1061.94314871,881,270,ma10,0.09,935571.91401
338,1122.46293809,1037,270,ma20,0.09,1163994.0668
339,1050.8851967,624,280,ma5,0.09,655752.36274
340,1065.0966235,874,280,ma10,0.09,930894.44894
341,1124.33181422,1031,280,ma20,0.09,1159186.10046
342,1051.79476722,622,290,ma5,0.09,654216.34521
343,1058.92380886,872,290,ma10,0.09,923381.56133
344,1134.71162232,1028,290,ma20,0.09,1166483.54775
345,1062.09553737,619,300,ma5,0.09,657437.13763
346,1054.14938292,866,300,ma10,0.09,912893.36561
347,1130.0924685,1020,300,ma20,0.09,1152694.31787
348,1043.41895256,613,310,ma5,0.09,639615.81792
349,1082.15086472,860,310,ma10,0.09,930649.74366
350,1167.77191946,1015,310,ma20,0.09,1185288.49825
351,1084.45412545,613,320,ma5,0.09,664770.3789
352,1114.22642674,860,320,ma10,0.09,958234.727
353,1199.95981069,1015,320,ma20,0.09,1217959.20785
354,1097.04718876,611,330,ma5,0.09,670295.83233
355,1139.16206298,856,330,ma10,0.09,975122.72591
356,1214.47432271,1014,330,ma20,0.09,1231476.96323
357,1086.56833883,608,340,ma5,0.09,660633.55001
358,1089.69250359,852,340,ma10,0.09,928418.01306
359,1163.09592457,1006,340,ma20,0.09,1170074.50012
360,634.230850293,682,150,ma5,0.1,432545.4399
361,675.299142497,953,150,ma10,0.1,643560.0828
362,715.303714792,1129,150,ma20,0.1,807577.894
363,693.310480882,680,160,ma5,0.1,471451.127
364,726.962608193,952,160,ma10,0.1,692068.403
365,798.498334632,1129,160,ma20,0.1,901504.6198
366,751.869037206,680,170,ma5,0.1,511270.9453
367,790.230389181,952,170,ma10,0.1,752299.3305
368,861.10158156,1128,170,ma20,0.1,971322.584
369,811.284029882,676,180,ma5,0.1,548428.0042
370,851.206196723,946,180,ma10,0.1,805241.0621
371,914.641897764,1118,180,ma20,0.1,1022569.6417
372,859.854061435,669,190,ma5,0.1,575242.3671
373,911.46179413,937,190,ma10,0.1,854039.7011
374,972.808587906,1108,190,ma20,0.1,1077871.9154
375,873.983178045,665,200,ma5,0.1,581198.8134
376,922.018033691,932,200,ma10,0.1,859320.8074
377,991.100411071,1102,200,ma20,0.1,1092192.653
378,910.296517549,661,210,ma5,0.1,601705.9981
379,937.293051564,927,210,ma10,0.1,868870.6588
380,1019.41603291,1094,210,ma20,0.1,1115241.14
381,941.394482165,656,220,ma5,0.1,617554.7803
382,956.696798914,921,220,ma10,0.1,881117.7518
383,1057.47789197,1084,220,ma20,0.1,1146306.0349
384,1016.18352558,649,230,ma5,0.1,659503.1081
385,1029.63194446,911,230,ma10,0.1,937994.7014
386,1120.55286127,1074,230,ma20,0.1,1203473.773
387,1052.79902504,643,240,ma5,0.1,676949.7731
388,1055.18060565,903,240,ma10,0.1,952828.0869
389,1131.2572359,1064,240,ma20,0.1,1203657.699
390,1052.03612343,636,250,ma5,0.1,669094.9745
391,1056.76877223,893,250,ma10,0.1,943694.5136
392,1133.65782837,1054,250,ma20,0.1,1194875.3511
393,1048.47016161,633,260,ma5,0.1,663681.6123
394,1039.39722283,889,260,ma10,0.1,924024.1311
395,1111.29960936,1047,260,ma20,0.1,1163530.691
396,1058.5150089,629,270,ma5,0.1,665805.9406
397,1048.28269024,881,270,ma10,0.1,923537.0501
398,1109.49402044,1037,270,ma20,0.1,1150545.2992
399,1036.33616106,624,280,ma5,0.1,646673.7645
400,1050.90458478,874,280,ma10,0.1,918490.6071
401,1110.63732153,1031,280,ma20,0.1,1145067.0785
402,1037.41464116,622,290,ma5,0.1,645271.9068
403,1045.24083119,872,290,ma10,0.1,911450.0048
404,1121.59344368,1028,290,ma20,0.1,1152998.0601
405,1048.15893263,619,300,ma5,0.1,648810.3793
406,1040.90259411,866,300,ma10,0.1,901421.6465
407,1117.597295,1020,300,ma20,0.1,1139949.2409
408,1029.04705808,613,310,ma5,0.1,630805.8466
409,1068.4104164,860,310,ma10,0.1,918832.9581
410,1154.50265931,1015,310,ma20,0.1,1171820.1992
411,1069.51508597,613,320,ma5,0.1,655612.7477
412,1099.68619651,860,320,ma10,0.1,945730.129
413,1185.71161921,1015,320,ma20,0.1,1203497.2935
414,1081.59864795,611,330,ma5,0.1,660856.7739
415,1123.86632173,856,330,ma10,0.1,962029.5714
416,1199.8345146,1014,330,ma20,0.1,1216632.1978
417,1070.91955691,608,340,ma5,0.1,651119.0906
418,1074.3371696,852,340,ma10,0.1,915335.2685
419,1148.17714791,1006,340,ma20,0.1,1155066.2108
420,619.412498314,682,150,ma5,0.11,422439.32385
421,661.341590703,953,150,ma10,0.11,630258.53594
422,701.979871497,1129,150,ma20,0.11,792535.27492
423,678.030313147,680,160,ma5,0.11,461060.61294
424,712.71780438,952,160,ma10,0.11,678507.34977
425,784.920009486,1129,160,ma20,0.11,886174.69071
426,736.638993735,680,170,ma5,0.11,500914.51574
427,776.006719254,952,170,ma10,0.11,738758.39673
428,847.881119211,1128,170,ma20,0.11,956409.90247
429,797.428244231,676,180,ma5,0.11,539061.4931
430,838.114105655,946,180,ma10,0.11,792855.94395
431,902.209682165,1118,180,ma20,0.11,1008670.42466
432,845.714660747,669,190,ma5,0.11,565783.10804
433,898.319185635,937,190,ma10,0.11,841725.07694
434,960.327335623,1108,190,ma20,0.11,1064042.68787
