,date,open,close,low,ma5,ma10,ma20,KDJ.K,KDJ.D,KDJ.J,kdjdown,maup,both,earning,stoploss_point,stoploss,earning_with_stoploss
1088, 2011/08/29,2595.47,2576.41,2570.84,2579.8,2571.8,2589.5,-34.034,-41.572,15.076,False,True,False,0.0,2206.1495,0.0,0.0
1089, 2011/08/26,2602.21,2612.19,2593.24,2567.7,2576.85,2595.85,-36.0,-43.456,14.912,False,True,False,0.0,2211.8785,0.0,0.0
1090, 2011/08/25,2546.4,2615.26,2545.05,2552.1,2574.95,2600.35,-41.63,-45.32,7.381,True,False,False,0.0,2164.44,0.0,0.0
1091, 2011/08/24,2562.41,2541.09,2536.26,2540.9,2571.55,2605.0,-48.523,-46.243,-4.559,True,True,True,-277.37,2178.0485,-384.3615,-384.3615
1092, 2011/08/23,2524.88,2554.02,2514.95,2553.0,2572.4,2614.125,-49.063,-45.673,-6.779,True,False,False,0.0,2146.148,0.0,0.0
1093, 2011/08/22,2534.57,2515.86,2507.78,2563.8,2569.6,2621.575,-50.354,-44.826,-11.057,True,False,False,0.0,2154.3845,0.0,0.0
1094, 2011/08/19,2519.65,2534.36,2513.75,2586.0,2570.65,2630.225,-47.386,-43.444,-7.884,True,False,False,0.0,2141.7025,0.0,0.0
1095, 2011/08/18,2601.99,2559.47,2556.861,2597.8,2579.9,2642.05,-44.791,-42.458,-4.666,True,False,False,0.0,2211.6915,0.0,0.0
1096, 2011/08/17,2603.96,2601.26,2596.041,2602.2,2592.35,2652.375,-43.384,-41.875,-3.019,True,False,False,0.0,2213.366,0.0,0.0
1097, 2011/08/16,2627.85,2608.17,2601.5,2591.8,2600.05,2662.025,-45.213,-41.498,-7.43,True,False,False,0.0,2233.6725,0.0,0.0
1098, 2011/08/15,2598.14,2626.77,2584.41,2575.4,2607.2,2671.475,-47.592,-40.569,-14.047,True,False,False,0.0,2208.419,0.0,0.0
1099, 2011/08/12,2593.4,2593.17,2585.85,2555.3,2614.85,2680.95,-51.831,-38.813,-26.036,True,False,False,0.0,2204.39,0.0,0.0
1100, 2011/08/11,2508.861,2581.51,2505.01,2562.0,2625.75,2692.3,-53.066,-35.558,-35.016,True,False,False,0.0,2132.53185,0.0,0.0
1101, 2011/08/10,2562.391,2549.181,2544.951,2582.5,2638.45,2703.75,-52.684,-31.181,-43.005,True,False,False,0.0,2178.03235,0.0,0.0
1102, 2011/08/09,2468.031,2526.071,2437.68,2608.3,2655.85,2716.05,-48.137,-25.806,-44.663,True,False,False,0.0,2097.82635,0.0,0.0
1103, 2011/08/08,2599.291,2526.821,2497.92,2639.0,2673.55,2727.475,-39.281,-20.223,-38.116,True,False,False,0.0,2209.39735,0.0,0.0
1104, 2011/08/05,2620.281,2626.42,2605.141,2674.4,2689.8,2741.3,-27.483,-15.458,-24.048,True,False,False,0.0,2227.23885,0.0,0.0
1105, 2011/08/04,2683.19,2684.041,2675.531,2689.5,2704.2,2749.85,-22.165,-12.452,-19.425,True,False,False,0.0,2280.7115,0.0,0.0
1106, 2011/08/03,2659.12,2678.48,2654.36,2694.4,2712.4,2755.375,-20.922,-10.024,-21.795,True,False,False,0.0,2260.252,0.0,0.0
1107, 2011/08/02,2689.97,2679.26,2651.28,2703.4,2724.0,2761.975,-18.465,-7.3,-22.329,True,False,False,0.0,2286.4745,0.0,0.0
1108, 2011/08/01,2697.57,2703.78,2688.53,2708.1,2735.75,2768.8,-15.139,-4.509,-21.261,True,False,False,0.0,2292.9345,0.0,0.0
1109, 2011/07/29,2706.5,2701.73,2681.27,2705.2,2747.05,2774.275,-13.171,-1.851,-22.64,True,False,False,0.0,2300.525,0.0,0.0
1110, 2011/07/28,2701.77,2708.78,2684.66,2718.9,2758.85,2777.15,-10.259,0.979,-22.475,True,False,False,0.0,2296.5045,0.0,0.0
1111, 2011/07/27,2690.14,2723.49,2680.43,2730.4,2769.05,2779.825,-7.11,3.788,-21.797,True,False,False,0.0,2286.619,0.0,0.0
1112, 2011/07/26,2685.75,2703.03,2677.12,2744.6,2776.25,2780.075,-4.486,6.513,-21.997,True,False,False,0.0,2282.8875,0.0,0.0
1113, 2011/07/25,2759.63,2688.75,2680.75,2763.4,2781.4,2782.875,1.012,9.262,-16.5,True,False,False,0.0,2345.6855,0.0,0.0
1114, 2011/07/22,2769.86,2770.79,2763.8,2788.9,2792.8,2786.35,9.469,11.325,-3.712,True,False,False,0.0,2354.381,0.0,0.0
1115, 2011/07/21,2795.9,2765.89,2763.42,2798.8,2795.5,2785.125,11.771,11.789,-0.035,False,False,False,0.0,2376.515,0.0,0.0
1116, 2011/07/20,2810.44,2794.2,2779.38,2807.7,2798.35,2781.25,15.039,11.793,6.49,False,False,False,0.0,2388.874,0.0,0.0
1117, 2011/07/19,2804.92,2796.98,2790.69,2807.9,2799.95,2773.975,16.107,10.982,10.25,False,True,False,0.0,2384.182,0.0,0.0
1118, 2011/07/18,2821.36,2816.69,2807.11,2799.4,2801.85,2766.45,16.954,9.701,14.506,False,True,False,0.0,2398.156,0.0,0.0
1119, 2011/07/15,2803.58,2820.17,2794.16,2796.7,2801.5,2756.7,15.781,7.888,15.787,False,True,False,0.0,2383.043,0.0,0.0
1120, 2011/07/14,2798.21,2810.44,2788.98,2792.2,2795.45,2747.825,13.701,5.914,15.573,False,True,False,0.0,2378.4785,0.0,0.0
1121, 2011/07/13,2756.03,2795.48,2756.03,2789.0,2790.6,2740.525,11.836,3.967,15.738,False,False,False,0.0,2342.6255,0.0,0.0
1122, 2011/07/12,2783.72,2754.58,2752.19,2792.0,2783.9,2736.025,10.808,2.0,17.615,False,True,False,0.0,2366.162,0.0,0.0
1123, 2011/07/11,2789.45,2802.69,2780.67,2804.3,2784.35,2734.8,13.502,-0.202,27.408,False,True,False,0.0,2371.0325,0.0,0.0
1124, 2011/07/08,2797.03,2797.77,2784.13,2806.3,2779.9,2729.675,11.846,-3.628,30.948,False,True,False,0.0,2377.4755,0.0,0.0
1125, 2011/07/07,2813.19,2794.27,2793.89,2798.7,2774.75,2725.05,10.062,-7.496,35.116,False,True,False,0.0,2391.2115,0.0,0.0
1126, 2011/07/06,2811.82,2810.48,2780.73,2792.2,2764.15,2720.5,7.993,-11.886,39.758,False,True,False,0.0,2390.047,0.0,0.0
1127, 2011/07/05,2812.72,2816.35,2799.11,2775.8,2748.0,2717.475,3.587,-16.856,40.885,False,True,False,0.0,2390.812,0.0,0.0
1128, 2011/07/04,2770.94,2812.82,2770.94,2764.4,2731.05,2713.9,-2.687,-21.966,38.558,False,True,False,0.0,2355.299,0.0,0.0
1129, 2011/07/01,2767.83,2759.36,2752.97,2753.5,2711.9,2709.65,-10.296,-26.786,32.979,False,True,False,0.0,2352.6555,0.0,0.0
1130, 2011/06/30,2729.99,2762.08,2729.99,2750.8,2700.2,2706.925,-14.416,-30.908,32.985,False,True,False,0.0,2320.4915,0.0,0.0
1131, 2011/06/29,2757.4,2728.48,2727.25,2736.1,2690.45,2706.0,-19.741,-35.031,30.581,False,True,False,0.0,2343.79,0.0,0.0
1132, 2011/06/28,2759.71,2759.2,2736.4,2720.2,2688.15,2706.75,-22.829,-38.854,32.05,False,True,False,0.0,2345.7535,0.0,0.0
1133, 2011/06/27,2746.79,2758.23,2743.5,2697.7,2685.25,2704.125,-29.567,-42.86,26.587,False,True,False,0.0,2334.7715,0.0,0.0
1134, 2011/06/24,2678.05,2746.21,2674.3,2670.3,2679.45,2701.7,-37.638,-46.184,17.091,False,False,False,0.0,2276.3425,0.0,0.0
1135, 2011/06/23,2640.66,2688.25,2630.34,2649.6,2675.35,2701.225,-46.168,-48.32,4.303,True,False,False,0.0,2244.561,0.0,0.0
1136, 2011/06/22,2648.53,2649.32,2633.47,2644.8,2676.85,2703.875,-50.483,-48.858,-3.251,True,False,False,0.0,2251.2505,0.0,0.0
1137, 2011/06/21,2628.02,2646.48,2618.81,2656.1,2686.95,2709.8,-51.293,-48.452,-5.682,True,False,False,0.0,2233.817,0.0,0.0
1138, 2011/06/20,2635.83,2621.25,2610.99,2672.8,2696.75,2716.2,-51.291,-47.741,-7.098,True,False,False,0.0,2240.4555,0.0,0.0
1139, 2011/06/17,2661.41,2642.82,2641.39,2688.6,2707.4,2728.05,-47.973,-46.854,-2.238,False,False,False,0.0,2262.1985,0.0,0.0
1140, 2011/06/16,2685.63,2664.28,2663.12,2701.1,2713.65,2738.9,-45.237,-46.574,2.675,False,False,False,0.0,2282.7855,0.0,0.0
1141, 2011/06/15,2717.68,2705.43,2705.07,2708.9,2721.55,2749.3,-43.271,-46.909,7.274,False,True,False,0.0,2310.028,0.0,0.0
1142, 2011/06/14,2696.22,2730.041,2691.67,2717.8,2725.35,2756.675,-44.323,-47.818,6.989,False,False,False,0.0,2291.787,0.0,0.0
1143, 2011/06/13,2687.65,2700.38,2669.4,2720.7,2723.0,2762.625,-47.527,-48.692,2.329,False,False,False,0.0,2284.5025,0.0,0.0
1144, 2011/06/10,2696.13,2705.14,2672.32,2726.2,2723.95,2771.15,-47.905,-48.983,2.155,False,False,False,0.0,2291.7105,0.0,0.0
1145, 2011/06/09,2743.54,2703.35,2702.69,2726.2,2727.1,2778.1,-48.175,-49.252,2.154,False,False,False,0.0,2332.009,0.0,0.0
1146, 2011/06/08,2742.04,2750.29,2715.25,2734.2,2730.9,2787.1,-47.637,-49.521,3.768,True,False,False,0.0,2330.734,0.0,0.0
1147, 2011/06/07,2720.97,2744.3,2717.31,2732.9,2732.65,2794.125,-51.037,-49.992,-2.089,True,False,False,0.0,2312.8245,0.0,0.0
1148, 2011/06/03,2701.77,2728.02,2701.25,2725.3,2735.65,2800.525,-54.024,-49.731,-8.585,True,False,False,0.0,2296.5045,0.0,0.0
1149, 2011/06/02,2715.32,2705.18,2676.54,2721.7,2748.7,2807.325,-55.393,-48.658,-13.47,True,False,False,0.0,2308.022,0.0,0.0
1150, 2011/06/01,2737.06,2743.57,2726.49,2728.0,2764.15,2815.7,-54.009,-46.974,-14.069,True,False,False,0.0,2326.501,0.0,0.0
1151, 2011/05/31,2707.56,2743.47,2702.09,2727.6,2777.05,2821.825,-55.366,-45.216,-20.3,True,False,False,0.0,2301.426,0.0,0.0
1152, 2011/05/30,2704.48,2706.36,2689.21,2732.4,2788.0,2831.25,-56.282,-42.678,-27.209,True,False,False,0.0,2298.808,0.0,0.0
1153, 2011/05/27,2739.39,2709.95,2708.55,2746.0,2802.25,2841.5,-52.855,-39.277,-27.156,True,False,False,0.0,2328.4815,0.0,0.0
1154, 2011/05/26,2755.39,2736.53,2734.54,2775.7,2818.35,2850.35,-48.077,-35.883,-24.389,True,False,False,0.0,2342.0815,0.0,0.0
1155, 2011/05/25,2764.56,2741.74,2737.33,2800.3,2829.1,2859.8,-43.986,-32.834,-22.303,True,False,False,0.0,2349.876,0.0,0.0
1156, 2011/05/24,2766.06,2767.06,2744.78,2826.5,2843.3,2869.675,-38.654,-30.046,-17.216,True,False,False,0.0,2351.151,0.0,0.0
1157, 2011/05/23,2853.29,2774.57,2771.12,2843.6,2855.6,2879.55,-33.865,-27.894,-11.942,True,False,False,0.0,2425.2965,0.0,0.0
1158, 2011/05/20,2858.31,2858.46,2850.45,2858.5,2865.4,2891.35,-28.024,-26.401,-3.246,True,False,False,0.0,2429.5635,0.0,0.0
1159, 2011/05/19,2879.39,2859.57,2856.83,2861.0,2865.95,2899.75,-28.704,-25.996,-5.417,True,True,True,-438.989,2447.4815,-431.9085,-431.9085
1160, 2011/05/18,2846.72,2872.77,2843.68,2857.9,2867.25,2907.125,-29.266,-25.318,-7.896,True,False,False,0.0,2419.712,0.0,0.0
1161, 2011/05/17,2846.45,2852.77,2821.2,2860.1,2866.6,2913.475,-30.903,-24.332,-13.142,True,False,False,0.0,2419.4825,0.0,0.0
1162, 2011/05/16,2864.38,2849.07,2846.31,2867.6,2874.5,2923.675,-30.505,-22.689,-15.633,True,False,False,0.0,2434.723,0.0,0.0
1163, 2011/05/13,2846.31,2871.03,2832.25,2872.3,2880.75,2933.75,-29.177,-20.735,-16.885,True,False,False,0.0,2419.3635,0.0,0.0
1164, 2011/05/12,2864.98,2844.08,2843.1,2870.9,2882.35,2942.35,-29.294,-18.624,-21.34,True,False,False,0.0,2435.233,0.0,0.0
1165, 2011/05/11,2890.35,2883.42,2868.35,2876.6,2890.5,2952.65,-26.273,-15.957,-20.633,True,False,False,0.0,2456.7975,0.0,0.0
1166, 2011/05/10,2876.98,2890.63,2865.1,2873.1,2896.05,2959.55,-26.04,-13.377,-25.326,True,False,False,0.0,2445.433,0.0,0.0
1167, 2011/05/09,2868.24,2872.46,2861.42,2881.4,2903.5,2966.175,-26.099,-10.212,-31.774,True,False,False,0.0,2438.004,0.0,0.0
1168, 2011/05/06,2842.76,2863.89,2834.46,2889.2,2917.3,2974.05,-23.944,-6.24,-35.407,True,False,False,0.0,2416.346,0.0,0.0
1169, 2011/05/05,2854.77,2872.4,2849.91,2893.8,2933.55,2981.225,-19.972,-1.814,-36.316,True,False,False,0.0,2426.5545,0.0,0.0
1170, 2011/05/04,2916.84,2866.02,2860.07,2904.4,2947.0,2987.675,-15.479,2.726,-36.41,True,False,False,0.0,2479.314,0.0,0.0
1171, 2011/05/03,2911.51,2932.19,2890.22,2919.0,2960.35,2992.75,-8.87,7.277,-32.293,True,False,False,0.0,2474.7835,0.0,0.0
1172, 2011/04/29,2886.631,2911.51,2871.01,2925.6,2972.85,2992.55,-7.042,11.313,-36.711,True,False,False,0.0,2453.63635,0.0,0.0
1173, 2011/04/28,2937.95,2887.041,2884.84,2945.4,2986.75,2994.775,-2.501,15.902,-36.807,True,False,False,0.0,2497.2575,0.0,0.0
1174, 2011/04/27,2946.33,2925.41,2907.66,2973.3,3002.35,2998.325,5.823,20.503,-29.361,True,False,False,0.0,2504.3805,0.0,0.0
1175, 2011/04/26,2956.95,2938.98,2931.5,2989.6,3014.8,3001.25,12.455,24.173,-23.436,True,False,False,0.0,2513.4075,0.0,0.0
1176, 2011/04/25,3003.03,2964.95,2964.64,3001.7,3023.05,3003.2,19.358,27.103,-15.489,True,False,False,0.0,2552.5755,0.0,0.0
1177, 2011/04/22,3025.7,3010.52,3004.46,3020.1,3028.85,3002.275,25.243,29.039,-7.592,True,True,True,-540.87,2571.845,-453.855,-453.855
1178, 2011/04/21,3021.77,3026.67,3012.54,3028.1,3030.8,2999.175,27.747,29.988,-4.482,True,True,True,-550.47,2568.5045,-453.2655,-453.2655
1179, 2011/04/20,3005.97,3007.04,2992.67,3031.4,3028.9,2993.8,28.895,30.548,-3.306,False,True,False,0.0,2555.0745,0.0,0.0
1180, 2011/04/19,3038.81,2999.04,2996.22,3040.0,3028.35,2988.9,31.939,30.961,1.956,False,True,False,0.0,2582.9885,0.0,0.0
1181, 2011/04/18,3040.53,3057.33,3037.19,3044.4,3025.15,2984.275,36.175,30.717,10.915,False,True,False,0.0,2584.4505,0.0,0.0
1182, 2011/04/15,3036.34,3050.53,3020.16,3037.6,3012.25,2976.3,35.119,29.353,11.533,False,True,False,0.0,2580.889,0.0,0.0
1183, 2011/04/14,3049.67,3042.64,3036.73,3033.5,3002.8,2970.3,33.954,27.911,12.085,False,True,False,0.0,2592.2195,0.0,0.0
1184, 2011/04/13,3006.83,3050.4,2994.47,3026.4,2994.3,2962.975,32.775,26.4,12.75,False,True,False,0.0,2555.8055,0.0,0.0
1185, 2011/04/12,3012.79,3021.37,3003.45,3016.7,2987.7,2957.35,30.005,24.806,10.397,False,True,False,0.0,2560.8715,0.0,0.0
1186, 2011/04/11,3037.91,3022.75,3019.89,3005.9,2983.35,2952.975,28.988,23.507,10.962,False,True,False,0.0,2582.2235,0.0,0.0
1187, 2011/04/08,3005.37,3030.02,2998.34,2986.9,2975.7,2949.675,27.128,22.137,9.982,False,True,False,0.0,2554.5645,0.0,0.0
1188, 2011/04/07,3003.2,3007.91,2990.311,2972.1,2967.55,2948.275,23.619,20.889,5.46,False,True,False,0.0,2552.72,0.0,0.0
1189, 2011/04/06,2964.21,3001.36,2963.9,2962.2,2958.7,2947.9,21.048,20.206,1.683,True,True,True,-352.02,2519.5785,-444.6315,-444.6315
1190, 2011/04/01,2932.48,2967.41,2924.39,2958.7,2949.45,2947.65,18.126,19.996,-3.739,True,True,True,-317.22,2492.608,-439.872,-439.872
1191, 2011/03/31,2954.65,2928.11,2914.38,2960.8,2943.4,2946.375,17.591,20.463,-5.744,True,True,True,-413.56,2511.4525,-443.1975,-443.1975
1192, 2011/03/30,2955.45,2955.771,2935.75,2964.5,2940.35,2945.125,20.654,21.181,-1.055,False,True,False,0.0,2512.1325,0.0,0.0
1193, 2011/03/29,2979.86,2958.08,2953.54,2963.0,2937.8,2943.025,21.446,21.313,0.266,False,True,False,0.0,2532.881,0.0,0.0
1194, 2011/03/28,2985.36,2984.0,2979.2,2955.2,2931.65,2941.075,21.91,21.28,1.261,True,True,True,-451.0,2537.556,-447.804,-447.804
1195, 2011/03/25,2948.54,2977.81,2946.7,2940.2,2927.0,2937.125,19.545,21.122,-3.155,True,False,False,0.0,2506.259,0.0,0.0
1196, 2011/03/24,2949.85,2946.71,2942.13,2926.0,2922.6,2932.15,16.871,21.517,-9.291,True,False,False,0.0,2507.3725,0.0,0.0
1197, 2011/03/23,2919.02,2948.48,2911.63,2916.2,2923.65,2928.75,16.38,22.678,-12.596,True,False,False,0.0,2481.167,0.0,0.0
1198, 2011/03/22,2917.69,2919.14,2884.75,2912.6,2929.0,2924.45,15.335,24.252,-17.835,True,False,False,0.0,2480.0365,0.0,0.0
1199, 2011/03/21,2913.91,2909.14,2895.15,2908.1,2937.1,2921.3,16.765,26.482,-19.433,True,False,False,0.0,2476.8235,0.0,0.0
1200, 2011/03/18,2920.81,2906.89,2900.87,2913.8,2945.85,2922.45,19.365,28.911,-19.092,True,False,False,0.0,2482.6885,0.0,0.0
1201, 2011/03/17,2906.95,2897.3,2885.65,2919.2,2949.35,2922.1,22.631,31.297,-17.333,True,True,True,-357.769,2470.9075,-436.0425,-436.0425
1202, 2011/03/16,2894.25,2930.8,2894.25,2931.1,2949.9,2923.575,27.446,33.464,-12.036,True,False,False,0.0,2460.1125,0.0,0.0
1203, 2011/03/15,2927.98,2896.26,2850.94,2945.4,2948.25,2923.225,29.782,34.969,-10.373,True,True,True,-401.159,2488.783,-439.197,-401.159
1204, 2011/03/14,2923.98,2937.63,2914.46,2966.1,2950.5,2923.375,35.847,36.265,-0.835,False,True,False,0.0,2485.383,0.0,0.0
1205, 2011/03/11,2942.42,2933.8,2927.68,2977.9,2947.25,2921.45,38.855,36.37,4.971,False,True,False,0.0,2501.057,0.0,0.0
1206, 2011/03/10,2995.77,2957.14,2954.37,2979.5,2941.7,2916.125,42.519,35.748,13.542,False,True,False,0.0,2546.4045,0.0,0.0
1207, 2011/03/09,3002.55,3002.15,2989.34,2968.7,2933.85,2909.175,44.201,34.055,20.291,False,True,False,0.0,2552.1675,0.0,0.0
1208, 2011/03/08,2996.73,2999.94,2976.6,2951.1,2919.9,2897.775,41.122,31.519,19.206,False,True,False,0.0,2547.2205,0.0,0.0
1209, 2011/03/07,2952.72,2996.21,2952.72,2934.9,2905.5,2887.725,36.818,29.118,15.4,False,True,False,0.0,2509.812,0.0,0.0
1210, 2011/03/04,2902.19,2942.31,2898.08,2916.6,2899.05,2877.425,31.17,27.193,7.953,False,False,False,0.0,2466.8615,0.0,0.0
1211, 2011/03/03,2918.73,2902.98,2900.76,2903.9,2894.85,2867.975,28.995,26.199,5.592,False,False,False,0.0,2480.9205,0.0,0.0
1212, 2011/03/02,2905.51,2913.81,2883.57,2899.0,2897.25,2860.275,29.802,25.5,8.604,False,True,False,0.0,2469.6835,0.0,0.0
1213, 2011/03/01,2906.28,2918.92,2901.55,2888.7,2898.2,2850.025,29.296,24.425,9.743,False,True,False,0.0,2470.338,0.0,0.0
1214, 2011/02/28,2880.17,2905.05,2861.82,2876.1,2896.25,2837.95,27.703,23.207,8.993,False,True,False,0.0,2448.1445,0.0,0.0
1215, 2011/02/25,2876.78,2878.57,2848.65,2881.5,2895.65,2827.475,26.68,22.083,9.195,False,True,False,0.0,2445.263,0.0,0.0
1216, 2011/02/24,2861.39,2878.6,2854.56,2885.8,2890.55,2819.325,27.682,20.933,13.497,False,True,False,0.0,2432.1815,0.0,0.0
1217, 2011/02/23,2844.99,2862.63,2839.2,2895.5,2884.5,2809.275,28.555,19.246,18.617,False,True,False,0.0,2418.2415,0.0,0.0
1218, 2011/02/22,2941.32,2855.52,2851.62,2907.7,2875.65,2804.05,30.88,16.919,27.921,False,True,False,0.0,2500.122,0.0,0.0
1219, 2011/02/21,2886.54,2932.25,2884.19,2916.4,2869.95,2796.7,34.122,13.429,41.386,False,True,False,0.0,2453.559,0.0,0.0
1220, 2011/02/18,2924.23,2899.79,2890.26,2909.8,2855.8,2785.45,29.951,8.256,43.391,False,True,False,0.0,2485.5955,0.0,0.0
1221, 2011/02/17,2929.26,2926.96,2905.03,2895.3,2841.1,2780.0,27.498,2.832,49.332,False,True,False,0.0,2489.871,0.0,0.0
1222, 2011/02/16,2893.68,2923.9,2882.55,2873.5,2823.3,2775.05,21.2,-3.335,49.068,False,True,False,0.0,2459.628,0.0,0.0
1223, 2011/02/15,2900.43,2899.24,2892.64,2843.6,2801.85,2769.925,13.164,-9.468,45.265,False,True,False,0.0,2465.3655,0.0,0.0
1224, 2011/02/14,2828.57,2899.13,2828.57,2823.5,2779.65,2765.15,5.227,-15.126,40.707,False,True,False,0.0,2404.2845,0.0,0.0
1225, 2011/02/11,2815.12,2827.33,2807.6,2801.8,2759.3,2759.8,-4.968,-20.215,30.493,False,True,False,0.0,2392.852,0.0,0.0
1226, 2011/02/10,2769.65,2818.16,2760.18,2786.9,2748.1,2760.375,-10.598,-24.026,26.856,False,True,False,0.0,2354.2025,0.0,0.0
1227, 2011/02/09,2778.7,2774.07,2764.87,2773.1,2734.05,2760.675,-16.696,-27.383,21.374,False,True,False,0.0,2361.895,0.0,0.0
1228, 2011/02/01,2795.07,2798.96,2785.3,2760.1,2732.45,2763.9,-19.748,-30.055,20.614,False,True,False,0.0,2375.8095,0.0,0.0
1229, 2011/01/31,2751.53,2790.69,2748.54,2735.8,2723.45,2766.575,-25.89,-32.632,13.484,False,False,False,0.0,2338.8005,0.0,0.0
1230, 2011/01/28,2741.31,2752.75,2733.29,2716.8,2715.1,2767.475,-32.51,-34.317,3.614,True,False,False,0.0,2330.1135,0.0,0.0
1231, 2011/01/27,2690.82,2749.15,2677.21,2709.3,2718.9,2767.8,-36.625,-34.769,-3.711,True,False,False,0.0,2287.197,0.0,0.0
1232, 2011/01/26,2677.17,2708.81,2676.77,2695.0,2726.8,2767.925,-40.977,-34.305,-13.344,True,False,False,0.0,2275.5945,0.0,0.0
1233, 2011/01/25,2691.69,2677.43,2661.45,2704.8,2738.0,2769.125,-41.829,-32.637,-18.383,True,False,False,0.0,2287.9365,0.0,0.0
1234, 2011/01/24,2716.52,2695.72,2690.65,2711.1,2750.65,2774.325,-39.112,-30.339,-17.546,True,False,False,0.0,2309.042,0.0,0.0
1235, 2011/01/21,2668.68,2715.29,2667.29,2713.4,2760.3,2781.3,-36.938,-28.146,-17.584,True,False,False,0.0,2268.378,0.0,0.0
1236, 2011/01/20,2752.8,2677.65,2676.13,2728.5,2772.65,2788.275,-35.619,-25.948,-19.342,True,False,False,0.0,2339.88,0.0,0.0
1237, 2011/01/19,2707.82,2758.1,2700.81,2758.6,2787.3,2798.3,-29.584,-23.53,-12.108,True,False,False,0.0,2301.647,0.0,0.0
1238, 2011/01/18,2696.15,2708.98,2683.37,2771.2,2795.35,2805.6,-29.643,-22.017,-15.253,True,False,False,0.0,2291.7275,0.0,0.0
1239, 2011/01/17,2772.45,2706.66,2698.78,2790.2,2809.7,2812.8,-24.286,-20.11,-8.352,False,True,False,0.0,2356.5825,0.0,0.0
1240, 2011/01/14,2817.05,2791.34,2780.44,2807.2,2819.85,2822.15,-16.858,-19.066,4.416,False,True,False,0.0,2394.4925,0.0,0.0
1241, 2011/01/13,2830.53,2827.71,2810.87,2816.8,2816.7,2827.5,-15.755,-19.618,7.726,False,True,False,0.0,2405.9505,0.0,0.0
1242, 2011/01/12,2811.79,2821.31,2788.13,2816.0,2809.05,2831.675,-17.821,-20.584,5.527,False,True,False,0.0,2390.0215,0.0,0.0
1243, 2011/01/11,2783.48,2804.05,2770.34,2819.5,2800.25,2836.975,-19.546,-21.275,3.457,False,False,False,0.0,2365.958,0.0,0.0
1244, 2011/01/10,2832.62,2791.81,2786.86,2829.2,2798.0,2842.925,-19.707,-21.707,4.0,False,False,False,0.0,2407.727,0.0,0.0
1245, 2011/01/07,2820.66,2838.8,2807.87,2832.5,2802.3,2845.375,-18.379,-22.207,7.655,False,False,False,0.0,2397.561,0.0,0.0
1246, 2011/01/06,2838.43,2824.2,2816.95,2816.6,2803.9,2843.975,-21.202,-23.164,3.923,False,False,False,0.0,2412.6655,0.0,0.0
1247, 2011/01/05,2833.12,2838.59,2824.3,2802.1,2809.3,2845.2,-23.01,-23.654,1.289,True,False,False,0.0,2408.152,0.0,0.0
1248, 2011/01/04,2825.33,2852.65,2810.11,2781.0,2815.85,2847.075,-26.448,-23.815,-5.265,True,False,False,0.0,2401.5305,0.0,0.0
1249, 2010/12/31,2759.16,2808.08,2758.13,2766.8,2815.9,2847.3,-31.882,-23.157,-17.45,True,False,False,0.0,2345.286,0.0,0.0
1250, 2010/12/30,2751.97,2759.58,2724.54,2772.1,2824.45,2849.0,-33.817,-20.976,-25.683,True,False,False,0.0,2339.1745,0.0,0.0
1251, 2010/12/29,2735.48,2751.53,2721.48,2791.2,2838.3,2853.2,-30.856,-17.765,-26.182,True,False,False,0.0,2325.158,0.0,0.0
1252, 2010/12/28,2768.03,2732.99,2730.41,2816.5,2854.3,2856.8,-25.809,-14.493,-22.634,True,False,False,0.0,2352.8255,0.0,0.0
1253, 2010/12/27,2842.81,2781.4,2774.54,2850.7,2873.7,2861.15,-17.104,-11.663,-10.882,True,False,False,0.0,2416.3885,0.0,0.0
1254, 2010/12/24,2841.35,2835.16,2813.5,2865.0,2887.85,2865.4,-10.674,-10.303,-0.741,False,True,False,0.0,2415.1475,0.0,0.0
1255, 2010/12/23,2874.2,2855.22,2849.84,2876.8,2888.45,2867.25,-7.784,-10.211,4.853,False,True,False,0.0,2443.07,0.0,0.0
1256, 2010/12/22,2910.73,2877.9,2867.05,2885.4,2884.05,2869.4,-6.026,-10.817,9.583,False,True,False,0.0,2474.1205,0.0,0.0
1257, 2010/12/21,2857.59,2904.11,2846.63,2892.1,2881.1,2868.5,-6.003,-12.015,12.025,False,False,False,0.0,2428.9515,0.0,0.0
1258, 2010/12/20,2901.47,2852.92,2804.56,2896.7,2878.3,2864.7,-8.555,-13.518,9.927,False,True,False,0.0,2466.2495,0.0,0.0
1259, 2010/12/17,2896.77,2893.74,2881.0,2910.7,2878.7,2866.275,-6.475,-14.759,16.567,False,True,False,0.0,2462.2545,0.0,0.0
1260, 2010/12/16,2908.873,2898.143,2891.863,2900.1,2873.55,2866.0,-7.884,-16.83,17.893,False,True,False,0.0,2472.54205,0.0,0.0
1261, 2010/12/15,2927.263,2911.413,2905.653,2882.7,2868.1,2864.375,-10.014,-19.067,18.105,False,True,False,0.0,2488.17355,0.0,0.0
1262, 2010/12/14,2928.303,2927.083,2912.423,2870.1,2859.3,2860.75,-13.939,-21.33,14.781,False,True,False,0.0,2489.05755,0.0,0.0
1263, 2010/12/13,2850.333,2922.953,2847.663,2859.9,2848.6,2859.125,-20.342,-23.177,5.671,True,False,False,0.0,2422.78305,0.0,0.0
1264, 2010/12/10,2798.743,2841.043,2792.523,2846.7,2842.95,2863.7,-27.797,-23.886,-7.822,True,False,False,0.0,2378.93155,0.0,0.0
