date,close,ma5,ma10,ma20,gt_ma,earning,earning2
2014-04-28,16.36,16.98,17.302,17.449,False,0.0,0.16
2014-04-25,16.6,17.228,17.443,17.49,False,0.0,0.28
2014-04-24,17.02,17.508,17.537,17.561,False,0.0,-0.18
2014-04-23,17.52,17.608,17.631,17.66,False,0.0,-0.52
2014-04-22,17.4,17.62,17.692,17.728,False,0.0,-0.61
2014-04-21,17.6,17.624,17.728,17.811,False,0.0,-1.24
2014-04-18,18.0,17.658,17.762,17.894,True,-1.4,0.0
2014-04-17,17.52,17.566,17.706,17.978,False,0.0,-0.5
2014-04-16,17.58,17.654,17.672,18.052,False,0.0,-0.06
2014-04-15,17.42,17.764,17.644,18.14,False,0.0,-0.02
2014-04-14,17.77,17.832,17.595,18.245,False,0.0,-0.17
2014-04-11,17.54,17.866,17.537,18.309,False,0.0,0.46
2014-04-10,17.96,17.846,17.585,18.359,True,-0.44,0.0
2014-04-09,18.13,17.69,17.688,18.386,True,-0.55,0.0
2014-04-08,17.76,17.524,17.763,18.462,True,-0.34,0.0
2014-04-04,17.94,17.358,17.894,18.516,True,-0.17,0.0
2014-04-03,17.44,17.208,18.026,18.554,True,0.1,0.0
2014-04-02,17.18,17.324,18.25,18.565,False,0.0,0.78
2014-04-01,17.3,17.686,18.432,18.583,False,0.0,0.83
2014-03-31,16.93,18.002,18.635,18.613,False,0.0,0.83
2014-03-28,17.19,18.43,18.895,18.668,False,0.0,0.75
2014-03-27,18.02,18.844,19.081,18.707,False,0.0,-0.58
2014-03-26,18.99,19.176,19.133,18.681,False,0.0,-1.81
2014-03-25,18.88,19.178,19.084,18.615,False,0.0,-1.58
2014-03-24,19.07,19.268,19.16,18.524,False,0.0,-2.14
2014-03-21,19.26,19.36,19.138,18.413,False,0.0,-2.07
2014-03-20,19.68,19.318,19.081,18.258,True,-1.66,0.0
2014-03-19,19.0,19.09,18.879,18.098,False,0.0,-0.01
2014-03-18,19.33,18.99,18.734,17.986,True,-0.45,0.0
2014-03-17,19.53,19.052,18.59,17.819,True,-0.46,0.0
2014-03-14,19.05,18.916,18.44,17.653,True,0.21,0.0
2014-03-13,18.54,18.844,18.332,17.505,False,0.0,1.14
2014-03-12,18.5,18.668,18.229,17.38,False,0.0,0.5
2014-03-11,19.64,18.478,18.145,17.279,True,-0.31,0.0
2014-03-10,18.85,18.128,17.887,17.11,True,0.68,0.0
2014-03-07,18.69,17.964,17.687,16.975,True,0.36,0.0
2014-03-06,17.66,17.82,17.434,16.796,False,0.0,0.88
2014-03-05,17.55,17.79,17.316,16.657,False,0.0,0.95
2014-03-04,17.89,17.812,17.237,16.535,True,1.75,0.0
2014-03-03,18.03,17.646,17.048,16.416,True,0.82,0.0
2014-02-28,17.97,17.41,16.865,16.291,True,0.72,0.0
2014-02-27,17.51,17.048,16.677,16.169,True,0.15,0.0
2014-02-26,17.66,16.842,16.531,16.046,True,-0.11,0.0
2014-02-25,17.06,16.662,16.412,15.898,True,0.83,0.0
2014-02-24,16.85,16.45,16.333,15.768,True,1.18,0.0
2014-02-21,16.16,16.32,16.263,15.64,False,0.0,1.81
2014-02-20,16.48,16.306,16.157,15.551,True,1.03,0.0
2014-02-19,16.76,16.22,15.997,15.464,True,0.9,0.0
2014-02-18,16.0,16.162,15.833,15.387,False,0.0,1.06
2014-02-17,16.2,16.216,15.784,15.349,False,0.0,0.65
2014-02-14,16.09,16.206,15.716,15.304,False,0.0,0.07
2014-02-13,16.05,16.008,15.661,15.276,True,0.43,0.0
2014-02-12,16.47,15.774,15.561,15.234,True,0.29,0.0
2014-02-11,16.27,15.504,15.384,15.169,True,-0.27,0.0
2014-02-10,16.15,15.352,15.203,15.106,True,0.05,0.0
2014-02-07,15.1,15.226,15.017,15.054,False,0.0,0.99
2014-01-30,14.88,15.314,14.945,15.043,False,0.0,1.17
2014-01-29,15.12,15.348,14.931,15.05,False,0.0,1.35
2014-01-28,15.51,15.264,14.941,15.03,True,0.76,0.0
2014-01-27,15.52,15.054,14.913,14.982,True,0.63,0.0
2014-01-24,15.54,14.808,14.891,14.931,True,-0.44,0.0
2014-01-23,15.05,14.576,14.891,14.897,True,-0.17,0.0
2014-01-15,14.7,14.514,14.907,14.909,True,0.42,0.0
2014-01-14,14.46,14.618,14.954,14.932,False,0.0,1.05
2014-01-13,14.29,14.772,15.009,14.959,False,0.0,1.23
2014-01-10,14.38,14.974,15.091,15.002,False,0.0,1.16
2014-01-09,14.74,15.206,15.14,15.042,False,0.0,0.31
2014-01-08,15.22,15.3,15.169,15.049,False,0.0,-0.52
2014-01-07,15.23,15.29,15.119,15.021,False,0.0,-0.77
2014-01-06,15.3,15.246,15.05,14.99,True,-1.01,0.0
2014-01-03,15.54,15.208,14.971,14.969,True,-1.16,0.0
2014-01-02,15.21,15.074,14.902,14.943,True,-0.47,0.0
2013-12-31,15.17,15.038,14.91,14.932,True,0.05,0.0
2013-12-30,15.01,14.948,14.91,14.884,True,0.22,0.0
2013-12-27,15.11,14.854,14.909,14.844,True,0.19,0.0
2013-12-26,14.87,14.734,14.912,14.853,True,0.67,0.0
2013-12-25,15.03,14.73,14.944,14.882,True,0.18,0.0
2013-12-24,14.72,14.782,14.929,14.9,False,0.0,0.45
2013-12-23,14.54,14.872,14.922,14.94,False,0.0,0.47
2013-12-20,14.51,14.964,14.929,14.982,False,0.0,0.6
2013-12-19,14.85,15.09,14.966,15.032,False,0.0,0.02
2013-12-18,15.29,15.158,14.983,15.028,True,-0.26,0.0
2013-12-17,15.17,15.076,14.954,15.017,True,-0.45,0.0
2013-12-16,15.0,14.972,14.858,15.016,True,-0.46,0.0
2013-12-13,15.14,14.894,14.778,15.027,True,-0.63,0.0
2013-12-12,15.19,14.842,14.793,15.012,True,-0.34,0.0
2013-12-11,14.88,14.808,14.819,14.991,True,0.41,0.0
2013-12-10,14.65,14.832,14.871,14.981,False,0.0,0.52
2013-12-09,14.61,14.744,14.958,14.992,False,0.0,0.39
2013-12-06,14.88,14.662,15.035,15.007,True,0.26,0.0
2013-12-05,15.02,14.744,15.097,15.004,True,0.17,0.0
2013-12-04,15.0,14.83,15.073,15.018,True,-0.12,0.0
2013-12-03,14.21,14.91,15.079,15.056,False,0.0,0.44
2013-12-02,14.2,15.172,15.174,15.134,False,0.0,0.41
2013-11-29,15.29,15.408,15.276,15.197,False,0.0,-0.41
2013-11-28,15.45,15.45,15.23,15.212,False,0.0,0.0
2013-11-27,15.4,15.316,15.163,15.219,True,-0.4,0.0
2013-11-26,15.52,15.248,15.09,15.213,True,-1.31,0.0
2013-11-25,15.38,15.176,15.026,15.212,True,-1.18,0.0
2013-11-22,15.5,15.144,14.978,15.232,True,-0.21,0.0
2013-11-21,14.78,15.01,14.911,15.247,False,0.0,0.67
2013-11-20,15.06,15.01,14.963,15.336,True,0.34,0.0
2013-11-19,15.16,14.932,15.033,15.449,True,0.36,0.0
2013-11-18,15.22,14.876,15.094,15.53,True,0.16,0.0
2013-11-15,14.83,14.812,15.117,15.654,True,0.67,0.0
2013-11-14,14.78,14.812,15.194,15.769,False,0.0,0.0
2013-11-13,14.67,14.916,15.274,15.885,False,0.0,0.39
2013-11-12,14.88,15.134,15.335,16.01,False,0.0,0.28
2013-11-11,14.9,15.312,15.397,16.096,False,0.0,0.32
2013-11-08,14.83,15.422,15.486,16.172,False,0.0,0.0
2013-11-07,15.3,15.576,15.583,16.236,False,0.0,-0.52
2013-11-06,15.76,15.632,15.708,16.267,True,-1.09,0.0
2013-11-05,15.77,15.536,15.865,16.269,True,-0.89,0.0
2013-11-04,15.45,15.482,15.965,16.304,False,0.0,-0.55
2013-11-01,15.6,15.55,16.19,16.354,True,-0.77,0.0
2013-10-31,15.58,15.59,16.343,16.383,False,0.0,-0.28
2013-10-30,15.28,15.784,16.495,16.413,False,0.0,0.48
2013-10-29,15.5,16.194,16.685,16.434,False,0.0,0.27
2013-10-28,15.79,16.448,16.795,16.426,False,0.0,-0.34
2013-10-25,15.8,16.83,16.858,16.427,False,0.0,-0.2
2013-10-24,16.55,17.096,16.888,16.418,False,0.0,-0.97
2013-10-23,17.33,17.206,16.826,16.371,True,-2.05,0.0
2013-10-22,16.77,17.176,16.673,16.281,False,0.0,-1.27
2013-08-08,17.7,17.142,16.642,16.157,True,-1.91,0.0
2013-08-07,17.13,16.886,16.518,15.989,True,-1.33,0.0
2013-08-06,17.1,16.68,16.422,15.826,True,-0.55,0.0
2013-08-05,17.18,16.446,16.331,15.656,True,0.15,0.0
2013-08-02,16.6,16.17,16.182,15.483,True,0.17,0.0
2013-08-01,16.42,16.142,16.057,15.359,True,1.28,0.0
2013-07-31,16.1,16.15,15.995,15.246,False,0.0,1.03
2013-07-30,15.93,16.164,15.947,15.143,False,0.0,1.17
2013-07-29,15.8,16.216,15.915,15.043,False,0.0,1.38
2013-07-26,16.46,16.194,15.888,14.96,True,0.14,0.0
2013-07-25,16.46,15.972,15.671,14.842,True,-0.04,0.0
2013-07-24,16.17,15.84,15.459,14.711,True,-0.07,0.0
2013-07-23,16.19,15.73,15.229,14.612,True,-0.26,0.0
2013-07-22,15.69,15.614,14.98,14.49,True,0.11,0.0
2013-07-19,15.35,15.582,14.784,14.38,False,0.0,1.11
2013-07-18,15.8,15.37,14.661,14.312,True,0.66,0.0
2013-07-17,15.62,15.078,14.497,14.22,True,0.55,0.0
2013-07-16,15.61,14.728,14.339,14.154,True,0.58,0.0
2013-07-15,15.53,14.346,14.17,14.096,True,0.16,0.0
2013-07-12,14.29,13.986,14.032,14.024,True,1.06,0.0
2013-07-11,14.34,13.952,14.012,13.991,True,1.46,0.0
2013-07-10,13.87,13.916,13.963,13.943,False,0.0,1.75
2013-07-09,13.7,13.95,13.995,13.944,False,0.0,1.91
2013-07-08,13.73,13.994,13.999,13.958,False,0.0,1.8
2013-07-05,14.12,14.078,13.976,13.972,True,0.17,0.0
2013-07-04,14.16,14.072,13.963,13.96,True,0.18,0.0
2013-07-03,14.04,14.01,13.943,13.977,True,-0.17,0.0
2013-07-02,13.92,14.04,13.969,14.016,False,0.0,-0.22
2013-07-01,14.15,14.004,14.022,14.051,True,-0.42,0.0
2013-06-28,14.09,13.874,14.016,14.055,True,0.03,0.0
2013-06-27,13.85,13.854,13.97,14.061,False,0.0,0.31
2013-06-26,14.19,13.876,13.922,14.087,True,-0.15,0.0
2013-06-25,13.74,13.898,13.892,14.091,False,0.0,0.18
2013-06-24,13.5,14.04,13.917,14.11,False,0.0,0.65
2013-06-21,13.99,14.158,13.968,14.153,False,0.0,0.1
2013-06-20,13.96,14.086,13.956,14.158,False,0.0,-0.11
2013-06-19,14.3,13.968,14.01,14.153,True,-0.11,0.0
2013-06-18,14.45,13.886,14.063,14.137,True,-0.71,0.0
2013-06-17,14.09,13.794,14.08,14.115,True,-0.59,0.0
2013-06-14,13.63,13.778,14.094,14.126,False,0.0,0.36
2013-06-13,13.37,13.826,14.151,14.157,False,0.0,0.59
2013-06-07,13.89,14.052,14.252,14.203,False,0.0,0.41
2013-06-06,13.99,14.24,14.289,14.197,False,0.0,0.46
2013-06-05,14.01,14.366,14.302,14.18,False,0.0,0.08
2013-06-04,13.87,14.41,14.338,14.176,False,0.0,-0.24
2013-06-03,14.5,14.476,14.36,14.177,True,-1.13,0.0
2013-05-31,14.83,14.452,14.295,14.147,True,-0.94,0.0
2013-05-30,14.62,14.338,14.211,14.096,True,-0.63,0.0
2013-05-29,14.23,14.238,14.149,14.023,False,0.0,-0.22
2013-05-28,14.2,14.266,14.157,14.042,False,0.0,-0.33
2013-05-27,14.38,14.244,14.163,14.063,True,0.12,0.0
2013-05-24,14.26,14.138,14.153,14.06,True,0.57,0.0
2013-05-23,14.12,14.084,14.104,14.078,True,0.5,0.0
2013-05-22,14.37,14.06,14.058,14.159,True,-0.14,0.0
2013-05-21,14.09,14.048,14.013,14.219,True,0.11,0.0
2013-05-20,13.85,14.082,13.994,14.274,False,0.0,0.53
2013-05-17,13.99,14.168,13.999,14.35,False,0.0,0.27
2013-05-16,14.0,14.124,13.98,14.41,False,0.0,0.12
2013-05-15,14.31,14.056,13.897,14.473,True,0.06,0.0
2013-05-14,14.26,13.978,13.927,14.538,True,-0.17,0.0
2013-05-13,14.28,13.906,13.963,14.631,True,-0.43,0.0
2013-05-10,13.77,13.83,13.967,14.741,False,0.0,0.22
2013-05-09,13.66,13.836,14.052,14.86,False,0.0,0.34
2013-05-08,13.92,13.738,14.26,15.0,True,0.39,0.0
2013-05-07,13.9,13.876,14.424,15.103,True,0.36,0.0
2013-05-06,13.9,14.02,14.554,15.173,False,0.0,0.38
2013-05-03,13.8,14.104,14.701,15.263,False,0.0,-0.03
2013-05-02,13.17,14.268,14.84,15.363,False,0.0,0.49
2013-04-26,14.61,14.782,15.048,15.488,False,0.0,-0.69
2013-04-25,14.62,14.972,15.149,15.56,False,0.0,-0.72
2013-04-24,14.32,15.088,15.298,15.625,False,0.0,-0.42
2013-04-23,14.62,15.298,15.515,15.703,False,0.0,-0.82
2013-04-22,15.74,15.412,15.668,15.765,True,-2.57,0.0
2013-04-19,15.56,15.314,15.739,15.769,True,-0.95,0.0
2013-04-18,15.2,15.326,15.782,15.766,False,0.0,-0.58
2013-04-17,15.37,15.508,15.792,15.769,False,0.0,-1.05
2013-04-16,15.19,15.732,15.825,15.765,False,0.0,-0.57
2013-04-15,15.25,15.924,15.885,15.781,False,0.0,0.49
2013-04-12,15.62,16.164,15.928,15.763,False,0.0,-0.06
2013-04-11,16.11,16.238,15.971,15.709,False,0.0,-0.91
2013-04-10,16.49,16.076,15.951,15.643,True,-1.12,0.0
2013-04-09,16.15,15.918,15.891,15.599,True,-0.96,0.0
2013-04-08,16.45,15.846,15.862,15.575,True,-1.2,0.0
2013-04-03,15.99,15.692,15.799,15.581,True,-0.37,0.0
2013-04-02,15.3,15.704,15.75,15.616,False,0.0,0.81
2013-04-01,15.7,15.826,15.746,15.648,False,0.0,0.79
2013-03-29,15.79,15.864,15.705,15.647,False,0.0,0.36
2013-03-28,15.68,15.878,15.676,15.662,False,0.0,0.77
2013-03-27,16.05,15.906,15.597,15.683,True,-0.06,0.0
2013-03-26,15.91,15.796,15.447,15.709,True,-0.61,0.0
2013-03-25,15.89,15.666,15.335,15.698,True,-0.19,0.0
2013-03-22,15.86,15.546,15.306,15.688,True,-0.07,0.0
2013-03-21,15.82,15.474,15.287,15.678,True,-0.14,0.0
2013-03-20,15.5,15.288,15.363,15.669,True,0.55,0.0
2013-03-19,15.26,15.098,15.482,15.68,True,0.65,0.0
2013-03-18,15.29,15.004,15.55,15.71,True,0.6,0.0
2013-03-15,15.5,15.066,15.588,15.742,True,0.36,0.0
2013-03-14,14.89,15.1,15.647,15.763,False,0.0,0.93
2013-03-13,14.55,15.438,15.768,15.842,False,0.0,0.95
2013-03-12,14.79,15.866,15.971,15.971,False,0.0,0.47
2013-03-11,15.6,16.096,16.102,16.102,False,0.0,-0.31
2013-03-08,15.67,16.11,16.165,16.165,False,0.0,-0.17
2013-03-07,16.58,16.194,16.236,16.236,True,-1.69,0.0
2013-03-06,16.69,16.098,16.178,16.178,True,-2.14,0.0
2013-03-05,15.94,16.076,16.076,16.076,False,0.0,-1.15
2013-03-04,15.67,16.11,16.11,16.11,False,0.0,-0.07
2013-03-01,16.09,16.257,16.257,16.257,False,0.0,-0.42
2013-02-28,16.1,16.34,16.34,16.34,False,0.0,0.48
2013-02-27,16.58,16.58,16.58,16.58,False,0.0,0.0
