,date,open,close,low,KDJ.K,KDJ.D,KDJ.J,kdjdown,earning,stoploss_point,stoploss,earning_with_stoploss
797, 2012/11/12,2242.96,2251.85,2232.74,31.071,41.061,11.091,True,196.572,1906.516,-336.444,196.572
798, 2012/11/09,2241.76,2240.92,2235.23,35.429,46.056,14.176,True,172.723,1905.496,-336.264,172.723
799, 2012/11/08,2269.58,2245.41,2245.4,47.857,51.369,40.835,False,0.0,1929.143,0.0,0.0
800, 2012/11/07,2288.76,2287.5,2277.02,61.983,53.125,79.699,False,0.0,1945.446,0.0,0.0
801, 2012/11/06,2301.98,2292.21,2260.51,59.937,48.696,82.419,False,0.0,1956.683,0.0,0.0
802, 2012/11/05,2302.74,2301.88,2290.14,56.023,43.075,81.918,False,0.0,1957.329,0.0,0.0
803, 2012/11/02,2297.9,2306.77,2284.72,45.076,36.601,62.027,False,0.0,1953.215,0.0,0.0
804, 2012/11/01,2256.61,2297.88,2256.41,33.625,32.363,36.149,True,155.552,1918.1185,-338.4915,155.552
805, 2012/10/31,2241.43,2254.82,2233.68,21.236,31.733,0.243,True,187.472,1905.2155,-336.2145,187.472
806, 2012/10/30,2236.32,2239.88,2231.78,20.557,36.981,-12.292,True,114.412,1900.872,-335.448,114.412
807, 2012/10/29,2241.8,2235.85,2227.65,25.75,45.193,-13.136,True,62.702,1905.53,-336.27,62.702
808, 2012/10/26,2291.31,2247.91,2237.06,35.215,54.915,-4.184,True,-3.188,1947.6135,-343.6965,-3.188
809, 2012/10/25,2306.73,2291.24,2288.6,47.928,64.764,14.256,True,33.272,1960.7205,-346.0095,33.272
810, 2012/10/24,2303.4,2307.78,2302.17,62.69,73.182,41.706,True,12.492,1957.89,-345.51,12.492
811, 2012/10/23,2340.89,2312.08,2309.25,72.923,78.428,61.914,False,0.0,1989.7565,0.0,0.0
812, 2012/10/22,2320.47,2341.59,2315.9,85.177,81.181,93.17,False,0.0,1972.3995,0.0,0.0
813, 2012/10/19,2335.11,2332.47,2328.73,82.309,79.182,88.562,False,0.0,1984.8435,0.0,0.0
814, 2012/10/18,2307.49,2336.08,2305.88,81.314,77.619,88.705,True,76.282,1961.3665,-346.1235,76.282
815, 2012/10/17,2307.36,2300.8,2280.82,75.007,75.771,73.479,False,0.0,1961.256,0.0,0.0
816, 2012/10/16,2293.24,2298.16,2287.59,78.534,76.153,83.294,False,0.0,1949.254,0.0,0.0
817, 2012/10/15,2306.01,2294.86,2278.46,79.411,74.963,88.306,False,0.0,1960.1085,0.0,0.0
818, 2012/10/12,2311.28,2304.53,2287.01,81.458,72.739,98.895,False,0.0,1964.588,0.0,0.0
819, 2012/10/11,2315.9,2302.53,2300.93,81.328,68.38,107.224,False,0.0,1968.515,0.0,0.0
820, 2012/10/10,2314.59,2324.12,2304.61,80.129,61.906,116.575,False,0.0,1967.4015,0.0,0.0
821, 2012/10/09,2281.75,2320.16,2281.75,71.359,52.794,108.489,False,0.0,1939.4875,0.0,0.0
822, 2012/10/08,2291.96,2270.05,2258.11,59.483,43.512,91.425,False,0.0,1948.166,0.0,0.0
823, 2012/09/28,2235.06,2293.11,2234.32,52.501,35.526,86.45,False,0.0,1899.801,0.0,0.0
824, 2012/09/27,2186.0,2251.72,2185.77,30.33,27.039,36.912,True,259.892,1858.1,-327.9,259.892
825, 2012/09/26,2208.91,2184.89,2181.08,17.756,25.393,2.481,True,262.413,1877.5735,-331.3365,262.413
826, 2012/09/25,2209.98,2210.15,2202.38,22.87,29.212,10.186,True,216.072,1878.483,-331.497,216.072
827, 2012/09/24,2183.97,2215.52,2172.88,22.625,32.383,3.108,True,229.363,1856.3745,-327.5955,229.363
828, 2012/09/21,2190.33,2199.06,2186.53,20.962,37.262,-11.637,True,231.043,1861.7805,-328.5495,231.043
829, 2012/09/20,2236.19,2195.95,2194.22,27.285,45.412,-8.968,True,231.332,1900.7615,-335.4285,231.332
830, 2012/09/19,2237.22,2246.24,2229.49,40.323,54.475,12.019,True,235.322,1901.637,-335.583,235.322
831, 2012/09/18,2249.43,2235.24,2228.04,52.465,61.551,34.294,False,0.0,1912.0155,0.0,0.0
832, 2012/09/17,2312.05,2258.71,2258.18,66.21,66.094,66.444,False,0.0,1965.2425,0.0,0.0
833, 2012/09/14,2324.01,2315.54,2298.83,76.105,66.035,96.243,False,0.0,1975.4085,0.0,0.0
834, 2012/09/13,2316.68,2298.46,2298.37,72.562,61.001,95.683,False,0.0,1969.178,0.0,0.0
835, 2012/09/12,2325.93,2320.07,2298.3,72.772,55.22,107.876,False,0.0,1977.0405,0.0,0.0
836, 2012/09/11,2316.53,2311.89,2294.82,66.097,46.444,105.403,False,0.0,1969.0505,0.0,0.0
837, 2012/09/10,2320.56,2326.67,2313.57,58.731,36.618,102.958,False,0.0,1972.476,0.0,0.0
838, 2012/09/07,2233.91,2317.18,2233.91,42.901,25.561,77.58,False,0.0,1898.8235,0.0,0.0
839, 2012/09/06,2204.44,2217.82,2199.86,22.225,16.892,32.893,False,0.0,1873.774,0.0,0.0
840, 2012/09/05,2199.743,2199.883,2186.963,14.413,14.225,14.789,False,0.0,1869.78155,0.0,0.0
841, 2012/09/04,2231.723,2204.413,2199.513,15.869,14.131,19.345,False,0.0,1896.96455,0.0,0.0
842, 2012/09/03,2201.123,2228.373,2197.713,17.421,13.261,25.741,True,226.2,1870.95455,-330.16845,226.2
843, 2012/08/31,2205.573,2204.873,2203.123,10.722,11.182,9.802,True,272.82,1874.73705,-330.83595,272.82
844, 2012/08/30,2204.513,2211.373,2188.723,10.259,11.412,7.954,True,284.39,1873.83605,-330.67695,284.39
845, 2012/08/29,2230.203,2214.813,2214.433,7.221,11.988,-2.313,True,277.26,1895.67255,-334.53045,277.26
846, 2012/08/28,2226.903,2238.413,2222.003,10.663,14.371,3.247,True,255.99,1892.86755,-334.03545,255.99
847, 2012/08/27,2268.493,2228.203,2228.153,8.759,16.225,-6.173,True,206.4,1928.21905,-340.27395,206.4
848, 2012/08/24,2295.683,2275.683,2274.573,13.118,19.958,-0.562,True,144.93,1951.33055,-344.35245,144.93
849, 2012/08/23,2298.183,2302.203,2285.373,19.011,23.378,10.277,True,59.6,1953.45555,-344.72745,59.6
850, 2012/08/22,2315.143,2295.593,2285.753,18.805,25.562,5.29,True,26.6,1967.87155,-347.27145,26.6
851, 2012/08/21,2301.933,2313.703,2296.553,22.348,28.941,9.163,True,48.77,1956.64305,-345.28995,48.77
852, 2012/08/20,2294.903,2301.793,2279.953,20.879,32.237,-1.837,True,59.6,1950.66755,-344.23545,59.6
853, 2012/08/17,2318.433,2313.483,2295.163,23.137,37.916,-6.421,True,1.91,1970.66805,-347.76495,1.91
854, 2012/08/16,2327.913,2319.673,2317.063,26.96,45.305,-9.731,True,-14.0,1978.72605,-349.18695,-14.0
855, 2012/08/15,2350.023,2331.623,2330.153,39.086,54.478,8.301,True,-31.71,1997.51955,-352.50345,-31.71
856, 2012/08/14,2352.663,2357.023,2324.913,54.838,62.174,40.165,True,-24.6,1999.76355,-352.89945,-24.6
857, 2012/08/13,2394.503,2351.933,2350.813,64.117,65.843,60.667,False,0.0,2035.32755,0.0,0.0
858, 2012/08/10,2409.943,2399.753,2395.913,81.189,66.705,110.157,False,0.0,2048.45155,0.0,0.0
859, 2012/08/09,2388.433,2411.703,2378.853,79.568,59.463,119.776,False,0.0,2030.16805,0.0,0.0
860, 2012/08/08,2390.963,2389.793,2382.823,69.606,49.411,109.994,False,0.0,2032.31855,0.0,0.0
861, 2012/08/07,2383.262,2388.873,2379.452,64.079,39.314,113.609,False,0.0,2025.7727,0.0,0.0
862, 2012/08/06,2350.123,2385.613,2348.123,47.584,26.932,88.888,False,0.0,1997.60455,0.0,0.0
863, 2012/08/03,2340.253,2353.743,2329.933,23.567,16.605,37.49,False,0.0,1989.21505,0.0,0.0
864, 2012/08/02,2354.073,2334.883,2325.613,14.276,13.125,16.579,False,0.0,2000.96205,0.0,0.0
865, 2012/08/01,2332.133,2358.653,2331.953,14.47,12.549,18.311,True,-10.55,1982.31305,-349.81995,-10.55
866, 2012/07/31,2336.883,2332.923,2329.503,6.248,11.589,-4.432,True,12.2,1986.35055,-350.53245,12.2
867, 2012/07/30,2350.782,2335.792,2334.002,7.88,14.259,-4.878,True,8.291,1998.1647,-352.6173,8.291
868, 2012/07/27,2353.943,2349.113,2341.293,11.007,17.448,-1.877,True,-1.151,2000.85155,-353.09145,-1.151
869, 2012/07/26,2360.133,2347.493,2344.703,12.705,20.669,-3.222,True,-74.121,2006.11305,-354.01995,-74.121
870, 2012/07/25,2368.383,2360.083,2357.473,17.765,24.651,3.993,True,-91.601,2013.12555,-355.25745,-91.601
871, 2012/07/24,2353.223,2375.993,2352.803,23.488,28.094,14.275,True,-72.6,2000.23955,-352.98345,-72.6
872, 2012/07/23,2379.893,2365.433,2357.513,25.166,30.397,14.703,False,0.0,2022.90905,0.0,0.0
873, 2012/07/20,2415.713,2398.463,2392.183,34.164,33.013,36.467,False,0.0,2053.35605,0.0,0.0
874, 2012/07/19,2407.443,2424.323,2401.293,38.097,32.437,49.417,False,0.0,2046.32655,0.0,0.0
875, 2012/07/18,2412.063,2414.333,2373.653,30.908,29.607,33.509,True,-166.7,2050.25355,-361.80945,-361.80945
876, 2012/07/17,2391.903,2414.203,2391.282,26.725,28.957,22.26,True,-198.881,2033.11755,-358.78545,-358.78545
877, 2012/07/16,2452.603,2399.733,2399.613,26.754,30.073,20.115,False,0.0,2084.71255,0.0,0.0
878, 2012/07/13,2441.013,2450.633,2438.983,40.057,31.733,56.707,False,0.0,2074.86105,0.0,0.0
879, 2012/07/12,2420.043,2449.183,2404.583,32.665,27.571,42.855,True,-196.031,2057.03655,-363.00645,-363.00645
880, 2012/07/11,2402.183,2425.573,2402.153,22.398,25.023,17.146,True,-164.501,2041.85555,-360.32745,-360.32745
881, 2012/07/10,2411.003,2406.713,2402.373,20.35,26.336,8.377,True,-161.851,2049.35255,-361.65045,-361.65045
882, 2012/07/09,2455.893,2416.043,2414.953,28.064,29.329,25.532,False,0.0,2087.50905,0.0,0.0
883, 2012/07/06,2435.063,2472.613,2420.363,41.374,29.962,64.199,False,0.0,2069.80355,0.0,0.0
884, 2012/07/05,2450.303,2430.373,2420.003,24.339,24.256,24.505,False,0.0,2082.75755,0.0,0.0
885, 2012/07/04,2474.533,2464.923,2456.003,28.812,24.215,38.006,False,0.0,2103.35305,0.0,0.0
886, 2012/07/03,2464.853,2468.723,2457.453,24.914,21.916,30.909,False,0.0,2095.12505,0.0,0.0
887, 2012/07/02,2473.543,2465.243,2452.993,20.647,20.417,21.107,True,-155.691,2102.51155,-371.03145,-371.03145
888, 2012/06/29,2418.863,2461.613,2417.493,16.037,20.302,7.506,True,-111.561,2056.03355,-362.82945,-362.82945
889, 2012/06/28,2451.663,2425.733,2425.243,11.501,22.435,-10.365,True,-176.291,2083.91355,-367.74945,-367.74945
890, 2012/06/27,2452.673,2447.203,2444.343,17.106,27.901,-4.484,True,-125.981,2084.77205,-367.90095,-367.90095
891, 2012/06/26,2442.563,2454.923,2434.643,21.699,33.299,-1.5,True,-218.501,2076.17855,-366.38445,-366.38445
892, 2012/06/25,2501.163,2456.523,2455.013,26.155,39.099,0.266,True,-338.491,2125.98855,-375.17445,-375.17445
893, 2012/06/21,2547.053,2512.193,2502.423,38.686,45.571,24.915,False,0.0,2164.99505,0.0,0.0
894, 2012/06/20,2563.643,2552.613,2549.443,52.649,49.014,59.919,False,0.0,2179.09655,0.0,0.0
895, 2012/06/19,2577.363,2558.623,2556.103,56.861,47.196,76.19,False,0.0,2190.75855,0.0,0.0
896, 2012/06/18,2576.633,2581.213,2572.993,59.051,42.364,92.426,False,0.0,2190.13805,0.0,0.0
897, 2012/06/15,2565.193,2568.053,2538.573,46.824,34.02,72.433,False,0.0,2180.41405,0.0,0.0
898, 2012/06/14,2573.333,2560.423,2558.563,33.191,27.618,44.338,False,0.0,2187.33305,0.0,0.0
899, 2012/06/13,2546.793,2580.643,2539.633,27.031,24.831,31.431,True,-346.151,2164.77405,-382.01895,-382.01895
900, 2012/06/12,2543.763,2540.183,2529.953,17.98,23.731,6.477,True,-383.022,2162.19855,-381.56445,-381.56445
901, 2012/06/11,2529.603,2558.263,2523.773,19.563,26.607,5.474,True,-361.301,2150.16255,-379.44045,-379.44045
902, 2012/06/08,2558.843,2524.333,2520.413,15.299,30.129,-14.36,True,-393.421,2175.01655,-383.82645,-383.82645
903, 2012/06/07,2579.433,2542.183,2536.263,21.527,37.544,-10.506,True,-408.222,2192.51805,-386.91495,-386.91495
904, 2012/06/06,2564.233,2557.403,2547.333,29.864,45.552,-1.511,True,-246.841,2179.59805,-384.63495,-384.63495
905, 2012/06/05,2565.193,2558.843,2548.763,39.456,53.396,11.576,True,-243.721,2180.41405,-384.77895,-384.77895
906, 2012/06/04,2598.733,2559.033,2558.923,53.206,60.366,38.885,False,0.0,2208.92305,0.0,0.0
907, 2012/06/01,2633.603,2633.003,2623.293,73.746,63.946,93.347,False,0.0,2238.56255,0.0,0.0
908, 2012/05/31,2623.163,2632.043,2617.233,71.801,59.046,97.311,False,0.0,2229.68855,0.0,0.0
909, 2012/05/30,2646.374,2642.263,2636.523,69.308,52.668,102.586,False,0.0,2249.4179,0.0,0.0
910, 2012/05/29,2615.154,2650.854,2612.563,61.042,44.349,94.43,False,0.0,2222.8809,0.0,0.0
911, 2012/05/28,2562.604,2614.694,2545.344,44.84,36.002,62.518,True,-78.443,2178.2134,-384.3906,-384.3906
912, 2012/05/25,2595.263,2573.104,2565.653,28.92,31.582,23.596,False,0.0,2205.97355,0.0,0.0
913, 2012/05/24,2613.104,2595.263,2588.214,37.023,32.913,45.244,False,0.0,2221.1384,0.0,0.0
914, 2012/05/23,2621.793,2616.874,2598.293,38.587,30.858,54.044,False,0.0,2228.52405,0.0,0.0
915, 2012/05/22,2598.173,2627.533,2597.603,32.1,26.994,42.313,True,4.449,2208.44705,-389.72595,-389.72595
916, 2012/05/21,2572.373,2587.233,2563.973,17.507,24.441,3.64,True,34.059,2186.51705,-385.85595,-385.85595
917, 2012/05/18,2595.553,2573.983,2567.303,16.667,27.907,-5.815,True,38.769,2206.22005,-389.33295,-389.33295
918, 2012/05/17,2577.963,2613.943,2571.203,22.781,33.528,1.289,True,64.599,2191.26855,-386.69445,-386.69445
919, 2012/05/16,2610.163,2574.653,2574.083,19.598,38.901,-19.008,True,34.199,2218.63855,-391.52445,-391.52445
920, 2012/05/15,2597.643,2617.373,2591.603,29.199,48.552,-9.509,True,1.949,2207.99655,-389.64645,-389.64645
921, 2012/05/14,2653.813,2615.533,2613.353,33.59,58.229,-15.687,True,-56.581,2255.74105,-398.07195,-398.07195
922, 2012/05/11,2652.313,2636.923,2636.523,49.342,70.549,6.929,True,-69.461,2254.46605,-397.84695,-397.84695
923, 2012/05/10,2657.873,2657.213,2649.383,66.946,81.152,38.533,True,-39.841,2259.19205,-398.68095,-398.68095
924, 2012/05/09,2685.193,2657.513,2655.323,80.506,88.255,65.008,False,0.0,2282.41405,0.0,0.0
925, 2012/05/08,2717.413,2709.123,2683.563,94.984,92.13,100.692,False,0.0,2309.80105,0.0,0.0
926, 2012/05/07,2699.453,2717.783,2694.323,95.225,90.702,104.271,False,0.0,2294.53505,0.0,0.0
927, 2012/05/04,2689.623,2715.883,2677.143,92.838,88.441,101.632,False,0.0,2286.17955,0.0,0.0
928, 2012/05/03,2679.523,2691.523,2675.813,89.305,86.242,95.431,False,0.0,2277.59455,0.0,0.0
929, 2012/05/02,2660.673,2683.493,2643.533,86.279,84.711,89.415,False,0.0,2261.57205,0.0,0.0
930, 2012/04/27,2630.552,2626.163,2623.603,84.177,83.927,84.677,False,0.0,2235.9692,0.0,0.0
931, 2012/04/26,2632.722,2631.492,2617.093,84.878,83.802,87.031,False,0.0,2237.8137,0.0,0.0
932, 2012/04/25,2598.232,2625.992,2593.333,83.324,83.264,83.443,True,-70.441,2208.4972,-389.7348,-389.7348
933, 2012/04/24,2594.802,2604.872,2559.462,82.23,83.234,80.223,False,0.0,2205.5817,0.0,0.0
934, 2012/04/23,2624.752,2606.042,2599.112,87.663,83.736,95.517,False,0.0,2231.0392,0.0,0.0
935, 2012/04/20,2591.512,2626.842,2589.352,90.618,81.772,108.31,False,0.0,2202.7852,0.0,0.0
936, 2012/04/19,2598.332,2596.062,2585.302,86.088,77.349,103.565,False,0.0,2208.5822,0.0,0.0
937, 2012/04/18,2550.912,2599.912,2546.002,82.793,72.98,102.418,False,0.0,2168.2752,0.0,0.0
938, 2012/04/17,2572.362,2541.882,2541.542,74.959,68.074,88.731,False,0.0,2186.5077,0.0,0.0
939, 2012/04/16,2564.232,2574.042,2559.782,79.457,64.631,109.108,False,0.0,2179.5972,0.0,0.0
940, 2012/04/13,2575.052,2580.452,2570.042,75.543,57.218,112.194,False,0.0,2188.7942,0.0,0.0
941, 2012/04/12,2522.832,2570.442,2516.572,67.381,48.056,106.031,False,0.0,2144.4072,0.0,0.0
942, 2012/04/11,2494.522,2520.042,2489.332,51.213,38.393,76.853,False,0.0,2120.3437,0.0,0.0
943, 2012/04/10,2490.282,2519.792,2459.352,45.058,31.983,71.209,False,0.0,2116.7397,0.0,0.0
944, 2012/04/09,2510.532,2495.152,2491.592,35.914,25.445,56.851,False,0.0,2133.9522,0.0,0.0
945, 2012/04/06,2509.452,2519.832,2502.702,31.932,20.211,55.375,False,0.0,2133.0342,0.0,0.0
946, 2012/04/05,2449.212,2512.832,2441.272,21.322,14.35,35.265,True,10.379,2081.8302,-367.3818,10.379
947, 2012/03/30,2447.942,2454.902,2438.492,9.345,10.865,6.305,True,-11.121,2080.7507,-367.1913,-11.121
948, 2012/03/29,2463.692,2443.122,2429.732,7.494,11.624,-0.767,True,-1.582,2094.1382,-369.5538,-1.582
949, 2012/03/28,2538.462,2474.902,2471.032,7.916,13.69,-3.632,True,-60.582,2157.6927,-380.7693,-380.7693
950, 2012/03/27,2565.552,2547.142,2544.372,10.664,16.577,-1.161,True,-80.241,2180.7192,-384.8328,-384.8328
951, 2012/03/26,2551.432,2555.442,2540.702,12.432,19.533,-1.768,True,-62.002,2168.7172,-382.7148,-382.7148
952, 2012/03/23,2575.332,2552.942,2544.531,14.183,23.083,-3.616,True,-103.031,2189.0322,-386.2998,-386.2998
953, 2012/03/22,2586.941,2583.751,2570.451,18.667,27.533,0.934,True,-103.39,2198.89985,-388.04115,-388.04115
954, 2012/03/21,2597.382,2587.792,2569.082,22.633,31.966,3.968,True,-110.991,2207.7747,-389.6073,-389.6073
955, 2012/03/20,2622.662,2584.452,2584.022,27.105,36.632,8.05,True,-129.471,2229.2627,-393.3993,-393.3993
956, 2012/03/19,2617.662,2630.012,2598.632,37.2,41.396,28.808,True,-122.581,2225.0127,-392.6493,-392.6493
957, 2012/03/16,2591.802,2623.522,2577.252,34.861,43.494,17.596,True,-92.501,2203.0317,-388.7703,-388.7703
958, 2012/03/15,2602.662,2585.552,2575.442,33.844,47.811,5.91,True,-19.131,2212.2627,-390.3993,-390.3993
959, 2012/03/14,2694.482,2605.112,2595.342,46.887,54.794,31.072,False,0.0,2290.3097,0.0,0.0
960, 2012/03/13,2653.682,2681.072,2649.172,65.411,58.748,78.738,True,-40.582,2255.6297,-398.0523,-398.0523
961, 2012/03/12,2663.242,2654.402,2636.422,54.855,55.416,53.732,True,-44.932,2263.7557,-399.4863,-399.4863
962, 2012/03/09,2644.102,2664.302,2631.412,52.291,55.697,45.48,True,-29.112,2247.4867,-396.6153,-396.6153
963, 2012/03/08,2612.402,2635.792,2612.402,43.519,57.399,15.758,True,-2.232,2220.5417,-391.8603,-391.8603
964, 2012/03/07,2596.482,2603.002,2594.132,44.548,64.34,4.965,True,-71.382,2207.0097,-389.4723,-389.4723
965, 2012/03/06,2654.802,2621.052,2615.603,62.408,74.235,38.754,True,-152.312,2256.5817,-398.2203,-398.2203
966, 2012/03/05,2687.742,2662.702,2660.962,78.947,80.149,76.544,True,-147.871,2284.5807,-403.1613,-403.1613
967, 2012/03/02,2637.962,2679.932,2637.962,80.303,80.75,79.411,True,-103.691,2242.2677,-395.6943,-395.6943
968, 2012/03/01,2622.742,2633.352,2621.862,74.474,80.973,61.477,True,-95.251,2229.3307,-393.4113,-393.4113
969, 2012/02/29,2655.862,2634.142,2631.782,79.189,84.222,69.123,True,-100.241,2257.4827,-398.3793,-398.3793
970, 2012/02/28,2652.342,2662.462,2641.462,86.033,86.739,84.621,False,0.0,2254.4907,0.0,0.0
971, 2012/02/27,2658.122,2656.572,2656.572,88.025,87.092,89.892,False,0.0,2259.4037,0.0,0.0
972, 2012/02/24,2607.342,2648.022,2602.782,92.246,86.625,103.488,False,0.0,2216.2407,0.0,0.0
973, 2012/02/23,2595.782,2606.262,2590.522,88.369,83.814,97.478,False,0.0,2206.4147,0.0,0.0
974, 2012/02/22,2564.312,2597.482,2560.342,86.055,81.537,95.091,False,0.0,2179.6652,0.0,0.0
975, 2012/02/21,2544.832,2562.452,2520.792,79.755,79.278,80.709,True,0.887999999999,2163.1072,-381.7248,-381.7248
976, 2012/02/20,2571.912,2540.712,2539.902,77.472,79.039,74.337,False,0.0,2186.1252,0.0,0.0
977, 2012/02/17,2551.812,2537.092,2522.862,79.961,79.823,80.238,False,0.0,2169.0402,0.0,0.0
978, 2012/02/16,2544.642,2536.072,2519.042,80.318,79.754,81.447,False,0.0,2162.9457,0.0,0.0
979, 2012/02/15,2515.832,2549.612,2511.292,81.278,79.472,84.89,True,51.769,2138.4572,-377.3748,-377.3748
980, 2012/02/14,2528.972,2522.112,2506.542,77.092,78.569,74.139,False,0.0,2149.6262,0.0,0.0
981, 2012/02/13,2504.412,2531.982,2496.302,80.187,79.307,81.948,False,0.0,2128.7502,0.0,0.0
982, 2012/02/10,2521.682,2533.622,2521.162,80.55,78.867,83.915,False,0.0,2143.4297,0.0,0.0
983, 2012/02/09,2525.592,2529.232,2513.132,80.493,78.026,85.427,False,0.0,2146.7532,0.0,0.0
984, 2012/02/08,2456.422,2528.242,2451.002,77.588,76.792,79.181,True,229.188,2087.9587,-368.4633,229.188
985, 2012/02/07,2489.032,2457.952,2441.702,69.056,76.394,54.38,False,0.0,2115.6772,0.0,0.0
986, 2012/02/06,2511.172,2504.322,2488.712,83.276,80.063,89.702,False,0.0,2134.4962,0.0,0.0
987, 2012/02/03,2478.342,2506.092,2470.282,82.652,78.456,91.043,True,281.528,2106.5907,-371.7513,-371.7513
988, 2012/02/02,2437.472,2486.242,2429.712,76.286,76.358,76.141,True,338.368,2071.8512,-365.6208,338.368
989, 2012/02/01,2458.232,2428.992,2423.452,71.083,76.394,60.46,False,0.0,2089.4972,0.0,0.0
990, 2012/01/31,2462.342,2464.262,2447.772,79.086,79.05,79.157,False,0.0,2092.9907,0.0,0.0
991, 2012/01/30,2508.882,2460.722,2460.402,81.352,79.032,85.99,False,0.0,2132.5497,0.0,0.0
992, 2012/01/20,2476.731,2504.092,2462.592,85.728,77.873,101.438,False,0.0,2105.22135,0.0,0.0
993, 2012/01/19,2423.862,2468.352,2414.991,80.317,73.945,93.062,False,0.0,2060.2827,0.0,0.0
994, 2012/01/18,2464.922,2422.192,2414.532,74.487,70.759,81.943,False,0.0,2095.1837,0.0,0.0
995, 2012/01/17,2347.572,2460.602,2329.251,75.439,68.895,88.525,True,304.288,1995.4362,-352.1358,304.288
996, 2012/01/16,2376.952,2345.652,2345.632,64.059,65.624,60.928,False,0.0,2020.4092,0.0,0.0
997, 2012/01/13,2438.412,2394.332,2374.542,74.382,66.406,90.335,False,0.0,2072.6502,0.0,0.0
998, 2012/01/12,2426.822,2435.222,2423.322,78.267,62.418,109.965,False,0.0,2062.7987,0.0,0.0
999, 2012/01/11,2444.762,2435.612,2423.322,74.35,54.494,114.063,False,0.0,2078.0477,0.0,0.0
1000, 2012/01/10,2365.772,2447.352,2361.282,65.942,44.566,108.693,False,0.0,2010.9062,0.0,0.0
1001, 2012/01/09,2291.182,2368.572,2271.722,49.58,33.878,80.985,True,304.258,1947.5047,-343.6773,304.258
1002, 2012/01/06,2274.352,2290.602,2254.572,24.913,26.026,22.685,True,278.408,1933.1992,-341.1528,278.408
1003, 2012/01/05,2290.782,2276.392,2272.152,23.31,26.583,16.763,False,0.0,1947.1647,0.0,0.0
1004, 2012/01/04,2361.502,2298.752,2298.302,30.951,28.22,36.414,False,0.0,2007.2767,0.0,0.0
1005, 2011/12/30,2318.672,2345.742,2318.672,34.935,26.854,51.096,False,0.0,1970.8712,0.0,0.0
1006, 2011/12/29,2297.292,2311.362,2293.872,25.374,22.814,30.494,False,0.0,1952.6982,0.0,0.0
1007, 2011/12/28,2295.871,2307.931,2267.111,22.851,21.534,25.484,True,234.699,1951.49035,-344.38065,234.699
1008, 2011/12/27,2332.831,2305.031,2302.411,20.244,20.876,18.982,False,0.0,1982.90635,0.0,0.0
1009, 2011/12/26,2345.552,2335.701,2334.792,25.95,21.191,35.467,False,0.0,1993.7192,0.0,0.0
1010, 2011/12/23,2337.382,2359.162,2331.962,24.138,18.812,34.79,False,0.0,1986.7747,0.0,0.0
1011, 2011/12/22,2325.271,2341.332,2294.612,18.08,16.149,21.943,False,0.0,1976.48035,0.0,0.0
1012, 2011/12/21,2397.271,2339.112,2337.691,15.859,15.183,17.211,False,0.0,2037.68035,0.0,0.0
1013, 2011/12/20,2376.711,2377.072,2373.861,19.501,14.845,28.814,False,0.0,2020.20435,0.0,0.0
1014, 2011/12/19,2370.421,2384.411,2321.661,17.071,12.517,26.178,False,0.0,2014.85785,0.0,0.0
1015, 2011/12/16,2339.981,2390.131,2332.141,11.811,10.24,14.953,True,117.639,1988.98385,-350.99715,117.639
1016, 2011/12/15,2382.441,2340.792,2340.451,4.353,9.455,-5.851,True,65.959,2025.07485,-357.36615,65.959
1017, 2011/12/14,2415.941,2397.481,2392.302,6.452,12.006,-4.656,True,-34.721,2053.54985,-362.39115,-34.721
1018, 2011/12/13,2467.021,2421.931,2418.671,8.265,14.782,-4.769,True,-95.021,2096.96785,-370.05315,-95.021
1019, 2011/12/12,2497.921,2477.691,2476.121,11.629,18.041,-1.194,True,-113.101,2123.23285,-374.68815,-374.68815
1020, 2011/12/09,2506.621,2503.461,2496.971,16.936,21.247,8.314,True,-135.511,2130.62785,-375.99315,-375.99315
1021, 2011/12/08,2525.041,2525.001,2494.691,22.179,23.402,19.732,True,-156.921,2146.28485,-378.75615,-378.75615
1022, 2011/12/07,2517.341,2528.231,2509.781,22.122,24.014,18.339,True,-150.641,2139.73985,-377.60115,-377.60115
1023, 2011/12/06,2515.041,2516.341,2499.571,22.252,24.96,16.836,False,0.0,2137.78485,0.0,0.0
1024, 2011/12/05,2561.201,2521.391,2517.181,26.982,26.314,28.317,False,0.0,2177.02085,0.0,0.0
1025, 2011/12/02,2570.562,2557.312,2543.531,34.719,25.98,52.196,False,0.0,2184.9777,0.0,0.0
1026, 2011/12/01,2596.152,2583.612,2577.722,31.779,21.611,52.116,False,0.0,2206.7292,0.0,0.0
1027, 2011/11/30,2600.102,2521.522,2507.182,16.721,16.527,17.108,False,0.0,2210.0867,0.0,0.0
1028, 2011/11/29,2595.092,2608.572,2580.292,19.924,16.43,26.912,True,-348.332,2205.8282,-389.2638,-389.2638
1029, 2011/11/28,2578.342,2573.322,2562.492,10.34,14.683,1.654,True,-374.742,2191.5907,-386.7513,-386.7513
1030, 2011/11/25,2585.142,2569.972,2563.652,11.368,16.854,0.396,True,-377.262,2197.3707,-387.7713,-387.7713
1031, 2011/11/24,2565.692,2588.922,2557.702,13.927,19.597,2.587,True,-434.222,2180.8382,-384.8538,-384.8538
1032, 2011/11/23,2613.292,2584.012,2578.162,12.938,22.432,-6.049,True,-504.442,2221.2982,-391.9938,-391.9938
