,avge,avge2,count,days,ma,scope,sum,sum2
371,383.502023136,436.704460668,1167,180,ma20,0.1,447546.861,509634.1056
372,370.132810496,399.076208017,686,190,ma5,0.1,253911.108,273766.2787
373,378.091580078,433.107884766,1024,190,ma10,0.1,387165.778,443502.474
374,395.296968103,456.103487931,1160,190,ma20,0.1,458544.483,529080.046
375,358.561274854,403.356755702,684,200,ma5,0.1,245255.912,275896.0209
376,368.988627202,442.086478669,1022,200,ma10,0.1,377106.377,451812.3812
377,394.455418182,471.970016017,1155,200,ma20,0.1,455596.008,545125.3685
378,374.60632106,421.797201325,679,210,ma5,0.1,254357.692,286400.2997
379,388.681574111,464.744654644,1012,210,ma10,0.1,393345.753,470321.5905
380,411.92669607,487.660115983,1145,210,ma20,0.1,471656.067,558370.8328
381,386.536878338,426.029687982,674,220,ma5,0.1,260525.856,287144.0097
382,410.80646507,477.544653892,1002,220,ma10,0.1,411628.078,478499.7432
383,435.701953304,500.760320264,1135,220,ma20,0.1,494521.717,568362.9635
384,404.457181138,437.806236826,668,230,ma5,0.1,270177.397,292454.5662
385,441.257010081,500.976166633,992,230,ma10,0.1,437726.954,496968.3573
386,465.292991111,519.886037867,1125,230,ma20,0.1,523454.615,584871.7926
387,421.739877644,448.117706495,662,240,ma5,0.1,279191.799,296653.9217
388,458.74987234,515.714695035,987,240,ma10,0.1,452786.124,509010.404
389,478.068577061,531.928533961,1116,240,ma20,0.1,533524.532,593632.2439
390,414.355827744,455.139400457,656,250,ma5,0.1,271817.423,298571.4467
391,458.179628192,527.135704597,979,250,ma10,0.1,448557.856,516065.8548
392,472.425734657,539.495505325,1108,250,ma20,0.1,523447.714,597761.0199
393,411.843285496,456.232270534,655,260,ma5,0.1,269757.352,298832.1372
394,446.929255624,523.89486227,978,260,ma10,0.1,437096.812,512369.1753
395,453.675058664,534.275787906,1108,260,ma20,0.1,502671.965,591977.573
396,405.441866359,452.210889708,651,270,ma5,0.1,263942.655,294389.2892
397,440.516176591,524.166654312,974,270,ma10,0.1,429062.756,510538.3213
398,441.065912965,531.790725748,1103,270,ma20,0.1,486495.702,586565.1705
399,391.104859133,436.787147523,646,280,ma5,0.1,252653.739,282164.4973
400,431.984860393,516.812863082,967,280,ma10,0.1,417729.36,499758.0386
401,430.194997255,519.461036597,1093,280,ma20,0.1,470203.132,567770.913
402,385.266278816,418.616990187,642,290,ma5,0.1,247340.951,268752.1077
403,429.42804171,503.74006976,959,290,ma10,0.1,411821.492,483086.7269
404,434.63489289,507.093668052,1083,290,ma20,0.1,470709.589,549182.4425
405,392.298628527,408.81293558,638,300,ma5,0.1,250286.525,260822.6529
406,437.885879874,493.738035616,949,300,ma10,0.1,415553.7,468557.3958
407,443.817273998,495.310924884,1073,300,ma20,0.1,476215.935,531468.6224
408,394.853197785,390.684921203,632,310,ma5,0.1,249547.221,246912.8702
409,455.266002121,487.234669353,943,310,ma10,0.1,429315.84,459462.2932
410,465.302579492,498.62216444,1063,310,ma20,0.1,494616.642,530035.3608
411,405.185891892,402.682214944,629,320,ma5,0.1,254861.926,253287.1132
412,478.782837085,504.726770847,933,320,ma10,0.1,446704.387,470910.0772
413,483.034736942,513.458319848,1053,320,ma20,0.1,508635.578,540671.6108
414,408.0151216,413.05671712,625,330,ma5,0.1,255009.451,258160.4482
415,490.909929032,522.698867957,930,330,ma10,0.1,456546.234,486109.9472
416,488.967809524,523.360844571,1050,330,ma20,0.1,513416.2,549528.8868
417,381.752722311,398.837195345,623,340,ma5,0.1,237831.946,248475.5727
418,461.485427646,504.938707235,926,340,ma10,0.1,427335.506,467573.2429
419,455.067706616,502.633057239,1043,340,ma20,0.1,474635.618,524246.2787
420,304.970637931,344.178295733,696,150,ma5,0.11,212259.564,239548.09383
421,303.000762271,357.652771742,1039,150,ma10,0.11,314817.792,371601.22984
422,324.623040782,377.89269503,1177,150,ma20,0.11,382081.319,444779.70205
423,315.709661871,354.720563381,695,160,ma5,0.11,219418.215,246530.79155
424,317.360738921,372.168284942,1038,160,ma10,0.11,329420.447,386310.67977
425,346.036498726,396.242545251,1177,160,ma20,0.11,407284.959,466377.47576
426,331.621261871,378.318700158,695,170,ma5,0.11,230476.777,262931.49661
427,336.013495183,397.43999736,1038,170,ma10,0.11,348782.008,412542.71726
428,361.943994048,421.365590791,1176,170,ma20,0.11,425646.137,495525.93477
429,340.304121387,396.290900101,692,180,ma5,0.11,235490.452,274233.30287
430,360.314215534,424.515369621,1030,180,ma10,0.11,371123.642,437250.83071
431,383.502023136,446.210647498,1167,180,ma20,0.11,447546.861,520727.82563
432,370.132810496,419.233714417,686,190,ma5,0.11,253911.108,287594.32809
433,378.091580078,448.925227168,1024,190,ma10,0.11,387165.778,459699.43262
434,395.296968103,467.193146009,1160,190,ma20,0.11,458544.483,541944.04937
435,358.561274854,426.445444459,684,200,ma5,0.11,245255.912,291688.68401
436,368.988627202,460.854598767,1022,200,ma10,0.11,377106.377,470993.39994
437,394.455418182,485.650163983,1155,200,ma20,0.11,455596.008,560925.9394
438,374.60632106,446.842635876,679,210,ma5,0.11,254357.692,303406.14976
439,388.681574111,485.267899832,1012,210,ma10,0.11,393345.753,491091.11463
440,411.92669607,503.24135379,1145,210,ma20,0.11,471656.067,576211.35009
441,386.536878338,455.70951908,674,220,ma5,0.11,260525.856,307148.21586
442,410.80646507,501.600508982,1002,220,ma10,0.11,411628.078,502603.71
443,435.701953304,519.673891154,1135,220,ma20,0.11,494521.717,589829.86646
444,404.457181138,466.579179656,668,230,ma5,0.11,270177.397,311674.89201
445,441.257010081,525.168418962,992,230,ma10,0.11,437726.954,520967.07161
446,465.292991111,539.347549929,1125,230,ma20,0.11,523454.615,606765.99367
447,421.739877644,481.271292976,662,240,ma5,0.11,279191.799,318601.59595
448,458.74987234,542.983721033,987,240,ma10,0.11,452786.124,535924.93266
449,478.068577061,553.55075957,1116,240,ma20,0.11,533524.532,617762.64768
450,414.355827744,488.680059954,656,250,ma5,0.11,271817.423,320574.11933
451,458.179628192,555.334203984,979,250,ma10,0.11,448557.856,543672.1857
452,472.425734657,561.227435054,1108,250,ma20,0.11,523447.714,621839.99804
453,411.843285496,488.970952183,655,260,ma5,0.11,269757.352,320275.97368
454,446.929255624,551.526574121,978,260,ma10,0.11,437096.812,539392.98949
455,453.675058664,554.764892211,1108,260,ma20,0.11,502671.965,614679.50057
456,405.441866359,486.889574808,651,270,ma5,0.11,263942.655,316965.1132
457,440.516176591,553.190192392,974,270,ma10,0.11,429062.756,538807.24739
458,441.065912965,553.076720598,1103,270,ma20,0.11,486495.702,610043.62282
459,391.104859133,472.086176641,646,280,ma5,0.11,252653.739,304967.67011
460,431.984860393,547.232896484,967,280,ma10,0.11,417729.36,529174.2109
461,430.194997255,542.082854209,1093,280,ma20,0.11,470203.132,592496.55965
462,385.266278816,461.453861137,642,290,ma5,0.11,247340.951,296253.37885
463,429.42804171,541.034257383,959,290,ma10,0.11,411821.492,518851.85283
464,434.63489289,535.508335106,1083,290,ma20,0.11,470709.589,579955.52692
465,392.298628527,455.06910605,638,300,ma5,0.11,250286.525,290334.08966
466,437.885879874,533.949883172,949,300,ma10,0.11,415553.7,506718.43913
467,443.817273998,526.113560317,1073,300,ma20,0.11,476215.935,564519.85022
468,394.853197785,442.334482057,632,310,ma5,0.11,249547.221,279555.39266
469,455.266002121,532.828215737,943,310,ma10,0.11,429315.84,502457.00744
470,465.302579492,535.456639257,1063,310,ma20,0.11,494616.642,569190.40753
471,405.185891892,454.267667186,629,320,ma5,0.11,254861.926,285734.36266
472,478.782837085,553.01285149,933,320,ma10,0.11,446704.387,515960.99044
473,483.034736942,553.388106866,1053,320,ma20,0.11,508635.578,582717.67653
474,408.0151216,462.061288752,625,330,ma5,0.11,255009.451,288788.30547
475,490.909929032,568.418737903,930,330,ma10,0.11,456546.234,528629.42625
476,488.967809524,561.375371752,1050,330,ma20,0.11,513416.2,589444.14034
477,381.752722311,446.105956758,623,340,ma5,0.11,237831.946,277924.01106
478,461.485427646,548.844580745,926,340,ma10,0.11,427335.506,508230.08177
479,455.067706616,538.187491055,1043,340,ma20,0.11,474635.618,561329.55317
480,304.970637931,349.904690115,696,150,ma5,0.12,212259.564,243533.66432
481,303.000762271,356.739078499,1039,150,ma10,0.12,314817.792,370651.90256
482,324.623040782,376.470321835,1177,150,ma20,0.12,382081.319,443105.5688
483,315.709661871,361.639960863,695,160,ma5,0.12,219418.215,251339.7728
484,317.360738921,371.862945511,1038,160,ma10,0.12,329420.447,385993.73744
485,346.036498726,395.801810773,1177,160,ma20,0.12,407284.959,465858.73128
486,331.621261871,382.685207424,695,170,ma5,0.12,230476.777,265966.21916
487,336.013495183,395.825900809,1038,170,ma10,0.12,348782.008,410867.28504
488,361.943994048,420.092099218,1176,170,ma20,0.12,425646.137,494028.30868
489,340.304121387,402.748369538,692,180,ma5,0.12,235490.452,278701.87172
490,360.314215534,423.366581903,1030,180,ma10,0.12,371123.642,436067.57936
491,383.502023136,445.805593145,1167,180,ma20,0.12,447546.861,520255.1272
492,370.132810496,426.676186531,686,190,ma5,0.12,253911.108,292699.86396
493,378.091580078,448.152116289,1024,190,ma10,0.12,387165.778,458907.76708
494,395.296968103,467.197282138,1160,190,ma20,0.12,458544.483,541948.84728
495,358.561274854,434.579728947,684,200,ma5,0.12,245255.912,297252.5346
496,368.988627202,460.217968337,1022,200,ma10,0.12,377106.377,470342.76364
497,394.455418182,485.981011394,1155,200,ma20,0.12,455596.008,561308.06816
498,374.60632106,455.042197644,679,210,ma5,0.12,254357.692,308973.6522
499,388.681574111,484.197625929,1012,210,ma10,0.12,393345.753,490007.99744
500,411.92669607,503.854012507,1145,210,ma20,0.12,471656.067,576912.84432
501,386.536878338,465.960222611,674,220,ma5,0.12,260525.856,314057.19004
502,410.80646507,501.987340958,1002,220,ma10,0.12,411628.078,502991.31564
503,435.701953304,521.740406626,1135,220,ma20,0.12,494521.717,592175.36152
504,404.457181138,476.092687365,668,230,ma5,0.12,270177.397,318029.91516
505,441.257010081,524.494742016,992,230,ma10,0.12,437726.954,520298.78408
506,465.292991111,540.693264142,1125,230,ma20,0.12,523454.615,608279.92216
507,421.739877644,493.116465317,662,240,ma5,0.12,279191.799,326443.10004
508,458.74987234,543.267054387,987,240,ma10,0.12,452786.124,536204.58268
509,478.068577061,556.436721398,1116,240,ma20,0.12,533524.532,620983.38108
510,414.355827744,501.542525915,656,250,ma5,0.12,271817.423,329011.897
511,458.179628192,556.097651032,979,250,ma10,0.12,448557.856,544419.60036
512,472.425734657,563.949161516,1108,250,ma20,0.12,523447.714,624855.67096
513,411.843285496,500.317989557,655,260,ma5,0.12,269757.352,327708.28316
514,446.929255624,549.95702454,978,260,ma10,0.12,437096.812,537857.97
515,453.675058664,555.260930433,1108,260,ma20,0.12,502671.965,615229.11092
516,405.441866359,496.664470661,651,270,ma5,0.12,263942.655,323328.5704
517,440.516176591,550.256901766,974,270,ma10,0.12,429062.756,535950.22232
518,441.065912965,552.120631115,1103,270,ma20,0.12,486495.702,608989.05612
519,391.104859133,482.361740495,646,280,ma5,0.12,252653.739,311605.68436
520,431.984860393,544.485019524,967,280,ma10,0.12,417729.36,526517.01388
521,430.194997255,541.874548179,1093,280,ma20,0.12,470203.132,592268.88116
522,385.266278816,475.186017196,642,290,ma5,0.12,247340.951,305069.42304
523,429.42804171,540.337603962,959,290,ma10,0.12,411821.492,518183.7622
524,434.63489289,538.061877562,1083,290,ma20,0.12,470709.589,582721.0134
525,392.298628527,470.0640479,638,300,ma5,0.12,250286.525,299900.86256
526,437.885879874,534.568720295,949,300,ma10,0.12,415553.7,507305.71556
527,443.817273998,530.432012749,1073,300,ma20,0.12,476215.935,569153.54968
528,394.853197785,460.815600759,632,310,ma5,0.12,249547.221,291235.45968
529,455.266002121,535.93851983,943,310,ma10,0.12,429315.84,505390.0242
530,465.302579492,542.889244892,1063,310,ma20,0.12,494616.642,577091.26732
531,405.185891892,473.315797583,629,320,ma5,0.12,254861.926,297715.63668
532,478.782837085,558.35666045,933,320,ma10,0.12,446704.387,520946.7642
533,483.034736942,563.119402013,1053,320,ma20,0.12,508635.578,592964.73032
534,408.0151216,481.698327488,625,330,ma5,0.12,255009.451,301061.45468
535,490.909929032,574.900887312,930,330,ma10,0.12,456546.234,534657.8252
536,488.967809524,572.009859771,1050,330,ma20,0.12,513416.2,600610.35276
537,381.752722311,465.500624334,623,340,ma5,0.12,237831.946,290006.88896
538,461.485427646,555.606830497,926,340,ma10,0.12,427335.506,514491.92504
539,455.067706616,549.905615647,1043,340,ma20,0.12,474635.618,573551.55712
540,304.970637931,367.811273218,696,150,ma5,0.13,212259.564,255996.64616
541,303.000762271,367.575707555,1039,150,ma10,0.13,314817.792,381911.16015
542,324.623040782,385.963013161,1177,150,ma20,0.13,382081.319,454278.46649
543,315.709661871,379.514898129,695,160,ma5,0.13,219418.215,263762.8542
544,317.360738921,383.631829682,1038,160,ma10,0.13,329420.447,398209.83921
545,346.036498726,406.768568862,1177,160,ma20,0.13,407284.959,478766.60555
546,331.621261871,403.408878849,695,170,ma5,0.13,230476.777,280369.1708
547,336.013495183,411.01419659,1038,170,ma10,0.13,348782.008,426632.73606
548,361.943994048,434.299476667,1176,170,ma20,0.13,425646.137,510736.18456
549,340.304121387,421.827813121,692,180,ma5,0.13,235490.452,291904.84668
550,360.314215534,437.044110427,1030,180,ma10,0.13,371123.642,450155.43374
551,383.502023136,458.388709974,1167,180,ma20,0.13,447546.861,534939.62454
552,370.132810496,446.498637959,686,190,ma5,0.13,253911.108,306298.06564
553,378.091580078,463.22593083,1024,190,ma10,0.13,387165.778,474343.35317
554,395.296968103,480.883129362,1160,190,ma20,0.13,458544.483,557824.43006
555,358.561274854,453.625562632,684,200,ma5,0.13,245255.912,310279.88484
556,368.988627202,474.926753982,1022,200,ma10,0.13,377106.377,485375.14257
557,394.455418182,499.978061844,1155,200,ma20,0.13,455596.008,577474.66143
558,374.60632106,472.452032106,679,210,ma5,0.13,254357.692,320794.9298
559,388.681574111,497.388488478,1012,210,ma10,0.13,393345.753,503357.15034
560,411.92669607,516.812376961,1145,210,ma20,0.13,471656.067,591750.17162
561,386.536878338,485.147047611,674,220,ma5,0.13,260525.856,326989.11009
562,410.80646507,517.403769032,1002,220,ma10,0.13,411628.078,518438.57657
563,435.701953304,536.791423656,1135,220,ma20,0.13,494521.717,609258.26585
564,404.457181138,498.162145165,668,230,ma5,0.13,270177.397,332772.31297
565,441.257010081,542.896975433,992,230,ma10,0.13,437726.954,538553.79963
566,465.292991111,558.594741191,1125,230,ma20,0.13,523454.615,628419.08384
567,421.739877644,513.948839804,662,240,ma5,0.13,279191.799,340234.13195
568,458.74987234,560.923023343,987,240,ma10,0.13,452786.124,553631.02404
569,478.068577061,573.276897787,1116,240,ma20,0.13,533524.532,639777.01793
570,414.355827744,519.55374279,656,250,ma5,0.13,271817.423,340827.25527
571,458.179628192,574.302815424,979,250,ma10,0.13,448557.856,562242.4563
572,472.425734657,580.97872111,1108,250,ma20,0.13,523447.714,643724.42299
573,411.843285496,517.956759664,655,260,ma5,0.13,269757.352,339261.67758
574,446.929255624,567.945766268,978,260,ma10,0.13,437096.812,555450.95941
575,453.675058664,572.512369206,1108,260,ma20,0.13,502671.965,634343.70508
576,405.441866359,514.377022642,651,270,ma5,0.13,263942.655,334859.44174
577,440.516176591,568.921765195,974,270,ma10,0.13,429062.756,554129.7993
578,441.065912965,570.733072403,1103,270,ma20,0.13,486495.702,629518.57886
579,391.104859133,499.302892508,646,280,ma5,0.13,252653.739,322549.66856
580,431.984860393,564.233405502,967,280,ma10,0.13,417729.36,545613.70312
581,430.194997255,561.823544437,1093,280,ma20,0.13,470203.132,614073.13407
582,385.266278816,493.405140841,642,290,ma5,0.13,247340.951,316766.10042
583,429.42804171,562.279840761,959,290,ma10,0.13,411821.492,539226.36729
584,434.63489289,559.705510249,1083,290,ma20,0.13,470709.589,606161.0676
585,392.298628527,486.648814702,638,300,ma5,0.13,250286.525,310481.94378
586,437.885879874,557.482257798,949,300,ma10,0.13,415553.7,529050.66265
587,443.817273998,553.656774734,1073,300,ma20,0.13,476215.935,594073.71929
588,394.853197785,482.408005396,632,310,ma5,0.13,249547.221,304881.85941
589,455.266002121,563.299309947,943,310,ma10,0.13,429315.84,531191.24928
590,465.302579492,570.98769889,1063,310,ma20,0.13,494616.642,606959.92392
591,405.185891892,494.91156663,629,320,ma5,0.13,254861.926,311299.37541
592,478.782837085,587.787081758,933,320,ma10,0.13,446704.387,548405.34728
593,483.034736942,593.091488053,1053,320,ma20,0.13,508635.578,624525.33692
594,408.0151216,502.629973024,625,330,ma5,0.13,255009.451,314143.73314
595,490.909929032,605.155985344,930,330,ma10,0.13,456546.234,562795.06637
596,488.967809524,601.324755619,1050,330,ma20,0.13,513416.2,631390.9934
597,381.752722311,481.444156035,623,340,ma5,0.13,237831.946,299939.70921
598,461.485427646,583.805340886,926,340,ma10,0.13,427335.506,540603.74566
599,455.067706616,577.173271735,1043,340,ma20,0.13,474635.618,601991.72242
600,304.970637931,369.610524684,696,150,ma5,0.14,212259.564,257248.92518
601,303.000762271,371.638635438,1039,150,ma10,0.14,314817.792,386132.54222
602,324.623040782,391.362003195,1177,150,ma20,0.14,382081.319,460633.07776
603,315.709661871,381.966515655,695,160,ma5,0.14,219418.215,265466.72838
604,317.360738921,388.436755896,1038,160,ma10,0.14,329420.447,403197.35262
605,346.036498726,412.997972778,1177,160,ma20,0.14,407284.959,486098.61396
606,331.621261871,406.025985784,695,170,ma5,0.14,230476.777,282188.06012
607,336.013495183,416.287737437,1038,170,ma10,0.14,348782.008,432106.67146
608,361.943994048,441.221786633,1176,170,ma20,0.14,425646.137,518876.82108
609,340.304121387,425.662001214,692,180,ma5,0.14,235490.452,294558.10484
610,360.314215534,443.471210194,1030,180,ma10,0.14,371123.642,456775.3465
611,383.502023136,466.260736521,1167,180,ma20,0.14,447546.861,544126.27952
612,370.132810496,450.936761924,686,190,ma5,0.14,253911.108,309342.61868
613,378.091580078,470.78486875,1024,190,ma10,0.14,387165.778,482083.7056
614,395.296968103,489.702980724,1160,190,ma20,0.14,458544.483,568055.45764
615,358.561274854,457.408931199,684,200,ma5,0.14,245255.912,312867.70894
616,368.988627202,483.151324266,1022,200,ma10,0.14,377106.377,493780.6534
617,394.455418182,509.733286736,1155,200,ma20,0.14,455596.008,588741.94618
618,374.60632106,477.57458271,679,210,ma5,0.14,254357.692,324273.14166
619,388.681574111,507.058416304,1012,210,ma10,0.14,393345.753,513143.1173
620,411.92669607,528.43665062,1145,210,ma20,0.14,471656.067,605059.96496
621,386.536878338,490.783020356,674,220,ma5,0.14,260525.856,330787.75572
622,410.80646507,527.891658363,1002,220,ma10,0.14,411628.078,528947.44168
623,435.701953304,549.335786203,1135,220,ma20,0.14,494521.717,623496.11734
624,404.457181138,505.791065419,668,230,ma5,0.14,270177.397,337868.4317
625,441.257010081,555.42025373,992,230,ma10,0.14,437726.954,550976.8917
626,465.292991111,573.905476764,1125,230,ma20,0.14,523454.615,645643.66136
627,421.739877644,519.905202145,662,240,ma5,0.14,279191.799,344177.24382
628,458.74987234,570.936162614,987,240,ma10,0.14,452786.124,563513.9925
629,478.068577061,586.531273065,1116,240,ma20,0.14,533524.532,654568.90074
630,414.355827744,525.708975274,656,250,ma5,0.14,271817.423,344865.08778
631,458.179628192,585.426396098,979,250,ma10,0.14,448557.856,573132.44178
632,472.425734657,595.862386661,1108,250,ma20,0.14,523447.714,660215.52442
633,411.843285496,527.599210382,655,260,ma5,0.14,269757.352,345577.4828
634,446.929255624,582.44815407,978,260,ma10,0.14,437096.812,569634.29468
635,453.675058664,590.302076245,1108,260,ma20,0.14,502671.965,654054.70048
636,405.441866359,523.934961598,651,270,ma5,0.14,263942.655,341081.66
637,440.516176591,583.347320164,974,270,ma10,0.14,429062.756,568180.28984
638,441.065912965,587.939148196,1103,270,ma20,0.14,486495.702,648496.88046
639,391.104859133,509.356199876,646,280,ma5,0.14,252653.739,329044.10512
640,431.984860393,580.057359959,967,280,ma10,0.14,417729.36,560915.46708
641,430.194997255,580.978294273,1093,280,ma20,0.14,470203.132,635009.27564
642,385.266278816,503.162799159,642,290,ma5,0.14,247340.951,323030.51706
643,429.42804171,578.752291137,959,290,ma10,0.14,411821.492,555023.4472
644,434.63489289,579.723878763,1083,290,ma20,0.14,470709.589,627840.9607
645,392.298628527,496.541852382,638,300,ma5,0.14,250286.525,316793.70182
646,437.885879874,574.382481012,949,300,ma10,0.14,415553.7,545088.97448
647,443.817273998,574.78253027,1073,300,ma20,0.14,476215.935,616741.65498
648,394.853197785,492.784050475,632,310,ma5,0.14,249547.221,311439.5199
649,455.266002121,580.994637922,943,310,ma10,0.14,429315.84,547877.94356
650,465.302579492,592.900271929,1063,310,ma20,0.14,494616.642,630252.98906
651,405.185891892,504.471220827,629,320,ma5,0.14,254861.926,317312.3979
652,478.782837085,605.885994169,933,320,ma10,0.14,446704.387,565291.63256
653,483.034736942,615.150114929,1053,320,ma20,0.14,508635.578,647753.07102
654,408.0151216,510.29085104,625,330,ma5,0.14,255009.451,318931.7819
655,490.909929032,620.993556452,930,330,ma10,0.14,456546.234,577524.0075
656,488.967809524,620.621380248,1050,330,ma20,0.14,513416.2,651652.44926
657,381.752722311,487.265067897,623,340,ma5,0.14,237831.946,303566.1373
658,461.485427646,597.810461339,926,340,ma10,0.14,427335.506,553572.4872
659,455.067706616,594.71370069,1043,340,ma20,0.14,474635.618,620286.38982
660,304.970637931,370.664486566,696,150,ma5,0.15,212259.564,257982.48265
661,303.000762271,370.997316025,1039,150,ma10,0.15,314817.792,385466.21135
662,324.623040782,387.167930884,1177,150,ma20,0.15,382081.319,455696.65465
663,315.709661871,384.724772374,695,160,ma5,0.15,219418.215,267383.7168
664,317.360738921,387.796555106,1038,160,ma10,0.15,329420.447,402532.8242
665,346.036498726,409.640363721,1177,160,ma20,0.15,407284.959,482146.7081
666,331.621261871,409.463051079,695,170,ma5,0.15,230476.777,284576.8205
667,336.013495183,416.912101638,1038,170,ma10,0.15,348782.008,432754.7615
668,361.943994048,439.247671939,1176,170,ma20,0.15,425646.137,516555.2622
669,340.304121387,430.037030636,692,180,ma5,0.15,235490.452,297585.6252
670,360.314215534,445.241436796,1030,180,ma10,0.15,371123.642,458598.6799
671,383.502023136,464.933077335,1167,180,ma20,0.15,447546.861,542576.90125
672,370.132810496,455.377966764,686,190,ma5,0.15,253911.108,312389.2852
673,378.091580078,472.003786377,1024,190,ma10,0.15,387165.778,483331.87725
674,395.296968103,488.882511638,1160,190,ma20,0.15,458544.483,567103.7135
675,358.561274854,460.573338816,684,200,ma5,0.15,245255.912,315032.16375
676,368.988627202,483.033479354,1022,200,ma10,0.15,377106.377,493660.2159
677,394.455418182,508.569560303,1155,200,ma20,0.15,455596.008,587397.84215
678,374.60632106,481.878681149,679,210,ma5,0.15,254357.692,327195.6245
679,388.681574111,508.023811512,1012,210,ma10,0.15,393345.753,514120.09725
680,411.92669607,528.145239389,1145,210,ma20,0.15,471656.067,604726.2991
681,386.536878338,494.020796513,674,220,ma5,0.15,260525.856,332970.01685
682,410.80646507,528.938808034,1002,220,ma10,0.15,411628.078,529996.68565
683,435.701953304,550.129842115,1135,220,ma20,0.15,494521.717,624397.3708
684,404.457181138,510.888933832,668,230,ma5,0.15,270177.397,341273.8078
685,441.257010081,559.193137046,992,230,ma10,0.15,437726.954,554719.59195
686,465.292991111,577.806137111,1125,230,ma20,0.15,523454.615,650031.90425
687,421.739877644,523.279711254,662,240,ma5,0.15,279191.799,346411.16885
688,458.74987234,574.639695289,987,240,ma10,0.15,452786.124,567169.37925
689,478.068577061,591.619004749,1116,240,ma20,0.15,533524.532,660246.8093
690,414.355827744,528.800099009,656,250,ma5,0.15,271817.423,346892.86495
691,458.179628192,589.013665015,979,250,ma10,0.15,448557.856,576644.37805
692,472.425734657,602.012916155,1108,250,ma20,0.15,523447.714,667030.3111
693,411.843285496,532.098436336,655,260,ma5,0.15,269757.352,348524.4758
694,446.929255624,586.399910225,978,260,ma10,0.15,437096.812,573499.1122
695,453.675058664,596.581480009,1108,260,ma20,0.15,502671.965,661012.27985
696,405.441866359,529.054868433,651,270,ma5,0.15,263942.655,344414.71935
697,440.516176591,587.360111294,974,270,ma10,0.15,429062.756,572088.7484
698,441.065912965,594.747562738,1103,270,ma20,0.15,486495.702,656006.5617
699,391.104859133,516.139891641,646,280,ma5,0.15,252653.739,333426.37
700,431.984860393,585.78737787,967,280,ma10,0.15,417729.36,566456.3944
701,430.194997255,589.372609835,1093,280,ma20,0.15,470203.132,644184.26255
702,385.266278816,509.685120405,642,290,ma5,0.15,247340.951,327217.8473
703,429.42804171,583.38690464,959,290,ma10,0.15,411821.492,559468.04155
704,434.63489289,588.686620222,1083,290,ma20,0.15,470709.589,637547.6097
705,392.298628527,502.767560737,638,300,ma5,0.15,250286.525,320765.70375
706,437.885879874,579.151944362,949,300,ma10,0.15,415553.7,549615.1952
707,443.817273998,585.469260019,1073,300,ma20,0.15,476215.935,628208.516
708,394.853197785,500.065180696,632,310,ma5,0.15,249547.221,316041.1942
709,455.266002121,587.390129852,943,310,ma10,0.15,429315.84,553908.89245
710,465.302579492,606.123344826,1063,310,ma20,0.15,494616.642,644309.11555
711,405.185891892,511.654189428,629,320,ma5,0.15,254861.926,321830.48515
712,478.782837085,612.080200536,933,320,ma10,0.15,446704.387,571070.8271
713,483.034736942,628.908247958,1053,320,ma20,0.15,508635.578,662240.3851
714,408.0151216,519.02795192,625,330,ma5,0.15,255009.451,324392.46995
715,490.909929032,627.117319409,930,330,ma10,0.15,456546.234,583219.10705
716,488.967809524,634.555430286,1050,330,ma20,0.15,513416.2,666283.2018
717,381.752722311,497.750086116,623,340,ma5,0.15,237831.946,310098.30365
718,461.485427646,603.750079266,926,340,ma10,0.15,427335.506,559072.5734
719,455.067706616,608.603115244,1043,340,ma20,0.15,474635.618,634773.0492
720,304.970637931,364.888016552,696,150,ma5,0.16,212259.564,253962.05952
721,303.000762271,363.376967238,1039,150,ma10,0.16,314817.792,377548.66896
722,324.623040782,382.676482787,1177,150,ma20,0.16,382081.319,450410.22024
723,315.709661871,378.464363165,695,160,ma5,0.16,219418.215,263032.7324
724,317.360738921,380.774454605,1038,160,ma10,0.16,329420.447,395243.88388
725,346.036498726,406.995204146,1177,160,ma20,0.16,407284.959,479033.35528
726,331.621261871,401.639965698,695,170,ma5,0.16,230476.777,279139.77616
727,336.013495183,409.109800308,1038,170,ma10,0.16,348782.008,424655.97272
728,361.943994048,435.963552755,1176,170,ma20,0.16,425646.137,512693.13804
729,340.304121387,422.766561908,692,180,ma5,0.16,235490.452,292554.46084
730,360.314215534,437.846522602,1030,180,ma10,0.16,371123.642,450981.91828
731,383.502023136,461.507098509,1167,180,ma20,0.16,447546.861,538578.78396
732,370.132810496,447.090383615,686,190,ma5,0.16,253911.108,306704.00316
733,378.091580078,463.402424648,1024,190,ma10,0.16,387165.778,474524.08284
734,395.296968103,484.267105862,1160,190,ma20,0.16,458544.483,561749.8428
735,358.561274854,452.665200585,684,200,ma5,0.16,245255.912,309622.9972
736,368.988627202,474.87369319,1022,200,ma10,0.16,377106.377,485320.91444
737,394.455418182,503.775618251,1155,200,ma20,0.16,455596.008,581860.83908
738,374.60632106,474.497570663,679,210,ma5,0.16,254357.692,322183.85048
739,388.681574111,499.859475494,1012,210,ma10,0.16,393345.753,505857.7892
740,411.92669607,522.666566777,1145,210,ma20,0.16,471656.067,598453.21896
741,386.536878338,485.60456546,674,220,ma5,0.16,260525.856,327297.47712
742,410.80646507,520.168852814,1002,220,ma10,0.16,411628.078,521209.19052
743,435.701953304,543.280425762,1135,220,ma20,0.16,494521.717,616623.28324
