,date,open,close,low,KDJ.K,KDJ.D,KDJ.J,kdjup,earning,stoploss_point,stoploss,earning_with_stoploss
807, 2012/10/29,2241.8,2235.85,2227.65,25.75,45.193,-13.136,False,0.0,1905.53,0.0,0.0
808, 2012/10/26,2291.31,2247.91,2237.06,35.215,54.915,-4.184,False,0.0,1947.6135,0.0,0.0
809, 2012/10/25,2306.73,2291.24,2288.6,47.928,64.764,14.256,False,0.0,1960.7205,0.0,0.0
810, 2012/10/24,2303.4,2307.78,2302.17,62.69,73.182,41.706,False,0.0,1957.89,0.0,0.0
811, 2012/10/23,2340.89,2312.08,2309.25,72.923,78.428,61.914,True,-32.938,1989.7565,-351.1335,-32.938
812, 2012/10/22,2320.47,2341.59,2315.9,85.177,81.181,93.17,True,20.082,1972.3995,-348.0705,20.082
813, 2012/10/19,2335.11,2332.47,2328.73,82.309,79.182,88.562,True,18.462,1984.8435,-350.2665,18.462
814, 2012/10/18,2307.49,2336.08,2305.88,81.314,77.619,88.705,False,0.0,1961.3665,0.0,0.0
815, 2012/10/17,2307.36,2300.8,2280.82,75.007,75.771,73.479,True,73.092,1961.256,-346.104,73.092
816, 2012/10/16,2293.24,2298.16,2287.59,78.534,76.153,83.294,True,91.722,1949.254,-343.986,91.722
817, 2012/10/15,2306.01,2294.86,2278.46,79.411,74.963,88.306,True,67.712,1960.1085,-345.9015,67.712
818, 2012/10/12,2311.28,2304.53,2287.01,81.458,72.739,98.895,True,96.192,1964.588,-346.692,96.192
819, 2012/10/11,2315.9,2302.53,2300.93,81.328,68.38,107.224,True,56.152,1968.515,-347.385,56.152
820, 2012/10/10,2314.59,2324.12,2304.61,80.129,61.906,116.575,True,51.362,1967.4015,-347.1885,51.362
821, 2012/10/09,2281.75,2320.16,2281.75,71.359,52.794,108.489,True,86.812,1939.4875,-342.2625,86.812
822, 2012/10/08,2291.96,2270.05,2258.11,59.483,43.512,91.425,True,108.552,1948.166,-343.794,108.552
823, 2012/09/28,2235.06,2293.11,2234.32,52.501,35.526,86.45,True,183.432,1899.801,-335.259,183.432
824, 2012/09/27,2186.0,2251.72,2185.77,30.33,27.039,36.912,False,0.0,1858.1,0.0,0.0
825, 2012/09/26,2208.91,2184.89,2181.08,17.756,25.393,2.481,False,0.0,1877.5735,0.0,0.0
826, 2012/09/25,2209.98,2210.15,2202.38,22.87,29.212,10.186,False,0.0,1878.483,0.0,0.0
827, 2012/09/24,2183.97,2215.52,2172.88,22.625,32.383,3.108,False,0.0,1856.3745,0.0,0.0
828, 2012/09/21,2190.33,2199.06,2186.53,20.962,37.262,-11.637,False,0.0,1861.7805,0.0,0.0
829, 2012/09/20,2236.19,2195.95,2194.22,27.285,45.412,-8.968,False,0.0,1900.7615,0.0,0.0
830, 2012/09/19,2237.22,2246.24,2229.49,40.323,54.475,12.019,False,0.0,1901.637,0.0,0.0
831, 2012/09/18,2249.43,2235.24,2228.04,52.465,61.551,34.294,True,219.082,1912.0155,-337.4145,219.082
832, 2012/09/17,2312.05,2258.71,2258.18,66.21,66.094,66.444,True,117.273,1965.2425,-346.8075,117.273
833, 2012/09/14,2324.01,2315.54,2298.83,76.105,66.035,96.243,True,129.573,1975.4085,-348.6015,129.573
834, 2012/09/13,2316.68,2298.46,2298.37,72.562,61.001,95.683,True,125.133,1969.178,-347.502,125.133
835, 2012/09/12,2325.93,2320.07,2298.3,72.772,55.22,107.876,True,83.113,1977.0405,-348.8895,83.113
836, 2012/09/11,2316.53,2311.89,2294.82,66.097,46.444,105.403,True,78.443,1969.0505,-347.4795,78.443
837, 2012/09/10,2320.56,2326.67,2313.57,58.731,36.618,102.958,True,63.883,1972.476,-348.084,63.883
838, 2012/09/07,2233.91,2317.18,2233.91,42.901,25.561,77.58,True,195.123,1898.8235,-335.0865,195.123
839, 2012/09/06,2204.44,2217.82,2199.86,22.225,16.892,32.893,True,239.453,1873.774,-330.666,239.453
840, 2012/09/05,2199.743,2199.883,2186.963,14.413,14.225,14.789,True,272.55,1869.78155,-329.96145,272.55
841, 2012/09/04,2231.723,2204.413,2199.513,15.869,14.131,19.345,True,200.79,1896.96455,-334.75845,200.79
842, 2012/09/03,2201.123,2228.373,2197.713,17.421,13.261,25.741,False,0.0,1870.95455,0.0,0.0
843, 2012/08/31,2205.573,2204.873,2203.123,10.722,11.182,9.802,False,0.0,1874.73705,0.0,0.0
844, 2012/08/30,2204.513,2211.373,2188.723,10.259,11.412,7.954,False,0.0,1873.83605,0.0,0.0
845, 2012/08/29,2230.203,2214.813,2214.433,7.221,11.988,-2.313,False,0.0,1895.67255,0.0,0.0
846, 2012/08/28,2226.903,2238.413,2222.003,10.663,14.371,3.247,False,0.0,1892.86755,0.0,0.0
847, 2012/08/27,2268.493,2228.203,2228.153,8.759,16.225,-6.173,False,0.0,1928.21905,0.0,0.0
848, 2012/08/24,2295.683,2275.683,2274.573,13.118,19.958,-0.562,False,0.0,1951.33055,0.0,0.0
849, 2012/08/23,2298.183,2302.203,2285.373,19.011,23.378,10.277,False,0.0,1953.45555,0.0,0.0
850, 2012/08/22,2315.143,2295.593,2285.753,18.805,25.562,5.29,False,0.0,1967.87155,0.0,0.0
851, 2012/08/21,2301.933,2313.703,2296.553,22.348,28.941,9.163,False,0.0,1956.64305,0.0,0.0
852, 2012/08/20,2294.903,2301.793,2279.953,20.879,32.237,-1.837,False,0.0,1950.66755,0.0,0.0
853, 2012/08/17,2318.433,2313.483,2295.163,23.137,37.916,-6.421,False,0.0,1970.66805,0.0,0.0
854, 2012/08/16,2327.913,2319.673,2317.063,26.96,45.305,-9.731,False,0.0,1978.72605,0.0,0.0
855, 2012/08/15,2350.023,2331.623,2330.153,39.086,54.478,8.301,False,0.0,1997.51955,0.0,0.0
856, 2012/08/14,2352.663,2357.023,2324.913,54.838,62.174,40.165,False,0.0,1999.76355,0.0,0.0
857, 2012/08/13,2394.503,2351.933,2350.813,64.117,65.843,60.667,True,-53.62,2035.32755,-359.17545,-359.17545
858, 2012/08/10,2409.943,2399.753,2395.913,81.189,66.705,110.157,True,-74.32,2048.45155,-361.49145,-361.49145
859, 2012/08/09,2388.433,2411.703,2378.853,79.568,59.463,119.776,True,-101.5,2030.16805,-358.26495,-358.26495
860, 2012/08/08,2390.963,2389.793,2382.823,69.606,49.411,109.994,True,-87.03,2032.31855,-358.64445,-358.64445
861, 2012/08/07,2383.262,2388.873,2379.452,64.079,39.314,113.609,True,-74.669,2025.7727,-357.4893,-357.4893
862, 2012/08/06,2350.123,2385.613,2348.123,47.584,26.932,88.888,True,-37.651,1997.60455,-352.51845,-37.651
863, 2012/08/03,2340.253,2353.743,2329.933,23.567,16.605,37.49,True,-8.821,1989.21505,-351.03795,-8.821
864, 2012/08/02,2354.073,2334.883,2325.613,14.276,13.125,16.579,True,-49.931,2000.96205,-353.11095,-49.931
865, 2012/08/01,2332.133,2358.653,2331.953,14.47,12.549,18.311,False,0.0,1982.31305,0.0,0.0
866, 2012/07/31,2336.883,2332.923,2329.503,6.248,11.589,-4.432,False,0.0,1986.35055,0.0,0.0
867, 2012/07/30,2350.782,2335.792,2334.002,7.88,14.259,-4.878,False,0.0,1998.1647,0.0,0.0
868, 2012/07/27,2353.943,2349.113,2341.293,11.007,17.448,-1.877,False,0.0,2000.85155,0.0,0.0
869, 2012/07/26,2360.133,2347.493,2344.703,12.705,20.669,-3.222,False,0.0,2006.11305,0.0,0.0
870, 2012/07/25,2368.383,2360.083,2357.473,17.765,24.651,3.993,False,0.0,2013.12555,0.0,0.0
871, 2012/07/24,2353.223,2375.993,2352.803,23.488,28.094,14.275,False,0.0,2000.23955,0.0,0.0
872, 2012/07/23,2379.893,2365.433,2357.513,25.166,30.397,14.703,True,-86.25,2022.90905,-356.98395,-86.25
873, 2012/07/20,2415.713,2398.463,2392.183,34.164,33.013,36.467,True,-137.38,2053.35605,-362.35695,-362.35695
874, 2012/07/19,2407.443,2424.323,2401.293,38.097,32.437,49.417,True,-160.181,2046.32655,-361.11645,-361.11645
875, 2012/07/18,2412.063,2414.333,2373.653,30.908,29.607,33.509,False,0.0,2050.25355,0.0,0.0
876, 2012/07/17,2391.903,2414.203,2391.282,26.725,28.957,22.26,False,0.0,2033.11755,0.0,0.0
877, 2012/07/16,2452.603,2399.733,2399.613,26.754,30.073,20.115,True,-263.211,2084.71255,-367.89045,-367.89045
878, 2012/07/13,2441.013,2450.633,2438.983,40.057,31.733,56.707,True,-265.041,2074.86105,-366.15195,-366.15195
879, 2012/07/12,2420.043,2449.183,2404.583,32.665,27.571,42.855,False,0.0,2057.03655,0.0,0.0
880, 2012/07/11,2402.183,2425.573,2402.153,22.398,25.023,17.146,False,0.0,2041.85555,0.0,0.0
881, 2012/07/10,2411.003,2406.713,2402.373,20.35,26.336,8.377,False,0.0,2049.35255,0.0,0.0
882, 2012/07/09,2455.893,2416.043,2414.953,28.064,29.329,25.532,True,-190.041,2087.50905,-368.38395,-368.38395
883, 2012/07/06,2435.063,2472.613,2420.363,41.374,29.962,64.199,True,-232.871,2069.80355,-365.25945,-365.25945
884, 2012/07/05,2450.303,2430.373,2420.003,24.339,24.256,24.505,True,-259.821,2082.75755,-367.54545,-367.54545
885, 2012/07/04,2474.533,2464.923,2456.003,28.812,24.215,38.006,True,-229.201,2103.35305,-371.17995,-371.17995
886, 2012/07/03,2464.853,2468.723,2457.453,24.914,21.916,30.909,True,-182.011,2095.12505,-369.72795,-369.72795
887, 2012/07/02,2473.543,2465.243,2452.993,20.647,20.417,21.107,False,0.0,2102.51155,0.0,0.0
888, 2012/06/29,2418.863,2461.613,2417.493,16.037,20.302,7.506,False,0.0,2056.03355,0.0,0.0
889, 2012/06/28,2451.663,2425.733,2425.243,11.501,22.435,-10.365,False,0.0,2083.91355,0.0,0.0
890, 2012/06/27,2452.673,2447.203,2444.343,17.106,27.901,-4.484,False,0.0,2084.77205,0.0,0.0
891, 2012/06/26,2442.563,2454.923,2434.643,21.699,33.299,-1.5,False,0.0,2076.17855,0.0,0.0
892, 2012/06/25,2501.163,2456.523,2455.013,26.155,39.099,0.266,False,0.0,2125.98855,0.0,0.0
893, 2012/06/21,2547.053,2512.193,2502.423,38.686,45.571,24.915,True,-383.431,2164.99505,-382.05795,-382.05795
894, 2012/06/20,2563.643,2552.613,2549.443,52.649,49.014,59.919,True,-336.791,2179.09655,-384.54645,-384.54645
895, 2012/06/19,2577.363,2558.623,2556.103,56.861,47.196,76.19,True,-355.381,2190.75855,-386.60445,-386.60445
896, 2012/06/18,2576.633,2581.213,2572.993,59.051,42.364,92.426,True,-372.801,2190.13805,-386.49495,-386.49495
897, 2012/06/15,2565.193,2568.053,2538.573,46.824,34.02,72.433,True,-343.212,2180.41405,-384.77895,-384.77895
898, 2012/06/14,2573.333,2560.423,2558.563,33.191,27.618,44.338,True,-360.011,2187.33305,-385.99995,-385.99995
899, 2012/06/13,2546.793,2580.643,2539.633,27.031,24.831,31.431,False,0.0,2164.77405,0.0,0.0
900, 2012/06/12,2543.763,2540.183,2529.953,17.98,23.731,6.477,False,0.0,2162.19855,0.0,0.0
901, 2012/06/11,2529.603,2558.263,2523.773,19.563,26.607,5.474,False,0.0,2150.16255,0.0,0.0
902, 2012/06/08,2558.843,2524.333,2520.413,15.299,30.129,-14.36,False,0.0,2175.01655,0.0,0.0
903, 2012/06/07,2579.433,2542.183,2536.263,21.527,37.544,-10.506,False,0.0,2192.51805,0.0,0.0
904, 2012/06/06,2564.233,2557.403,2547.333,29.864,45.552,-1.511,False,0.0,2179.59805,0.0,0.0
905, 2012/06/05,2565.193,2558.843,2548.763,39.456,53.396,11.576,False,0.0,2180.41405,0.0,0.0
906, 2012/06/04,2598.733,2559.033,2558.923,53.206,60.366,38.885,True,-197.972,2208.92305,-389.80995,-389.80995
907, 2012/06/01,2633.603,2633.003,2623.293,73.746,63.946,93.347,True,-214.852,2238.56255,-395.04045,-395.04045
908, 2012/05/31,2623.163,2632.043,2617.233,71.801,59.046,97.311,True,-219.321,2229.68855,-393.47445,-393.47445
909, 2012/05/30,2646.374,2642.263,2636.523,69.308,52.668,102.586,True,-229.603,2249.4179,-396.9561,-396.9561
910, 2012/05/29,2615.154,2650.854,2612.563,61.042,44.349,94.43,True,-215.213,2222.8809,-392.2731,-392.2731
911, 2012/05/28,2562.604,2614.694,2545.344,44.84,36.002,62.518,False,0.0,2178.2134,0.0,0.0
912, 2012/05/25,2595.263,2573.104,2565.653,28.92,31.582,23.596,True,-67.412,2205.97355,-389.28945,-389.28945
913, 2012/05/24,2613.104,2595.263,2588.214,37.023,32.913,45.244,True,-52.563,2221.1384,-391.9656,-391.9656
914, 2012/05/23,2621.793,2616.874,2598.293,38.587,30.858,54.044,True,-56.122,2228.52405,-393.26895,-393.26895
915, 2012/05/22,2598.173,2627.533,2597.603,32.1,26.994,42.313,False,0.0,2208.44705,0.0,0.0
916, 2012/05/21,2572.373,2587.233,2563.973,17.507,24.441,3.64,False,0.0,2186.51705,0.0,0.0
917, 2012/05/18,2595.553,2573.983,2567.303,16.667,27.907,-5.815,False,0.0,2206.22005,0.0,0.0
918, 2012/05/17,2577.963,2613.943,2571.203,22.781,33.528,1.289,False,0.0,2191.26855,0.0,0.0
919, 2012/05/16,2610.163,2574.653,2574.083,19.598,38.901,-19.008,False,0.0,2218.63855,0.0,0.0
920, 2012/05/15,2597.643,2617.373,2591.603,29.199,48.552,-9.509,False,0.0,2207.99655,0.0,0.0
921, 2012/05/14,2653.813,2615.533,2613.353,33.59,58.229,-15.687,False,0.0,2255.74105,0.0,0.0
922, 2012/05/11,2652.313,2636.923,2636.523,49.342,70.549,6.929,False,0.0,2254.46605,0.0,0.0
923, 2012/05/10,2657.873,2657.213,2649.383,66.946,81.152,38.533,False,0.0,2259.19205,0.0,0.0
924, 2012/05/09,2685.193,2657.513,2655.323,80.506,88.255,65.008,True,-70.341,2282.41405,-402.77895,-402.77895
925, 2012/05/08,2717.413,2709.123,2683.563,94.984,92.13,100.692,True,-107.801,2309.80105,-407.61195,-407.61195
926, 2012/05/07,2699.453,2717.783,2694.323,95.225,90.702,104.271,True,-107.401,2294.53505,-404.91795,-404.91795
927, 2012/05/04,2689.623,2715.883,2677.143,92.838,88.441,101.632,True,-136.912,2286.17955,-403.44345,-403.44345
928, 2012/05/03,2679.523,2691.523,2675.813,89.305,86.242,95.431,True,-172.592,2277.59455,-401.92845,-401.92845
929, 2012/05/02,2660.673,2683.493,2643.533,86.279,84.711,89.415,True,-167.331,2261.57205,-399.10095,-399.10095
930, 2012/04/27,2630.552,2626.163,2623.603,84.177,83.927,84.677,True,-99.781,2235.9692,-394.5828,-394.5828
931, 2012/04/26,2632.722,2631.492,2617.093,84.878,83.802,87.031,True,-91.881,2237.8137,-394.9083,-394.9083
932, 2012/04/25,2598.232,2625.992,2593.333,83.324,83.264,83.443,False,0.0,2208.4972,0.0,0.0
933, 2012/04/24,2594.802,2604.872,2559.462,82.23,83.234,80.223,True,-52.001,2205.5817,-389.2203,-389.2203
934, 2012/04/23,2624.752,2606.042,2599.112,87.663,83.736,95.517,True,-94.811,2231.0392,-393.7128,-393.7128
935, 2012/04/20,2591.512,2626.842,2589.352,90.618,81.772,108.31,True,-65.531,2202.7852,-388.7268,-388.7268
936, 2012/04/19,2598.332,2596.062,2585.302,86.088,77.349,103.565,True,-105.421,2208.5822,-389.7498,-389.7498
937, 2012/04/18,2550.912,2599.912,2546.002,82.793,72.98,102.418,True,-101.271,2168.2752,-382.6368,-382.6368
938, 2012/04/17,2572.362,2541.882,2541.542,74.959,68.074,88.731,True,-125.051,2186.5077,-385.8543,-385.8543
939, 2012/04/16,2564.232,2574.042,2559.782,79.457,64.631,109.108,True,-96.351,2179.5972,-384.6348,-384.6348
940, 2012/04/13,2575.052,2580.452,2570.042,75.543,57.218,112.194,True,-79.471,2188.7942,-386.2578,-386.2578
941, 2012/04/12,2522.832,2570.442,2516.572,67.381,48.056,106.031,True,-73.361,2144.4072,-378.4248,-378.4248
942, 2012/04/11,2494.522,2520.042,2489.332,51.213,38.393,76.853,True,36.149,2120.3437,-374.1783,-374.1783
943, 2012/04/10,2490.282,2519.792,2459.352,45.058,31.983,71.209,True,43.549,2116.7397,-373.5423,-373.5423
944, 2012/04/09,2510.532,2495.152,2491.592,35.914,25.445,56.851,True,-45.681,2133.9522,-376.5798,-376.5798
945, 2012/04/06,2509.452,2519.832,2502.702,31.932,20.211,55.375,True,-50.981,2133.0342,-376.4178,-376.4178
946, 2012/04/05,2449.212,2512.832,2441.272,21.322,14.35,35.265,False,0.0,2081.8302,0.0,0.0
947, 2012/03/30,2447.942,2454.902,2438.492,9.345,10.865,6.305,False,0.0,2080.7507,0.0,0.0
948, 2012/03/29,2463.692,2443.122,2429.732,7.494,11.624,-0.767,False,0.0,2094.1382,0.0,0.0
949, 2012/03/28,2538.462,2474.902,2471.032,7.916,13.69,-3.632,False,0.0,2157.6927,0.0,0.0
950, 2012/03/27,2565.552,2547.142,2544.372,10.664,16.577,-1.161,False,0.0,2180.7192,0.0,0.0
951, 2012/03/26,2551.432,2555.442,2540.702,12.432,19.533,-1.768,False,0.0,2168.7172,0.0,0.0
952, 2012/03/23,2575.332,2552.942,2544.531,14.183,23.083,-3.616,False,0.0,2189.0322,0.0,0.0
953, 2012/03/22,2586.941,2583.751,2570.451,18.667,27.533,0.934,False,0.0,2198.89985,0.0,0.0
954, 2012/03/21,2597.382,2587.792,2569.082,22.633,31.966,3.968,False,0.0,2207.7747,0.0,0.0
955, 2012/03/20,2622.662,2584.452,2584.022,27.105,36.632,8.05,False,0.0,2229.2627,0.0,0.0
956, 2012/03/19,2617.662,2630.012,2598.632,37.2,41.396,28.808,False,0.0,2225.0127,0.0,0.0
957, 2012/03/16,2591.802,2623.522,2577.252,34.861,43.494,17.596,False,0.0,2203.0317,0.0,0.0
958, 2012/03/15,2602.662,2585.552,2575.442,33.844,47.811,5.91,False,0.0,2212.2627,0.0,0.0
959, 2012/03/14,2694.482,2605.112,2595.342,46.887,54.794,31.072,True,-119.431,2290.3097,-404.1723,-404.1723
960, 2012/03/13,2653.682,2681.072,2649.172,65.411,58.748,78.738,False,0.0,2255.6297,0.0,0.0
961, 2012/03/12,2663.242,2654.402,2636.422,54.855,55.416,53.732,False,0.0,2263.7557,0.0,0.0
962, 2012/03/09,2644.102,2664.302,2631.412,52.291,55.697,45.48,False,0.0,2247.4867,0.0,0.0
963, 2012/03/08,2612.402,2635.792,2612.402,43.519,57.399,15.758,False,0.0,2220.5417,0.0,0.0
964, 2012/03/07,2596.482,2603.002,2594.132,44.548,64.34,4.965,False,0.0,2207.0097,0.0,0.0
965, 2012/03/06,2654.802,2621.052,2615.603,62.408,74.235,38.754,False,0.0,2256.5817,0.0,0.0
966, 2012/03/05,2687.742,2662.702,2660.962,78.947,80.149,76.544,False,0.0,2284.5807,0.0,0.0
967, 2012/03/02,2637.962,2679.932,2637.962,80.303,80.75,79.411,False,0.0,2242.2677,0.0,0.0
968, 2012/03/01,2622.742,2633.352,2621.862,74.474,80.973,61.477,False,0.0,2229.3307,0.0,0.0
969, 2012/02/29,2655.862,2634.142,2631.782,79.189,84.222,69.123,False,0.0,2257.4827,0.0,0.0
970, 2012/02/28,2652.342,2662.462,2641.462,86.033,86.739,84.621,True,-59.971,2254.4907,-397.8513,-397.8513
971, 2012/02/27,2658.122,2656.572,2656.572,88.025,87.092,89.892,True,-51.192,2259.4037,-398.7183,-398.7183
972, 2012/02/24,2607.342,2648.022,2602.782,92.246,86.625,103.488,True,12.138,2216.2407,-391.1013,-391.1013
973, 2012/02/23,2595.782,2606.262,2590.522,88.369,83.814,97.478,True,54.418,2206.4147,-389.3673,-389.3673
974, 2012/02/22,2564.312,2597.482,2560.342,86.055,81.537,95.091,True,58.498,2179.6652,-384.6468,-384.6468
975, 2012/02/21,2544.832,2562.452,2520.792,79.755,79.278,80.709,False,0.0,2163.1072,0.0,0.0
976, 2012/02/20,2571.912,2540.712,2539.902,77.472,79.039,74.337,True,96.928,2186.1252,-385.7868,-385.7868
977, 2012/02/17,2551.812,2537.092,2522.862,79.961,79.823,80.238,True,121.518,2169.0402,-382.7718,-382.7718
978, 2012/02/16,2544.642,2536.072,2519.042,80.318,79.754,81.447,True,50.038,2162.9457,-381.6963,-381.6963
979, 2012/02/15,2515.832,2549.612,2511.292,81.278,79.472,84.89,False,0.0,2138.4572,0.0,0.0
980, 2012/02/14,2528.972,2522.112,2506.542,77.092,78.569,74.139,True,75.989,2149.6262,-379.3458,-379.3458
981, 2012/02/13,2504.412,2531.982,2496.302,80.187,79.307,81.948,True,92.189,2128.7502,-375.6618,-375.6618
982, 2012/02/10,2521.682,2533.622,2521.162,80.55,78.867,83.915,True,88.869,2143.4297,-378.2523,-378.2523
983, 2012/02/09,2525.592,2529.232,2513.132,80.493,78.026,85.427,True,177.048,2146.7532,-378.8388,-378.8388
984, 2012/02/08,2456.422,2528.242,2451.002,77.588,76.792,79.181,False,0.0,2087.9587,0.0,0.0
985, 2012/02/07,2489.032,2457.952,2441.702,69.056,76.394,54.38,True,248.438,2115.6772,-373.3548,-373.3548
986, 2012/02/06,2511.172,2504.322,2488.712,83.276,80.063,89.702,True,260.558,2134.4962,-376.6758,-376.6758
987, 2012/02/03,2478.342,2506.092,2470.282,82.652,78.456,91.043,False,0.0,2106.5907,0.0,0.0
988, 2012/02/02,2437.472,2486.242,2429.712,76.286,76.358,76.141,False,0.0,2071.8512,0.0,0.0
989, 2012/02/01,2458.232,2428.992,2423.452,71.083,76.394,60.46,True,313.448,2089.4972,-368.7348,313.448
990, 2012/01/31,2462.342,2464.262,2447.772,79.086,79.05,79.157,True,285.688,2092.9907,-369.3513,285.688
991, 2012/01/30,2508.882,2460.722,2460.402,81.352,79.032,85.99,True,234.438,2132.5497,-376.3323,-376.3323
992, 2012/01/20,2476.731,2504.092,2462.592,85.728,77.873,101.438,True,210.149,2105.22135,-371.50965,-371.50965
993, 2012/01/19,2423.862,2468.352,2414.991,80.317,73.945,93.062,True,264.848,2060.2827,-363.5793,264.848
994, 2012/01/18,2464.922,2422.192,2414.532,74.487,70.759,81.943,True,210.948,2095.1837,-369.7383,210.948
995, 2012/01/17,2347.572,2460.602,2329.251,75.439,68.895,88.525,False,0.0,1995.4362,0.0,0.0
996, 2012/01/16,2376.952,2345.652,2345.632,64.059,65.624,60.928,True,194.718,2020.4092,-356.5428,194.718
997, 2012/01/13,2438.412,2394.332,2374.542,74.382,66.406,90.335,True,144.338,2072.6502,-365.7618,144.338
998, 2012/01/12,2426.822,2435.222,2423.322,78.267,62.418,109.965,True,180.638,2062.7987,-364.0233,180.638
999, 2012/01/11,2444.762,2435.612,2423.322,74.35,54.494,114.063,True,152.138,2078.0477,-366.7143,152.138
1000, 2012/01/10,2365.772,2447.352,2361.282,65.942,44.566,108.693,True,245.128,2010.9062,-354.8658,245.128
1001, 2012/01/09,2291.182,2368.572,2271.722,49.58,33.878,80.985,False,0.0,1947.5047,0.0,0.0
1002, 2012/01/06,2274.352,2290.602,2254.572,24.913,26.026,22.685,False,0.0,1933.1992,0.0,0.0
1003, 2012/01/05,2290.782,2276.392,2272.152,23.31,26.583,16.763,True,286.308,1947.1647,-343.6173,286.308
1004, 2012/01/04,2361.502,2298.752,2298.302,30.951,28.22,36.414,True,234.358,2007.2767,-354.2253,234.358
1005, 2011/12/30,2318.672,2345.742,2318.672,34.935,26.854,51.096,True,259.058,1970.8712,-347.8008,259.058
1006, 2011/12/29,2297.292,2311.362,2293.872,25.374,22.814,30.494,True,185.938,1952.6982,-344.5938,185.938
1007, 2011/12/28,2295.871,2307.931,2267.111,22.851,21.534,25.484,False,0.0,1951.49035,0.0,0.0
1008, 2011/12/27,2332.831,2305.031,2302.411,20.244,20.876,18.982,True,193.299,1982.90635,-349.92465,193.299
1009, 2011/12/26,2345.552,2335.701,2334.792,25.95,21.191,35.467,True,179.778,1993.7192,-351.8328,179.778
1010, 2011/12/23,2337.382,2359.162,2331.962,24.138,18.812,34.79,True,198.608,1986.7747,-350.6073,198.608
1011, 2011/12/22,2325.271,2341.332,2294.612,18.08,16.149,21.943,True,199.139,1976.48035,-348.79065,199.139
1012, 2011/12/21,2397.271,2339.112,2337.691,15.859,15.183,17.211,True,125.679,2037.68035,-359.59065,125.679
1013, 2011/12/20,2376.711,2377.072,2373.861,19.501,14.845,28.814,True,103.339,2020.20435,-356.50665,103.339
1014, 2011/12/19,2370.421,2384.411,2321.661,17.071,12.517,26.178,True,74.169,2014.85785,-355.56315,74.169
1015, 2011/12/16,2339.981,2390.131,2332.141,11.811,10.24,14.953,False,0.0,1988.98385,0.0,0.0
1016, 2011/12/15,2382.441,2340.792,2340.451,4.353,9.455,-5.851,False,0.0,2025.07485,0.0,0.0
1017, 2011/12/14,2415.941,2397.481,2392.302,6.452,12.006,-4.656,False,0.0,2053.54985,0.0,0.0
1018, 2011/12/13,2467.021,2421.931,2418.671,8.265,14.782,-4.769,False,0.0,2096.96785,0.0,0.0
1019, 2011/12/12,2497.921,2477.691,2476.121,11.629,18.041,-1.194,False,0.0,2123.23285,0.0,0.0
1020, 2011/12/09,2506.621,2503.461,2496.971,16.936,21.247,8.314,False,0.0,2130.62785,0.0,0.0
1021, 2011/12/08,2525.041,2525.001,2494.691,22.179,23.402,19.732,False,0.0,2146.28485,0.0,0.0
1022, 2011/12/07,2517.341,2528.231,2509.781,22.122,24.014,18.339,False,0.0,2139.73985,0.0,0.0
1023, 2011/12/06,2515.041,2516.341,2499.571,22.252,24.96,16.836,True,-159.171,2137.78485,-377.25615,-377.25615
1024, 2011/12/05,2561.201,2521.391,2517.181,26.982,26.314,28.317,True,-318.561,2177.02085,-384.18015,-384.18015
1025, 2011/12/02,2570.562,2557.312,2543.531,34.719,25.98,52.196,True,-302.792,2184.9777,-385.5843,-385.5843
1026, 2011/12/01,2596.152,2583.612,2577.722,31.779,21.611,52.116,True,-337.652,2206.7292,-389.4228,-389.4228
1027, 2011/11/30,2600.102,2521.522,2507.182,16.721,16.527,17.108,True,-329.052,2210.0867,-390.0153,-390.0153
1028, 2011/11/29,2595.092,2608.572,2580.292,19.924,16.43,26.912,False,0.0,2205.8282,0.0,0.0
1029, 2011/11/28,2578.342,2573.322,2562.492,10.34,14.683,1.654,False,0.0,2191.5907,0.0,0.0
1030, 2011/11/25,2585.142,2569.972,2563.652,11.368,16.854,0.396,False,0.0,2197.3707,0.0,0.0
1031, 2011/11/24,2565.692,2588.922,2557.702,13.927,19.597,2.587,False,0.0,2180.8382,0.0,0.0
1032, 2011/11/23,2613.292,2584.012,2578.162,12.938,22.432,-6.049,False,0.0,2221.2982,0.0,0.0
1033, 2011/11/22,2592.232,2609.482,2580.782,17.744,27.179,-1.125,False,0.0,2203.3972,0.0,0.0
1034, 2011/11/21,2608.562,2609.692,2587.742,18.332,31.896,-8.796,False,0.0,2217.2777,0.0,0.0
1035, 2011/11/18,2643.672,2606.502,2601.182,20.968,38.678,-14.452,False,0.0,2247.1212,0.0,0.0
1036, 2011/11/17,2671.952,2662.022,2660.652,29.735,47.533,-5.861,False,0.0,2271.1592,0.0,0.0
1037, 2011/11/16,2745.862,2670.122,2659.152,43.3,56.433,17.035,False,0.0,2333.9827,0.0,0.0
1038, 2011/11/15,2746.772,2744.682,2732.912,60.485,62.999,55.456,False,0.0,2334.7562,0.0,0.0
1039, 2011/11/14,2717.542,2750.202,2714.862,59.981,64.256,51.431,False,0.0,2309.9107,0.0,0.0
1040, 2011/11/11,2705.242,2695.002,2685.102,52.363,66.394,24.302,False,0.0,2299.4557,0.0,0.0
1041, 2011/11/10,2720.842,2699.592,2698.312,62.454,73.409,40.544,False,0.0,2312.7157,0.0,0.0
