,date,open,close,high,low,ma5,ma10,ma20,rolling_low,stop_loss,earnings,ma5_up_10,ma_cross_earnings
230, 2015/03/19,2184.759,2183.879,2192.549,2160.989,2143.2,2076.113,2001.8,,2075.52105,-109.23795,,
231, 2015/03/18,2138.369,2182.919,2186.019,2124.979,2110.05,2059.2,1982.05,,2031.45055,-106.91845,,
232, 2015/03/17,2149.369,2137.459,2164.489,2117.779,2080.625,2041.887,1961.544,,2041.90055,-107.46845,,
233, 2015/03/16,2088.199,2142.669,2144.779,2088.199,2062.2,2024.325,1942.056,,1983.78905,-104.40995,,
234, 2015/03/13,2020.659,2069.069,2070.949,2011.169,2032.55,2008.75,1920.363,,1919.62605,-101.03295,,
235, 2015/03/12,2034.619,2018.129,2054.389,1984.909,2009.025,1994.65,1903.463,,1932.88805,-101.73095,,
236, 2015/03/11,2050.759,2035.829,2054.769,2022.319,2008.35,1980.875,1891.269,,1948.22105,-102.53795,,
237, 2015/03/10,2001.189,2045.319,2048.299,2001.189,2003.15,1964.963,1877.363,,1901.12955,-100.05945,,
238, 2015/03/09,1941.419,1994.389,1996.899,1932.819,1986.45,1949.863,1862.644,,1844.34805,-97.07095,,
239, 2015/03/06,2016.809,1951.399,2018.179,1949.289,1984.95,1940.088,1847.762,,1915.96855,-100.84045,,
240, 2015/03/05,2015.699,2014.789,2032.219,1997.459,1980.275,1927.488,1834.225,,1914.91405,-100.78495,,
241, 2015/03/04,1960.539,2009.829,2011.079,1960.539,1953.4,1904.9,1819.056,,1862.51205,-98.02695,,
242, 2015/03/03,1987.329,1961.739,2004.029,1961.009,1926.775,1881.2,1805.131,,1887.96255,-99.36645,,
243, 2015/03/02,1944.109,1986.989,1987.799,1940.319,1913.275,1859.787,1794.225,,1846.90355,-97.20545,,
244, 2015/02/27,1880.629,1928.039,1928.039,1880.629,1895.225,1831.975,1781.869,,1786.59755,-94.03145,,
245, 2015/02/26,1875.329,1880.389,1891.779,1847.729,1874.7,1812.275,1770.331,,1781.56255,-93.76645,,
246, 2015/02/25,1899.389,1876.749,1909.649,1872.099,1856.4,1801.662,1763.512,,1804.41955,-94.96945,,
247, 2015/02/17,1908.179,1894.309,1909.909,1873.169,1835.625,1789.762,1755.806,,1812.77005,-95.40895,,
248, 2015/02/16,1836.709,1896.629,1897.659,1836.709,1806.3,1775.425,1746.137,,1744.87355,-91.83545,,
249, 2015/02/13,1798.539,1825.489,1828.239,1796.409,1768.725,1755.438,1732.8,1779.178,1708.61205,,,
250, 2015/02/12,1777.219,1788.809,1799.459,1776.349,1749.85,1740.963,1723.512,1776.349,1688.35805,237.699,,
251, 2015/02/11,1748.229,1772.849,1783.239,1748.229,1746.925,1733.213,1713.381,1748.229,1660.81755,288.909,,
252, 2015/02/10,1707.259,1747.679,1747.859,1700.879,1743.9,1729.063,1704.144,1700.879,1621.89605,496.479,,
253, 2015/02/09,1727.219,1708.849,1753.499,1702.559,1744.55,1728.662,1696.819,1700.879,1640.85805,490.899,,
254, 2015/02/06,1772.349,1730.969,1783.619,1725.639,1742.15,1731.762,1690.681,1700.879,1683.73155,473.209,True,473.20900000000006
255, 2015/02/05,1757.229,1774.309,1809.719,1741.959,1732.075,1728.387,1681.794,1700.879,1669.36755,453.78,,
256, 2015/02/04,1753.769,1757.739,1770.199,1743.019,1719.5,1725.363,1670.175,1700.879,1666.08055,437.139,,
257, 2015/02/03,1703.929,1750.909,1762.729,1703.929,1714.225,1721.85,1658.456,1700.879,1618.73255,511.409,,
258, 2015/02/02,1667.119,1696.829,1708.709,1660.049,1712.775,1716.85,1647.906,1660.049,1583.76305,534.809,,
259, 2015/01/30,1712.849,1680.579,1721.139,1679.689,1721.375,1710.162,1636.3,1660.049,1627.20655,403.989,,
260, 2015/01/29,1717.399,1711.369,1733.629,1709.359,1724.7,1706.063,1625.856,1660.049,1631.52905,379.59,,
261, 2015/01/28,1741.069,1731.409,1759.0,1727.919,1731.225,1693.55,1613.294,1660.049,1654.01555,385.57,,
262, 2015/01/27,1742.469,1743.679,1754.209,1715.53,1729.475,1679.225,1601.694,1660.049,1655.34555,348.04,,
263, 2015/01/26,1698.989,1739.789,1740.369,1698.989,1720.925,1664.975,1591.319,1660.049,1614.03955,376.3,,
264, 2015/01/23,1742.089,1697.289,1742.089,1693.52,1698.95,1649.6,1580.794,1660.049,1654.98455,250.6,,
265, 2015/01/22,1723.239,1744.039,1744.079,1716.389,1687.425,1635.2,1571.925,1660.049,1637.07705,270.82,,
266, 2015/01/21,1704.099,1722.579,1729.839,1701.869,1655.875,1614.988,1559.55,1660.049,1618.89405,202.359,,
267, 2015/01/20,1635.569,1700.849,1700.939,1635.569,1628.975,1595.063,1549.313,1635.569,1553.79055,361.889,,
268, 2015/01/19,1608.249,1630.059,1691.139,1599.659,1609.025,1578.963,1544.113,1599.659,1527.83655,385.799,,
269, 2015/01/16,1586.709,1639.559,1641.529,1586.639,1600.25,1562.438,1544.313,1586.639,1507.37355,572.11,,
270, 2015/01/15,1584.679,1586.339,1606.559,1578.219,1582.975,1545.65,1544.544,1578.219,1505.44505,564.91,,
271, 2015/01/14,1598.719,1588.009,1605.159,1579.549,1574.1,1533.037,1547.713,1578.219,1518.78305,513.68,,
272, 2015/01/13,1587.689,1601.169,1611.129,1578.399,1561.15,1524.162,1551.181,1578.219,1508.30455,616.96,,
273, 2015/01/12,1552.049,1586.119,1587.179,1550.619,1548.9,1517.662,1552.3,1550.619,1474.44655,689.65,True,689.6500000000001
274, 2015/01/09,1535.329,1553.239,1583.749,1534.609,1524.625,1511.988,1552.381,1534.609,1458.56255,639.6,,
275, 2015/01/08,1516.829,1541.889,1565.769,1516.829,1508.325,1508.65,1553.35,1516.829,1440.98755,596.07,,
276, 2015/01/07,1542.399,1523.389,1547.249,1517.369,1491.975,1504.113,1551.488,1516.829,1465.27905,632.61,,
277, 2015/01/06,1458.569,1539.829,1542.149,1454.139,1487.175,1503.563,1553.675,1454.139,1385.64055,601.21,,
278, 2015/01/05,1470.579,1464.769,1470.579,1429.079,1486.425,1509.262,1555.781,1429.079,1397.05005,676.95,,
279, 2014/12/31,1455.679,1471.759,1479.859,1451.289,1499.35,1526.188,1563.631,1429.079,1382.89505,650.68,,
280, 2014/12/30,1491.099,1460.109,1493.439,1450.049,1508.975,1543.438,1570.269,1429.079,1416.54405,757.89,,
281, 2014/12/29,1531.12,1499.4,1531.12,1491.209,1516.25,1562.387,1575.531,1429.079,1454.564,-76.556,,
282, 2014/12/26,1531.199,1536.079,1539.159,1524.01,1519.95,1578.2,1578.181,1429.079,1454.63905,-76.55995,,
283, 2014/12/25,1522.0,1529.469,1531.64,1514.229,1532.1,1586.938,1579.919,1429.079,1445.9,-76.1,,
284, 2014/12/24,1502.67,1519.8,1524.27,1501.23,1553.025,1592.775,1581.619,1429.079,1427.5365,988.569,,
285, 2014/12/23,1501.53,1496.53,1543.349,1489.12,1577.9,1598.05,1583.338,1429.079,1426.4535,1212.519,,
286, 2014/12/22,1583.96,1517.93,1583.96,1510.05,1608.525,1598.863,1585.606,1429.079,1504.762,-79.198,,
287, 2014/12/19,1627.8,1596.81,1627.8,1568.98,1636.45,1603.787,1585.106,1429.079,1546.41,-81.39,,
288, 2014/12/18,1641.58,1634.05,1663.67,1633.26,1641.775,1602.3,1580.5,1429.079,1559.501,-82.079,,
289, 2014/12/17,1639.15,1644.21,1652.979,1623.7,1632.525,1601.075,1573.531,1429.079,1557.1925,-81.9575,,
290, 2014/12/16,1665.3,1649.58,1674.98,1636.18,1618.2,1597.1,1566.594,1429.079,1582.035,-83.265,True,-83.2650000000001
291, 2014/12/15,1623.599,1657.5,1664.26,1619.699,1589.2,1588.675,1558.206,1429.079,1542.41905,-81.17995,,
292, 2014/12/12,1588.24,1623.569,1626.339,1586.75,1571.125,1578.162,1548.919,1429.079,1508.828,-79.412,,
293, 2014/12/11,1572.609,1587.67,1593.38,1563.319,1562.825,1572.9,1539.8,1429.079,1493.97855,-78.63045,,
294, 2014/12/10,1499.329,1572.689,1576.89,1499.329,1569.625,1570.463,1532.556,1429.079,1424.36255,1330.93,,
295, 2014/12/09,1557.02,1504.62,1577.75,1504.229,1576.0,1568.625,1527.713,1429.079,1479.169,-77.851,,
296, 2014/12/08,1575.3,1567.16,1600.87,1554.79,1588.15,1572.35,1525.556,1429.079,1496.535,-78.765,,
297, 2014/12/05,1626.12,1581.91,1626.12,1544.469,1585.2,1566.425,1522.944,1429.079,1544.814,-81.306,,
298, 2014/12/04,1604.89,1621.849,1631.31,1604.89,1582.975,1558.7,1519.975,1429.079,1524.6455,-80.2445,,
299, 2014/12/03,1568.47,1604.45,1604.88,1540.42,1571.3,1545.988,1515.512,1429.079,1490.0465,-78.4235,,
300, 2014/12/02,1554.46,1565.42,1567.54,1552.13,1561.25,1536.088,1510.912,1429.079,1476.737,-77.723,,
301, 2014/12/01,1569.65,1552.31,1569.65,1544.18,1556.55,1527.738,1508.463,1429.079,1491.1675,-78.4825,,
302, 2014/11/28,1562.829,1570.849,1582.479,1558.309,1547.65,1519.675,1507.338,1429.079,1484.68755,-78.14145,,
303, 2014/11/27,1557.769,1563.409,1566.829,1548.289,1534.425,1506.7,1504.456,1429.079,1479.88055,-77.88845,,
304, 2014/11/26,1544.689,1554.219,1561.299,1544.099,1520.675,1494.65,1502.581,1429.079,1467.45455,-77.23445,,
305, 2014/11/25,1510.619,1541.919,1541.919,1510.249,1510.925,1486.8,1501.369,1429.079,1435.08805,-75.53095,,
306, 2014/11/24,1513.429,1507.809,1515.839,1497.849,1498.925,1478.762,1500.381,1429.079,1437.75755,-75.67145,True,-75.67145000000005
307, 2014/11/21,1493.159,1504.829,1508.219,1493.159,1491.7,1479.463,1499.588,1429.079,1418.50105,1162.19,,
308, 2014/11/20,1504.579,1494.589,1504.579,1491.649,1478.975,1481.25,1498.225,1429.079,1429.35005,-75.22895,,
309, 2014/11/19,1488.459,1505.549,1509.729,1488.459,1468.625,1485.037,1497.387,1429.079,1414.03605,1161.09,,
310, 2014/11/18,1471.079,1481.859,1483.139,1470.509,1462.675,1485.738,1497.344,1429.079,1397.52505,1362.12,,
311, 2014/11/17,1444.059,1471.689,1474.359,1437.989,1458.6,1489.188,1499.119,1429.079,1371.85605,1453.51,,
312, 2014/11/14,1438.969,1441.209,1449.099,1435.499,1467.225,1495.0,1502.15,1429.079,1367.02055,1377.08,,
313, 2014/11/13,1473.739,1442.859,1473.739,1434.269,1483.525,1502.213,1505.65,1429.079,1400.05205,1296.84,,
314, 2014/11/12,1457.239,1475.749,1476.029,1455.089,1501.45,1510.512,1509.831,1429.079,1384.37705,1342.91,,
315, 2014/11/11,1513.529,1461.509,1514.369,1452.029,1508.8,1515.938,1513.325,1429.079,1437.85255,-75.67645,,
316, 2014/11/10,1525.199,1514.819,1526.379,1506.799,1519.775,1522.0,1517.206,1429.079,1448.93905,-76.25995,,
317, 2014/11/07,1535.489,1522.629,1543.719,1517.289,1522.775,1519.713,1518.881,1429.079,1458.71455,-76.77445,,
318, 2014/11/06,1513.719,1532.519,1532.869,1510.779,1520.9,1515.2,1520.463,1429.079,1438.03305,-75.68595,,
319, 2014/11/05,1514.769,1512.489,1517.019,1505.979,1519.575,1509.738,1521.894,1429.079,1439.03055,-75.73845,,
320, 2014/11/04,1531.819,1516.399,1538.179,1514.469,1523.075,1508.95,1524.15,1429.079,1455.22805,-76.59095,,
321, 2014/11/03,1513.249,1529.889,1529.899,1513.199,1524.225,1509.05,1525.375,1429.079,1437.58655,-75.66245,,
322, 2014/10/31,1527.609,1513.269,1529.549,1502.249,1516.65,1509.3,1525.188,1429.079,1451.22855,-76.38045,True,-76.38045000000011
323, 2014/10/30,1532.909,1525.769,1539.209,1522.639,1509.5,1509.088,1525.094,1429.079,1456.26355,-76.64545,,
324, 2014/10/29,1525.979,1530.079,1535.799,1524.079,1499.9,1509.15,1524.219,1429.079,1449.68005,-76.29895,,
325, 2014/10/28,1495.689,1522.049,1522.049,1495.689,1494.825,1510.713,1523.594,1429.079,1420.90455,1069.03,,
326, 2014/10/27,1473.659,1492.009,1492.009,1465.959,1493.875,1512.412,1522.534,1429.079,1399.97605,1110.66,,
327, 2014/10/24,1478.339,1477.589,1493.529,1473.059,1501.95,1518.05,1522.103,1429.079,1404.42205,950.93,,
328, 2014/10/23,1500.549,1477.839,1501.719,1474.039,1508.675,1525.725,1523.184,1429.079,1425.52155,931.49,,
329, 2014/10/22,1518.799,1504.549,1524.799,1503.819,1518.4,1534.05,1523.828,1429.079,1442.85905,-75.93995,,
330, 2014/10/21,1535.069,1517.479,1537.669,1515.929,1526.6,1539.35,1522.553,1429.079,1458.31555,-76.75345,,
331, 2014/10/20,1513.42,1532.38,1532.38,1513.42,1530.95,1541.7,1520.341,1429.079,1437.749,-75.671,,
332, 2014/10/17,1527.46,1511.05,1529.55,1488.47,1534.15,1541.075,1520.028,1429.079,1451.087,-76.373,,
333, 2014/10/16,1539.86,1526.56,1551.84,1526.54,1542.775,1541.1,1520.678,1429.079,1462.867,-76.993,,
334, 2014/10/15,1539.35,1545.62,1545.75,1527.19,1549.7,1539.287,1520.006,1429.079,1462.3825,-76.9675,,
335, 2014/10/14,1546.67,1539.12,1560.06,1532.44,1552.1,1536.475,1517.969,1429.079,1469.3365,-77.3335,,
336, 2014/10/13,1548.18,1548.33,1548.88,1527.7,1552.45,1532.656,1515.713,1429.079,1470.771,-77.409,,
337, 2014/10/10,1559.93,1554.22,1563.87,1546.22,1548.0,1526.156,1512.787,1429.079,1481.9335,-77.9965,,
338, 2014/10/09,1562.1,1561.17,1569.06,1541.67,1539.425,1520.644,1509.85,1429.079,1483.995,-78.105,,
339, 2014/10/08,1543.59,1557.57,1557.57,1537.01,1528.875,1513.606,1505.678,1429.079,1466.4105,-77.1795,,
340, 2014/09/30,1527.26,1540.87,1540.95,1527.26,1520.85,1505.756,1501.047,1429.079,1450.897,-76.363,,
341, 2014/09/29,1515.38,1526.18,1526.36,1515.38,1512.863,1498.981,1496.647,1429.079,1439.611,-75.769,,
342, 2014/09/26,1506.31,1511.36,1512.8,1502.5,1504.313,1498.981,1491.563,1429.079,1430.9945,-75.3155,True,-75.31550000000016
343, 2014/09/25,1520.1,1508.42,1523.25,1505.65,1501.863,1500.256,1486.184,1429.079,1444.095,-76.005,,
344, 2014/09/24,1501.04,1517.42,1517.42,1497.89,1498.338,1500.725,1481.794,1429.079,1425.988,715.619,,
345, 2014/09/23,1485.51,1500.99,1502.04,1483.04,1490.662,1499.463,1476.475,1429.079,1411.2345,704.799,,
346, 2014/09/22,1496.96,1483.35,1496.96,1480.18,1485.1,1498.769,1473.619,1429.079,1422.112,585.709,,
347, 2014/09/19,1492.1,1499.12,1501.39,1486.28,1493.65,1499.419,1472.534,1429.079,1417.495,606.469,,
348, 2014/09/18,1477.31,1490.79,1492.61,1474.65,1498.65,1499.056,1469.975,1429.079,1403.4445,644.949,,
349, 2014/09/17,1473.52,1479.12,1481.06,1456.5,1503.113,1497.75,1466.806,1429.079,1399.844,547.449,,
350, 2014/09/16,1527.07,1473.13,1529.4,1471.61,1508.262,1496.338,1464.669,1429.079,1450.7165,-76.3535,,
351, 2014/09/15,1522.57,1526.14,1528.57,1517.3,1512.438,1494.313,1462.45,1429.079,1446.4415,-76.1285,,
352, 2014/09/12,1512.4,1524.12,1524.33,1506.88,1505.188,1484.144,1455.766,1429.079,1436.78,-75.62,,
353, 2014/09/11,1506.0,1513.01,1532.31,1502.39,1499.463,1472.113,1448.575,1429.079,1430.7,-75.3,,
354, 2014/09/10,1491.41,1504.91,1506.47,1484.71,1492.387,1462.863,1442.137,1429.079,1416.8395,491.889,,
355, 2014/09/09,1492.45,1494.02,1497.42,1479.06,1484.412,1453.488,1436.716,1429.079,1417.8275,440.849,,
356, 2014/09/05,1497.99,1489.84,1498.26,1482.04,1476.188,1448.469,1431.906,1429.079,1423.0905,428.259,,
357, 2014/09/04,1478.33,1495.51,1495.81,1472.89,1463.1,1445.65,1426.284,1429.079,1404.4135,319.228,True,319.22800000000007
358, 2014/09/03,1468.09,1477.67,1479.83,1461.23,1444.762,1440.894,1419.609,1429.079,1394.6855,438.118,,
359, 2014/09/02,1457.51,1465.03,1465.04,1452.71,1433.338,1435.863,1414.012,1429.079,1384.6345,602.989,,
360, 2014/09/01,1428.37,1452.84,1453.12,1427.93,1422.563,1433.0,1408.797,1427.93,1356.9515,610.749,,
361, 2014/08/29,1400.84,1424.47,1424.47,1400.83,1420.75,1430.588,1402.644,1400.83,1330.798,670.879,,
362, 2014/08/28,1423.34,1403.8,1424.29,1398.56,1428.2,1427.387,1397.719,1398.56,1352.173,577.818,,
363, 2014/08/27,1411.76,1420.54,1427.32,1411.76,1437.025,1425.037,1394.756,1398.56,1341.172,481.758,,
364, 2014/08/26,1440.7,1411.15,1443.6,1406.34,1438.387,1421.412,1390.866,1398.56,1368.665,414.328,,
365, 2014/08/25,1461.21,1443.81,1461.49,1439.86,1443.438,1419.944,1386.897,1398.56,1388.1495,428.279,,
366, 2014/08/22,1450.1,1461.72,1465.67,1446.04,1440.425,1415.344,1380.431,1398.56,1377.595,546.769,,
367, 2014/08/21,1428.63,1447.88,1447.91,1421.24,1426.575,1406.919,1371.637,1398.56,1357.1985,653.489,,
368, 2014/08/20,1438.29,1427.4,1438.29,1421.92,1413.05,1398.325,1362.834,1398.56,1366.3755,521.199,,
369, 2014/08/19,1436.42,1436.4,1446.79,1427.06,1404.438,1392.162,1356.119,1398.56,1364.599,453.619,,
370, 2014/08/18,1394.64,1428.74,1429.0,1394.64,1396.45,1384.594,1350.769,1394.64,1324.908,596.069,,
371, 2014/08/15,1382.87,1392.45,1392.49,1377.93,1390.262,1374.7,1344.678,1377.93,1313.7265,769.739,,
372, 2014/08/14,1384.72,1380.3,1394.52,1378.95,1387.262,1368.05,1340.353,1377.93,1315.484,957.228,,
373, 2014/08/13,1396.26,1384.31,1397.1,1370.08,1383.6,1364.475,1336.978,1370.08,1326.447,1112.558,,
374, 2014/08/12,1398.15,1396.44,1402.75,1393.11,1379.887,1360.319,1333.694,1370.08,1328.2425,1172.538,,
375, 2014/08/11,1379.47,1397.78,1397.97,1379.47,1372.738,1353.85,1330.934,1370.08,1310.4965,1124.698,,
376, 2014/08/08,1368.06,1377.44,1381.44,1368.06,1359.137,1345.519,1329.397,1368.06,1299.657,1298.228,,
377, 2014/08/07,1365.18,1362.03,1381.46,1361.33,1348.838,1336.356,1328.494,1361.33,1296.921,1308.838,,
378, 2014/08/06,1357.53,1365.74,1368.53,1353.95,1345.35,1327.344,1328.588,1353.95,1289.6535,1326.728,,
379, 2014/08/05,1330.32,1360.69,1363.12,1321.2,1340.75,1320.075,1329.528,1321.2,1263.804,1291.868,,
380, 2014/08/04,1325.01,1329.82,1331.8,1324.26,1334.963,1316.944,1332.031,1321.2,1258.7595,1373.898,,
381, 2014/08/01,1339.98,1325.94,1343.58,1324.19,1331.9,1314.656,1335.234,1321.2,1272.981,1366.738,True,1366.7379999999998
382, 2014/07/31,1342.73,1344.54,1346.22,1334.26,1323.875,1312.656,1339.519,1321.2,1275.5935,1234.258,,
383, 2014/07/30,1330.19,1342.74,1345.35,1329.07,1309.338,1309.481,1343.422,1321.2,1263.6805,1150.738,,
384, 2014/07/29,1315.75,1331.76,1337.53,1310.84,1299.4,1307.069,1347.281,1310.84,1249.9625,1186.288,,
385, 2014/07/28,1289.1,1314.53,1316.04,1286.66,1298.925,1308.019,1351.281,1286.66,1224.645,1257.058,,
386, 2014/07/25,1271.43,1285.77,1288.67,1270.37,1297.412,1313.275,1355.791,1270.37,1207.8585,1127.838,,
387, 2014/07/24,1291.49,1271.88,1291.49,1255.69,1301.438,1320.631,1360.941,1255.69,1226.9155,1248.348,,
388, 2014/07/23,1330.14,1293.09,1332.36,1287.64,1309.625,1329.831,1366.662,1255.69,1263.633,-66.507,,
389, 2014/07/22,1306.32,1329.35,1330.29,1305.03,1314.738,1338.981,1369.944,1255.69,1241.004,1387.548,,
390, 2014/07/21,1304.72,1306.97,1313.56,1287.24,1317.113,1347.119,1371.947,1255.69,1239.484,1277.238,,
391, 2014/07/18,1309.96,1305.92,1321.93,1300.76,1329.137,1355.813,1374.662,1255.69,1244.462,1373.488,,
392, 2014/07/17,1315.09,1312.81,1323.24,1304.58,1339.825,1366.381,1376.066,1255.69,1249.3355,1582.728,,
393, 2014/07/16,1338.92,1318.62,1344.36,1310.86,1350.037,1377.363,1376.459,1255.69,1271.974,-66.946,,
394, 2014/07/15,1364.08,1341.27,1366.16,1332.87,1363.225,1387.494,1378.728,1255.69,1295.876,-68.204,,
395, 2014/07/14,1358.17,1367.07,1367.82,1342.56,1377.125,1394.544,1380.534,1255.69,1290.2615,-67.9085,,
396, 2014/07/11,1361.57,1359.34,1372.12,1351.77,1382.488,1398.306,1381.963,1255.69,1293.4915,-68.0785,,
397, 2014/07/10,1384.45,1363.88,1387.89,1362.35,1392.938,1401.25,1383.131,1255.69,1315.2275,-69.2225,,
398, 2014/07/09,1410.39,1384.58,1418.68,1384.26,1404.688,1403.494,1383.125,1255.69,1339.8705,-70.5195,,
399, 2014/07/08,1392.35,1410.73,1410.73,1379.49,1411.762,1400.906,1382.266,1255.69,1322.7325,-69.6175,,
400, 2014/07/07,1411.99,1393.89,1411.99,1381.94,1411.963,1396.775,1379.422,1255.69,1341.3905,-70.5995,,
401, 2014/07/04,1421.68,1411.64,1423.89,1406.21,1414.125,1393.512,1376.063,1255.69,1350.596,-71.084,,
402, 2014/07/03,1419.81,1422.6,1428.67,1412.16,1409.563,1385.75,1373.003,1255.69,1348.8195,-70.9905,,
403, 2014/07/02,1413.17,1419.94,1425.3,1402.22,1402.3,1375.556,1369.647,1255.69,1342.5115,-70.6585,,
404, 2014/07/01,1405.44,1411.74,1415.33,1398.15,1390.05,1369.963,1364.734,1255.69,1335.168,-70.272,,
405, 2014/06/30,1388.47,1404.71,1404.71,1374.3,1381.588,1366.525,1360.128,1255.69,1319.0465,-69.4235,True,-69.4235000000001
406, 2014/06/27,1388.38,1388.82,1397.96,1382.07,1372.9,1365.619,1355.8,1255.69,1318.961,-69.419,,
407, 2014/06/26,1360.2,1386.27,1391.3,1360.2,1361.938,1365.012,1352.072,1255.69,1292.19,-68.01,,
408, 2014/06/25,1368.66,1358.71,1368.66,1347.82,1348.813,1362.756,1349.703,1255.69,1300.227,-68.433,,
409, 2014/06/24,1360.08,1369.44,1372.16,1359.13,1349.875,1363.625,1347.084,1255.69,1292.076,-68.004,,
410, 2014/06/23,1335.18,1361.28,1366.59,1335.18,1351.463,1362.069,1344.65,1255.69,1268.421,-66.759,,
411, 2014/06/20,1319.11,1333.98,1335.65,1313.14,1358.338,1358.613,1341.387,1255.69,1253.1545,1370.648,,
412, 2014/06/19,1363.45,1320.66,1370.31,1310.49,1368.088,1360.256,1338.162,1255.69,1295.2775,-68.1725,,
413, 2014/06/18,1377.58,1363.99,1384.87,1363.75,1376.7,1363.738,1335.019,1255.69,1308.701,-68.879,,
414, 2014/06/17,1396.38,1377.43,1396.38,1377.4,1377.375,1359.506,1329.05,1255.69,1326.561,-69.819,,
415, 2014/06/16,1384.16,1395.61,1397.63,1384.16,1372.675,1353.731,1321.6,1255.69,1314.952,-69.208,,
416, 2014/06/13,1361.09,1382.73,1386.35,1359.65,1358.887,1345.981,1313.144,1255.69,1293.0355,-68.0545,,
417, 2014/06/12,1364.41,1363.74,1375.98,1358.08,1352.425,1339.131,1306.7,1255.69,1296.1895,-68.2205,,
418, 2014/06/11,1350.38,1367.39,1371.25,1348.4,1350.775,1336.65,1302.444,1255.69,1282.861,-67.519,,
419, 2014/06/10,1327.11,1353.87,1356.97,1316.84,1341.637,1330.544,1297.887,1255.69,1260.7545,-66.3555,,
420, 2014/06/09,1348.769,1326.679,1349.919,1326.629,1334.787,1327.231,1294.109,1255.69,1281.33055,-67.43845,,
421, 2014/06/06,1354.909,1350.449,1362.979,1340.829,1333.075,1324.162,1290.703,1255.69,1287.16355,-67.74545,,
422, 2014/06/05,1320.139,1355.479,1356.529,1317.529,1325.838,1316.069,1287.172,1255.69,1254.13205,2542.0,,
423, 2014/06/04,1318.329,1321.719,1321.719,1303.359,1322.525,1306.3,1283.9,1255.69,1252.41255,2516.37,,
424, 2014/06/03,1317.989,1319.629,1332.779,1317.989,1319.45,1298.594,1283.659,1255.69,1252.08955,2387.55,,
425, 2014/05/30,1312.299,1318.129,1323.589,1300.089,1319.675,1289.469,1282.784,1255.69,1246.68405,2392.25,,
426, 2014/05/29,1338.299,1314.209,1341.569,1312.419,1315.25,1280.306,1281.037,1255.69,1271.38405,-66.91495,,
427, 2014/05/28,1306.289,1338.969,1339.029,1306.289,1306.3,1274.269,1278.653,1255.69,1240.97455,2637.18,,
428, 2014/05/27,1319.659,1306.279,1319.659,1303.149,1290.075,1268.238,1274.569,1255.69,1253.67605,2662.59,True,2662.59
429, 2014/05/26,1301.869,1320.759,1323.839,1301.869,1277.738,1265.231,1273.85,1255.69,1236.77555,2599.67,,
430, 2014/05/23,1269.179,1295.999,1296.839,1262.099,1259.262,1260.988,1273.787,1255.69,1205.72005,2449.57,,
431, 2014/05/22,1259.869,1269.509,1287.869,1259.869,1245.363,1257.244,1275.309,1255.69,1196.87555,2282.97,,
432, 2014/05/21,1241.019,1257.799,1257.799,1231.869,1242.238,1258.275,1278.644,1231.869,1178.96805,2191.96,,
433, 2014/05/20,1239.649,1244.649,1261.939,1239.649,1246.4,1261.5,1283.944,1231.869,1177.66655,2389.02,,
434, 2014/05/19,1224.649,1228.369,1233.839,1213.989,1252.725,1268.725,1290.584,1213.989,1163.41655,2393.58,,
435, 2014/05/16,1250.379,1226.469,1252.389,1210.809,1262.713,1276.1,1297.547,1210.809,1187.86005,2217.54,,
436, 2014/05/15,1276.639,1253.879,1283.429,1253.619,1269.125,1281.769,1304.184,1210.809,1212.80705,-63.83195,,
437, 2014/05/14,1273.209,1278.659,1282.349,1269.24,1274.313,1283.037,1309.988,1210.809,1209.54855,2254.2,,
438, 2014/05/13,1274.569,1276.24,1293.819,1273.329,1276.6,1280.9,1314.691,1210.809,1210.84055,-63.72845,,
439, 2014/05/12,1263.919,1278.279,1281.099,1250.939,1284.725,1282.469,1319.075,1210.809,1200.72305,2058.85,,
440, 2014/05/09,1279.679,1258.579,1282.819,1249.559,1289.488,1286.588,1324.216,1210.809,1215.69505,-63.98395,True,-63.98395000000005
441, 2014/05/08,1284.439,1279.839,1300.829,1279.289,1294.412,1293.375,1329.809,1210.809,1220.21705,-64.22195,,
442, 2014/05/07,1313.379,1290.029,1313.379,1289.559,1291.762,1299.012,1333.378,1210.809,1247.71005,-65.66895,,
443, 2014/05/06,1301.589,1316.859,1327.799,1301.589,1285.2,1306.387,1336.213,1210.809,1236.50955,-65.07945,,
444, 2014/05/05,1281.159,1302.149,1302.679,1279.309,1280.213,1312.444,1336.678,1210.809,1217.10105,-64.05795,,
445, 2014/04/30,1266.339,1283.209,1287.77,1266.339,1283.688,1318.994,1337.972,1210.809,1203.02205,1880.49,,
446, 2014/04/29,1253.239,1266.539,1274.209,1248.319,1292.338,1326.6,1341.563,1210.809,1190.57705,1720.36,,
447, 2014/04/28,1283.639,1257.259,1283.869,1256.119,1306.262,1336.938,1344.625,1210.809,1219.45705,-64.18195,,
448, 2014/04/25,1316.369,1291.899,1318.069,1290.359,1327.575,1348.481,1348.287,1210.809,1250.55055,-65.81845,,
449, 2014/04/24,1325.859,1319.509,1326.959,1303.229,1344.675,1355.681,1352.088,1210.809,1259.56605,-66.29295,,
450, 2014/04/23,1332.929,1326.439,1338.669,1318.239,1354.3,1361.844,1356.994,1210.809,1266.28255,-66.64645,,
