,date,open,close,high,low,ma5,ma10,ma20,KDJ.K,KDJ.D,KDJ.J,magtma,gt_ma,lt_ma,ma_up,ma_down,ma_crossup,kdj_up,kdj_down,all,earning,stoploss_point,stoploss,earning_with_stoploss
714, 2013/03/19,4517.477,4516.677,4543.527,4459.707,4537.9,4604.35,4619.5,8.93,36.859,-55.859,True,False,True,False,True,False,False,True,False,0.0,4065.7293,0.0,0.0
715, 2013/03/18,4561.177,4511.797,4588.047,4508.477,4544.3,4623.6,4622.825,16.256,43.842,-55.171,True,False,True,False,True,False,False,True,False,0.0,4105.0593,0.0,0.0
716, 2013/03/15,4564.047,4578.307,4663.507,4524.347,4576.1,4630.15,4630.675,25.867,50.738,-49.742,True,False,True,False,True,False,False,True,False,0.0,4107.6423,0.0,0.0
717, 2013/03/14,4508.997,4564.707,4573.757,4500.017,4590.0,4643.05,4635.775,30.986,56.956,-51.939,True,False,True,False,True,False,False,True,False,0.0,4058.0973,0.0,0.0
718, 2013/03/13,4541.167,4518.117,4541.167,4460.337,4617.5,4652.2,4638.325,38.454,63.448,-49.988,True,False,True,False,True,False,False,True,False,0.0,4087.0503,0.0,0.0
719, 2013/03/12,4667.037,4548.347,4698.887,4499.537,4670.8,4658.05,4639.65,52.17,69.697,-35.054,True,False,True,True,False,False,False,True,False,0.0,4200.3333,0.0,0.0
720, 2013/03/11,4640.717,4671.147,4689.117,4613.527,4702.9,4661.15,4637.625,65.84,74.079,-16.478,True,False,True,False,True,False,False,True,False,0.0,4176.6453,0.0,0.0
721, 2013/03/08,4705.207,4647.397,4734.047,4644.497,4684.2,4659.0,4626.125,69.826,76.138,-12.624,True,False,True,True,False,False,False,True,False,0.0,4234.6863,0.0,0.0
722, 2013/03/07,4768.587,4702.447,4778.347,4656.817,4696.1,4654.2,4618.7,76.317,77.716,-2.798,True,True,True,True,False,False,False,True,False,0.0,4291.7283,0.0,0.0
723, 2013/03/06,4721.438,4784.667,4786.877,4721.438,4686.9,4644.3,4607.15,77.887,78.066,-0.358,True,False,True,True,False,True,False,True,False,0.0,4249.2942,0.0,0.0
724, 2013/03/05,4576.458,4708.958,4708.958,4560.397,4645.3,4634.65,4593.575,70.386,78.111,-15.449,True,False,True,False,True,False,False,True,False,0.0,4118.8122,0.0,0.0
725, 2013/03/04,4669.877,4577.627,4688.857,4548.208,4619.4,4622.05,4584.375,67.497,80.042,-25.09,True,True,True,True,False,True,False,True,False,0.0,4202.8893,0.0,0.0
726, 2013/03/01,4650.837,4706.828,4706.947,4640.147,4633.8,4631.2,4580.0,76.2,83.178,-13.956,True,False,True,True,False,False,False,True,False,0.0,4185.7533,0.0,0.0
727, 2013/02/28,4587.748,4656.507,4656.507,4560.618,4612.3,4628.5,4564.625,73.045,84.923,-23.756,True,False,True,False,True,False,False,True,False,0.0,4128.9732,0.0,0.0
728, 2013/02/27,4588.377,4576.438,4640.558,4543.887,4601.7,4624.45,4551.875,73.079,87.892,-29.626,True,False,True,False,True,False,False,True,False,0.0,4129.5393,0.0,0.0
729, 2013/02/26,4628.708,4579.797,4684.688,4576.757,4624.0,4621.25,4547.775,80.211,91.595,-22.768,True,False,True,False,True,False,False,True,False,0.0,4165.8372,0.0,0.0
730, 2013/02/25,4603.698,4649.518,4661.358,4595.598,4624.7,4614.1,4543.225,87.807,94.441,-13.269,True,False,True,False,True,False,False,True,False,0.0,4143.3282,0.0,0.0
731, 2013/02/22,4598.877,4599.498,4652.837,4593.637,4628.6,4593.25,4538.6,89.125,96.1,-13.95,True,False,True,False,True,False,False,True,False,0.0,4138.9893,0.0,0.0
732, 2013/02/21,4654.558,4603.357,4665.538,4571.877,4644.7,4583.2,4536.925,94.604,97.844,-6.48,True,False,True,True,False,False,True,False,False,0.0,4189.1022,0.0,0.0
733, 2013/02/20,4586.078,4687.988,4687.988,4574.698,4647.2,4570.0,4531.875,99.828,98.654,2.349,True,False,True,True,False,False,False,True,False,0.0,4127.4702,0.0,0.0
734, 2013/02/19,4665.048,4583.078,4680.478,4565.578,4618.5,4552.5,4525.2,96.427,98.36,-3.866,True,True,True,True,False,False,True,False,False,0.0,4198.5432,0.0,0.0
735, 2013/02/18,4703.958,4668.708,4711.998,4639.018,4603.5,4546.7,4523.5,101.366,98.843,5.045,True,True,True,True,False,False,False,True,False,0.0,4233.5622,0.0,0.0
736, 2013/02/08,4615.718,4680.388,4708.928,4615.718,4557.9,4528.8,4512.95,97.476,98.213,-1.474,True,True,True,True,False,False,False,True,False,0.0,4154.1462,0.0,0.0
737, 2013/02/07,4546.788,4615.928,4623.948,4541.738,4521.7,4500.75,4492.6,89.903,98.397,-16.988,True,True,True,True,False,False,False,True,False,0.0,4092.1092,0.0,0.0
738, 2013/02/06,4512.238,4544.558,4560.128,4512.238,4492.8,4479.3,4478.675,85.494,100.521,-30.054,True,False,True,False,True,False,False,True,False,0.0,4061.0142,0.0,0.0
739, 2013/02/05,4427.578,4507.658,4507.658,4424.068,4486.5,4474.3,4467.05,85.889,104.277,-36.777,True,False,True,False,True,False,False,True,False,0.0,3984.8202,0.0,0.0
740, 2013/02/04,4501.948,4440.968,4519.218,4435.428,4489.9,4472.35,4455.15,88.901,108.874,-39.946,True,False,True,True,False,True,False,True,False,0.0,4051.7532,0.0,0.0
741, 2013/02/01,4457.088,4499.348,4515.098,4451.289,4499.7,4483.95,4443.375,98.243,113.868,-31.249,True,False,True,True,False,False,False,True,False,0.0,4011.3792,0.0,0.0
742, 2013/01/31,4520.198,4471.128,4531.888,4453.658,4479.8,4490.65,4427.05,102.794,117.774,-29.96,True,True,True,True,False,False,False,True,False,0.0,4068.1782,0.0,0.0
743, 2013/01/30,4515.238,4513.248,4530.928,4491.708,4465.8,4493.75,4415.3,109.98,121.519,-23.077,True,True,True,True,False,False,False,True,False,0.0,4063.7142,0.0,0.0
744, 2013/01/29,4490.328,4524.988,4534.718,4470.048,4462.1,4497.9,4399.225,113.265,124.403,-22.277,True,False,True,False,True,False,False,True,False,0.0,4041.2952,0.0,0.0
745, 2013/01/28,4402.828,4489.928,4489.928,4402.828,4454.8,4500.3,4380.25,114.614,127.188,-25.148,False,False,True,False,True,False,False,True,False,0.0,3962.5452,0.0,0.0
746, 2013/01/25,4396.168,4399.358,4423.988,4377.668,4468.2,4497.1,4364.2,118.238,130.332,-24.187,False,False,True,False,True,False,False,True,False,0.0,3956.5512,0.0,0.0
747, 2013/01/24,4500.368,4401.508,4548.058,4366.748,4501.5,4484.45,4349.525,130.366,133.355,-5.978,False,False,True,False,True,False,True,False,False,0.0,4050.3312,0.0,0.0
748, 2013/01/23,4477.418,4494.838,4509.578,4445.228,4521.7,4478.05,4330.425,143.73,134.102,19.255,False,False,True,False,True,False,True,False,False,0.0,4029.6762,0.0,0.0
749, 2013/01/22,4549.108,4488.148,4549.238,4448.388,4533.7,4459.8,4305.375,149.194,131.695,34.997,False,False,True,True,False,False,True,False,False,0.0,4094.1972,0.0,0.0
750, 2013/01/21,4572.338,4556.988,4576.658,4534.038,4545.8,4437.95,4280.0,154.679,127.321,54.717,False,False,True,True,False,False,True,False,False,0.0,4115.1042,0.0,0.0
751, 2013/01/18,4517.358,4566.368,4581.528,4496.208,4526.0,4402.8,4251.0,152.421,120.481,63.881,False,True,True,True,False,False,True,False,False,0.0,4065.6222,0.0,0.0
752, 2013/01/17,4540.358,4502.448,4545.788,4479.018,4467.4,4363.45,4219.85,146.367,112.496,67.743,False,True,True,True,False,False,True,False,False,0.0,4086.3222,0.0,0.0
753, 2013/01/16,4546.238,4554.518,4585.479,4475.418,4434.4,4336.85,4192.225,143.02,104.028,77.983,False,True,True,True,False,False,True,False,False,0.0,4091.6142,0.0,0.0
754, 2013/01/15,4465.579,4548.858,4576.639,4465.579,4385.9,4300.55,4162.625,131.365,94.28,74.169,False,False,True,True,False,False,True,False,False,0.0,4019.0211,0.0,0.0
755, 2013/01/14,4269.619,4458.099,4458.099,4269.619,4330.1,4260.2,4125.625,115.155,85.009,60.291,False,False,True,True,False,False,True,False,False,0.0,3842.6571,0.0,0.0
756, 2013/01/11,4345.379,4272.699,4358.829,4263.479,4279.6,4231.3,4095.125,102.031,77.473,49.116,False,True,True,True,False,False,True,False,False,0.0,3910.8411,0.0,0.0
757, 2013/01/10,4308.619,4337.439,4355.549,4299.639,4259.5,4214.6,4074.175,102.672,71.333,62.678,False,True,True,True,False,False,True,False,False,0.0,3877.7571,0.0,0.0
758, 2013/01/09,4273.299,4312.189,4344.799,4265.549,4239.3,4182.8,4051.475,95.406,63.498,63.816,False,False,True,True,False,False,True,False,False,0.0,3845.9691,0.0,0.0
759, 2013/01/08,4205.759,4270.249,4283.749,4192.859,4215.2,4150.95,4027.2,87.316,55.521,63.588,False,False,True,True,False,False,True,False,False,0.0,3785.1831,0.0,0.0
760, 2013/01/07,4163.789,4205.119,4206.818,4138.858,4190.3,4122.05,4001.625,79.989,47.573,64.832,False,False,True,True,False,False,True,False,False,0.0,3747.4101,0.0,0.0
761, 2013/01/04,4253.419,4172.739,4258.419,4117.589,4183.0,4099.2,3980.35,76.106,39.469,73.274,False,True,True,True,False,False,True,False,False,0.0,3828.0771,0.0,0.0
762, 2012/12/31,4195.719,4236.599,4236.599,4184.509,4169.7,4076.25,3953.7,73.339,30.31,86.059,False,True,True,True,False,False,True,False,False,0.0,3776.1471,0.0,0.0
763, 2012/12/28,4146.83,4191.089,4191.089,4130.359,4126.3,4047.6,3921.4,62.239,19.552,85.374,False,True,True,True,False,False,True,False,False,0.0,3732.147,0.0,0.0
764, 2012/12/27,4181.66,4145.52,4198.47,4128.209,4086.7,4024.7,3895.75,51.8,8.88,85.84,False,True,True,True,False,False,True,False,False,0.0,3763.494,0.0,0.0
765, 2012/12/26,4105.929,4169.169,4169.179,4100.049,4053.8,3991.05,3870.1,42.363,-1.849,88.425,False,False,True,True,False,False,True,False,False,0.0,3695.3361,0.0,0.0
766, 2012/12/25,4010.099,4105.989,4120.039,4003.319,4015.4,3958.95,3844.475,27.293,-12.903,80.391,False,True,True,True,False,False,True,False,False,0.0,3609.0891,0.0,0.0
767, 2012/12/24,3990.489,4019.749,4025.249,3985.399,3982.8,3933.75,3825.35,14.094,-22.951,74.09,False,False,True,True,False,False,True,False,False,0.0,3591.4401,0.0,0.0
768, 2012/12/21,3981.159,3993.129,4032.719,3966.389,3968.9,3920.15,3815.275,5.823,-32.213,76.07,False,False,True,True,False,False,True,False,False,0.0,3583.0431,0.0,0.0
769, 2012/12/20,3964.379,3981.379,3990.089,3921.159,3962.7,3903.45,3809.525,-2.109,-41.721,79.225,False,False,True,True,False,False,True,False,False,0.0,3567.9411,0.0,0.0
770, 2012/12/19,3935.679,3976.759,3984.809,3924.669,3928.3,3881.2,3804.025,-11.004,-51.625,81.24,False,True,True,True,False,False,True,False,False,0.0,3542.1111,0.0,0.0
771, 2012/12/18,3942.859,3943.009,3990.329,3916.259,3902.5,3861.5,3801.325,-21.728,-61.78,80.103,False,True,True,True,False,False,True,False,False,0.0,3548.5731,0.0,0.0
772, 2012/12/17,3965.039,3950.179,3982.489,3922.189,3884.7,3831.15,3798.725,-31.663,-71.792,80.258,False,False,True,True,False,False,True,False,False,0.0,3568.5351,0.0,0.0
773, 2012/12/14,3800.129,3962.539,3967.759,3800.129,3871.4,3795.2,3796.25,-44.614,-81.825,74.422,False,False,True,True,False,False,True,False,False,0.0,3420.1161,0.0,0.0
774, 2012/12/13,3838.599,3808.599,3848.599,3808.409,3844.2,3766.8,3793.45,-61.752,-91.127,58.75,False,False,True,True,False,False,True,False,False,0.0,3454.7391,0.0,0.0
775, 2012/12/12,3853.629,3848.219,3865.059,3812.439,3834.1,3749.15,3799.475,-67.056,-98.471,62.831,False,True,True,True,False,False,True,False,False,0.0,3468.2661,0.0,0.0
776, 2012/12/11,3872.669,3853.839,3881.309,3846.719,3820.5,3730.0,3806.075,-76.883,-106.325,58.883,False,True,True,True,False,False,True,False,False,0.0,3485.4021,0.0,0.0
777, 2012/12/10,3830.299,3883.669,3888.239,3812.609,3777.6,3716.95,3812.025,-88.881,-113.685,49.609,False,True,True,True,False,True,True,False,False,0.0,3447.2691,0.0,0.0
778, 2012/12/07,3757.179,3826.259,3829.389,3744.089,3719.0,3710.4,3820.525,-105.938,-119.887,27.896,False,True,True,True,False,False,True,False,False,0.0,3381.4611,0.0,0.0
779, 2012/12/06,3779.919,3758.599,3793.049,3735.989,3689.4,3715.6,3831.925,-120.324,-123.374,6.099,False,False,True,True,False,False,False,True,False,0.0,3401.9271,0.0,0.0
780, 2012/12/05,3635.249,3780.129,3795.799,3618.249,3664.2,3726.85,3847.75,-130.046,-124.136,-11.82,False,False,True,False,True,False,False,True,False,0.0,3271.7241,0.0,0.0
781, 2012/12/04,3579.619,3639.549,3643.709,3557.359,3639.5,3741.15,3867.5,-142.755,-122.658,-40.194,False,False,True,False,True,False,False,True,False,0.0,3221.6571,0.0,0.0
782, 2012/12/03,3673.519,3590.619,3698.569,3587.079,3656.3,3766.3,3894.375,-142.587,-117.634,-49.906,False,False,True,False,True,False,False,True,False,0.0,3306.1671,0.0,0.0
783, 2012/11/30,3631.909,3678.209,3680.129,3626.619,3701.8,3797.3,3924.95,-135.316,-111.396,-47.841,False,False,True,False,True,False,False,True,False,0.0,3268.7181,0.0,0.0
784, 2012/11/29,3655.469,3632.549,3693.279,3628.919,3741.8,3820.1,3952.875,-132.986,-105.416,-55.141,False,False,True,False,True,False,False,True,False,0.0,3289.9221,0.0,0.0
785, 2012/11/28,3706.239,3656.599,3706.239,3650.628,3789.5,3849.8,3983.6,-123.429,-98.523,-49.811,False,False,True,False,True,False,False,True,False,0.0,3335.6151,0.0,0.0
786, 2012/11/27,3799.819,3723.589,3799.819,3716.219,3842.8,3882.15,4009.675,-111.883,-92.297,-39.173,False,False,True,False,True,False,False,True,False,0.0,3419.8371,0.0,0.0
787, 2012/11/26,3871.449,3817.889,3877.639,3811.439,3876.3,3907.1,4031.475,-102.341,-87.4,-29.881,False,False,True,False,True,False,False,True,False,0.0,3484.3041,0.0,0.0
788, 2012/11/23,3876.259,3878.379,3900.958,3865.589,3892.8,3930.65,4049.175,-98.273,-83.665,-29.217,False,False,True,False,True,False,False,True,False,0.0,3488.6331,0.0,0.0
789, 2012/11/22,3900.868,3871.148,3904.508,3860.368,3898.4,3948.25,4063.3,-97.812,-80.013,-35.598,False,False,True,False,True,False,False,True,False,0.0,3510.7812,0.0,0.0
790, 2012/11/21,3889.118,3922.739,3922.739,3841.008,3910.1,3968.65,4081.975,-95.064,-75.563,-39.002,False,False,True,False,True,False,False,True,False,0.0,3500.2062,0.0,0.0
791, 2012/11/20,3908.108,3891.318,3924.848,3888.338,3921.5,3993.85,4099.75,-95.426,-70.688,-49.477,False,False,True,False,True,False,False,True,False,0.0,3517.2972,0.0,0.0
792, 2012/11/19,3902.368,3900.328,3902.368,3842.398,3937.9,4022.45,4120.825,-91.302,-64.503,-53.598,False,False,True,False,True,False,False,True,False,0.0,3512.1312,0.0,0.0
793, 2012/11/16,3919.729,3906.698,3921.759,3872.948,3968.5,4052.6,4144.55,-85.627,-57.803,-55.648,False,False,True,False,True,False,False,True,False,0.0,3527.7561,0.0,0.0
794, 2012/11/15,3961.368,3929.188,3984.828,3926.708,3998.1,4085.65,4167.325,-77.787,-50.847,-53.88,False,False,True,False,True,False,False,True,False,0.0,3565.2312,0.0,0.0
795, 2012/11/14,3972.958,3980.008,3990.008,3939.958,4027.2,4117.4,4189.5,-68.939,-44.113,-49.654,False,False,True,False,True,False,False,True,False,0.0,3575.6622,0.0,0.0
796, 2012/11/13,4050.758,3973.288,4050.758,3964.728,4066.2,4137.2,4205.475,-61.817,-37.906,-47.823,False,False,True,False,True,False,False,True,False,0.0,3645.6822,0.0,0.0
797, 2012/11/12,4058.528,4053.508,4082.258,4025.268,4107.0,4155.85,4221.35,-51.144,-31.928,-38.431,False,False,True,False,True,False,False,True,False,0.0,3652.6752,0.0,0.0
798, 2012/11/09,4069.668,4054.248,4084.298,4043.308,4136.7,4167.7,4232.375,-44.944,-27.124,-35.641,False,False,True,False,True,False,False,True,False,0.0,3662.7012,0.0,0.0
799, 2012/11/08,4142.658,4074.998,4144.778,4074.018,4173.2,4178.35,4245.15,-36.454,-22.669,-27.569,False,False,True,False,True,False,False,True,False,0.0,3728.3922,0.0,0.0
800, 2012/11/07,4176.928,4175.028,4195.718,4158.228,4207.6,4195.3,4258.225,-27.198,-19.223,-15.951,False,False,True,True,False,True,False,True,False,0.0,3759.2352,0.0,0.0
801, 2012/11/06,4196.829,4176.898,4202.929,4125.088,4208.2,4205.65,4269.15,-25.175,-17.229,-15.892,False,False,True,True,False,False,False,True,False,0.0,3777.1461,0.0,0.0
802, 2012/11/05,4224.589,4202.159,4252.819,4192.309,4204.7,4219.2,4277.4,-22.416,-15.242,-14.347,False,True,True,True,False,False,False,True,False,0.0,3802.1301,0.0,0.0
803, 2012/11/02,4243.979,4237.019,4253.809,4209.199,4198.7,4236.5,4278.725,-21.141,-13.449,-15.383,False,False,True,True,False,False,False,True,False,0.0,3819.5811,0.0,0.0
804, 2012/11/01,4180.379,4247.089,4253.369,4180.379,4183.5,4249.0,4280.125,-22.755,-11.526,-22.458,False,False,True,False,True,False,False,True,False,0.0,3762.3411,0.0,0.0
805, 2012/10/31,4154.189,4177.879,4181.709,4149.599,4183.0,4261.6,4275.925,-25.509,-8.719,-33.581,False,False,True,False,True,False,False,True,False,0.0,3738.7701,0.0,0.0
806, 2012/10/30,4164.519,4159.569,4208.879,4154.019,4203.1,4273.75,4269.9,-21.607,-4.521,-34.171,False,False,True,False,True,False,False,True,False,0.0,3748.0671,0.0,0.0
807, 2012/10/29,4146.789,4172.109,4185.979,4134.379,4233.7,4286.85,4269.45,-14.448,-0.25,-28.397,False,False,True,False,True,False,False,True,False,0.0,3732.1101,0.0,0.0
808, 2012/10/26,4236.469,4161.009,4241.819,4123.469,4274.3,4297.05,4269.425,-6.377,3.3,-19.354,False,False,True,False,True,False,False,True,False,0.0,3812.8221,0.0,0.0
809, 2012/10/25,4278.029,4244.319,4301.669,4234.849,4314.5,4311.95,4268.2,5.147,5.719,-1.143,False,False,True,False,True,False,True,False,False,0.0,3850.2261,0.0,0.0
810, 2012/10/24,4289.899,4278.619,4308.819,4268.579,4340.2,4321.15,4265.4,11.3,5.862,10.876,False,False,True,True,False,False,True,False,False,0.0,3860.9091,0.0,0.0
811, 2012/10/23,4373.299,4312.639,4373.899,4306.439,4344.4,4332.65,4266.825,15.496,4.502,21.986,False,False,True,True,False,True,True,False,False,0.0,3935.9691,0.0,0.0
812, 2012/10/22,4345.91,4374.689,4383.59,4335.56,4340.0,4335.6,4264.75,17.161,1.754,30.814,False,True,True,True,False,False,True,False,False,0.0,3911.319,0.0,0.0
813, 2012/10/19,4377.24,4361.85,4390.41,4350.03,4319.8,4320.95,4260.85,12.72,-2.098,29.636,False,False,True,True,False,False,True,False,False,0.0,3939.516,0.0,0.0
814, 2012/10/18,4306.99,4373.3,4377.72,4306.57,4309.4,4311.25,4262.825,8.174,-5.802,27.952,False,False,True,False,True,False,True,False,False,0.0,3876.291,0.0,0.0
815, 2012/10/17,4304.18,4299.49,4315.58,4255.95,4302.1,4290.25,4264.175,1.086,-9.296,20.764,False,False,True,False,True,False,True,False,False,0.0,3873.762,0.0,0.0
816, 2012/10/16,4268.26,4290.57,4318.85,4254.76,4320.9,4266.05,4272.25,-0.461,-11.892,22.861,False,False,True,True,False,False,True,False,False,0.0,3841.434,0.0,0.0
817, 2012/10/15,4309.51,4273.73,4312.9,4233.1,4331.2,4252.05,4279.85,-1.521,-14.749,26.457,False,False,True,True,False,False,True,False,False,0.0,3878.559,0.0,0.0
818, 2012/10/12,4347.7,4310.06,4387.64,4276.85,4322.1,4241.8,4288.625,-1.136,-18.056,33.841,False,True,True,True,False,False,True,False,False,0.0,3912.93,0.0,0.0
819, 2012/10/11,4378.76,4336.52,4390.65,4335.14,4313.1,4224.45,4294.175,-4.328,-22.287,35.918,False,True,True,True,False,False,True,False,False,0.0,3940.884,0.0,0.0
820, 2012/10/10,4337.6,4393.56,4396.54,4322.89,4278.4,4209.65,4290.95,-11.033,-26.776,31.486,False,True,True,True,False,True,True,False,False,0.0,3903.84,0.0,0.0
821, 2012/10/09,4239.85,4341.77,4343.229,4239.85,4211.2,4201.0,4282.375,-25.239,-30.712,10.947,False,True,True,True,False,False,False,True,False,0.0,3815.865,0.0,0.0
822, 2012/10/08,4267.99,4228.8,4290.1,4206.24,4172.9,4193.9,4275.075,-37.73,-32.08,-11.299,False,False,True,True,False,False,False,True,False,0.0,3841.191,0.0,0.0
823, 2012/09/28,4140.859,4264.83,4266.899,4139.509,4161.5,4200.75,4275.25,-41.622,-30.668,-21.908,False,False,True,False,True,False,False,True,False,0.0,3726.7731,0.0,0.0
824, 2012/09/27,4054.61,4163.02,4193.82,4053.58,4135.8,4214.4,4268.875,-49.653,-27.93,-43.446,False,False,True,False,True,False,False,True,False,0.0,3649.149,0.0,0.0
825, 2012/09/26,4148.62,4057.75,4165.479,4050.08,4140.9,4238.1,4266.9,-48.815,-22.499,-52.632,False,False,True,False,True,False,False,True,False,0.0,3733.758,0.0,0.0
826, 2012/09/25,4164.239,4150.439,4197.039,4141.559,4190.8,4278.45,4274.275,-36.316,-15.92,-40.793,False,False,True,False,True,False,False,True,False,0.0,3747.8151,0.0,0.0
827, 2012/09/24,4114.509,4171.469,4195.239,4087.339,4214.9,4307.65,4277.425,-29.273,-10.821,-36.906,False,False,True,False,True,False,False,True,False,0.0,3703.0581,0.0,0.0
828, 2012/09/21,4173.029,4136.489,4193.809,4130.579,4240.0,4335.45,4278.85,-21.999,-6.207,-31.583,False,False,True,False,True,False,False,True,False,0.0,3755.7261,0.0,0.0
829, 2012/09/20,4293.419,4188.479,4293.419,4181.41,4293.0,4363.9,4285.95,-8.833,-2.259,-13.147,False,False,True,False,True,False,True,False,False,0.0,3864.0771,0.0,0.0
830, 2012/09/19,4276.219,4306.739,4312.089,4264.319,4335.3,4372.25,4293.825,2.806,-0.616,6.844,False,False,True,False,True,False,True,False,False,0.0,3848.5971,0.0,0.0
831, 2012/09/18,4276.149,4271.309,4307.379,4253.039,4366.1,4363.75,4295.475,5.581,-1.472,14.104,False,False,True,False,True,False,True,False,False,0.0,3848.5341,0.0,0.0
832, 2012/09/17,4392.199,4296.959,4399.699,4296.959,4400.4,4356.25,4300.9,12.648,-3.235,31.765,False,False,True,False,True,False,True,False,False,0.0,3952.9791,0.0,0.0
833, 2012/09/14,4432.729,4401.459,4447.519,4365.879,4430.9,4349.75,4302.2,18.873,-7.205,52.156,False,False,True,True,False,False,True,False,False,0.0,3989.4561,0.0,0.0
834, 2012/09/13,4459.569,4399.949,4471.52,4397.669,4434.8,4323.35,4297.775,15.903,-13.725,59.256,False,True,True,True,False,False,True,False,False,0.0,4013.6121,0.0,0.0
835, 2012/09/12,4459.91,4461.02,4481.209,4416.6,4409.2,4295.7,4294.85,12.036,-21.132,66.335,False,True,True,True,False,False,True,False,False,0.0,4013.919,0.0,0.0
836, 2012/09/11,4431.67,4442.38,4442.38,4401.69,4361.4,4270.1,4291.375,0.706,-29.424,60.258,False,True,True,True,False,False,True,False,False,0.0,3988.503,0.0,0.0
837, 2012/09/10,4437.93,4449.46,4460.83,4416.44,4312.1,4247.2,4288.575,-11.868,-36.956,50.176,False,True,True,True,False,False,True,False,False,0.0,3994.137,0.0,0.0
838, 2012/09/07,4298.42,4421.37,4469.4,4298.42,4268.6,4222.25,4286.1,-28.464,-43.228,29.528,False,True,True,True,False,True,True,False,False,0.0,3868.578,0.0,0.0
839, 2012/09/06,4225.27,4271.57,4271.57,4225.27,4211.9,4208.0,4289.3,-46.373,-46.919,1.093,False,False,True,True,False,False,False,True,False,0.0,3802.743,0.0,0.0
840, 2012/09/05,4181.712,4222.152,4235.862,4173.703,4182.2,4215.4,4300.375,-53.304,-47.055,-12.497,False,True,True,False,True,False,False,True,False,0.0,3763.5408,0.0,0.0
841, 2012/09/04,4232.502,4196.072,4257.862,4190.502,4178.8,4227.2,4310.025,-56.343,-45.493,-21.699,False,False,True,True,False,False,False,True,False,0.0,3809.2518,0.0,0.0
842, 2012/09/03,4138.272,4231.862,4238.362,4130.433,4182.3,4245.55,4322.075,-56.748,-42.781,-27.933,False,False,True,False,True,False,False,True,False,0.0,3724.4448,0.0,0.0
843, 2012/08/31,4109.502,4137.792,4147.882,4105.413,4175.9,4254.65,4329.975,-60.082,-39.289,-41.585,False,False,True,False,True,False,False,True,False,0.0,3698.5518,0.0,0.0
844, 2012/08/30,4196.873,4123.252,4223.113,4068.752,4204.1,4272.2,4337.525,-53.887,-34.091,-39.591,False,False,True,False,True,False,False,True,False,0.0,3777.1857,0.0,0.0
845, 2012/08/29,4200.733,4205.263,4256.453,4185.843,4248.6,4294.0,4341.725,-43.715,-29.142,-29.145,False,False,True,False,True,False,False,True,False,0.0,3780.6597,0.0,0.0
846, 2012/08/28,4184.453,4213.313,4238.463,4178.063,4275.6,4312.65,4343.275,-38.446,-25.499,-25.893,False,False,True,False,True,False,False,True,False,0.0,3766.0077,0.0,0.0
847, 2012/08/27,4261.933,4200.143,4261.933,4195.523,4308.8,4329.95,4341.5,-31.981,-22.263,-19.437,False,False,True,False,True,False,False,True,False,0.0,3835.7397,0.0,0.0
848, 2012/08/24,4336.803,4278.323,4341.833,4271.973,4333.4,4349.95,4342.675,-21.924,-19.833,-4.181,False,False,True,True,False,False,True,False,False,0.0,3903.1227,0.0,0.0
849, 2012/08/23,4339.313,4346.273,4360.744,4288.333,4340.3,4370.6,4343.225,-16.729,-19.31,5.164,False,False,True,False,True,False,True,False,False,0.0,3905.3817,0.0,0.0
850, 2012/08/22,4382.293,4339.823,4394.633,4321.813,4339.4,4385.35,4341.825,-16.772,-19.956,6.367,False,False,True,False,True,False,True,False,False,0.0,3944.0637,0.0,0.0
851, 2012/08/21,4323.563,4379.264,4402.233,4312.323,4349.7,4392.85,4342.35,-15.928,-20.752,9.648,False,False,True,False,True,False,True,False,False,0.0,3891.2067,0.0,0.0
852, 2012/08/20,4285.333,4323.193,4329.074,4260.284,4351.1,4398.6,4341.7,-18.634,-21.958,6.648,False,False,True,False,True,False,True,False,False,0.0,3856.7997,0.0,0.0
853, 2012/08/17,4334.644,4313.284,4340.693,4277.824,4366.5,4405.3,4341.275,-16.108,-22.789,13.362,False,False,True,False,True,False,True,False,False,0.0,3901.1796,0.0,0.0
854, 2012/08/16,4366.684,4341.414,4378.344,4333.154,4400.9,4402.85,4343.4,-11.641,-24.459,25.637,False,False,True,False,True,False,True,False,False,0.0,3930.0156,0.0,0.0
855, 2012/08/15,4371.154,4391.304,4411.014,4347.494,4431.3,4389.45,4346.75,-8.633,-27.663,38.06,False,False,True,False,True,False,True,False,False,0.0,3934.0386,0.0,0.0
856, 2012/08/14,4395.974,4386.764,4405.654,4292.674,4436.0,4373.9,4346.125,-9.749,-32.421,45.344,False,False,True,True,False,False,True,False,False,0.0,3956.3766,0.0,0.0
857, 2012/08/13,4478.063,4400.034,4478.063,4399.124,4446.1,4353.05,4345.975,-10.569,-38.089,55.04,False,True,True,True,False,False,True,False,False,0.0,4030.2567,0.0,0.0
858, 2012/08/10,4487.604,4484.793,4499.423,4466.184,4444.1,4335.4,4344.7,-12.813,-44.969,64.313,False,False,True,True,False,False,True,False,False,0.0,4038.8436,0.0,0.0
859, 2012/08/09,4409.194,4493.454,4493.904,4398.824,4404.8,4315.85,4347.525,-24.12,-53.008,57.776,False,True,True,True,False,False,True,False,False,0.0,3968.2746,0.0,0.0
