,date,open,close,low,earning,stoploss_point,stoploss,earning_with_stoploss
150, 2015/07/14,8564.938,8555.758,8480.107,-1625.38,7708.4442,-856.4938,-856.4938
151, 2015/07/13,8283.758,8390.788,8202.868,-1422.09,7455.3822,-828.3758,-828.3758
152, 2015/07/10,7850.408,8001.468,7821.638,-909.25,7065.3672,-785.0408,-785.0408
153, 2015/07/09,7399.487,7677.208,7388.217,-533.909,6659.5383,-739.9487,-739.9487
154, 2015/07/08,7254.627,7427.087,7242.348,-639.229,6529.1643,-725.4627,-725.4627
155, 2015/07/07,7757.287,7531.177,7468.307,-1197.749,6981.5583,-775.7287,-775.7287
156, 2015/07/06,8660.357,8028.177,7653.757,-1992.779,7794.3213,-866.0357,-866.0357
157, 2015/07/03,8198.978,8068.067,7825.317,-1957.741,7379.0802,-819.8978,-819.8978
158, 2015/07/02,8865.248,8440.758,8288.518,-2282.211,7978.7232,-886.5248,-886.5248
159, 2015/07/01,9131.828,8879.518,8796.078,-2037.421,8218.6452,-913.1828,-913.1828
160, 2015/06/30,8488.249,9232.478,8119.279,-1420.852,7639.4241,-848.8249,-848.8249
161, 2015/06/29,9486.559,8690.818,8522.318,-2272.271,8537.9031,-948.6559,-948.6559
162, 2015/06/26,9823.629,9306.019,9278.989,-2810.091,8841.2661,-982.3629,-982.3629
163, 2015/06/25,10606.789,10160.599,10051.688,-3819.052,9546.1101,-1060.6789,-1060.6789
164, 2015/06/24,10540.459,10585.608,10303.269,-3690.521,9486.4131,-1054.0459,-1054.0459
165, 2015/06/23,10265.059,10462.949,9739.33,-3404.541,9238.5531,-1026.5059,-1026.5059
166, 2015/06/19,10719.318,10273.539,10248.579,-3585.99,9647.3862,-1071.9318,-1071.9318
167, 2015/06/18,11332.568,10897.679,10887.329,-4039.11,10199.3112,-1133.2568,-1133.2568
168, 2015/06/17,11232.938,11385.379,10888.438,-4299.891,10109.6442,-1123.2938,-1123.2938
169, 2015/06/16,11547.96,11230.71,11121.39,-4871.752,10393.164,-1154.796,-1154.796
170, 2015/06/15,12059.01,11702.63,11680.899,-5202.452,10853.109,-1205.901,-1205.901
171, 2015/06/12,11962.64,11996.52,11937.92,-4571.193,10766.376,-1196.264,-1196.264
172, 2015/06/11,11777.819,11934.71,11756.16,-3768.792,10600.0371,-1177.7819,-1177.7819
173, 2015/06/10,11454.989,11746.2,11361.05,-3018.522,10309.4901,-1145.4989,-1145.4989
174, 2015/06/09,11492.45,11503.859,11389.399,-2807.463,10343.205,-1149.245,-1149.245
175, 2015/06/08,11721.939,11530.77,11370.12,-3207.043,10549.7451,-1172.1939,-1172.1939
176, 2015/06/05,11799.679,11718.2,11492.389,-2696.363,10619.7111,-1179.9679,-1179.9679
177, 2015/06/04,11826.549,11678.818,11076.027,-2783.202,10643.8941,-1182.6549,-1182.6549
178, 2015/06/03,11963.068,11788.459,11551.688,-2950.771,10766.7612,-1196.3068,-1196.3068
179, 2015/06/02,11601.769,11896.229,11564.219,-2793.782,10441.5921,-1160.1769,-1160.1769
180, 2015/06/01,11095.639,11500.139,11095.639,-2170.882,9986.0751,-1109.5639,-1109.5639
181, 2015/05/29,10856.88,10972.108,10456.85,-1901.713,9771.192,-1085.688,-1085.688
182, 2015/05/28,11587.39,10851.56,10851.56,-2982.063,10428.651,-1158.739,-1158.739
183, 2015/05/27,11645.88,11580.689,11355.45,-3257.083,10481.292,-1164.588,-1164.588
184, 2015/05/26,11247.689,11564.43,11197.95,-2774.972,10122.9201,-1124.7689,-1124.7689
185, 2015/05/25,10809.54,11140.95,10748.85,-2200.224,9728.586,-1080.954,-1080.954
186, 2015/05/22,11031.33,10929.2,10726.05,-2797.853,9928.197,-1103.133,-1103.133
187, 2015/05/21,10451.528,10856.309,10451.528,-2115.411,9406.3752,-1045.1528,-1045.1528
188, 2015/05/20,10266.239,10387.249,10266.239,-1959.702,9239.6151,-1026.6239,-1026.6239
189, 2015/05/19,10000.55,10196.278,9880.74,-1389.333,9000.495,-1000.055,-1000.055
190, 2015/05/18,9618.5,9929.35,9608.29,-1367.894,8656.65,-961.85,-961.85
191, 2015/05/15,9677.519,9632.979,9487.688,-1306.913,8709.7671,-967.7519,-967.7519
192, 2015/05/14,9764.358,9706.709,9620.469,-689.11,8787.9222,-976.4358,-976.4358
193, 2015/05/13,9547.219,9725.188,9459.309,-286.831,8592.4971,-954.7219,-954.7219
194, 2015/05/12,9436.469,9597.209,9353.429,-377.421,8492.8221,-943.6469,-943.6469
195, 2015/05/11,9008.969,9404.139,8991.339,-9.251,8108.0721,-900.8969,-900.8969
196, 2015/05/08,8641.95,8937.74,8631.179,248.168,7777.755,-864.195,-864.195
197, 2015/05/07,8589.84,8542.09,8532.25,152.307,7730.856,-858.984,-858.984
198, 2015/05/06,8629.609,8615.399,8554.29,-352.511,7766.6481,-862.9609,-862.9609
199, 2015/05/05,8797.68,8570.62,8519.01,-680.443,7917.912,-879.768,-879.768
200, 2015/05/04,8799.729,8812.72,8693.97,-243.971,7919.7561,-879.9729,-879.9729
201, 2015/04/30,8828.28,8777.18,8776.649,-437.492,7945.452,-882.828,-882.828
202, 2015/04/29,8602.64,8798.149,8566.56,-601.172,7742.376,-860.264,-860.264
203, 2015/04/28,8936.58,8637.2,8551.2,-1259.372,8042.922,-893.658,-893.658
204, 2015/04/27,8973.88,8935.34,8881.6,-1546.793,8076.492,-897.388,-897.388
205, 2015/04/24,8798.979,8889.79,8745.79,-1267.802,7919.0811,-879.8979,-879.8979
206, 2015/04/23,8828.059,8886.08,8766.999,-799.882,7945.2531,-882.8059,-882.8059
207, 2015/04/22,8604.269,8775.929,8604.269,-536.202,7743.8421,-860.4269,-536.202
208, 2015/04/21,8224.549,8532.519,8224.549,216.209,7402.0941,-822.4549,216.209
209, 2015/04/20,8407.759,8214.039,8179.389,471.759,7566.9831,-840.7759,471.759
210, 2015/04/17,8497.279,8442.209,8402.099,735.199,7647.5511,-849.7279,735.199
211, 2015/04/16,8237.769,8450.188,8177.999,453.049,7413.9921,-823.7769,453.049
212, 2015/04/15,8630.879,8340.269,8340.269,675.14,7767.7911,-863.0879,675.14
213, 2015/04/14,8728.749,8663.159,8588.438,1431.85,7855.8741,-872.8749,1431.85
214, 2015/04/13,8573.509,8715.119,8517.429,2012.099,7716.1581,-857.3509,2012.099
215, 2015/04/10,8254.969,8519.188,8211.438,2207.98,7429.4721,-825.4969,2207.98
216, 2015/04/09,8421.99,8280.24,7993.34,1851.549,7579.791,-842.199,1851.549
217, 2015/04/08,8626.46,8428.14,8301.45,2271.219,7763.814,-862.646,2271.219
218, 2015/04/07,8511.49,8596.27,8511.49,2873.889,7660.341,-851.149,2873.889
219, 2015/04/03,8337.21,8476.14,8304.16,2893.5,7503.489,-833.721,2893.5
220, 2015/04/02,8304.58,8384.18,8253.88,3398.05,7474.122,-830.458,3398.05
221, 2015/04/01,8026.96,8233.14,8025.03,3969.56,7224.264,-802.696,3969.56
222, 2015/03/31,7957.3,8005.86,7919.04,3977.41,7161.57,-795.73,3977.41
223, 2015/03/30,7895.35,7945.12,7875.09,3850.85,7105.815,-789.535,3850.85
224, 2015/03/27,7758.59,7877.51,7737.94,3745.269,6982.731,-775.859,3745.269
225, 2015/03/26,7866.36,7748.86,7681.65,3664.41,7079.724,-786.636,3664.41
226, 2015/03/25,7765.8,7900.5,7737.49,3952.4,6989.22,-776.58,3952.4
227, 2015/03/24,7696.39,7765.89,7469.81,3982.428,6926.751,-769.639,3982.428
228, 2015/03/23,7471.74,7671.22,7471.74,4316.719,6724.566,-747.174,4316.719
229, 2015/03/20,7362.03,7423.81,7359.63,4534.199,6625.827,-736.203,4534.199
230, 2015/03/19,7364.67,7373.49,7297.49,4135.469,6628.203,-736.467,4135.469
231, 2015/03/18,7214.92,7358.89,7175.75,3757.188,6493.428,-721.492,3757.188
232, 2015/03/17,7228.16,7221.13,7135.66,3623.4,6505.344,-722.816,3623.4
233, 2015/03/16,6991.54,7193.209,6988.049,4589.149,6292.386,-699.154,4589.149
234, 2015/03/13,6866.229,6932.04,6850.2,4698.201,6179.6061,-686.6229,4698.201
235, 2015/03/12,6883.129,6830.31,6766.25,4257.821,6194.8161,-688.3129,4257.821
236, 2015/03/11,6878.429,6841.919,6817.369,4050.771,6190.5861,-687.8429,4050.771
237, 2015/03/10,6747.909,6870.969,6743.359,4108.4,6073.1181,-674.7909,4108.4
238, 2015/03/09,6610.109,6736.909,6567.379,3777.14,5949.0981,-661.0109,3777.14
239, 2015/03/06,6824.589,6640.889,6640.729,3371.689,6142.1301,-682.4589,3371.689
240, 2015/03/05,6773.859,6802.25,6716.689,3155.491,6096.4731,-677.3859,3155.491
241, 2015/03/04,6649.489,6764.729,6649.489,2983.49,5984.5401,-664.9489,2983.49
242, 2015/03/03,6689.219,6645.019,6640.199,3017.49,6020.2971,-668.9219,3017.49
243, 2015/03/02,6671.389,6738.639,6635.929,3053.799,6004.2501,-667.1389,3053.799
244, 2015/02/27,6567.699,6630.629,6547.519,3029.51,5910.9291,-656.7699,3029.51
245, 2015/02/26,6513.019,6568.739,6483.929,2891.12,5861.7171,-651.3019,2891.12
246, 2015/02/25,6596.869,6516.069,6488.289,2340.871,5937.1821,-659.6869,2340.871
247, 2015/02/17,6577.399,6568.069,6529.139,1964.691,5919.6591,-657.7399,1964.691
248, 2015/02/16,6391.439,6546.479,6391.439,2223.96,5752.2951,-639.1439,2223.96
249, 2015/02/13,6296.499,6358.959,6296.499,2274.121,5666.8491,-629.6499,2274.121
250, 2015/02/12,6232.129,6259.529,6216.539,2580.591,5608.9161,-623.2129,2580.591
251, 2015/02/11,6146.999,6224.939,6144.809,2630.181,5532.2991,-614.6999,2630.181
252, 2015/02/10,6005.119,6141.679,5995.649,2793.03,5404.6071,-600.5119,2793.03
253, 2015/02/09,6013.639,5994.959,5978.759,2623.561,5412.2751,-601.3639,2623.561
254, 2015/02/06,6147.639,6025.349,5993.859,2787.701,5532.8751,-614.7639,2787.701
255, 2015/02/05,6206.989,6151.989,6146.619,2682.801,5586.2901,-620.6989,2682.801
256, 2015/02/04,6208.459,6164.859,6161.31,2677.621,5587.6131,-620.8459,2677.621
257, 2015/02/03,6059.459,6190.7,6059.459,2716.47,5453.5131,-605.9459,2716.47
258, 2015/02/02,5989.659,6022.819,5979.419,2542.86,5390.6931,-598.9659,2542.86
259, 2015/01/30,6137.989,6046.609,6046.549,2076.05,5524.1901,-613.7989,2076.05
260, 2015/01/29,6116.129,6138.389,6099.909,2326.08,5504.5161,-611.6129,2326.08
261, 2015/01/28,6210.289,6166.509,6147.349,2239.899,5589.2601,-621.0289,2239.899
262, 2015/01/27,6230.559,6236.169,6133.499,2109.71,5607.5031,-623.0559,2109.71
263, 2015/01/26,6073.499,6206.109,6073.499,2589.66,5466.1491,-607.3499,2589.66
264, 2015/01/23,6150.999,6056.399,6030.849,2564.12,5535.8991,-615.0999,2564.12
265, 2015/01/22,6085.049,6147.439,6076.519,2434.139,5476.5441,-608.5049,2434.139
266, 2015/01/21,6001.629,6081.279,5992.899,2278.611,5401.4661,-600.1629,2278.611
267, 2015/01/20,5764.708,5960.639,5764.708,2663.432,5188.2372,-576.4708,2663.432
268, 2015/01/19,5735.958,5743.568,5670.008,2860.312,5162.3622,-573.5958,2860.312
269, 2015/01/16,5789.799,5890.849,5789.799,2686.341,5210.8191,-578.9799,2686.341
270, 2015/01/15,5782.479,5790.739,5749.729,2601.701,5204.2311,-578.2479,2601.701
271, 2015/01/14,5815.549,5784.219,5758.27,2417.591,5233.9941,-581.5549,2417.591
272, 2015/01/13,5682.68,5825.689,5682.68,2323.18,5114.412,-568.268,2323.18
273, 2015/01/12,5652.27,5679.93,5624.029,2292.85,5087.043,-565.227,2292.85
274, 2015/01/09,5662.75,5667.029,5661.779,2214.76,5096.475,-566.275,2214.76
275, 2015/01/08,5663.629,5674.31,5635.179,2085.231,5097.2661,-566.3629,2085.231
276, 2015/01/07,5696.439,5663.689,5633.93,2204.061,5126.7951,-569.6439,2204.061
277, 2015/01/06,5549.31,5705.729,5532.89,2216.58,4994.379,-554.931,2216.58
278, 2015/01/05,5476.31,5589.78,5447.899,2194.91,4928.679,-547.631,2194.91
279, 2014/12/31,5388.729,5461.189,5381.229,2035.081,4849.8561,-538.8729,2035.081
280, 2014/12/30,5491.399,5391.39,5380.069,1882.091,4942.2591,-549.1399,1882.091
281, 2014/12/29,5577.319,5498.049,5462.169,1781.571,5019.5871,-557.7319,1781.571
282, 2014/12/26,5519.979,5565.609,5498.91,1701.151,4967.9811,-551.9979,1701.151
283, 2014/12/25,5470.35,5518.83,5463.26,1722.859,4923.315,-547.035,1722.859
284, 2014/12/24,5414.39,5453.28,5393.58,1517.65,4872.951,-541.439,1517.65
285, 2014/12/23,5433.04,5386.0,5381.149,1397.27,4889.736,-543.304,1397.27
286, 2014/12/22,5646.06,5453.22,5435.25,1195.859,5081.454,-564.606,1195.859
287, 2014/12/19,5749.179,5668.149,5600.869,1121.79,5174.2611,-574.9179,1121.79
288, 2014/12/18,5775.469,5760.809,5758.539,961.44,5197.9221,-577.5469,961.44
289, 2014/12/17,5839.419,5793.109,5724.759,801.47,5255.4771,-583.9419,801.47
290, 2014/12/16,5885.759,5850.279,5820.199,916.491,5297.1831,-588.5759,916.491
291, 2014/12/15,5758.899,5882.179,5753.819,1005.83,5183.0091,-575.8899,1005.83
292, 2014/12/12,5737.359,5778.589,5727.449,907.66,5163.6231,-573.7359,907.66
293, 2014/12/11,5680.469,5726.449,5660.409,1058.17,5112.4221,-568.0469,1058.17
294, 2014/12/10,5500.049,5701.749,5500.049,1130.58,4950.0441,-550.0049,1130.58
295, 2014/12/09,5693.359,5488.999,5479.449,875.38,5124.0231,-569.3359,875.38
296, 2014/12/08,5667.939,5713.919,5624.449,848.13,5101.1451,-566.7939,848.13
297, 2014/12/05,5827.099,5697.709,5557.479,740.97,5244.3891,-582.7099,740.97
298, 2014/12/04,5701.739,5813.089,5701.739,844.74,5131.5651,-570.1739,844.74
299, 2014/12/03,5615.529,5697.799,5580.75,743.43,5053.9761,-561.5529,743.43
300, 2014/12/02,5543.83,5614.75,5539.6,715.699,4989.447,-554.383,715.699
301, 2014/12/01,5578.649,5554.359,5517.6,646.29,5020.7841,-557.8649,646.29
302, 2014/11/28,5595.409,5587.199,5526.919,546.27,5035.8681,-559.5409,546.27
303, 2014/11/27,5601.58,5598.879,5559.99,393.379,5041.422,-560.158,393.379
304, 2014/11/26,5588.4,5581.57,5546.6,436.949,5029.56,-558.84,436.949
305, 2014/11/25,5483.49,5574.1,5481.13,668.499,4935.141,-548.349,668.499
306, 2014/11/24,5470.22,5475.7,5445.44,694.639,4923.198,-547.022,694.639
307, 2014/11/21,5387.23,5425.35,5383.9,803.47,4848.507,-538.723,803.47
308, 2014/11/20,5401.16,5381.93,5375.57,621.659,4861.044,-540.116,621.659
309, 2014/11/19,5389.71,5418.18,5385.23,656.899,4850.739,-538.971,656.899
310, 2014/11/18,5387.79,5389.14,5371.92,750.599,4849.011,-538.779,750.599
311, 2014/11/17,5333.67,5382.96,5307.72,832.839,4800.303,-533.367,832.839
312, 2014/11/14,5293.67,5324.23,5272.45,942.499,4764.303,-529.367,942.499
313, 2014/11/13,5421.14,5314.68,5286.939,784.969,4879.026,-542.114,784.969
314, 2014/11/12,5355.169,5421.58,5349.77,701.23,4819.6521,-535.5169,701.23
315, 2014/11/11,5544.209,5370.029,5338.669,603.23,4989.7881,-554.4209,603.23
316, 2014/11/10,5502.54,5533.83,5475.0,578.739,4952.286,-550.254,578.739
317, 2014/11/07,5556.459,5495.87,5471.129,404.18,5000.8131,-555.6459,404.18
318, 2014/11/06,5515.459,5549.18,5490.189,228.109,4963.9131,-551.5459,228.109
319, 2014/11/05,5522.36,5514.62,5489.76,368.489,4970.124,-552.236,368.489
320, 2014/11/04,5575.68,5523.68,5503.2,215.059,5018.112,-557.568,215.059
321, 2014/11/03,5556.67,5575.47,5542.36,227.549,5001.003,-555.667,227.549
322, 2014/10/31,5574.88,5557.58,5509.73,250.809,5017.392,-557.488,250.809
323, 2014/10/30,5574.97,5568.54,5550.06,104.96,5017.473,-557.497,104.96
324, 2014/10/29,5552.5,5575.71,5529.221,114.529,4997.25,-555.25,114.529
325, 2014/10/28,5451.411,5539.44,5451.411,222.899,4906.2699,-545.1411,222.899
326, 2014/10/27,5396.221,5440.911,5369.271,267.468,4856.5989,-539.6221,267.468
327, 2014/10/24,5405.501,5410.861,5394.551,300.228,4864.9509,-540.5501,300.228
328, 2014/10/23,5457.391,5402.811,5379.061,132.389,4911.6519,-545.7391,132.389
329, 2014/10/22,5520.431,5469.071,5466.921,-59.242,4968.3879,-552.0431,-59.242
330, 2014/10/21,5560.531,5517.561,5510.241,-169.141,5004.4779,-556.0531,-169.141
331, 2014/10/20,5492.131,5555.471,5492.131,5.918,4942.9179,-549.2131,5.918
332, 2014/10/17,5518.812,5479.352,5393.361,46.797,4966.9308,-551.8812,46.797
333, 2014/10/16,5587.711,5525.421,5525.421,-68.881,5028.9399,-558.7711,-68.881
334, 2014/10/15,5577.841,5611.542,5536.721,-124.561,5020.0569,-557.7841,-124.561
335, 2014/10/14,5593.921,5577.211,5547.701,-207.921,5034.5289,-559.3921,-207.921
336, 2014/10/13,5611.121,5600.071,5538.391,-157.901,5050.0089,-561.1121,-157.901
337, 2014/10/10,5655.811,5640.931,5609.831,12.338,5090.2299,-565.5811,12.338
338, 2014/10/09,5678.981,5676.321,5608.061,81.828,5111.0829,-567.8981,81.828
339, 2014/10/08,5625.931,5666.821,5586.061,167.178,5063.3379,-562.5931,167.178
340, 2014/09/30,5576.231,5604.801,5569.851,274.048,5018.6079,-557.6231,274.048
341, 2014/09/29,5532.171,5564.711,5531.771,350.008,4978.9539,-553.2171,350.008
342, 2014/09/26,5484.731,5509.831,5472.071,293.858,4936.2579,-548.4731,293.858
343, 2014/09/25,5508.531,5489.721,5473.691,217.918,4957.6779,-550.8531,217.918
344, 2014/09/24,5409.731,5480.561,5396.481,292.018,4868.7579,-540.9731,292.018
345, 2014/09/23,5352.311,5420.461,5352.311,136.688,4817.0799,-535.2311,136.688
346, 2014/09/22,5434.901,5358.461,5343.611,279.018,4891.4109,-543.4901,279.018
