date,open,close,high,low,ma5,ma10,ma20,rolling_low,stop_loss,earnings,ma5_up_10,ma_cross_earnings
2015-03-16,3641.773,3705.671,3705.739,3621.119,3592.287,3551.277,3531.143,2952.008,3459.68435,-182.08865,,
2015-03-13,3604.671,3617.657,3641.392,3594.742,3558.703,3540.837,3516.206,2952.008,3424.43745,-180.23355,,
2015-03-12,3557.686,3592.844,3603.341,3536.534,3530.876,3536.355,3502.62,2952.008,3379.8017,-177.8843,,
2015-03-11,3524.575,3524.653,3568.916,3512.218,3511.576,3533.7,3488.598,2952.008,3348.34625,-176.22875,,
2015-03-10,3523.64,3520.611,3551.205,3511.985,3512.809,3529.108,3480.713,2952.008,3347.458,-176.182,,
2015-03-09,3449.696,3537.75,3546.705,3417.486,3510.267,3529.279,3474.771,2952.008,3277.2112,-172.4848,,
2015-03-06,3501.184,3478.52,3516.243,3472.392,3522.97,3527.736,3469.756,2952.008,3326.1248,-175.0592,,
2015-03-05,3513.249,3496.344,3517.083,3467.676,3541.835,3529.832,3463.528,2952.008,3337.58655,-175.66245,,
2015-03-04,3514.667,3530.822,3540.912,3497.172,3555.825,3527.181,3460.43,2952.008,3338.93365,-175.73335,,
2015-03-03,3579.315,3507.9,3579.315,3504.201,3545.406,3518.386,3457.979,2952.008,3400.34925,-178.96575,,
2015-03-02,3603.452,3601.265,3608.691,3566.527,3548.291,3511.009,3458.85,2952.008,3423.2794,-180.1726,,
2015-02-27,3565.233,3572.843,3594.813,3560.455,3532.502,3491.576,3457.533,2952.008,3386.97135,-178.26165,,
2015-02-26,3473.713,3566.295,3569.33,3456.871,3517.83,3468.884,3459.29,2952.008,3300.02735,-173.68565,,
2015-02-25,3529.55,3478.729,3529.55,3463.955,3498.537,3443.497,3459.562,2952.008,3353.0725,-176.4775,,
2015-02-24,3511.544,3522.322,3536.82,3511.093,3491.366,3432.318,3464.006,2952.008,3335.9668,-175.5772,True,-175.57720000000018
2015-02-17,3511.544,3522.322,3536.82,3511.093,3473.726,3420.263,3465.335,2952.008,3335.9668,-175.5772,,
2015-02-16,3473.289,3499.483,3504.475,3466.607,3450.65,3411.775,3459.03,2952.008,3299.62455,-173.66445,,
2015-02-13,3458.827,3469.828,3509.505,3452.079,3419.938,3397.223,3451.813,2952.008,3285.88565,-172.94135,,
2015-02-12,3435.361,3442.874,3453.582,3405.627,3388.456,3393.679,3460.079,2952.008,3263.59295,-171.76805,,
2015-02-11,3415.977,3434.124,3445.655,3412.136,3373.271,3397.571,3468.141,2952.008,3245.17815,-170.79885,,
2015-02-10,3345.077,3406.943,3407.18,3339.548,3366.8,3406.691,3471.556,2952.008,3177.82315,-167.25385,,
2015-02-09,3305.734,3345.921,3376.526,3298.597,3372.9,3423.49,3476.911,2952.008,3140.4473,-165.2867,,
2015-02-06,3352.33,3312.42,3374.051,3285.935,3374.508,3449.697,3485.294,2952.008,3184.7135,-167.6165,,
2015-02-05,3487.951,3366.946,3487.951,3366.862,3398.902,3475.628,3497.009,2952.008,3313.55345,-174.39755,,
2015-02-04,3446.144,3401.768,3476.817,3399.565,3421.872,3495.695,3506.625,2952.008,3273.8368,-172.3072,,
2015-02-03,3388.602,3437.445,3441.709,3360.717,3446.583,3510.406,3518.726,2952.008,3219.1719,-169.4301,,
2015-02-02,3360.193,3353.96,3407.256,3347.085,3474.08,3506.284,3528.907,2952.008,3192.18335,-168.00965,,
2015-01-30,3496.885,3434.39,3514.217,3431.936,3524.885,3506.403,3543.286,2952.008,3322.04075,-174.84425,,
2015-01-29,3474.915,3481.798,3505.582,3453.901,3552.354,3526.479,3548.251,2952.008,3301.16925,-173.74575,,
2015-01-28,3547.239,3525.323,3583.312,3512.393,3569.517,3538.711,3547.039,2952.008,3369.87705,-177.36195,,
2015-01-27,3614.038,3574.931,3616.258,3510.017,3574.229,3536.421,3543.546,2952.008,3433.3361,-180.7019,True,-180.70190000000002
2015-01-26,3580.118,3607.985,3611.617,3559.376,3538.487,3530.332,3537.091,2952.008,3401.1121,-179.0059,,
2015-01-23,3582.088,3571.732,3627.806,3548.626,3487.921,3520.891,3523.463,2952.008,3402.9836,-179.1044,,
2015-01-22,3551.052,3567.613,3576.756,3520.053,3500.604,3518.39,3506.396,2952.008,3373.4994,-177.5526,,
2015-01-21,3420.491,3548.885,3557.794,3409.43,3507.906,3517.555,3494.261,2952.008,3249.46645,-171.02455,,
2015-01-20,3336.793,3396.222,3419.204,3325.681,3498.613,3527.046,3486.541,2952.008,3169.95335,-166.83965,,
2015-01-19,3414.013,3355.155,3497.252,3330.981,3522.177,3551.529,3485.888,3019.556,3243.31235,-170.70065,,
2015-01-16,3616.248,3635.146,3662.158,3601.258,3553.861,3580.168,3485.427,3266.55,3435.4356,-180.8124,,
2015-01-15,3501.719,3604.121,3604.121,3482.27,3536.177,3570.024,3471.699,3285.935,3326.63305,-175.08595,,
2015-01-14,3522.907,3502.423,3547.242,3471.56,3527.204,3555.367,3456.663,3285.935,3346.76165,-176.14535,,
2015-01-13,3506.451,3514.04,3550.158,3494.768,3555.478,3550.67,3442.404,3285.935,3331.12845,-175.32255,,
2015-01-12,3531.515,3513.576,3560.527,3461.322,3580.881,3543.85,3426.363,3285.935,3354.93925,-176.57575,,
2015-01-09,3547.574,3546.723,3689.753,3536.395,3606.474,3526.034,3409.835,3285.935,3370.1953,-177.3787,,
2015-01-08,3650.073,3559.259,3659.945,3552.1,3603.871,3494.401,3393.576,3285.935,3467.56935,-182.50365,,
2015-01-07,3620.924,3643.79,3671.19,3601.698,3583.53,3470.967,3370.959,3285.935,3439.8778,-181.0462,,
2015-01-06,3608.428,3641.059,3683.226,3587.231,3545.863,3446.036,3351.413,3285.935,3428.0066,-180.4214,,
2015-01-05,3566.089,3641.541,3669.042,3551.51,3506.819,3420.247,3325.604,3285.935,3387.78455,-178.30445,,
2014-12-31,3462.389,3533.705,3542.34,3452.498,3445.594,3390.686,3298.745,3285.935,3289.26955,-173.11945,,
2014-12-30,3450.814,3457.554,3491.826,3422.174,3384.93,3373.375,3270.437,3285.935,3278.2733,496.658,,
2014-12-29,3502.183,3455.455,3524.28,3405.836,3358.404,3357.96,3243.756,3285.935,3327.07385,-175.10915,,
2014-12-26,3343.64,3445.839,3453.338,3335.012,3346.21,3334.137,3211.974,3285.935,3176.458,459.288,,
2014-12-25,3254.48,3335.419,3335.779,3226.322,3333.675,3308.876,3180.123,3226.322,3091.756,683.143,,
2014-12-24,3332.146,3230.385,3340.357,3188.495,3335.777,3293.635,3151.077,3188.495,3165.5387,495.227,,
2014-12-23,3358.798,3324.924,3431.779,3316.913,3361.819,3292.751,3125.709,3188.495,3190.8581,-167.9399,,
2014-12-22,3396.251,3394.481,3455.207,3357.661,3357.515,3270.95,3093.74,3188.495,3226.43845,-169.81255,,
2014-12-19,3345.629,3383.167,3397.183,3280.916,3322.064,3256.79,3056.479,3188.495,3178.34755,570.151,,
2014-12-18,3359.09,3345.927,3393.711,3322.229,3284.076,3230.962,3016.494,3188.495,3191.1355,-167.9545,,
2014-12-17,3325.82,3360.598,3368.194,3275.736,3251.493,3206.804,2976.052,3188.495,3159.529,365.154,,
2014-12-16,3221.358,3303.402,3303.402,3207.688,3223.683,3167.499,2934.883,3188.495,3060.2901,876.438,,
2014-12-15,3176.829,3217.228,3226.221,3143.297,3184.385,3129.553,2896.784,3143.297,3017.98755,1078.369,,
2014-12-12,3182.923,3193.227,3239.447,3167.928,3191.516,3089.812,2864.278,3143.297,3023.77685,976.009,,
2014-12-11,3185.161,3183.012,3254.424,3158.443,3177.847,3051.371,2833.671,3143.297,3025.90295,963.399,,
2014-12-10,3120.212,3221.546,3229.047,3058.191,3162.115,3008.519,2803.508,3058.191,2964.2014,989.549,,
2014-12-09,3233.097,3106.913,3387.827,3074.516,3111.316,2958.666,2772.147,3058.191,3071.44215,-161.65485,,
2014-12-08,3108.272,3252.881,3270.881,3075.7,3074.721,2916.531,2744.732,3058.191,2952.8584,915.485,,
2014-12-05,3143.968,3124.885,3195.798,3011.936,2988.107,2856.168,2710.374,3011.936,2986.7696,805.671,,
2014-12-04,2975.403,3104.351,3104.89,2968.876,2924.894,2802.025,2679.237,2968.876,2826.63285,1093.477,,
2014-12-03,2936.124,2967.549,3028.225,2912.246,2854.922,2745.3,2649.323,2912.246,2789.3178,1242.506,,
2014-12-02,2807.338,2923.94,2944.506,2804.293,2806.016,2702.268,2626.118,2804.293,2666.9711,1324.893,,
2014-12-01,2825.611,2819.812,2855.332,2808.653,2758.34,2664.015,2605.58,2804.293,2684.33045,1090.661,,
2014-11-28,2753.925,2808.819,2809.543,2740.374,2724.229,2638.744,2590.217,2740.374,2616.22875,867.755,,
2014-11-27,2737.03,2754.49,2754.49,2718.704,2679.156,2615.971,2575.192,2718.704,2600.1785,914.03,,
2014-11-26,2695.263,2723.018,2723.36,2690.31,2635.678,2598.497,2560.914,2690.31,2560.49985,1182.591,,
2014-11-25,2650.085,2685.561,2686.063,2643.843,2598.519,2585.627,2547.332,2643.843,2517.58075,1568.181,,
2014-11-24,2614.16,2649.258,2667.671,2602.944,2569.69,2572.933,2533.886,2602.944,2483.452,1403.042,,
2014-11-21,2537.538,2583.455,2585.362,2530.032,2553.259,2564.58,2519.865,2530.032,2410.6611,1750.196,,
2014-11-20,2528.78,2537.099,2545.473,2522.836,2552.786,2556.449,2510.228,2522.836,2402.341,1880.204,,
2014-11-19,2538.233,2537.223,2550.5,2531.318,2561.317,2553.346,2503.17,2522.836,2411.32135,1622.834,,
2014-11-18,2565.273,2541.416,2570.211,2534.927,2572.736,2549.969,2497.241,2522.836,2437.00935,1881.569,,
2014-11-17,2613.513,2567.101,2614.086,2565.943,2576.175,2547.144,2491.839,2522.836,2482.83735,1960.359,,
2014-11-14,2569.211,2581.093,2581.932,2557.666,2575.901,2541.689,2486.22,2522.836,2440.75045,2337.031,,
2014-11-13,2597.389,2579.75,2607.519,2567.463,2560.113,2534.412,2479.252,2522.836,2467.51955,2214.206,,
2014-11-12,2545.403,2594.318,2594.318,2539.601,2545.376,2523.33,2472.484,2522.836,2418.13285,2096.022,,
2014-11-11,2578.438,2558.612,2602.373,2532.572,2527.202,2509.036,2465.962,2522.836,2449.5161,2268.619,,
2014-11-10,2529.83,2565.73,2565.73,2514.71,2518.114,2494.841,2460.359,2514.71,2403.3385,2577.865,,
2014-11-07,2508.765,2502.153,2541.549,2489.419,2507.478,2475.151,2454.82,2489.419,2383.32675,2563.541,,
2014-11-06,2505.167,2506.067,2510.985,2482.983,2508.712,2464.006,2453.052,2482.983,2379.90865,2659.858,,
2014-11-05,2516.87,2503.448,2519.399,2499.228,2501.284,2452.993,2451.846,2482.983,2391.0265,2837.144,,
2014-11-04,2511.036,2513.172,2517.46,2498.605,2490.871,2444.512,2450.593,2482.983,2385.4842,2818.242,True,2818.242
2014-11-03,2515.824,2512.548,2524.172,2502.06,2471.567,2436.534,2447.484,2482.983,2390.0328,2789.317,,
2014-10-31,2473.501,2508.325,2512.189,2466.504,2442.824,2430.75,2444.246,2466.504,2349.82595,2780.803,,
2014-10-30,2450.361,2468.925,2474.376,2443.759,2419.3,2424.091,2440.69,2443.759,2327.84295,2929.109,,
2014-10-29,2423.813,2451.384,2461.268,2415.703,2404.702,2421.638,2439.092,2415.703,2302.62235,2835.595,,
2014-10-28,2373.155,2416.653,2416.766,2373.155,2398.154,2422.887,2438.616,2373.155,2254.49725,2881.75,,
2014-10-27,2377.542,2368.832,2377.542,2361.68,2401.501,2425.878,2437.757,2361.68,2258.6649,2778.47,,
2014-10-24,2397.848,2390.706,2404.993,2385.725,2418.677,2434.489,2438.261,2361.68,2277.9556,2778.749,,
2014-10-23,2415.44,2395.936,2424.662,2392.532,2428.882,2442.098,2439.986,2361.68,2294.668,2675.832,,
2014-10-22,2434.886,2418.641,2447.467,2417.562,2438.574,2450.7,2440.623,2361.68,2313.1417,2427.87,,
2014-10-21,2453.406,2433.391,2459.255,2432.552,2447.621,2456.674,2439.757,2361.68,2330.7357,2386.124,,
2014-10-20,2448.453,2454.711,2456.621,2441.896,2450.255,2458.434,2437.526,2361.68,2326.03035,2725.648,,
2014-10-17,2443.222,2441.732,2456.105,2410.401,2450.302,2457.742,2436.65,2361.68,2321.0609,2772.948,,
2014-10-16,2448.968,2444.395,2480.3,2441.822,2455.313,2457.289,2436.481,2361.68,2326.5196,2691.83,,
2014-10-15,2444.538,2463.874,2465.498,2431.188,2462.825,2456.546,2435.434,2361.68,2322.3111,2504.572,,
2014-10-14,2451.094,2446.562,2467.904,2436.336,2465.727,2454.345,2433.862,2361.68,2328.5393,2444.831,,
2014-10-13,2457.412,2454.946,2460.389,2430.546,2466.612,2449.635,2433.795,2361.68,2334.5414,2311.277,,
2014-10-10,2472.096,2466.789,2482.136,2457.684,2465.183,2442.033,2433.51,2361.68,2348.4912,2279.476,,
2014-10-09,2480.197,2481.955,2488.113,2461.112,2459.265,2437.875,2431.482,2361.68,2356.18715,2097.44,,
2014-10-08,2460.87,2478.383,2478.383,2445.268,2450.267,2430.546,2427.826,2361.68,2337.8265,2121.188,,
2014-09-30,2452.166,2450.988,2454.885,2444.204,2442.963,2422.84,2423.23,2361.68,2329.5577,2238.589,,
2014-09-29,2443.91,2447.799,2453.665,2435.611,2432.658,2416.618,2418.447,2361.68,2321.7145,2274.045,,
2014-09-26,2430.808,2437.201,2439.649,2420.499,2418.882,2415.557,2412.971,2361.68,2309.2676,2315.905,,
2014-09-25,2453.423,2436.965,2462.668,2429.587,2416.484,2415.672,2406.675,2361.68,2330.75185,2238.699,,
2014-09-24,2391.419,2441.864,2443.978,2387.07,2410.824,2414.321,2401.206,2361.68,2271.84805,2190.672,,
2014-09-23,2379.521,2399.462,2402.482,2379.521,2402.717,2413.378,2395.318,2361.68,2260.54495,2136.033,,
2014-09-22,2419.326,2378.92,2419.326,2374.108,2400.577,2417.954,2392.488,2361.68,2298.3597,2101.492,,
2014-09-19,2409.313,2425.211,2430.149,2402.313,2412.231,2424.988,2391.81,2361.68,2288.84735,2216.918,,
2014-09-18,2396.379,2408.664,2414.946,2389.622,2414.86,2425.09,2388.262,2361.68,2276.56005,2388.813,,
2014-09-17,2395.361,2401.326,2405.371,2379.091,2417.818,2425.107,2386.136,2361.68,2275.59295,2362.276,,
2014-09-16,2440.339,2388.765,2442.924,2386.98,2424.04,2423.62,2384.808,2361.68,2318.32205,2348.073,,
2014-09-15,2433.001,2437.189,2439.254,2418.959,2435.332,2420.276,2384.097,2361.68,2311.35095,2289.902,,
2014-09-12,2418.752,2438.358,2438.358,2412.622,2437.746,2410.385,2380.27,2361.68,2297.8144,2392.567,,
2014-09-11,2430.678,2423.454,2461.473,2417.269,2435.319,2397.677,2375.149,2361.68,2309.1441,2323.193,,
2014-09-10,2435.593,2432.433,2437.081,2422.646,2432.396,2388.091,2371.921,2361.68,2313.81335,2247.033,,
2014-09-09,2452.227,2445.224,2454.893,2437.078,2423.201,2377.257,2368.152,2361.68,2329.61565,2312.254,,
2014-09-05,2433.174,2449.259,2450.634,2427.987,2405.22,2367.021,2364.159,2361.68,2311.5153,2203.881,,
2014-09-04,2411.934,2426.224,2427.297,2404.082,2383.025,2358.632,2358.252,2361.68,2291.3373,2108.527,True,2108.527
2014-09-03,2389.694,2408.838,2414.26,2389.679,2360.036,2351.434,2353.314,2361.68,2270.2093,2225.34,,
2014-09-02,2359.862,2386.46,2387.655,2349.949,2343.787,2347.164,2351.033,2349.949,2241.8689,2218.817,,
2014-09-01,2340.925,2355.317,2355.552,2338.53,2331.314,2345.995,2350.178,2338.53,2223.87875,2014.566,,
2014-08-29,2317.304,2338.287,2338.774,2313.262,2328.823,2347.919,2351.193,2313.262,2201.4388,2122.01,,
2014-08-28,2328.059,2311.278,2336.363,2309.639,2334.238,2350.154,2350.749,2309.639,2211.65605,2104.067,,
2014-08-27,2323.79,2327.595,2336.737,2322.885,2342.832,2352.621,2352.697,2309.639,2207.6005,2070.257,,
2014-08-26,2339.6,2324.092,2350.391,2317.184,2350.541,2355.751,2352.418,2309.639,2222.62,1909.783,,
2014-08-25,2367.019,2342.863,2367.606,2338.455,2360.676,2359.047,2352.782,2309.639,2248.66805,1949.939,,
2014-08-22,2352.316,2365.364,2368.457,2350.986,2367.016,2361.296,2351.834,2309.639,2234.7002,1925.134,,
2014-08-21,2365.731,2354.244,2367.46,2333.299,2366.07,2357.873,2346.588,2309.639,2247.44445,1848.163,,
2014-08-20,2371.649,2366.14,2375.475,2360.837,2362.41,2355.194,2340.727,2309.639,2253.06655,1733.023,,
2014-08-19,2378.886,2374.768,2379.474,2358.965,2360.962,2354.902,2332.311,2309.639,2259.9417,1771.06,,
2014-08-18,2366.272,2374.562,2379.804,2361.197,2357.419,2354.361,2323.208,2309.639,2247.9584,1691.229,,
2014-08-15,2337.985,2360.635,2366.902,2333.123,2355.576,2354.467,2312.795,2309.639,2221.08575,1800.9,,
2014-08-14,2357.198,2335.945,2363.18,2334.08,2349.676,2351.343,2302.97,2309.639,2239.3381,1641.826,,
2014-08-13,2358.459,2358.901,2370.513,2335.694,2347.979,2352.774,2294.026,2309.639,2240.53605,1599.083,,
2014-08-12,2361.17,2357.052,2361.17,2344.716,2348.843,2349.085,2284.625,2309.639,2243.1115,1560.575,,
2014-08-11,2338.008,2365.349,2367.004,2337.014,2351.303,2346.517,2275.521,2309.639,2221.1076,1623.57,,
2014-08-08,2329.184,2331.134,2339.27,2319.288,2353.357,2342.372,2265.841,2309.639,2212.7248,1650.882,,
2014-08-07,2363.608,2327.457,2369.204,2326.268,2353.011,2335.304,2256.685,2309.639,2245.4276,1559.475,,
2014-08-06,2358.206,2363.221,2371.667,2334.334,2357.569,2326.259,2247.454,2309.639,2240.2957,1494.286,,
2014-08-05,2376.797,2369.353,2380.774,2353.795,2349.327,2309.721,2236.729,2309.639,2257.95715,1474.452,,
2014-08-04,2336.63,2375.62,2375.62,2332.138,2341.731,2292.055,2227.285,2309.639,2219.7985,1432.456,,
2014-08-01,2341.227,2329.402,2371.5,2328.966,2331.386,2271.123,2217.318,2309.639,2224.16565,1392.734,,
2014-07-31,2321.967,2350.251,2350.551,2316.585,2317.596,2254.597,2209.783,2309.639,2205.86865,1319.806,,
2014-07-30,2324.69,2322.011,2339.038,2316.058,2294.949,2235.278,2201.28,2309.639,2208.4555,1279.981,,
2014-07-29,2326.038,2331.369,2342.77,2316.217,2270.114,2220.164,2193.723,2309.639,2209.7361,1231.648,,
2014-07-28,2272.383,2323.897,2331.472,2272.383,2242.379,2204.525,2185.382,2272.383,2158.76385,1252.192,,
2014-07-25,2243.067,2260.454,2260.89,2239.066,2210.859,2189.311,2177.443,2239.066,2130.91365,1280.573,,
2014-07-24,2199.833,2237.015,2239.815,2199.833,2191.597,2178.066,2171.934,2199.833,2089.84135,1249.863,,
2014-07-23,2191.394,2197.833,2210.282,2190.555,2175.608,2168.65,2167.537,2190.555,2081.8243,1309.79,,
2014-07-22,2162.436,2192.698,2197.592,2162.236,2170.215,2163.737,2164.314,2162.236,2054.3142,1350.813,,
2014-07-21,2164.223,2166.295,2171.94,2158.955,2166.67,2162.515,2161.92,2158.955,2056.01185,1350.444,,
2014-07-18,2147.663,2164.144,2176.325,2145.446,2167.763,2163.514,2160.31,2145.446,2040.27985,1431.652,,
2014-07-17,2166.831,2157.068,2166.932,2147.084,2164.536,2164.969,2158.94,2145.446,2058.48945,1436.621,,
2014-07-16,2172.824,2170.868,2183.248,2166.774,2161.692,2167.282,2157.432,2145.446,2064.1828,1392.409,,
2014-07-15,2170.089,2174.976,2176.272,2165.206,2157.26,2167.282,2156.9,2145.446,2061.58455,1303.624,,
2014-07-14,2149.542,2171.758,2171.902,2145.278,2158.359,2166.24,2156.635,2145.278,2042.0649,1380.008,,
2014-07-11,2136.317,2148.009,2154.735,2134.795,2159.266,2165.576,2157.64,2134.795,2029.50115,1375.227,,
2014-07-10,2146.601,2142.847,2151.774,2139.522,2165.403,2165.801,2159.052,2134.795,2039.27095,1364.943,,
2014-07-09,2178.135,2148.71,2178.51,2148.26,2172.872,2166.424,2159.58,2134.795,2069.22825,1295.154,,
2014-07-08,2174.828,2180.473,2180.778,2163.359,2177.303,2164.89,2160.183,2134.795,2066.0866,1283.999,,
2014-07-07,2178.546,2176.289,2186.202,2171.083,2174.12,2161.325,2159.222,2134.795,2069.6187,1256.815,,
2014-07-04,2180.445,2178.695,2183.798,2174.073,2171.886,2157.107,2157.122,2134.795,2071.42275,1235.532,,
2014-07-03,2169.003,2180.192,2184.964,2164.843,2166.199,2152.91,2154.923,2134.795,2060.55285,1176.074,,
2014-07-02,2163.998,2170.867,2171.51,2155.609,2159.976,2147.582,2153.443,2134.795,2055.7981,1141.736,True,1141.7359999999999
2014-07-01,2169.199,2164.559,2171.15,2157.133,2152.476,2146.519,2151.314,2134.795,2060.73905,1183.131,,
2014-06-30,2152.306,2165.118,2168.221,2152.306,2148.529,2147.03,2150.582,2134.795,2044.6907,1335.645,,
2014-06-27,2146.374,2150.258,2159.526,2138.927,2142.327,2149.704,2150.149,2134.795,2039.0553,1299.77,,
2014-06-26,2135.156,2149.076,2151.114,2134.891,2139.621,2152.302,2150.394,2134.795,2028.3982,1253.446,,
2014-06-25,2141.726,2133.371,2141.726,2126.035,2135.188,2152.736,2151.408,2126.035,2034.6397,1218.467,,
2014-06-24,2131.686,2144.821,2145.213,2130.292,2140.561,2155.475,2152.104,2126.035,2025.1017,1365.199,,
2014-06-23,2137.926,2134.11,2147.227,2132.454,2145.532,2157.12,2152.661,2126.035,2031.0297,1336.989,,
2014-06-20,2124.963,2136.729,2137.034,2120.807,2157.081,2157.137,2153.377,2120.807,2018.71485,1422.276,,
2014-06-19,2161.426,2126.907,2166.407,2119.498,2164.983,2156.936,2153.084,2119.498,2053.3547,1452.612,,
2014-06-18,2169.252,2160.239,2172.549,2158.497,2170.284,2159.305,2153.533,2119.498,2060.7894,1410.866,,
2014-06-17,2185.681,2169.674,2185.681,2168.445,2170.389,2156.109,2151.31,2119.498,2076.39695,1396.407,,
2014-06-16,2176.438,2191.855,2196.343,2174.277,2168.708,2154.133,2148.583,2119.498,2067.6161,1374.614,,
2014-06-13,2150.987,2176.242,2183.645,2150.569,2157.193,2150.594,2146.288,2119.498,2043.43765,1269.504,,
2014-06-12,2156.761,2153.41,2160.988,2148.413,2148.888,2148.486,2144.68,2119.498,2048.92295,1180.032,True,1180.0320000000002
2014-06-11,2156.151,2160.766,2163.61,2152.08,2148.327,2150.08,2145.629,2119.498,2048.34345,1257.862,,
2014-06-10,2138.671,2161.268,2161.526,2132.447,2141.828,2148.732,2146.333,2119.498,2031.73745,1477.577,,
2014-06-09,2128.225,2134.281,2153.903,2126.665,2139.558,2148.203,2147.272,2119.498,2021.81375,1373.494,,
2014-06-06,2149.214,2134.716,2149.783,2123.98,2143.995,2149.616,2147.211,2119.498,2041.7533,1373.693,,
2014-06-05,2126.607,2150.602,2150.93,2123.524,2148.084,2149.231,2147.25,2119.498,2020.27665,1379.844,,
2014-06-04,2149.407,2128.274,2149.452,2117.313,2151.834,2147.761,2146.585,2117.313,2041.93665,1382.108,,
2014-06-03,2157.64,2149.918,2168.995,2149.291,2155.636,2146.511,2148.038,2117.313,2049.758,1389.934,,
2014-05-30,2156.381,2156.464,2166.907,2146.218,2156.847,2143.034,2148.366,2117.313,2048.56195,1493.692,,
2014-05-29,2171.26,2155.164,2178.092,2154.925,2155.237,2141.983,2148.475,2117.313,2062.697,1449.664,True,1449.6639999999998
2014-05-28,2147.467,2169.352,2171.172,2142.007,2150.378,2140.875,2148.641,2117.313,2040.09365,1460.961,,
2014-05-27,2154.395,2147.28,2160.027,2145.752,2143.689,2141.177,2146.921,2117.313,2046.67525,1411.694,,
2014-05-26,2161.892,2155.976,2165.421,2147.445,2137.387,2143.934,2147.949,2117.313,2053.7974,1300.497,,
2014-05-23,2130.775,2148.414,2148.583,2128.663,2129.22,2146.341,2149.674,2117.313,2024.23625,1320.039,,
2014-05-22,2134.087,2130.868,2160.909,2128.858,2128.728,2144.805,2151.986,2117.313,2027.38265,1368.096,,
2014-05-21,2106.762,2135.905,2136.1,2096.514,2131.371,2145.268,2155.283,2096.514,2001.4239,1236.878,,
2014-05-20,2124.708,2115.771,2131.567,2110.72,2138.664,2145.409,2157.85,2096.514,2018.4726,1129.772,,
2014-05-19,2139.362,2115.143,2139.362,2105.713,2150.481,2149.565,2163.285,2096.514,2032.3939,1192.784,,
2014-05-16,2143.926,2145.952,2150.5,2132.186,2163.463,2153.697,2168.768,2096.514,2036.7297,1214.872,,
2014-05-15,2169.278,2144.084,2171.453,2142.338,2160.882,2154.968,2173.097,2096.514,2060.8141,1226.973,,
2014-05-14,2175.094,2172.372,2184.221,2168.997,2159.165,2156.407,2177.366,2096.514,2066.3393,1170.535,,
2014-05-13,2180.059,2174.852,2185.046,2167.767,2152.154,2152.666,2182.178,2096.514,2071.05605,1179.031,,
2014-05-12,2150.313,2180.054,2184.332,2139.483,2148.649,2151.964,2186.969,2096.514,2042.79735,1175.507,,
2014-05-09,2138.84,2133.05,2141.559,2120.595,2143.932,2153.006,2191.654,2096.514,2031.898,1082.518,,
2014-05-08,2132.036,2135.496,2168.206,2128.318,2149.054,2159.168,2196.933,2096.514,2025.4342,1044.793,,
2014-05-07,2151.472,2137.316,2153.723,2136.99,2153.649,2165.298,2202.024,2096.514,2043.8984,1031.451,,
2014-05-06,2151.388,2157.328,2173.618,2150.112,2153.179,2170.291,2204.431,2096.514,2043.8186,1033.773,,
2014-05-05,2152.59,2156.47,2161.703,2131.232,2155.279,2177.006,2204.815,2096.514,2044.9605,967.622,,
2014-04-30,2158.762,2158.659,2164.175,2153.124,2162.08,2183.839,2206.028,2096.514,2050.8239,1074.335,,
2014-04-29,2134.413,2158.47,2159.379,2131.783,2169.281,2191.226,2206.251,2096.514,2027.69235,973.859,,
2014-04-28,2165.773,2134.969,2171.385,2132.695,2176.946,2198.325,2205.643,2096.514,2057.48435,978.195,,
2014-04-25,2195.815,2167.826,2201.712,2167.64,2187.402,2211.69,2206.492,2096.514,2086.02425,779.588,,
2014-04-24,2192.769,2190.474,2209.454,2186.763,2198.733,2221.974,2205.887,2096.514,2083.13055,743.355,,
2014-04-23,2191.231,2194.668,2205.594,2187.388,2205.599,2230.302,2204.915,2096.514,2081.66945,616.107,,
2014-04-22,2184.017,2196.795,2196.849,2165.075,2213.17,2234.697,2203.904,2096.514,2074.81615,641.594,,
2014-04-21,2209.942,2187.248,2231.707,2186.755,2219.704,2238.749,2202.892,2096.514,2099.4449,-110.4971,,
2014-04-18,2215.879,2224.479,2228.77,2203.047,2235.977,2238.572,2201.469,2096.514,2105.08505,-110.79395,,
2014-04-17,2238.779,2224.803,2241.622,2221.954,2245.214,2232.625,2194.594,2096.514,2126.84005,-111.93895,,
2014-04-16,2223.468,2232.526,2245.315,2221.153,2255.006,2228.217,2189.397,2096.514,2112.2946,-111.1734,,
2014-04-15,2261.411,2229.463,2261.474,2225.685,2256.225,2221.276,2184.677,2096.514,2148.34045,-113.07055,,
2014-04-14,2267.943,2268.613,2275.83,2255.456,2257.795,2212.96,2180.356,2096.514,2154.54585,-113.39715,,
2014-04-11,2269.565,2270.666,2281.105,2261.133,2241.167,2201.295,2173.067,2096.514,2156.08675,-113.47825,,
2014-04-10,2241.452,2273.761,2290.742,2229.515,2220.035,2189.8,2166.551,2096.514,2129.3794,-112.0726,,
2014-04-09,2239.791,2238.62,2246.793,2228.994,2201.429,2179.528,2158.569,2096.514,2127.80145,-111.98955,,
2014-04-08,2179.92,2237.316,2243.97,2178.905,2186.328,2173.11,2152.071,2096.514,2070.924,433.593,,
2014-04-04,2157.982,2185.472,2186.154,2155.277,2168.125,2167.034,2145.095,2096.514,2050.0829,411.229,,
