,avge,avge2,count,days,ma,scope,sum,sum2
362,148.991956458,176.998256347,2710,150,ma20,0.1,403768.202,479665.2747
363,147.810783451,168.56673257,1704,160,ma5,0.1,251869.575,287237.7123
364,148.994925568,173.546498612,2378,160,ma10,0.1,354309.933,412693.5737
365,157.751527306,183.883837712,2710,160,ma20,0.1,427506.639,498325.2002
366,153.97668662,175.0721973,1704,170,ma5,0.1,262376.274,298323.0242
367,156.08086291,181.990145795,2378,170,ma10,0.1,371160.292,432772.5667
368,170.571815061,195.860129937,2709,170,ma20,0.1,462079.047,530585.092
369,165.391881176,183.645383706,1700,180,ma5,0.1,281166.198,312197.1523
370,171.526497468,194.252169156,2370,180,ma10,0.1,406517.799,460377.6409
371,187.231304557,207.100438681,2699,180,ma20,0.1,505337.291,558964.084
372,182.306521251,197.145333943,1694,190,ma5,0.1,308827.247,333964.1957
373,186.679531951,208.31906077,2363,190,ma10,0.1,441123.734,492257.9406
374,197.476529346,218.299326337,2692,190,ma20,0.1,531606.817,587661.7865
375,186.041134752,206.307252009,1692,200,ma5,0.1,314781.6,349071.8704
376,188.445384583,218.56383003,2361,200,ma10,0.1,444919.553,516029.2027
377,199.308524358,229.112747006,2689,200,ma20,0.1,535940.622,616084.1767
378,194.996688204,218.942625904,1687,210,ma5,0.1,328959.413,369356.2099
379,202.696213526,235.635849043,2351,210,ma10,0.1,476538.798,553979.8811
380,211.485212393,242.562800597,2679,210,ma20,0.1,566568.884,649825.7428
381,194.200292683,222.129198691,1681,220,ma5,0.1,326450.692,373399.183
382,209.41765314,245.782361042,2341,220,ma10,0.1,490246.726,575376.5072
383,223.153419633,253.513455564,2669,220,ma20,0.1,595596.477,676627.4129
384,202.768218974,230.998851134,1676,230,ma5,0.1,339839.535,387154.0745
385,223.032531103,258.97959734,2331,230,ma10,0.1,519888.83,603681.4414
386,233.640132381,263.506650921,2659,230,ma20,0.1,621249.112,700664.1848
387,212.260919113,240.646778969,1669,240,ma5,0.1,354263.474,401639.4741
388,233.466619089,268.877771539,2326,240,ma10,0.1,543043.356,625409.6966
389,242.87444566,274.020401283,2650,240,ma20,0.1,643617.281,726154.0634
390,213.380122744,246.194789892,1662,250,ma5,0.1,354637.764,409175.7408
391,234.754175151,274.58715069,2318,250,ma10,0.1,544160.178,636493.0153
392,241.696844234,277.561411493,2645,250,ma20,0.1,639288.153,734149.9334
393,214.978251054,248.192947502,1661,260,ma5,0.1,357078.875,412248.4858
394,229.80545384,272.471736109,2318,260,ma10,0.1,532689.042,631589.4843
395,235.789457845,273.455384499,2645,260,ma20,0.1,623663.116,723289.492
396,211.338590223,247.069669282,1657,270,ma5,0.1,350188.044,409394.442
397,227.455280035,273.917830553,2314,270,ma10,0.1,526331.518,633845.8599
398,231.903620167,273.144413988,2638,270,ma20,0.1,611761.75,720554.9641
399,209.017065336,247.395624501,1653,280,ma5,0.1,345505.209,408944.9673
400,222.180841352,273.068349588,2307,280,ma10,0.1,512571.201,629968.6825
401,225.387385084,271.488481317,2628,280,ma20,0.1,592318.048,713471.7289
402,204.863366889,247.860072165,1649,290,ma5,0.1,337819.692,408721.259
403,217.735043062,272.404071335,2299,290,ma10,0.1,500572.864,626256.96
404,221.499561497,269.235092972,2618,290,ma20,0.1,579885.852,704857.4734
405,204.458301944,243.90299113,1646,300,ma5,0.1,336538.365,401464.3234
406,217.023802706,266.653591969,2291,300,ma10,0.1,497201.532,610903.3792
407,220.91795092,263.074660851,2608,300,ma20,0.1,576154.016,686098.7155
408,202.299334146,237.036839451,1640,310,ma5,0.1,331770.908,388740.4167
409,220.359066521,263.687475536,2285,310,ma10,0.1,503520.467,602525.8816
410,222.943838722,262.064266705,2598,310,ma20,0.1,579208.093,680842.9649
411,201.449252902,236.966822114,1637,320,ma5,0.1,329772.427,387914.6878
412,225.427212308,268.910697495,2275,320,ma10,0.1,512846.908,611771.8368
413,224.337046754,263.208606144,2588,320,ma20,0.1,580584.277,681183.8727
414,200.288262094,236.209259461,1633,330,ma5,0.1,327070.732,385729.7207
415,227.285965654,270.055314619,2271,330,ma10,0.1,516166.428,613295.6195
416,225.901856093,263.592691915,2585,330,ma20,0.1,583956.298,681387.1086
417,191.337237745,229.959682047,1632,340,ma5,0.1,312262.372,375294.2011
418,215.509292016,262.302760873,2267,340,ma10,0.1,488559.565,594640.3589
419,213.146632518,255.225090726,2577,340,ma20,0.1,549278.872,657715.0588
420,143.443194135,166.167005273,1705,150,ma5,0.11,244570.646,283314.74399
421,143.140922657,173.08837338,2379,150,ma10,0.11,340532.255,411777.24027
422,148.991956458,180.632344317,2710,150,ma20,0.11,403768.202,489513.6531
423,147.810783451,171.90934662,1704,160,ma5,0.11,251869.575,292933.52664
424,148.994925568,177.951569798,2378,160,ma10,0.11,354309.933,423168.83298
425,157.751527306,187.603298435,2710,160,ma20,0.11,427506.639,508404.93876
426,153.97668662,178.877156168,1704,170,ma5,0.11,262376.274,304806.67411
427,156.08086291,186.775068856,2378,170,ma10,0.11,371160.292,444151.11374
428,170.571815061,199.881650395,2709,170,ma20,0.11,462079.047,541479.39092
429,165.391881176,187.862067594,1700,180,ma5,0.11,281166.198,319365.51491
430,171.526497468,199.830967996,2370,180,ma10,0.11,406517.799,473599.39415
431,187.231304557,211.980336954,2699,180,ma20,0.11,505337.291,572134.92944
432,182.306521251,201.878619445,1694,190,ma5,0.11,308827.247,341982.38134
433,186.679531951,214.392425438,2363,190,ma10,0.11,441123.734,506609.30131
434,197.476529346,223.405168585,2692,190,ma20,0.11,531606.817,601406.71383
435,186.041134752,212.583492228,1692,200,ma5,0.11,314781.6,359691.26885
436,188.445384583,225.302675849,2361,200,ma10,0.11,444919.553,531939.61768
437,199.308524358,234.963823094,2689,200,ma20,0.11,535940.622,631817.7203
438,194.996688204,225.297984475,1687,210,ma5,0.11,328959.413,380077.69981
439,202.696213526,242.197763824,2351,210,ma10,0.11,476538.798,569406.94275
440,211.485212393,248.70211327,2679,210,ma20,0.11,566568.884,666272.96145
441,194.200292683,227.896696288,1681,220,ma5,0.11,326450.692,383094.34646
442,209.41765314,252.327412734,2341,220,ma10,0.11,490246.726,590698.47321
443,223.153419633,259.848136231,2669,220,ma20,0.11,595596.477,693534.6756
444,202.768218974,236.439547721,1676,230,ma5,0.11,339839.535,396272.68198
445,223.032531103,265.657357048,2331,230,ma10,0.11,519888.83,619247.29928
446,233.640132381,269.997912354,2659,230,ma20,0.11,621249.112,717924.44895
447,212.260919113,245.916668149,1669,240,ma5,0.11,354263.474,410434.91914
448,233.466619089,275.684969007,2326,240,ma10,0.11,543043.356,641243.23791
449,242.87444566,280.689766423,2650,240,ma20,0.11,643617.281,743827.88102
450,213.380122744,251.310465229,1662,250,ma5,0.11,354637.764,417677.99321
451,234.754175151,281.127087494,2318,250,ma10,0.11,544160.178,651652.58881
452,241.696844234,284.587677913,2645,250,ma20,0.11,639288.153,752734.40808
453,214.978251054,254.152589314,1661,260,ma5,0.11,357078.875,422147.45085
454,229.80545384,279.21066506,2318,260,ma10,0.11,532689.042,647210.32161
455,235.789457845,280.525754174,2645,260,ma20,0.11,623663.116,741990.61979
456,211.338590223,253.544786675,1657,270,ma5,0.11,350188.044,420123.71152
457,227.455280035,280.95754115,2314,270,ma10,0.11,526331.518,650135.75022
458,231.903620167,280.696436194,2638,270,ma20,0.11,611761.75,740477.19868
459,209.017065336,254.774283829,1653,280,ma5,0.11,345505.209,421141.89117
460,222.180841352,280.786537932,2307,280,ma10,0.11,512571.201,647774.54301
461,225.387385084,279.950645129,2628,280,ma20,0.11,592318.048,735710.2954
462,204.863366889,256.295720558,1649,290,ma5,0.11,337819.692,422631.6432
463,217.735043062,280.689236977,2299,290,ma10,0.11,500572.864,645304.55581
464,221.499561497,278.608671364,2618,290,ma20,0.11,579885.852,729397.50163
465,204.458301944,252.371777886,1646,300,ma5,0.11,336538.365,415403.9464
466,217.023802706,274.808240345,2291,300,ma10,0.11,497201.532,629585.67863
467,220.91795092,272.762293543,2608,300,ma20,0.11,576154.016,711364.06156
468,202.299334146,247.052498707,1640,310,ma5,0.11,331770.908,405166.09788
469,220.359066521,273.433041462,2285,310,ma10,0.11,503520.467,624794.49974
470,222.943838722,273.59962219,2598,310,ma20,0.11,579208.093,710811.81845
471,201.449252902,247.610618943,1637,320,ma5,0.11,329772.427,405338.58321
472,225.427212308,280.281132255,2275,320,ma10,0.11,512846.908,637639.57588
473,224.337046754,276.383482693,2588,320,ma20,0.11,580584.277,715280.45321
474,200.288262094,246.471528242,1633,330,ma5,0.11,327070.732,402488.00562
475,227.285965654,281.646238327,2271,330,ma10,0.11,516166.428,639618.60724
476,225.901856093,277.063368023,2585,330,ma20,0.11,583956.298,716208.80634
477,191.337237745,241.025579222,1632,340,ma5,0.11,312262.372,393353.74529
478,215.509292016,274.143046167,2267,340,ma10,0.11,488559.565,621482.28566
479,213.146632518,269.306537233,2577,340,ma20,0.11,549278.872,694002.94645
480,143.443194135,162.972172035,1705,150,ma5,0.12,244570.646,277867.55332
481,143.140922657,168.787894157,2379,150,ma10,0.12,340532.255,401546.4002
482,148.991956458,177.391926362,2710,150,ma20,0.12,403768.202,480732.12044
483,147.810783451,168.833603192,1704,160,ma5,0.12,251869.575,287692.45984
484,148.994925568,174.170017712,2378,160,ma10,0.12,354309.933,414176.30212
485,157.751527306,184.68664583,2710,160,ma20,0.12,427506.639,500500.8102
486,153.97668662,175.922280141,1704,170,ma5,0.12,262376.274,299771.56536
487,156.08086291,183.358461884,2378,170,ma10,0.12,371160.292,436026.42236
488,170.571815061,197.557904629,2709,170,ma20,0.12,462079.047,535184.36364
489,165.391881176,185.692230212,1700,180,ma5,0.12,281166.198,315676.79136
490,171.526497468,197.426674498,2370,180,ma10,0.12,406517.799,467901.21856
491,187.231304557,210.381994339,2699,180,ma20,0.12,505337.291,567821.00272
492,182.306521251,200.205304793,1694,190,ma5,0.12,308827.247,339147.78632
493,186.679531951,212.998677766,2363,190,ma10,0.12,441123.734,503315.87556
494,197.476529346,223.14115318,2692,190,ma20,0.12,531606.817,600695.98436
495,186.041134752,211.552329362,1692,200,ma5,0.12,314781.6,357946.54128
496,188.445384583,224.970261923,2361,200,ma10,0.12,444919.553,531154.7884
497,199.308524358,235.560944336,2689,200,ma20,0.12,535940.622,633423.37932
498,194.996688204,224.337820202,1687,210,ma5,0.12,328959.413,378457.90268
499,202.696213526,242.554794641,2351,210,ma10,0.12,476538.798,570246.3222
500,211.485212393,249.568896991,2679,210,ma20,0.12,566568.884,668595.07504
501,194.200292683,225.794737394,1681,220,ma5,0.12,326450.692,379560.95356
502,209.41765314,251.994811192,2341,220,ma10,0.12,490246.726,589919.853
503,223.153419633,260.580249846,2669,220,ma20,0.12,595596.477,695488.68684
504,202.768218974,234.548445823,1676,230,ma5,0.12,339839.535,393103.1952
505,223.032531103,265.477486229,2331,230,ma10,0.12,519888.83,618828.0204
506,233.640132381,271.48684525,2659,230,ma20,0.12,621249.112,721883.52152
507,212.260919113,244.265134859,1669,240,ma5,0.12,354263.474,407678.51008
508,233.466619089,276.385804918,2326,240,ma10,0.12,543043.356,642873.38224
509,242.87444566,282.761203366,2650,240,ma20,0.12,643617.281,749317.18892
510,213.380122744,250.230680048,1662,250,ma5,0.12,354637.764,415883.39024
511,234.754175151,282.638013028,2318,250,ma10,0.12,544160.178,655154.9142
512,241.696844234,286.918849981,2645,250,ma20,0.12,639288.153,758900.3582
513,214.978251054,253.567808212,1661,260,ma5,0.12,357078.875,421176.12944
514,229.80545384,281.719630975,2318,260,ma10,0.12,532689.042,653026.1046
515,235.789457845,283.745582004,2645,260,ma20,0.12,623663.116,750507.0644
516,211.338590223,253.384972939,1657,270,ma5,0.12,350188.044,419858.90016
517,227.455280035,283.97307701,2314,270,ma10,0.12,526331.518,657113.7002
518,231.903620167,284.453500849,2638,270,ma20,0.12,611761.75,750388.33524
519,209.017065336,254.956168276,1653,280,ma5,0.12,345505.209,421442.54616
520,222.180841352,285.058914625,2307,280,ma10,0.12,512571.201,657630.91604
521,225.387385084,284.723590639,2628,280,ma20,0.12,592318.048,748253.5962
522,204.863366889,256.462467508,1649,290,ma5,0.12,337819.692,422906.60892
523,217.735043062,285.315632658,2299,290,ma10,0.12,500572.864,655940.63948
524,221.499561497,283.437647487,2618,290,ma20,0.12,579885.852,742039.76112
525,204.458301944,252.785809818,1646,300,ma5,0.12,336538.365,416085.44296
526,217.023802706,280.397196037,2291,300,ma10,0.12,497201.532,642389.97612
527,220.91795092,278.877239601,2608,300,ma20,0.12,576154.016,727311.84088
528,202.299334146,248.00986061,1640,310,ma5,0.12,331770.908,406736.1714
529,220.359066521,280.017564481,2285,310,ma10,0.12,503520.467,639840.13484
530,222.943838722,281.147575581,2598,310,ma20,0.12,579208.093,730421.40136
531,201.449252902,248.791139768,1637,320,ma5,0.12,329772.427,407271.0958
532,225.427212308,287.084575015,2275,320,ma10,0.12,512846.908,653117.40816
533,224.337046754,284.367730185,2588,320,ma20,0.12,580584.277,735943.68572
534,200.288262094,247.986257881,1633,330,ma5,0.12,327070.732,404961.55912
535,227.285965654,288.727772664,2271,330,ma10,0.12,516166.428,655700.77172
536,225.901856093,285.297259714,2585,330,ma20,0.12,583956.298,737493.41636
537,191.337237745,242.504182426,1632,340,ma5,0.12,312262.372,395766.82572
538,215.509292016,280.890835165,2267,340,ma10,0.12,488559.565,636779.52332
539,213.146632518,277.285706806,2577,340,ma20,0.12,549278.872,714565.26644
540,143.443194135,159.308119918,1705,150,ma5,0.13,244570.646,271620.34446
541,143.140922657,166.315911971,2379,150,ma10,0.13,340532.255,395665.55458
542,148.991956458,174.556760712,2710,150,ma20,0.13,403768.202,473048.82153
543,147.810783451,164.713870552,1704,160,ma5,0.13,251869.575,280672.43542
544,148.994925568,171.661661224,2378,160,ma10,0.13,354309.933,408211.43039
545,157.751527306,182.466673273,2710,160,ma20,0.13,427506.639,494484.68457
546,153.97668662,171.67492054,1704,170,ma5,0.13,262376.274,292534.0646
547,156.08086291,180.965994786,2378,170,ma10,0.13,371160.292,430337.1356
548,170.571815061,195.947214647,2709,170,ma20,0.13,462079.047,530821.00448
549,165.391881176,181.362172294,1700,180,ma5,0.13,281166.198,308315.6929
550,171.526497468,195.35009746,2370,180,ma10,0.13,406517.799,462979.73098
551,187.231304557,208.933294824,2699,180,ma20,0.13,505337.291,563910.96273
552,182.306521251,195.968996098,1694,190,ma5,0.13,308827.247,331971.47939
553,186.679531951,211.579874782,2363,190,ma10,0.13,441123.734,499963.24411
554,197.476529346,222.287566638,2692,190,ma20,0.13,531606.817,598398.12939
555,186.041134752,207.763986726,1692,200,ma5,0.13,314781.6,351536.66554
556,188.445384583,223.90872438,2361,200,ma10,0.13,444919.553,528648.49826
557,199.308524358,235.390414608,2689,200,ma20,0.13,535940.622,632964.82488
558,194.996688204,221.173236562,1687,210,ma5,0.13,328959.413,373119.25008
559,202.696213526,241.73357863,2351,210,ma10,0.13,476538.798,568315.64336
560,211.485212393,249.145646965,2679,210,ma20,0.13,566568.884,667461.18822
561,194.200292683,222.908422701,1681,220,ma5,0.13,326450.692,374709.05856
562,209.41765314,251.322271175,2341,220,ma10,0.13,490246.726,588345.43682
563,223.153419633,260.39054559,2669,220,ma20,0.13,595596.477,694982.36618
564,202.768218974,231.801987261,1676,230,ma5,0.13,339839.535,388500.13065
565,223.032531103,265.590946504,2331,230,ma10,0.13,519888.83,619092.4963
566,233.640132381,271.906973197,2659,230,ma20,0.13,621249.112,723000.64173
567,212.260919113,241.785986968,1669,240,ma5,0.13,354263.474,403540.81225
568,233.466619089,276.431160335,2326,240,ma10,0.13,543043.356,642978.87894
569,242.87444566,283.074566298,2650,240,ma20,0.13,643617.281,750147.60069
570,213.380122744,247.924193189,1662,250,ma5,0.13,354637.764,412050.00908
571,234.754175151,282.444235276,2318,250,ma10,0.13,544160.178,654705.73737
572,241.696844234,286.617995448,2645,250,ma20,0.13,639288.153,758104.59796
573,214.978251054,251.621891005,1661,260,ma5,0.13,357078.875,417943.96096
574,229.80545384,281.941978313,2318,260,ma10,0.13,532689.042,653541.50573
575,235.789457845,283.779249645,2645,260,ma20,0.13,623663.116,750596.11531
576,211.338590223,251.269640296,1657,270,ma5,0.13,350188.044,416353.79397
577,227.455280035,284.473611755,2314,270,ma10,0.13,526331.518,658271.9376
578,231.903620167,284.870207104,2638,270,ma20,0.13,611761.75,751487.60634
579,209.017065336,253.026520278,1653,280,ma5,0.13,345505.209,418252.83802
580,222.180841352,286.024896485,2307,280,ma10,0.13,512571.201,659859.43619
581,225.387385084,285.394535731,2628,280,ma20,0.13,592318.048,750016.8399
582,204.863366889,254.476157556,1649,290,ma5,0.13,337819.692,419631.18381
583,217.735043062,286.235961309,2299,290,ma10,0.13,500572.864,658056.47505
584,221.499561497,284.04896259,2618,290,ma20,0.13,579885.852,743640.18406
585,204.458301944,251.076069575,1646,300,ma5,0.13,336538.365,413271.21052
586,217.023802706,281.623542187,2291,300,ma10,0.13,497201.532,645199.53515
587,220.91795092,279.629496971,2608,300,ma20,0.13,576154.016,729273.7281
588,202.299334146,247.326940232,1640,310,ma5,0.13,331770.908,405616.18198
589,220.359066521,282.260538276,2285,310,ma10,0.13,503520.467,644965.32996
590,222.943838722,282.873843333,2598,310,ma20,0.13,579208.093,734906.24498
591,201.449252902,248.282106469,1637,320,ma5,0.13,329772.427,406437.80829
592,225.427212308,289.701501477,2275,320,ma10,0.13,512846.908,659070.91586
593,224.337046754,286.375211754,2588,320,ma20,0.13,580584.277,741139.04802
594,200.288262094,247.698197355,1633,330,ma5,0.13,327070.732,404491.15628
595,227.285965654,291.103500528,2271,330,ma10,0.13,516166.428,661096.0497
596,225.901856093,287.315275524,2585,330,ma20,0.13,583956.298,742709.98723
597,191.337237745,242.291636232,1632,340,ma5,0.13,312262.372,395419.95033
598,215.509292016,283.357507292,2267,340,ma10,0.13,488559.565,642371.46903
599,213.146632518,279.517608289,2577,340,ma20,0.13,549278.872,720316.87656
600,143.443194135,158.792162534,1705,150,ma5,0.14,244570.646,270740.63712
601,143.140922657,165.063886683,2379,150,ma10,0.14,340532.255,392686.98642
602,148.991956458,172.119923225,2710,150,ma20,0.14,403768.202,466444.99194
603,147.810783451,163.915014354,1704,160,ma5,0.14,251869.575,279311.18446
604,148.994925568,170.361592473,2378,160,ma10,0.14,354309.933,405119.8669
605,157.751527306,179.956239033,2710,160,ma20,0.14,427506.639,487681.40778
606,153.97668662,171.690466068,1704,170,ma5,0.14,262376.274,292560.55418
607,156.08086291,180.6899536,2378,170,ma10,0.14,371160.292,429680.70966
608,170.571815061,194.289832521,2709,170,ma20,0.14,462079.047,526331.1563
609,165.391881176,181.946821494,1700,180,ma5,0.14,281166.198,309309.59654
610,171.526497468,195.451495156,2370,180,ma10,0.14,406517.799,463220.04352
611,187.231304557,207.856939348,2699,180,ma20,0.14,505337.291,561005.8793
612,182.306521251,197.277400449,1694,190,ma5,0.14,308827.247,334187.91636
613,186.679531951,212.434889344,2363,190,ma10,0.14,441123.734,501983.64352
614,197.476529346,221.999336932,2692,190,ma20,0.14,531606.817,597622.21502
615,186.041134752,208.622647057,1692,200,ma5,0.14,314781.6,352989.51882
616,188.445384583,224.131688649,2361,200,ma10,0.14,444919.553,529174.9169
617,199.308524358,234.493396348,2689,200,ma20,0.14,535940.622,630552.74278
618,194.996688204,221.17105834,1687,210,ma5,0.14,328959.413,373115.57542
619,202.696213526,241.595327971,2351,210,ma10,0.14,476538.798,567990.61606
620,211.485212393,247.922180739,2679,210,ma20,0.14,566568.884,664183.5222
621,194.200292683,222.752455657,1681,220,ma5,0.14,326450.692,374446.87796
622,209.41765314,251.201332935,2341,220,ma10,0.14,490246.726,588062.3204
623,223.153419633,259.308451435,2669,220,ma20,0.14,595596.477,692094.25688
624,202.768218974,232.331884236,1676,230,ma5,0.14,339839.535,389388.23798
625,223.032531103,266.036985448,2331,230,ma10,0.14,519888.83,620132.21308
626,233.640132381,271.422198052,2659,230,ma20,0.14,621249.112,721711.62462
627,212.260919113,242.269577232,1669,240,ma5,0.14,354263.474,404347.9244
628,233.466619089,276.578104394,2326,240,ma10,0.14,543043.356,643320.67082
629,242.87444566,282.315719842,2650,240,ma20,0.14,643617.281,748136.65758
630,213.380122744,248.000015102,1662,250,ma5,0.14,354637.764,412176.0251
631,234.754175151,281.91650799,2318,250,ma10,0.14,544160.178,653482.46552
632,241.696844234,285.509702767,2645,250,ma20,0.14,639288.153,755173.16382
633,214.978251054,251.434895978,1661,260,ma5,0.14,357078.875,417633.36222
634,229.80545384,280.993750897,2318,260,ma10,0.14,532689.042,651343.51458
635,235.789457845,282.238904189,2645,260,ma20,0.14,623663.116,746521.90158
636,211.338590223,250.373983331,1657,270,ma5,0.14,350188.044,414869.69038
637,227.455280035,282.663309905,2314,270,ma10,0.14,526331.518,654082.89912
638,231.903620167,282.759381198,2638,270,ma20,0.14,611761.75,745919.2476
639,209.017065336,251.92659631,1653,280,ma5,0.14,345505.209,416434.6637
640,222.180841352,283.905749528,2307,280,ma10,0.14,512571.201,654970.56416
641,225.387385084,282.776535327,2628,280,ma20,0.14,592318.048,743136.73484
642,204.863366889,253.426016956,1649,290,ma5,0.14,337819.692,417899.50196
643,217.735043062,283.237094746,2299,290,ma10,0.14,500572.864,651162.08082
644,221.499561497,280.532289343,2618,290,ma20,0.14,579885.852,734433.5335
645,204.458301944,249.679751762,1646,300,ma5,0.14,336538.365,410972.8714
646,217.023802706,278.320454858,2291,300,ma10,0.14,497201.532,637632.16208
647,220.91795092,275.774875882,2608,300,ma20,0.14,576154.016,719220.8763
648,202.299334146,245.623596061,1640,310,ma5,0.14,331770.908,402822.69754
649,220.359066521,278.635886022,2285,310,ma10,0.14,503520.467,636682.99956
650,222.943838722,278.620239477,2598,310,ma20,0.14,579208.093,723855.38216
651,201.449252902,245.975901271,1637,320,ma5,0.14,329772.427,402662.55038
652,225.427212308,285.29301127,2275,320,ma10,0.14,512846.908,649041.60064
653,224.337046754,281.364389343,2588,320,ma20,0.14,580584.277,728171.03962
654,200.288262094,245.196986589,1633,330,ma5,0.14,327070.732,400406.6791
655,227.285965654,286.417680053,2271,330,ma10,0.14,516166.428,650454.5514
656,225.901856093,281.930245524,2585,330,ma20,0.14,583956.298,728789.68468
657,191.337237745,239.776716434,1632,340,ma5,0.14,312262.372,391315.60122
658,215.509292016,278.359233948,2267,340,ma10,0.14,488559.565,631040.38336
659,213.146632518,274.044781777,2577,340,ma20,0.14,549278.872,706213.40264
660,143.443194135,161.060786891,1705,150,ma5,0.15,244570.646,274608.64165
661,143.140922657,166.965820912,2379,150,ma10,0.15,340532.255,397211.68795
662,148.991956458,174.164012509,2710,150,ma20,0.15,403768.202,471984.4739
663,147.810783451,167.592580311,1704,160,ma5,0.15,251869.575,285577.75685
664,148.994925568,173.727590791,2378,160,ma10,0.15,354309.933,413124.2109
665,157.751527306,183.999225332,2710,160,ma20,0.15,427506.639,498637.90065
666,153.97668662,176.256557189,1704,170,ma5,0.15,262376.274,300341.17345
667,156.08086291,185.269754794,2378,170,ma10,0.15,371160.292,440571.4769
668,170.571815061,199.393679937,2709,170,ma20,0.15,462079.047,540157.47895
669,165.391881176,187.134741471,1700,180,ma5,0.15,281166.198,318129.0605
670,171.526497468,199.812810527,2370,180,ma10,0.15,406517.799,473556.36095
671,187.231304557,213.469877899,2699,180,ma20,0.15,505337.291,576155.20045
672,182.306521251,202.655221576,1694,190,ma5,0.15,308827.247,343297.94535
673,186.679531951,216.577584236,2363,190,ma10,0.15,441123.734,511772.83155
674,197.476529346,227.091965119,2692,190,ma20,0.15,531606.817,611331.5701
675,186.041134752,213.194647902,1692,200,ma5,0.15,314781.6,360725.34425
676,188.445384583,226.978876959,2361,200,ma10,0.15,444919.553,535897.1285
677,199.308524358,238.333559111,2689,200,ma20,0.15,535940.622,640878.94045
678,194.996688204,224.688671221,1687,210,ma5,0.15,328959.413,379049.78835
679,202.696213526,243.852790493,2351,210,ma10,0.15,476538.798,573297.91045
680,211.485212393,250.747024057,2679,210,ma20,0.15,566568.884,671751.27745
681,194.200292683,225.718684176,1681,220,ma5,0.15,326450.692,379433.1081
682,209.41765314,253.189126143,2341,220,ma10,0.15,490246.726,592715.7443
683,223.153419633,262.051717966,2669,220,ma20,0.15,595596.477,699416.03525
684,202.768218974,235.262950686,1676,230,ma5,0.15,339839.535,394300.70535
685,223.032531103,268.132043844,2331,230,ma10,0.15,519888.83,625015.7942
686,233.640132381,274.109141971,2659,230,ma20,0.15,621249.112,728856.2085
687,212.260919113,244.513079778,1669,240,ma5,0.15,354263.474,408092.33015
688,233.466619089,277.967137876,2326,240,ma10,0.15,543043.356,646551.5627
689,242.87444566,284.225471868,2650,240,ma20,0.15,643617.281,753197.50045
690,213.380122744,248.452003309,1662,250,ma5,0.15,354637.764,412927.2295
691,234.754175151,281.882458693,2318,250,ma10,0.15,544160.178,653403.53925
692,241.696844234,286.08743017,2645,250,ma20,0.15,639288.153,756701.2528
693,214.978251054,252.169253672,1661,260,ma5,0.15,357078.875,418853.13035
694,229.80545384,280.729857744,2318,260,ma10,0.15,532689.042,650731.81025
695,235.789457845,282.407628677,2645,260,ma20,0.15,623663.116,746968.17785
696,211.338590223,250.981706578,1657,270,ma5,0.15,350188.044,415876.6878
697,227.455280035,281.739785307,2314,270,ma10,0.15,526331.518,651945.8632
698,231.903620167,282.584760766,2638,270,ma20,0.15,611761.75,745458.5989
699,209.017065336,252.069919843,1653,280,ma5,0.15,345505.209,416671.5775
700,222.180841352,282.472308886,2307,280,ma10,0.15,512571.201,651663.6166
701,225.387385084,282.289226332,2628,280,ma20,0.15,592318.048,741856.0868
702,204.863366889,252.660745907,1649,290,ma5,0.15,337819.692,416637.57
703,217.735043062,280.623279078,2299,290,ma10,0.15,500572.864,645152.9186
704,221.499561497,278.600205806,2618,290,ma20,0.15,579885.852,729375.3388
705,204.458301944,247.59688949,1646,300,ma5,0.15,336538.365,407544.4801
706,217.023802706,274.769601833,2291,300,ma10,0.15,497201.532,629497.1578
707,220.91795092,272.836953604,2608,300,ma20,0.15,576154.016,711558.775
708,202.299334146,244.223098415,1640,310,ma5,0.15,331770.908,400525.8814
709,220.359066521,275.478587221,2285,310,ma10,0.15,503520.467,629468.5718
710,222.943838722,276.19524413,2598,310,ma20,0.15,579208.093,717555.24425
711,201.449252902,244.280388057,1637,320,ma5,0.15,329772.427,399886.99525
712,225.427212308,281.704221868,2275,320,ma10,0.15,512846.908,640877.10475
713,224.337046754,278.6386824,2588,320,ma20,0.15,580584.277,721116.91005
714,200.288262094,243.335833435,1633,330,ma5,0.15,327070.732,397367.416
715,227.285965654,282.564407199,2271,330,ma10,0.15,516166.428,641703.76875
716,225.901856093,279.306094662,2585,330,ma20,0.15,583956.298,722006.2547
717,191.337237745,236.916960294,1632,340,ma5,0.15,312262.372,386648.4792
718,215.509292016,273.285380613,2267,340,ma10,0.15,488559.565,619537.95785
719,213.146632518,270.491317579,2577,340,ma20,0.15,549278.872,697056.1254
720,143.443194135,160.962660364,1705,150,ma5,0.16,244570.646,274441.33592
721,143.140922657,166.91963393,2379,150,ma10,0.16,340532.255,397101.80912
722,148.991956458,173.014676989,2710,150,ma20,0.16,403768.202,468869.77464
723,147.810783451,168.585960047,1704,160,ma5,0.16,251869.575,287270.47592
724,148.994925568,174.803900774,2378,160,ma10,0.16,354309.933,415683.67604
725,157.751527306,183.992448576,2710,160,ma20,0.16,427506.639,498619.53564
726,153.97668662,178.085492793,1704,170,ma5,0.16,262376.274,303457.67972
727,156.08086291,186.331504138,2378,170,ma10,0.16,371160.292,443096.31684
728,170.571815061,199.355561536,2709,170,ma20,0.16,462079.047,540054.2162
729,165.391881176,188.0611616,1700,180,ma5,0.16,281166.198,319703.97472
