,date,open,close,low,KDJ.K,KDJ.D,KDJ.J,kdjup,earning,stoploss_point,stoploss,earning_with_stoploss
148, 2015/07/16,3758.5,3823.18,3688.44,-221.884,-220.695,-2.379,False,0.0,3194.725,0.0,0.0
149, 2015/07/15,3874.97,3805.7,3741.25,-230.025,-220.397,-19.256,False,0.0,3293.7245,0.0,0.0
150, 2015/07/14,3958.37,3924.49,3855.56,-235.291,-217.99,-34.6,False,0.0,3364.6145,0.0,0.0
151, 2015/07/13,3918.99,3970.39,3858.64,-250.684,-213.665,-74.036,False,0.0,3331.1415,0.0,0.0
152, 2015/07/10,3707.46,3877.8,3677.43,-271.358,-204.411,-133.894,False,0.0,3151.341,0.0,0.0
153, 2015/07/09,3432.45,3709.33,3373.54,-284.371,-187.674,-193.394,False,0.0,2917.5825,0.0,0.0
154, 2015/07/08,3467.4,3507.19,3421.53,-279.691,-163.5,-232.383,False,0.0,2947.29,0.0,0.0
155, 2015/07/07,3654.78,3727.12,3585.4,-249.068,-134.452,-229.233,False,0.0,3106.563,0.0,0.0
156, 2015/07/06,3975.21,3775.91,3653.04,-228.752,-105.798,-245.909,False,0.0,3378.9285,0.0,0.0
157, 2015/07/03,3793.71,3686.92,3629.56,-204.462,-75.059,-258.806,False,0.0,3224.6535,0.0,0.0
158, 2015/07/02,4058.62,3912.77,3795.25,-161.424,-42.709,-237.432,False,0.0,3449.827,0.0,0.0
159, 2015/07/01,4214.15,4053.7,4043.37,-127.14,-13.03,-228.221,False,0.0,3582.0275,0.0,0.0
160, 2015/06/30,4006.75,4277.22,3847.879,-95.881,15.498,-222.759,False,0.0,3405.7375,0.0,0.0
161, 2015/06/29,4289.77,4053.03,3875.05,-77.347,43.343,-241.38,False,0.0,3646.3045,0.0,0.0
162, 2015/06/26,4399.93,4192.87,4139.53,-29.739,73.515,-206.509,False,0.0,3739.9405,0.0,0.0
163, 2015/06/25,4711.76,4527.78,4483.55,17.22,99.329,-164.218,False,0.0,4004.996,0.0,0.0
164, 2015/06/24,4604.58,4690.15,4552.13,42.807,119.856,-154.098,False,0.0,3913.893,0.0,0.0
165, 2015/06/23,4471.61,4576.49,4264.771,58.311,139.119,-161.616,False,0.0,3800.8685,0.0,0.0
166, 2015/06/19,4689.93,4478.36,4476.5,88.823,159.321,-140.996,False,0.0,3986.4405,0.0,0.0
167, 2015/06/18,4942.521,4785.36,4780.871,136.467,176.945,-80.956,False,0.0,4201.14285,0.0,0.0
168, 2015/06/17,4890.55,4967.9,4767.22,164.036,187.065,-46.058,False,0.0,4156.9675,0.0,0.0
169, 2015/06/16,5004.41,4887.43,4842.1,178.251,192.822,-29.142,True,-1423.569,4253.7485,-750.6615,-750.6615
170, 2015/06/15,5174.42,5062.99,5048.74,201.996,196.464,11.062,True,-1541.519,4398.257,-776.163,-776.163
171, 2015/06/12,5143.341,5166.351,5103.401,211.489,195.082,32.814,True,-1493.09,4371.83985,-771.50115,-771.50115
172, 2015/06/11,5101.441,5121.591,5050.761,210.005,190.98,38.051,True,-1460.95,4336.22485,-765.21615,-765.21615
173, 2015/06/10,5049.201,5106.041,5001.491,209.615,186.224,46.782,True,-1402.32,4291.82085,-757.38015,-757.38015
174, 2015/06/09,5145.981,5113.531,5042.961,207.651,180.376,54.55,True,-1555.95,4374.08385,-771.89715,-771.89715
175, 2015/06/08,5045.691,5131.881,4997.481,201.361,173.557,55.609,True,-1522.87,4288.83735,-756.85365,-756.85365
176, 2015/06/05,5016.092,5023.102,4898.072,188.536,166.606,43.86,True,-1556.451,4263.6782,-752.4138,-752.4138
177, 2015/06/04,4912.952,4947.102,4647.412,180.5,161.123,38.752,True,-1596.251,4176.0092,-736.9428,-736.9428
178, 2015/06/03,4924.381,4909.981,4822.441,175.355,156.279,38.151,True,-1599.3,4185.72385,-738.65715,-738.65715
179, 2015/06/02,4844.701,4910.531,4797.551,170.018,151.51,37.014,True,-1462.14,4117.99585,-726.70515,-726.70515
180, 2015/06/01,4633.101,4828.741,4615.231,160.676,146.884,27.586,True,-1245.78,3938.13585,-694.96515,-694.96515
181, 2015/05/29,4603.471,4611.741,4431.561,154.744,143.435,22.617,True,-1228.27,3912.95035,-690.52065,-690.52065
182, 2015/05/28,4943.741,4620.271,4614.241,167.016,140.608,52.815,True,-1509.4,4202.17985,-741.56115,-741.56115
183, 2015/05/27,4932.852,4941.711,4857.062,179.381,134.006,90.749,True,-1503.271,4192.9242,-739.9278,-739.9278
184, 2015/05/26,4854.852,4910.901,4779.082,159.826,122.663,74.327,True,-1442.421,4126.6242,-728.2278,-728.2278
185, 2015/05/25,4660.082,4813.802,4656.822,135.679,113.372,44.614,True,-1291.341,3961.0697,-699.0123,-699.0123
186, 2015/05/22,4584.981,4657.602,4562.991,112.771,107.795,9.952,False,0.0,3897.23385,0.0,0.0
187, 2015/05/21,4456.431,4529.421,4438.261,97.797,106.551,-17.508,False,0.0,3787.96635,0.0,0.0
188, 2015/05/20,4434.981,4446.291,4432.281,90.313,108.74,-36.853,False,0.0,3769.73385,0.0,0.0
189, 2015/05/19,4285.781,4417.551,4285.781,87.911,113.346,-50.871,False,0.0,3642.91385,0.0,0.0
190, 2015/05/18,4277.901,4283.491,4260.511,86.493,119.705,-66.425,False,0.0,3636.21585,0.0,0.0
191, 2015/05/15,4366.821,4308.691,4278.551,97.074,128.008,-61.869,False,0.0,3711.79785,0.0,0.0
192, 2015/05/14,4372.821,4378.311,4329.041,106.602,135.742,-58.281,False,0.0,3716.89785,0.0,0.0
193, 2015/05/13,4402.381,4375.761,4342.481,110.123,143.027,-65.808,False,0.0,3742.02385,0.0,0.0
194, 2015/05/12,4342.371,4401.221,4317.98,113.276,151.253,-75.955,False,0.0,3691.01535,0.0,0.0
195, 2015/05/11,4231.271,4333.581,4187.82,113.06,160.748,-95.375,False,0.0,3596.58035,0.0,0.0
196, 2015/05/08,4152.98,4205.92,4099.041,118.027,172.669,-109.284,False,0.0,3530.033,0.0,0.0
197, 2015/05/07,4197.9,4112.21,4108.01,135.648,186.33,-101.363,False,0.0,3568.215,0.0,0.0
198, 2015/05/06,4311.641,4229.271,4187.371,165.708,199.0,-66.585,False,0.0,3664.89485,0.0,0.0
199, 2015/05/05,4479.851,4298.71,4282.241,189.746,207.323,-35.155,False,0.0,3807.87335,0.0,0.0
200, 2015/05/04,4441.34,4480.46,4387.43,210.596,211.718,-2.243,True,-1298.649,3775.139,-666.201,-666.201
201, 2015/04/30,4483.01,4441.65,4441.05,215.641,211.998,7.285,True,-1367.119,3810.5585,-672.4515,-672.4515
202, 2015/04/29,4446.12,4476.62,4398.64,222.894,211.088,23.613,True,-1260.499,3779.202,-666.918,-666.918
203, 2015/04/28,4527.64,4476.21,4432.9,225.349,208.136,34.427,True,-1371.099,3848.494,-679.146,-679.146
204, 2015/04/27,4441.93,4527.4,4441.93,225.247,203.833,42.83,True,-1344.009,3775.6405,-666.2895,-666.2895
205, 2015/04/24,4355.949,4393.689,4318.119,216.628,198.479,36.299,True,-1269.888,3702.55665,-653.39235,-653.39235
206, 2015/04/23,4414.479,4414.509,4358.839,216.091,193.941,44.299,True,-1262.218,3752.30715,-662.17185,-662.17185
207, 2015/04/22,4304.599,4398.489,4297.949,210.142,188.404,43.475,True,-1299.428,3658.90915,-645.68985,-645.68985
208, 2015/04/21,4212.189,4293.619,4188.569,201.123,182.97,36.307,True,-1097.388,3580.36065,-631.82835,-631.82835
209, 2015/04/20,4301.349,4217.079,4190.679,197.364,178.431,37.865,True,-1101.118,3656.14665,-645.20235,-645.20235
210, 2015/04/17,4254.719,4287.299,4238.909,197.489,173.698,47.581,True,-1056.828,3616.51115,-638.20785,-638.20785
211, 2015/04/16,4055.919,4194.819,4031.24,187.626,167.751,39.75,True,-812.828,3447.53115,-608.38785,-608.38785
212, 2015/04/15,4135.649,4084.159,4069.01,181.724,162.782,37.885,True,-965.199,3515.30165,-620.34735,-620.34735
213, 2015/04/14,4125.779,4135.569,4091.259,182.815,158.046,49.538,True,-1045.359,3506.91215,-618.86685,-618.86685
214, 2015/04/13,4072.719,4121.709,4057.29,176.314,151.854,48.921,True,-912.549,3461.81115,-610.90785,-610.90785
215, 2015/04/10,3947.49,4034.31,3929.32,166.863,145.739,42.249,True,-780.87,3355.3665,-592.1235,-592.1235
216, 2015/04/09,4006.13,3957.53,3900.03,161.272,140.458,41.629,True,-800.14,3405.2105,-600.9195,-600.9195
217, 2015/04/08,3976.53,3994.81,3903.65,159.608,135.254,48.708,True,-744.18,3380.0505,-596.4795,-596.4795
218, 2015/04/07,3899.42,3961.38,3891.73,151.366,129.166,44.402,True,-815.83,3314.507,-584.913,-584.913
219, 2015/04/03,3803.38,3863.93,3792.21,142.049,123.615,36.868,True,-876.09,3232.873,-570.507,-570.507
220, 2015/04/02,3827.689,3825.78,3775.889,138.013,119.007,38.013,True,-862.719,3253.53565,-574.15335,-574.15335
221, 2015/04/01,3748.34,3810.29,3742.21,134.739,114.255,40.967,True,-538.43,3186.089,-562.251,-538.43
222, 2015/03/31,3822.99,3747.9,3737.04,130.176,109.134,42.084,True,-315.25,3249.5415,-573.4485,-315.25
223, 2015/03/30,3710.61,3786.57,3710.61,128.812,103.874,49.876,True,-46.32,3154.0185,-556.5915,-46.32
224, 2015/03/27,3686.13,3691.1,3656.83,121.26,97.639,47.24,True,107.98,3133.2105,-552.9195,107.98
225, 2015/03/26,3641.94,3682.1,3615.01,119.577,91.734,55.685,True,106.22,3095.649,-546.291,106.22
226, 2015/03/25,3680.95,3660.73,3634.56,116.606,84.774,63.665,True,312.72,3128.8075,-552.1425,312.72
227, 2015/03/24,3692.57,3691.41,3600.7,113.294,76.815,72.958,True,272.76,3138.6845,-553.8855,272.76
228, 2015/03/23,3640.1,3687.73,3635.48,104.295,67.696,73.199,True,314.46,3094.085,-546.015,314.46
229, 2015/03/20,3587.08,3617.32,3569.38,91.667,58.546,66.243,True,299.24,3049.018,-538.062,299.24
230, 2015/03/19,3576.02,3582.27,3546.84,81.385,50.265,62.239,True,351.89,3039.617,-536.403,351.89
231, 2015/03/18,3510.5,3577.3,3503.85,70.646,42.486,56.32,True,417.92,2983.925,-526.575,417.92
232, 2015/03/17,3469.6,3502.85,3459.69,56.417,35.446,41.942,True,274.6,2949.16,-520.44,274.6
233, 2015/03/16,3391.16,3449.3,3377.09,45.015,30.203,29.625,True,270.38,2882.486,-508.674,270.38
234, 2015/03/13,3359.49,3372.91,3352.15,35.26,26.5,17.522,True,335.08,2855.5665,-503.9235,335.08
235, 2015/03/12,3314.81,3349.32,3300.49,30.075,24.309,11.531,True,441.73,2817.5885,-497.2215,441.73
236, 2015/03/11,3289.59,3290.9,3278.47,25.421,22.868,5.105,True,333.32,2796.1515,-493.4385,333.32
237, 2015/03/10,3289.08,3286.07,3277.09,25.059,22.23,5.657,True,374.65,2795.718,-493.362,374.65
238, 2015/03/09,3224.31,3302.41,3198.37,24.724,21.523,6.402,True,481.46,2740.6635,-483.6465,481.46
239, 2015/03/06,3248.04,3241.19,3234.53,22.273,20.722,3.101,True,541.13,2760.834,-487.206,541.13
240, 2015/03/05,3264.08,3248.48,3221.67,25.055,20.335,9.44,True,398.92,2774.468,-489.612,398.92
241, 2015/03/04,3264.18,3279.53,3250.48,27.498,19.155,16.686,True,461.38,2774.553,-489.627,461.38
242, 2015/03/03,3317.69,3263.05,3260.43,27.055,17.069,19.972,True,753.22,2820.0365,-497.6535,753.22
243, 2015/03/02,3332.72,3336.28,3298.67,27.774,14.573,26.404,True,791.2,2832.812,-499.908,791.2
244, 2015/02/27,3296.83,3310.3,3291.01,20.833,11.272,19.121,True,729.21,2802.3055,-494.5245,729.21
245, 2015/02/26,3222.15,3298.36,3202.19,14.314,8.882,10.864,False,0.0,2738.8275,0.0,0.0
246, 2015/02/25,3256.48,3228.84,3215.55,7.002,7.524,-1.044,False,0.0,2768.008,0.0,0.0
247, 2015/02/17,3230.88,3246.91,3230.77,4.645,7.654,-6.019,False,0.0,2746.248,0.0,0.0
248, 2015/02/16,3206.14,3222.36,3195.88,-0.27,8.407,-17.354,False,0.0,2725.219,0.0,0.0
249, 2015/02/13,3186.81,3203.83,3182.79,-4.041,10.576,-29.233,False,0.0,2708.7885,0.0,0.0
250, 2015/02/12,3157.96,3173.42,3134.24,-6.907,14.23,-42.275,False,0.0,2684.266,0.0,0.0
251, 2015/02/11,3145.77,3157.7,3139.05,-7.369,19.515,-53.768,False,0.0,2673.9045,0.0,0.0
252, 2015/02/10,3090.49,3141.59,3084.25,-6.252,26.236,-64.975,False,0.0,2626.9165,0.0,0.0
253, 2015/02/09,3063.51,3095.12,3049.11,-3.094,34.358,-74.903,False,0.0,2603.9835,0.0,0.0
254, 2015/02/06,3120.09,3075.91,3052.94,5.713,43.72,-76.014,False,0.0,2652.0765,0.0,0.0
255, 2015/02/05,3251.209,3136.53,3135.82,18.827,53.222,-68.79,False,0.0,2763.52765,0.0,0.0
256, 2015/02/04,3212.819,3174.129,3171.139,29.12,61.821,-65.402,False,0.0,2730.89615,0.0,0.0
257, 2015/02/03,3156.089,3204.909,3129.729,38.004,69.996,-63.983,False,0.0,2682.67565,0.0,0.0
258, 2015/02/02,3148.139,3128.299,3122.569,45.658,77.994,-64.673,False,0.0,2675.91815,0.0,0.0
259, 2015/01/30,3273.749,3210.359,3210.309,62.562,86.078,-47.032,False,0.0,2782.68665,0.0,0.0
260, 2015/01/29,3258.999,3262.299,3234.239,74.873,91.957,-34.168,False,0.0,2770.14915,0.0,0.0
261, 2015/01/28,3325.719,3305.739,3294.649,84.209,96.228,-24.038,False,0.0,2826.86115,0.0,0.0
262, 2015/01/27,3389.849,3352.959,3290.219,90.477,99.233,-17.511,False,0.0,2881.37165,0.0,0.0
263, 2015/01/26,3347.259,3383.179,3321.309,92.354,101.422,-18.135,False,0.0,2845.17015,0.0,0.0
264, 2015/01/23,3357.099,3351.759,3328.289,90.329,103.689,-26.72,False,0.0,2853.53415,0.0,0.0
265, 2015/01/22,3327.319,3343.339,3293.979,89.629,107.029,-34.798,False,0.0,2828.22115,0.0,0.0
266, 2015/01/21,3189.079,3323.609,3178.339,88.29,111.378,-46.176,False,0.0,2710.71715,0.0,0.0
267, 2015/01/20,3114.559,3173.049,3100.479,87.306,117.15,-59.689,False,0.0,2647.37515,0.0,0.0
268, 2015/01/19,3189.729,3116.349,3095.069,100.109,124.612,-49.005,False,0.0,2711.26965,0.0,0.0
269, 2015/01/16,3343.599,3376.499,3340.489,120.767,130.737,-19.94,False,0.0,2842.05915,0.0,0.0
270, 2015/01/15,3224.07,3336.449,3207.55,118.89,133.23,-28.679,False,0.0,2740.4595,0.0,0.0
271, 2015/01/14,3242.34,3222.44,3193.979,118.843,136.815,-35.943,False,0.0,2755.989,0.0,0.0
272, 2015/01/13,3223.54,3235.3,3214.41,128.663,141.307,-25.289,False,0.0,2740.009,0.0,0.0
273, 2015/01/12,3258.209,3229.32,3191.58,138.015,144.469,-12.906,True,1847.832,2769.47765,-488.73135,1847.832
274, 2015/01/09,3276.969,3285.409,3267.51,148.554,146.082,4.945,True,1836.562,2785.42365,-491.54535,1836.562
275, 2015/01/08,3371.959,3293.459,3285.099,154.133,145.464,17.339,True,1759.922,2866.16515,-505.79385,1759.922
276, 2015/01/07,3326.649,3373.949,3312.209,158.193,143.296,29.793,True,1696.453,2827.65165,-498.99735,1696.453
277, 2015/01/06,3330.8,3351.449,3303.179,152.878,139.572,26.612,True,1616.302,2831.18,-499.62,1616.302
278, 2015/01/05,3258.63,3350.52,3253.88,146.162,136.246,19.832,True,1651.351,2769.8355,-488.7945,1651.351
279, 2014/12/31,3172.6,3234.68,3157.26,135.558,133.767,3.582,False,0.0,2696.71,0.0,0.0
280, 2014/12/30,3160.8,3165.81,3130.35,131.847,133.319,-2.945,False,0.0,2686.68,0.0,0.0
281, 2014/12/29,3212.56,3168.02,3126.939,132.204,133.687,-2.967,False,0.0,2730.676,0.0,0.0
282, 2014/12/26,3078.01,3157.6,3064.179,130.512,134.058,-7.093,False,0.0,2616.3085,0.0,0.0
283, 2014/12/25,2992.459,3072.54,2969.869,127.515,134.945,-14.86,False,0.0,2543.59015,0.0,0.0
284, 2014/12/24,3039.209,2972.53,2934.909,130.495,136.802,-12.614,True,1871.692,2583.32765,-455.88135,1871.692
285, 2014/12/23,3085.079,3032.609,3025.669,142.584,138.379,8.411,True,1728.723,2622.31715,-462.76185,1728.723
286, 2014/12/22,3129.27,3127.439,3090.51,149.823,137.328,24.991,True,1528.332,2659.8795,-469.3905,1528.332
287, 2014/12/19,3053.07,3108.6,3018.42,147.228,134.204,26.049,True,1476.351,2595.1095,-457.9605,1476.351
288, 2014/12/18,3062.8,3057.52,3030.32,143.692,130.948,25.489,True,1383.491,2603.38,-459.42,1383.491
289, 2014/12/17,3031.949,3061.02,2993.329,142.29,127.762,29.058,True,1385.602,2577.15665,-454.79235,1385.602
290, 2014/12/16,2953.81,3021.52,2943.91,138.075,124.129,27.891,True,1329.681,2510.7385,-443.0715,1329.681
291, 2014/12/15,2921.45,2953.42,2890.9,134.708,120.643,28.13,True,1387.241,2483.2325,-438.2175,1387.241
292, 2014/12/12,2929.36,2938.17,2914.96,135.385,117.127,36.517,True,1448.951,2489.956,-439.404,1448.951
293, 2014/12/11,2912.35,2925.74,2892.61,135.833,112.562,46.541,True,1463.411,2475.4975,-436.8525,1463.411
294, 2014/12/10,2855.939,2940.01,2807.679,135.694,106.744,57.898,True,1545.282,2427.54815,-428.39085,1545.282
295, 2014/12/09,2992.49,2856.27,2834.59,132.09,99.507,65.165,True,1341.091,2543.6165,-448.8735,1341.091
296, 2014/12/08,2907.82,3020.26,2879.85,134.094,91.362,85.466,True,1298.1,2471.647,-436.173,1298.1
297, 2014/12/05,2926.57,2937.65,2813.05,118.006,80.678,74.655,True,1185.64,2487.5845,-438.9855,1185.64
298, 2014/12/04,2783.469,2899.459,2772.429,104.166,71.346,65.639,True,1445.802,2365.94865,-417.52035,1445.802
299, 2014/12/03,2768.679,2779.53,2733.869,88.874,63.142,51.465,True,1530.031,2353.37715,-415.30185,1530.031
300, 2014/12/02,2667.82,2763.54,2665.69,80.274,56.709,47.132,True,1812.64,2267.647,-400.173,1812.64
301, 2014/12/01,2691.72,2680.16,2668.84,69.759,50.817,37.883,True,1749.93,2287.962,-403.758,1749.93
302, 2014/11/28,2629.63,2682.83,2622.06,63.812,46.082,35.46,True,1846.99,2235.1855,-394.4445,1846.99
303, 2014/11/27,2615.37,2630.49,2599.11,55.021,41.649,26.744,True,1860.84,2223.0645,-392.3055,1860.84
304, 2014/11/26,2572.65,2604.35,2570.4,48.33,38.306,20.047,True,1954.75,2186.7525,-385.8975,1954.75
305, 2014/11/25,2532.0,2567.6,2527.08,41.748,35.8,11.896,True,1861.689,2152.2,-379.8,1861.689
306, 2014/11/24,2505.53,2532.88,2495.52,36.482,34.313,4.338,False,0.0,2129.7005,0.0,0.0
307, 2014/11/21,2452.63,2486.79,2446.65,32.765,33.771,-2.011,False,0.0,2084.7355,0.0,0.0
308, 2014/11/20,2443.28,2452.66,2437.48,32.238,34.022,-3.57,True,1850.339,2076.788,-366.492,1850.339
309, 2014/11/19,2452.15,2450.99,2442.71,34.57,34.469,0.202,True,1764.929,2084.3275,-367.8225,1764.929
310, 2014/11/18,2474.18,2456.37,2449.81,37.214,34.443,5.541,True,1813.119,2103.053,-371.127,1813.119
311, 2014/11/17,2506.86,2474.01,2472.45,39.5,33.751,11.498,True,1687.959,2130.831,-376.029,1687.959
312, 2014/11/14,2477.97,2478.82,2457.05,40.046,32.313,15.465,True,1606.189,2106.2745,-371.6955,1606.189
313, 2014/11/13,2495.0,2485.61,2471.409,39.672,30.38,18.583,True,1640.569,2120.75,-374.25,1640.569
314, 2014/11/12,2454.6,2494.479,2444.81,37.925,28.057,19.736,True,1667.109,2086.41,-368.19,1667.109
315, 2014/11/11,2483.65,2469.67,2445.96,34.241,25.59,17.302,True,1550.66,2111.1025,-372.5475,1550.66
316, 2014/11/10,2436.63,2473.67,2428.19,31.568,23.428,16.28,True,1520.9,2071.1355,-365.4945,1520.9
317, 2014/11/07,2427.9,2418.17,2407.44,27.289,21.393,11.792,True,1566.91,2063.715,-364.185,1566.91
318, 2014/11/06,2419.62,2425.86,2401.75,27.081,19.919,14.325,True,1541.76,2056.677,-362.943,1541.76
319, 2014/11/05,2432.169,2419.25,2415.5,25.639,18.128,15.022,True,1431.761,2067.34365,-364.82535,1431.761
320, 2014/11/04,2428.27,2430.679,2417.219,24.099,16.25,15.697,True,1397.51,2064.0295,-364.2405,1397.51
321, 2014/11/03,2425.219,2430.03,2418.169,20.618,14.288,12.661,True,1385.071,2061.43615,-363.78285,1385.071
322, 2014/10/31,2393.179,2420.179,2384.479,15.942,12.706,6.474,False,0.0,2034.20215,0.0,0.0
323, 2014/10/30,2371.889,2391.079,2365.919,10.745,11.896,-2.302,False,0.0,2016.10565,0.0,0.0
324, 2014/10/29,2343.719,2373.029,2339.709,6.919,12.184,-10.531,False,0.0,1992.16115,0.0,0.0
325, 2014/10/28,2294.009,2337.869,2294.009,3.771,13.5,-19.458,False,0.0,1949.90765,0.0,0.0
326, 2014/10/27,2293.569,2290.439,2279.839,3.279,15.933,-25.307,False,0.0,1949.53365,0.0,0.0
327, 2014/10/24,2303.079,2302.279,2296.659,7.433,19.096,-23.326,False,0.0,1957.61715,0.0,0.0
328, 2014/10/23,2322.319,2302.419,2297.329,11.421,22.012,-21.182,False,0.0,1973.97115,0.0,0.0
329, 2014/10/22,2339.219,2326.549,2324.589,16.331,24.659,-16.658,False,0.0,1988.33615,0.0,0.0
330, 2014/10/21,2355.029,2339.659,2337.549,19.903,26.742,-13.678,False,0.0,2001.77465,0.0,0.0
