,date,open,close,low,KDJ.K,KDJ.D,KDJ.J,kdjgt,earning,stoploss_point,stoploss,earning_with_stoploss
324, 2014/10/29,2423.809,2451.379,2415.699,46.334,32.152,74.699,True,1462.332,2060.23765,-363.57135,1462.332
325, 2014/10/28,2373.159,2416.649,2373.159,24.467,25.061,23.278,True,1452.252,2017.18515,-355.97385,1452.252
326, 2014/10/27,2377.539,2368.829,2361.679,13.529,25.358,-10.128,True,1700.332,2020.90815,-356.63085,1700.332
327, 2014/10/24,2397.849,2390.709,2385.729,17.28,31.272,-10.704,True,1675.692,2038.17165,-359.67735,1675.692
328, 2014/10/23,2415.439,2395.939,2392.529,23.287,38.268,-6.675,True,1660.021,2053.12315,-362.31585,1660.021
329, 2014/10/22,2434.889,2418.639,2417.559,32.988,45.758,7.448,True,1581.242,2069.65565,-365.23335,1581.242
330, 2014/10/21,2453.409,2433.389,2432.549,43.739,52.143,26.93,True,1613.262,2085.39765,-368.01135,1613.262
331, 2014/10/20,2448.449,2454.709,2441.899,50.816,56.345,39.758,True,1635.912,2081.18165,-367.26735,1635.912
332, 2014/10/17,2443.219,2441.729,2410.399,47.715,59.11,24.924,True,1463.722,2076.73615,-366.48285,1463.722
333, 2014/10/16,2448.969,2444.399,2441.819,51.414,64.808,24.626,True,1382.882,2081.62365,-367.34535,1382.882
334, 2014/10/15,2444.539,2463.869,2431.189,65.09,71.505,52.261,True,1422.362,2077.85815,-366.68085,1422.362
335, 2014/10/14,2451.089,2446.559,2436.339,65.561,74.712,47.261,True,1497.072,2083.42565,-367.66335,1497.072
336, 2014/10/13,2457.409,2454.949,2430.549,79.07,79.287,78.635,True,1371.832,2088.79765,-368.61135,1371.832
337, 2014/10/10,2472.099,2466.789,2457.679,85.014,79.395,96.251,True,1344.602,2101.28415,-370.81485,1344.602
338, 2014/10/09,2480.199,2481.959,2461.109,87.338,76.586,108.841,True,1335.212,2108.16915,-372.02985,1335.212
339, 2014/10/08,2460.869,2478.379,2445.269,83.704,71.21,108.692,True,1469.512,2091.73865,-369.13035,1469.512
340, 2014/09/30,2452.169,2450.989,2444.199,75.556,64.963,96.742,True,1358.922,2084.34365,-367.82535,1358.922
341, 2014/09/29,2443.909,2447.799,2435.609,69.929,59.667,90.453,True,1374.822,2077.32265,-366.58635,1374.822
342, 2014/09/26,2430.809,2437.199,2420.499,63.289,54.536,80.795,True,1745.472,2066.18765,-364.62135,1745.472
343, 2014/09/25,2453.419,2436.969,2429.589,59.313,50.159,77.622,True,1797.392,2085.40615,-368.01285,1797.392
344, 2014/09/24,2391.419,2441.859,2387.069,53.48,45.582,69.276,True,1765.742,2032.70615,-358.71285,1765.742
345, 2014/09/23,2379.519,2399.459,2379.519,31.737,41.633,11.945,True,1786.492,2022.59115,-356.92785,1786.492
346, 2014/09/22,2419.329,2378.919,2374.109,33.097,46.581,6.127,True,1741.282,2056.42965,-362.89935,1741.282
347, 2014/09/19,2409.309,2425.209,2402.309,46.892,53.324,34.029,True,1742.192,2047.91265,-361.39635,1742.192
348, 2014/09/18,2396.379,2408.659,2389.619,42.346,56.539,13.959,True,1600.982,2036.92215,-359.45685,1600.982
349, 2014/09/17,2395.359,2401.329,2379.089,45.572,63.636,9.443,True,1571.402,2036.05515,-359.30385,1571.402
350, 2014/09/16,2440.339,2388.759,2386.979,54.859,72.668,19.241,True,1671.812,2074.28815,-366.05085,1671.812
351, 2014/09/15,2432.999,2437.189,2418.959,81.094,81.573,80.137,True,1778.813,2068.04915,-364.94985,1778.813
352, 2014/09/12,2418.749,2438.359,2412.619,82.527,81.812,83.957,True,1687.813,2055.93665,-362.81235,1687.813
353, 2014/09/11,2430.679,2423.449,2417.269,83.19,81.455,86.66,True,1466.953,2066.07715,-364.60185,1466.953
354, 2014/09/10,2435.589,2432.429,2422.649,87.611,80.587,101.659,True,1227.453,2070.25065,-365.33835,1227.453
355, 2014/09/09,2452.229,2445.219,2437.079,89.148,77.075,113.293,True,1475.773,2084.39465,-367.83435,1475.773
356, 2014/09/05,2433.169,2449.259,2427.989,87.051,71.039,119.074,True,1565.373,2068.19365,-364.97535,1565.373
357, 2014/09/04,2411.929,2426.219,2404.079,81.062,63.033,117.119,True,1473.993,2050.13965,-361.78935,1473.993
358, 2014/09/03,2389.689,2408.839,2389.679,72.051,54.019,108.117,True,1718.313,2031.23565,-358.45335,1718.313
359, 2014/09/02,2359.859,2386.459,2349.949,60.668,45.002,91.998,True,1893.163,2005.88015,-353.97885,1893.163
360, 2014/09/01,2340.929,2355.319,2338.529,41.77,37.17,50.972,True,2132.073,1989.78965,-351.13935,2132.073
361, 2014/08/29,2317.299,2338.289,2313.259,27.965,34.869,14.157,True,1874.253,1969.70415,-347.59485,1874.253
362, 2014/08/28,2328.059,2311.279,2309.639,21.434,38.321,-12.342,True,2008.133,1978.85015,-349.20885,2008.133
363, 2014/08/27,2323.789,2327.599,2322.889,30.981,46.765,-0.586,True,2382.733,1975.22065,-348.56835,2382.733
364, 2014/08/26,2339.599,2324.089,2317.179,38.152,54.657,5.142,True,2540.533,1988.65915,-350.93985,2540.533
365, 2014/08/25,2367.019,2342.859,2338.459,51.711,62.91,29.313,True,2419.073,2011.96615,-355.05285,2419.073
366, 2014/08/22,2352.319,2365.359,2350.989,67.133,68.509,64.381,True,2284.733,1999.47115,-352.84785,2284.733
367, 2014/08/21,2365.729,2354.239,2333.299,66.167,69.197,60.106,True,2564.823,2010.86965,-354.85935,2564.823
368, 2014/08/20,2371.649,2366.139,2360.839,76.628,70.712,88.46,True,2767.184,2015.90165,-355.74735,2767.184
369, 2014/08/19,2378.889,2374.769,2358.969,76.23,67.754,93.18,True,2685.933,2022.05565,-356.83335,2685.933
370, 2014/08/18,2366.269,2374.559,2361.199,68.501,63.516,78.469,True,2854.903,2011.32865,-354.94035,2854.903
371, 2014/08/15,2337.989,2360.639,2333.119,57.081,61.024,49.194,True,2997.133,1987.29065,-350.69835,2997.133
372, 2014/08/14,2357.199,2335.949,2334.079,51.992,62.996,29.986,True,2949.393,2003.61915,-353.57985,2949.393
373, 2014/08/13,2358.459,2358.899,2335.689,64.44,68.498,56.324,True,2950.653,2004.69015,-353.76885,2950.653
374, 2014/08/12,2361.169,2357.049,2344.719,64.446,70.527,52.284,True,2956.293,2006.99365,-354.17535,2956.293
375, 2014/08/11,2338.009,2365.349,2337.009,65.145,73.567,48.302,True,3015.743,1987.30765,-350.70135,3015.743
376, 2014/08/08,2329.179,2331.129,2319.29,59.632,77.778,23.341,True,2901.373,1979.80215,-349.37685,2901.373
377, 2014/08/07,2363.609,2327.459,2326.269,77.804,86.851,59.712,True,2817.813,2009.06765,-354.54135,2817.813
378, 2014/08/06,2358.209,2363.219,2334.33,91.298,91.374,91.148,True,2785.383,2004.47765,-353.73135,2785.383
379, 2014/08/05,2376.799,2369.349,2353.789,93.14,91.411,96.598,True,2785.073,2020.27915,-356.51985,2785.073
380, 2014/08/04,2336.629,2375.619,2332.139,92.866,90.547,97.504,True,2739.553,1986.13465,-350.49435,2739.553
381, 2014/08/01,2341.229,2329.399,2328.969,89.299,89.387,89.123,True,2499.603,1990.04465,-351.18435,2499.603
382, 2014/07/31,2321.969,2350.25,2316.58,94.008,89.432,103.161,True,2512.043,1973.67365,-348.29535,2512.043
383, 2014/07/30,2324.689,2322.01,2316.06,91.09,87.143,98.985,True,2856.743,1975.98565,-348.70335,2856.743
384, 2014/07/29,2326.039,2331.369,2316.219,91.896,85.17,105.349,True,2872.883,1977.13315,-348.90585,2872.883
385, 2014/07/28,2272.379,2323.899,2272.379,90.733,81.806,108.586,True,2827.113,1931.52215,-340.85685,2827.113
386, 2014/07/25,2243.07,2260.449,2239.07,88.134,77.343,109.715,True,2708.262,1906.6095,-336.4605,2708.262
387, 2014/07/24,2199.83,2237.01,2199.83,82.391,71.948,103.279,True,2641.152,1869.8555,-329.9745,2641.152
388, 2014/07/23,2191.39,2197.83,2190.55,75.068,66.726,91.753,True,2563.532,1862.6815,-328.7085,2563.532
389, 2014/07/22,2162.44,2192.7,2162.24,70.848,62.555,87.435,True,2568.782,1838.074,-324.366,2568.782
390, 2014/07/21,2164.22,2166.29,2158.96,60.166,58.408,63.682,True,2410.922,1839.587,-324.633,2410.922
391, 2014/07/18,2147.66,2164.14,2145.45,57.748,57.529,58.186,True,2469.812,1825.511,-322.149,2469.812
392, 2014/07/17,2166.83,2157.07,2147.08,56.34,57.42,54.179,True,2533.951,1841.8055,-325.0245,2533.951
393, 2014/07/16,2172.82,2170.87,2166.77,62.84,57.96,72.601,True,2545.621,1846.897,-325.923,2545.621
394, 2014/07/15,2170.09,2174.979,2165.21,59.17,55.52,66.47,True,2577.331,1844.5765,-325.5135,2577.331
395, 2014/07/14,2149.54,2171.76,2145.28,49.667,53.695,41.612,True,2540.992,1827.109,-322.431,2540.992
396, 2014/07/11,2136.32,2148.01,2134.79,38.545,55.709,4.217,True,2422.082,1815.872,-320.448,2422.082
397, 2014/07/10,2146.6,2142.85,2139.52,44.96,64.291,6.299,True,2323.492,1824.61,-321.99,2323.492
398, 2014/07/09,2178.14,2148.71,2148.26,63.874,73.956,43.708,True,2375.192,1851.419,-326.721,2375.192
399, 2014/07/08,2174.83,2180.47,2163.36,85.465,78.998,98.401,True,2422.011,1848.6055,-326.2245,2422.011
400, 2014/07/07,2178.55,2176.29,2171.08,83.782,75.764,99.818,True,2609.191,1851.7675,-326.7825,2609.191
401, 2014/07/04,2180.45,2178.7,2174.07,83.908,71.755,108.214,True,2569.441,1853.3825,-327.0675,2569.441
402, 2014/07/03,2169.0,2180.19,2164.84,81.173,65.678,112.163,True,2605.331,1843.65,-325.35,2605.331
403, 2014/07/02,2164.0,2170.87,2155.61,75.807,57.931,111.559,True,2577.861,1839.4,-324.6,2577.861
404, 2014/07/01,2169.2,2164.56,2157.13,64.341,48.992,95.039,True,2638.391,1843.82,-325.38,2638.391
405, 2014/06/30,2152.31,2165.12,2152.31,52.891,41.318,76.037,True,2550.331,1829.4635,-322.8465,2550.331
406, 2014/06/27,2146.37,2150.26,2138.93,36.34,35.532,37.955,True,2594.521,1824.4145,-321.9555,2594.521
407, 2014/06/26,2135.16,2149.08,2134.89,31.27,35.128,23.554,True,2604.651,1814.886,-320.274,2604.651
408, 2014/06/25,2141.73,2133.37,2126.03,27.657,37.057,8.856,True,2477.431,1820.4705,-321.2595,2477.431
409, 2014/06/24,2131.69,2144.82,2130.29,32.46,41.757,13.865,True,2390.23,1811.9365,-319.7535,2390.23
410, 2014/06/23,2137.93,2134.11,2132.45,32.213,46.405,3.83,True,2458.21,1817.2405,-320.6895,2458.21
411, 2014/06/20,2124.96,2136.73,2120.81,38.813,53.501,9.438,True,2388.59,1806.216,-318.744,2388.59
412, 2014/06/19,2161.43,2126.91,2119.5,47.008,60.845,19.335,True,2219.08,1837.2155,-324.2145,2219.08
413, 2014/06/18,2169.25,2160.24,2158.5,65.691,67.763,61.547,True,2268.93,1843.8625,-325.3875,2268.93
414, 2014/06/17,2185.68,2169.67,2168.45,73.481,68.799,82.845,True,2235.39,1857.828,-327.852,2235.39
415, 2014/06/16,2176.44,2191.86,2174.28,78.534,66.458,102.686,True,2167.98,1849.974,-326.466,2167.98
416, 2014/06/13,2150.99,2176.24,2150.57,70.636,60.42,91.067,True,2111.15,1828.3415,-322.6485,2111.15
417, 2014/06/12,2156.76,2153.41,2148.41,61.538,55.312,73.99,True,2139.04,1833.246,-323.514,2139.04
418, 2014/06/11,2156.15,2160.77,2152.08,57.388,52.2,67.764,True,2103.89,1832.7275,-323.4225,2103.89
419, 2014/06/10,2138.67,2161.27,2132.45,50.33,49.605,51.779,True,2031.87,1817.8695,-320.8005,2031.87
420, 2014/06/09,2128.232,2134.282,2126.672,39.332,49.243,19.508,True,1996.547,1808.9972,-319.2348,1996.547
421, 2014/06/06,2149.212,2134.722,2123.982,45.037,54.199,26.714,True,1974.687,1826.8302,-322.3818,1974.687
422, 2014/06/05,2126.612,2150.602,2123.522,53.234,58.78,42.142,True,1924.587,1807.6202,-318.9918,1924.587
423, 2014/06/04,2149.412,2128.272,2117.312,52.465,61.553,34.289,True,1938.767,1827.0002,-322.4118,1938.767
424, 2014/06/03,2157.642,2149.922,2149.292,69.681,66.097,76.851,True,1814.057,1833.9957,-323.6463,1814.057
425, 2014/05/30,2156.382,2156.462,2146.222,71.787,64.304,86.753,True,1793.617,1832.9247,-323.4573,1793.617
426, 2014/05/29,2171.262,2155.162,2154.932,70.938,60.563,91.689,True,1769.147,1845.5727,-325.6893,1769.147
427, 2014/05/28,2147.472,2169.352,2142.012,70.461,55.375,100.632,True,1825.577,1825.3512,-322.1208,1825.577
428, 2014/05/27,2154.402,2147.282,2145.752,56.91,47.832,75.065,True,1817.657,1831.2417,-323.1603,1817.657
