,date,open,close,high,ma5,ma10,ma20,lt_ma,earning
190, 2015/05/18,9618.5,9929.35,9943.99,9718.2,9266.1,8996.0,False,0.0
191, 2015/05/15,9677.519,9632.979,9735.079,9613.2,9154.5,8921.65,False,0.0
192, 2015/05/14,9764.358,9706.709,9839.749,9474.2,9068.9,8862.5,False,0.0
193, 2015/05/13,9547.219,9725.188,9839.398,9241.2,8978.0,8794.2,False,0.0
194, 2015/05/12,9436.469,9597.209,9603.929,9019.2,8869.2,8741.1,False,0.0
195, 2015/05/11,9008.969,9404.139,9404.269,8814.0,8803.1,8697.0,False,0.0
196, 2015/05/08,8641.95,8937.74,8937.74,8695.8,8751.6,8652.75,False,0.0
197, 2015/05/07,8589.84,8542.09,8685.6,8663.6,8746.4,8619.85,False,0.0
198, 2015/05/06,8629.609,8615.399,8832.64,8714.8,8769.8,8614.15,False,0.0
199, 2015/05/05,8797.68,8570.62,8818.819,8719.2,8761.6,8613.25,False,0.0
200, 2015/05/04,8799.729,8812.72,8845.069,8792.2,8725.9,8608.5,False,0.0
201, 2015/04/30,8828.28,8777.18,8893.53,8807.4,8688.8,8587.05,False,0.0
202, 2015/04/29,8602.64,8798.149,8822.78,8829.2,8656.1,8559.85,False,0.0
203, 2015/04/28,8936.58,8637.2,8953.809,8824.8,8610.4,8520.25,False,0.0
204, 2015/04/27,8973.88,8935.34,9070.93,8804.0,8613.0,8485.65,False,0.0
205, 2015/04/24,8798.979,8889.79,8936.22,8659.6,8590.9,8432.75,False,0.0
206, 2015/04/23,8828.059,8886.08,8936.129,8570.2,8553.9,8375.75,False,0.0
207, 2015/04/22,8604.269,8775.929,8781.379,8483.0,8493.3,8326.45,False,0.0
208, 2015/04/21,8224.549,8532.519,8532.629,8396.0,8458.5,8275.95,False,0.0
209, 2015/04/20,8407.759,8214.039,8425.239,8422.0,8464.9,8232.85,False,0.0
210, 2015/04/17,8497.279,8442.209,8533.589,8522.2,8491.1,8193.35,False,0.0
211, 2015/04/16,8237.769,8450.188,8551.299,8537.6,8485.3,8139.9,False,0.0
212, 2015/04/15,8630.879,8340.269,8630.879,8503.6,8463.6,8085.35,False,0.0
213, 2015/04/14,8728.749,8663.159,8775.349,8521.0,8430.1,8029.35,False,0.0
214, 2015/04/13,8573.509,8715.119,8739.699,8507.8,8358.3,7955.9,False,0.0
215, 2015/04/10,8254.969,8519.188,8538.269,8460.0,8274.6,7866.75,False,0.0
216, 2015/04/09,8421.99,8280.24,8421.99,8433.0,8197.6,7782.3,False,0.0
217, 2015/04/08,8626.46,8428.14,8628.34,8423.6,8159.6,7710.4,False,0.0
218, 2015/04/07,8511.49,8596.27,8597.95,8339.2,8093.4,7632.55,False,0.0
219, 2015/04/03,8337.21,8476.14,8484.21,8208.8,8000.8,7539.55,False,0.0
220, 2015/04/02,8304.58,8384.18,8400.5,8089.2,7895.6,7447.8,False,0.0
221, 2015/04/01,8026.96,8233.14,8267.438,7962.2,7794.5,7368.7,False,0.0
222, 2015/03/31,7957.3,8005.86,8111.67,7895.6,7707.1,7295.3,False,0.0
223, 2015/03/30,7895.35,7945.12,7979.8,7847.6,7628.6,7227.25,False,0.0
224, 2015/03/27,7758.59,7877.51,7898.26,7792.8,7553.5,7166.9,False,0.0
225, 2015/03/26,7866.36,7748.86,7917.37,7702.0,7458.9,7104.55,False,0.0
226, 2015/03/25,7765.8,7900.5,7969.29,7626.8,7367.0,7045.55,False,0.0
227, 2015/03/24,7696.39,7765.89,7777.93,7518.6,7261.2,6976.35,False,0.0
228, 2015/03/23,7471.74,7671.22,7671.6,7409.6,7171.7,6916.45,False,0.0
229, 2015/03/20,7362.03,7423.81,7481.58,7314.2,7078.3,6860.2,False,0.0
230, 2015/03/19,7364.67,7373.49,7374.16,7215.8,7000.0,6806.95,False,0.0
231, 2015/03/18,7214.92,7358.89,7365.79,7107.2,6942.9,6751.3,False,0.0
232, 2015/03/17,7228.16,7221.13,7256.12,7003.8,6883.5,6694.6,False,0.0
233, 2015/03/16,6991.54,7193.209,7193.629,6933.8,6825.9,6640.6,False,0.0
234, 2015/03/13,6866.229,6932.04,6932.5,6842.4,6780.3,6580.65,False,0.0
235, 2015/03/12,6883.129,6830.31,6895.6,6784.2,6750.2,6535.35,False,0.0
236, 2015/03/11,6878.429,6841.919,6898.609,6778.6,6724.1,6501.45,False,0.0
237, 2015/03/10,6747.909,6870.969,6894.939,6763.2,6691.5,6467.6,False,0.0
238, 2015/03/09,6610.109,6736.909,6736.909,6718.0,6661.2,6433.55,False,0.0
239, 2015/03/06,6824.589,6640.889,6830.049,6718.2,6642.1,6397.85,False,0.0
240, 2015/03/05,6773.859,6802.25,6802.25,6716.2,6613.9,6368.15,False,0.0
241, 2015/03/04,6649.489,6764.729,6764.729,6669.6,6559.7,6334.95,False,0.0
242, 2015/03/03,6689.219,6645.019,6757.259,6619.8,6505.7,6305.05,False,0.0
243, 2015/03/02,6671.389,6738.639,6742.109,6604.4,6455.3,6284.6,False,0.0
244, 2015/02/27,6567.699,6630.629,6652.529,6566.0,6381.0,6258.0,False,0.0
245, 2015/02/26,6513.019,6568.739,6569.219,6511.6,6320.5,6229.25,False,0.0
246, 2015/02/25,6596.869,6516.069,6605.259,6449.8,6278.8,6208.2,False,0.0
247, 2015/02/17,6577.399,6568.069,6589.159,6391.6,6243.7,6186.45,False,0.0
248, 2015/02/16,6391.439,6546.479,6546.479,6306.2,6205.9,6156.1,False,0.0
249, 2015/02/13,6296.499,6358.959,6395.289,6196.0,6153.6,6115.95,False,0.0
250, 2015/02/12,6232.129,6259.529,6267.829,6129.4,6122.4,6092.55,False,0.0
251, 2015/02/11,6146.999,6224.939,6259.359,6107.8,6110.2,6069.1,False,0.0
252, 2015/02/10,6005.119,6141.679,6141.679,6095.8,6104.4,6047.05,False,0.0
253, 2015/02/09,6013.639,5994.959,6082.729,6105.6,6113.9,6031.3,False,0.0
254, 2015/02/06,6147.639,6025.349,6164.559,6111.2,6135.0,6015.55,False,0.0
255, 2015/02/05,6206.989,6151.989,6277.149,6115.4,6138.0,5997.6,False,0.0
256, 2015/02/04,6208.459,6164.859,6240.169,6112.6,6137.6,5973.7,False,0.0
257, 2015/02/03,6059.459,6190.7,6202.91,6113.0,6129.2,5948.65,False,0.0
258, 2015/02/02,5989.659,6022.819,6080.129,6122.2,6106.3,5924.4,False,0.0
259, 2015/01/30,6137.989,6046.609,6166.759,6158.8,6078.3,5902.75,False,0.0
260, 2015/01/29,6116.129,6138.389,6184.239,6160.6,6062.7,5873.45,False,0.0
261, 2015/01/28,6210.289,6166.509,6241.159,6162.6,6028.0,5836.15,False,0.0
262, 2015/01/27,6230.559,6236.169,6260.989,6145.4,5989.7,5802.7,False,0.0
263, 2015/01/26,6073.499,6206.109,6207.179,6090.4,5948.7,5769.15,False,0.0
264, 2015/01/23,6150.999,6056.399,6159.809,5997.8,5896.1,5734.8,False,0.0
265, 2015/01/22,6085.049,6147.439,6160.099,5964.8,5857.2,5704.7,False,0.0
266, 2015/01/21,6001.629,6081.279,6086.139,5893.4,5809.8,5666.6,False,0.0
267, 2015/01/20,5764.708,5960.639,5964.349,5834.0,5768.1,5635.2,False,0.0
268, 2015/01/19,5735.958,5743.568,5950.858,5807.0,5742.5,5620.55,False,0.0
269, 2015/01/16,5789.799,5890.849,5900.369,5794.4,5727.2,5621.45,False,0.0
270, 2015/01/15,5782.479,5790.739,5798.589,5749.6,5684.2,5616.55,False,0.0
271, 2015/01/14,5815.549,5784.219,5839.359,5726.2,5644.3,5619.5,False,0.0
272, 2015/01/13,5682.68,5825.689,5838.4,5702.2,5615.7,5624.4,False,0.0
273, 2015/01/12,5652.27,5679.93,5704.99,5678.0,5589.6,5622.05,False,0.0
274, 2015/01/09,5662.75,5667.029,5773.2,5660.0,5573.5,5624.35,False,0.0
275, 2015/01/08,5663.629,5674.31,5728.759,5618.8,5552.2,5626.1,False,0.0
276, 2015/01/07,5696.439,5663.689,5717.089,5562.4,5523.4,5616.85,False,0.0
277, 2015/01/06,5549.31,5705.729,5715.85,5529.2,5502.3,5619.35,True,3494.037
278, 2015/01/05,5476.31,5589.78,5610.899,5501.2,5498.6,5619.0,True,3535.987
279, 2014/12/31,5388.729,5461.189,5464.83,5487.0,5515.7,5630.15,True,3419.258
280, 2014/12/30,5491.399,5391.39,5500.14,5485.6,5548.9,5642.0,True,3433.358
281, 2014/12/29,5577.319,5498.049,5579.739,5484.4,5594.7,5653.1,True,3377.848
282, 2014/12/26,5519.979,5565.609,5566.04,5475.4,5633.1,5655.95,True,3085.348
283, 2014/12/25,5470.35,5518.83,5518.83,5496.0,5654.5,5657.05,True,2918.447
284, 2014/12/24,5414.39,5453.28,5457.22,5544.4,5675.2,5661.05,True,3058.327
285, 2014/12/23,5433.04,5386.0,5510.79,5612.2,5700.0,5667.4,True,3176.276
286, 2014/12/22,5646.06,5453.22,5646.06,5705.0,5710.3,5676.85,False,0.0
287, 2014/12/19,5749.179,5668.149,5750.029,5790.8,5736.4,5677.95,False,0.0
288, 2014/12/18,5775.469,5760.809,5809.409,5813.0,5739.4,5665.85,False,0.0
289, 2014/12/17,5839.419,5793.109,5839.419,5806.0,5744.6,5646.9,False,0.0
290, 2014/12/16,5885.759,5850.279,5898.029,5787.8,5735.1,5628.15,False,0.0
291, 2014/12/15,5758.899,5882.179,5888.85,5715.6,5711.5,5605.1,False,0.0
292, 2014/12/12,5737.359,5778.589,5790.259,5682.0,5678.8,5580.15,False,0.0
293, 2014/12/11,5680.469,5726.449,5753.469,5665.8,5659.6,5557.4,False,0.0
294, 2014/12/10,5500.049,5701.749,5707.209,5683.2,5646.9,5536.85,False,0.0
295, 2014/12/09,5693.359,5488.999,5717.039,5682.4,5634.8,5522.8,False,0.0
296, 2014/12/08,5667.939,5713.919,5737.079,5707.4,5643.4,5516.85,False,0.0
297, 2014/12/05,5827.099,5697.709,5827.099,5675.6,5619.5,5507.85,False,0.0
298, 2014/12/04,5701.739,5813.089,5817.289,5653.4,5592.3,5497.75,False,0.0
299, 2014/12/03,5615.529,5697.799,5698.569,5610.6,5549.2,5484.55,False,0.0
300, 2014/12/02,5543.83,5614.75,5627.05,5587.2,5521.2,5475.4,False,0.0
301, 2014/12/01,5578.649,5554.359,5578.679,5579.4,5498.7,5470.85,False,0.0
302, 2014/11/28,5595.409,5587.199,5595.409,5563.4,5481.5,5471.9,False,0.0
303, 2014/11/27,5601.58,5598.879,5605.649,5531.2,5455.2,5470.45,False,0.0
304, 2014/11/26,5588.4,5581.57,5601.52,5487.8,5426.8,5468.9,False,0.0
305, 2014/11/25,5483.49,5574.1,5574.1,5455.2,5410.8,5468.65,False,0.0
306, 2014/11/24,5470.22,5475.7,5494.43,5418.0,5390.3,5466.85,True,2557.957
307, 2014/11/21,5387.23,5425.35,5427.77,5399.6,5396.2,5465.15,True,2680.837
308, 2014/11/20,5401.16,5381.93,5403.64,5379.2,5403.2,5464.4,True,3039.598
309, 2014/11/19,5389.71,5418.18,5447.21,5365.8,5419.9,5465.45,True,3489.808
310, 2014/11/18,5387.79,5389.14,5409.07,5366.4,5429.6,5468.0,True,3844.688
311, 2014/11/17,5333.67,5382.96,5406.65,5362.6,5443.0,5474.4,True,3357.148
312, 2014/11/14,5293.67,5324.23,5327.14,5392.8,5462.3,5483.05,True,4012.349
313, 2014/11/13,5421.14,5314.68,5421.14,5427.2,5485.7,5490.8,True,4739.459
314, 2014/11/12,5355.169,5421.58,5421.58,5474.0,5511.0,5501.35,False,0.0
315, 2014/11/11,5544.209,5370.029,5550.009,5492.8,5526.5,5510.85,False,0.0
316, 2014/11/10,5502.54,5533.83,5533.859,5523.4,5543.4,5521.2,False,0.0
317, 2014/11/07,5556.459,5495.87,5577.229,5531.8,5534.1,5524.5,False,0.0
318, 2014/11/06,5515.459,5549.18,5550.33,5544.2,5525.6,5531.75,True,5869.92
319, 2014/11/05,5522.36,5514.62,5531.91,5548.0,5511.0,5538.15,False,0.0
320, 2014/11/04,5575.68,5523.68,5575.68,5560.2,5506.4,5545.75,False,0.0
321, 2014/11/03,5556.67,5575.47,5578.64,5563.4,5505.8,5549.8,False,0.0
322, 2014/10/31,5574.88,5557.58,5584.02,5536.4,5503.8,5549.25,False,0.0
323, 2014/10/30,5574.97,5568.54,5606.43,5507.0,5495.9,5546.85,False,0.0
324, 2014/10/29,5552.5,5575.71,5582.07,5474.0,5491.7,5542.95,False,0.0
325, 2014/10/28,5451.411,5539.44,5539.44,5452.6,5495.2,5538.15,True,6079.359
326, 2014/10/27,5396.221,5440.911,5440.911,5448.2,5499.0,5532.25,True,6321.979
327, 2014/10/24,5405.501,5410.861,5442.321,5471.2,5514.9,5528.1,True,6273.317
328, 2014/10/23,5457.391,5402.811,5476.021,5484.8,5537.9,5529.55,False,0.0
329, 2014/10/22,5520.431,5469.071,5547.171,5509.4,5565.3,5529.35,False,0.0
330, 2014/10/21,5560.531,5517.561,5577.721,5537.8,5585.1,5524.75,False,0.0
331, 2014/10/20,5492.131,5555.471,5557.131,5549.8,5593.8,5515.9,False,0.0
332, 2014/10/17,5518.812,5479.352,5544.812,5558.6,5594.7,5515.75,False,0.0
333, 2014/10/16,5587.711,5525.421,5636.872,5591.0,5597.8,5517.3,False,0.0
334, 2014/10/15,5577.841,5611.542,5611.542,5621.2,5594.2,5513.9,False,0.0
335, 2014/10/14,5593.921,5577.211,5632.751,5632.4,5581.1,5507.3,False,0.0
336, 2014/10/13,5611.121,5600.071,5611.121,5637.8,5565.5,5502.2,False,0.0
337, 2014/10/10,5655.811,5640.931,5674.471,5630.8,5541.3,5494.65,False,0.0
338, 2014/10/09,5678.981,5676.321,5696.191,5604.6,5521.2,5484.0,False,0.0
339, 2014/10/08,5625.931,5666.821,5666.821,5567.2,5493.4,5469.75,False,0.0
340, 2014/09/30,5576.231,5604.801,5621.011,5529.8,5464.4,5453.85,False,0.0
341, 2014/09/29,5532.171,5564.711,5570.121,5493.2,5438.0,5438.2,False,0.0
342, 2014/09/26,5484.731,5509.831,5515.871,5451.8,5436.8,5420.1,False,0.0
343, 2014/09/25,5508.531,5489.721,5552.481,5437.8,5436.8,5401.35,False,0.0
344, 2014/09/24,5409.731,5480.561,5486.981,5419.6,5433.6,5386.55,False,0.0
345, 2014/09/23,5352.311,5420.461,5422.071,5399.0,5433.5,5370.05,False,0.0
346, 2014/09/22,5434.901,5358.461,5434.901,5382.8,5438.9,5360.25,False,0.0
347, 2014/09/19,5403.501,5440.261,5447.921,5421.8,5448.0,5355.2,False,0.0
348, 2014/09/18,5368.631,5398.321,5401.651,5435.8,5446.8,5344.45,False,0.0
349, 2014/09/17,5347.501,5377.791,5377.791,5447.6,5446.1,5335.1,False,0.0
350, 2014/09/16,5553.331,5339.491,5555.551,5468.0,5443.3,5326.6,False,0.0
351, 2014/09/15,5507.051,5552.701,5563.001,5495.0,5438.4,5319.0,False,0.0
352, 2014/09/12,5455.011,5510.351,5511.141,5474.2,5403.4,5296.65,False,0.0
353, 2014/09/11,5484.461,5458.441,5541.321,5457.8,5365.9,5273.05,False,0.0
354, 2014/09/10,5465.511,5478.801,5486.611,5444.6,5339.5,5254.05,False,0.0
355, 2014/09/09,5463.541,5475.101,5484.901,5418.6,5306.6,5234.25,False,0.0
356, 2014/09/05,5440.691,5449.021,5456.511,5381.8,5281.6,5213.8,False,0.0
357, 2014/09/04,5392.641,5427.901,5430.401,5332.6,5262.4,5191.05,False,0.0
358, 2014/09/03,5370.611,5391.291,5404.451,5274.0,5242.1,5168.1,False,0.0
359, 2014/09/02,5303.071,5349.621,5351.261,5234.4,5224.1,5149.5,False,0.0
360, 2014/09/01,5213.771,5290.371,5290.371,5194.6,5209.9,5131.55,False,0.0
361, 2014/08/29,5141.16,5203.03,5203.03,5181.4,5199.6,5114.45,False,0.0
362, 2014/08/28,5189.291,5135.34,5202.411,5192.2,5189.9,5098.8,False,0.0
363, 2014/08/27,5155.331,5193.9,5209.181,5210.2,5180.2,5089.6,False,0.0
364, 2014/08/26,5218.4,5150.581,5243.45,5213.8,5168.6,5075.65,False,0.0
365, 2014/08/25,5270.86,5224.19,5272.94,5225.2,5161.9,5062.75,False,0.0
366, 2014/08/22,5219.9,5257.88,5265.9,5217.8,5146.0,5042.35,False,0.0
367, 2014/08/21,5217.821,5224.581,5229.551,5187.6,5119.7,5015.2,False,0.0
368, 2014/08/20,5203.301,5212.301,5250.261,5150.2,5094.1,4987.25,False,0.0
369, 2014/08/19,5194.221,5206.461,5225.041,5123.4,5074.9,4961.35,False,0.0
370, 2014/08/18,5123.281,5187.891,5187.891,5098.6,5053.2,4937.55,False,0.0
371, 2014/08/15,5043.381,5106.481,5120.441,5074.2,5029.3,4912.3,False,0.0
372, 2014/08/14,5074.231,5038.031,5094.711,5051.8,5007.7,4890.5,False,0.0
373, 2014/08/13,5086.981,5078.181,5100.191,5038.0,4999.0,4872.0,False,0.0
374, 2014/08/12,5063.281,5082.401,5082.401,5026.4,4982.7,4853.4,False,0.0
375, 2014/08/11,5010.161,5065.891,5067.281,5007.8,4963.6,4836.7,False,0.0
376, 2014/08/08,4972.42,4994.17,5013.23,4984.4,4938.7,4821.0,False,0.0
377, 2014/08/07,5025.071,4969.081,5047.291,4963.6,4910.7,4806.95,False,0.0
378, 2014/08/06,4973.801,5020.481,5032.231,4960.0,4880.4,4793.35,False,0.0
379, 2014/08/05,4951.251,4989.401,4989.401,4939.0,4847.8,4779.85,False,0.0
380, 2014/08/04,4901.101,4949.501,4949.501,4919.4,4821.9,4772.7,False,0.0
381, 2014/08/01,4930.261,4889.851,4967.841,4893.0,4795.3,4766.4,False,0.0
382, 2014/07/31,4908.751,4950.721,4950.721,4857.8,4773.3,4764.15,False,0.0
383, 2014/07/30,4890.521,4915.371,4922.901,4800.8,4745.0,4759.65,False,0.0
384, 2014/07/29,4820.381,4892.171,4910.281,4756.6,4724.1,4756.15,False,0.0
385, 2014/07/28,4732.571,4816.371,4824.641,4724.4,4709.8,4753.1,True,2097.739
386, 2014/07/25,4669.831,4713.951,4714.591,4697.6,4703.3,4751.95,True,2172.088
387, 2014/07/24,4694.371,4666.431,4714.941,4688.8,4703.2,4753.3,True,2176.598
388, 2014/07/23,4730.141,4693.431,4748.611,4689.2,4706.3,4756.55,True,2006.768
389, 2014/07/22,4676.521,4731.041,4733.101,4691.6,4711.9,4755.0,True,1964.368
390, 2014/07/21,4680.801,4683.731,4689.531,4695.2,4723.5,4753.3,True,2121.449
391, 2014/07/18,4654.9,4669.831,4698.71,4709.0,4737.5,4752.7,True,2109.829
392, 2014/07/17,4703.61,4667.88,4704.561,4717.6,4755.0,4750.75,False,0.0
393, 2014/07/16,4741.6,4706.24,4758.17,4723.4,4774.3,4746.55,False,0.0
394, 2014/07/15,4751.79,4748.45,4764.45,4732.2,4788.2,4746.55,False,0.0
395, 2014/07/14,4716.2,4752.61,4752.61,4751.8,4796.4,4745.55,True,1852.539
396, 2014/07/11,4687.709,4712.54,4729.549,4766.0,4800.6,4747.05,False,0.0
397, 2014/07/10,4743.219,4697.569,4763.969,4792.4,4803.4,4748.7,False,0.0
398, 2014/07/09,4833.169,4749.739,4844.229,4825.2,4806.8,4748.5,False,0.0
399, 2014/07/08,4817.759,4846.969,4847.289,4844.2,4798.1,4746.35,False,0.0
400, 2014/07/07,4847.679,4822.629,4866.509,4841.0,4783.1,4738.55,False,0.0
401, 2014/07/04,4869.58,4845.649,4873.709,4835.2,4767.9,4728.5,False,0.0
402, 2014/07/03,4839.569,4860.899,4878.659,4814.4,4746.5,4718.85,False,0.0
403, 2014/07/02,4833.31,4844.399,4852.68,4788.4,4718.8,4708.05,False,0.0
404, 2014/07/01,4797.6,4830.74,4834.85,4752.0,4704.9,4695.6,False,0.0
405, 2014/06/30,4745.51,4794.72,4794.72,4725.2,4694.7,4686.8,False,0.0
406, 2014/06/27,4736.62,4740.34,4770.47,4700.6,4693.5,4679.7,False,0.0
407, 2014/06/26,4666.61,4731.82,4733.59,4678.6,4694.0,4674.45,False,0.0
408, 2014/06/25,4697.45,4662.86,4697.45,4649.2,4690.2,4672.3,False,0.0
409, 2014/06/24,4672.05,4696.49,4697.49,4657.8,4694.6,4669.7,False,0.0
410, 2014/06/23,4637.84,4671.12,4686.42,4664.2,4694.0,4666.15,True,1500.549
411, 2014/06/20,4582.82,4631.57,4632.56,4686.4,4689.1,4661.85,False,0.0
412, 2014/06/19,4705.54,4583.37,4715.319,4709.4,4691.2,4657.15,False,0.0
413, 2014/06/18,4728.42,4706.47,4736.04,4731.2,4697.3,4654.85,False,0.0
414, 2014/06/17,4774.53,4728.66,4774.53,4731.4,4686.3,4643.55,False,0.0
415, 2014/06/16,4747.15,4781.89,4787.49,4723.8,4678.9,4630.35,False,0.0
416, 2014/06/13,4690.01,4745.71,4757.88,4691.8,4665.9,4616.25,False,0.0
417, 2014/06/12,4698.2,4693.72,4715.95,4673.0,4654.9,4604.1,False,0.0
418, 2014/06/11,4679.51,4706.57,4712.86,4663.4,4654.4,4599.65,False,0.0
419, 2014/06/10,4622.62,4691.19,4691.44,4641.2,4644.8,4594.3,False,0.0
420, 2014/06/09,4638.996,4622.076,4658.966,4634.0,4638.3,4590.3,False,0.0
421, 2014/06/06,4646.076,4652.056,4680.246,4640.0,4634.6,4584.0,False,0.0
422, 2014/06/05,4591.326,4645.286,4646.366,4636.8,4623.1,4578.45,False,0.0
423, 2014/06/04,4649.356,4595.686,4649.356,4645.4,4612.4,4574.1,False,0.0
424, 2014/06/03,4654.146,4655.326,4682.426,4648.4,4600.8,4576.55,False,0.0
425, 2014/05/30,4630.166,4651.796,4673.596,4642.6,4581.8,4573.75,False,0.0
426, 2014/05/29,4696.546,4635.396,4704.876,4629.2,4566.6,4568.75,False,0.0
427, 2014/05/28,4614.596,4688.576,4691.666,4609.4,4553.3,4563.35,False,0.0
428, 2014/05/27,4617.956,4610.846,4638.996,4579.4,4544.9,4552.9,False,0.0
429, 2014/05/26,4615.666,4626.206,4630.525,4553.2,4543.8,4551.55,False,0.0
430, 2014/05/23,4543.826,4584.826,4585.246,4521.0,4542.3,4553.7,False,0.0
431, 2014/05/22,4546.516,4537.196,4602.006,4504.0,4533.4,4560.85,True,951.533
432, 2014/05/21,4465.875,4537.456,4537.496,4497.2,4533.8,4570.35,True,1099.734
433, 2014/05/20,4491.976,4479.795,4528.795,4510.4,4535.8,4581.1,True,1026.854
434, 2014/05/19,4492.226,4465.446,4492.226,4534.4,4552.3,4598.3,True,961.054
435, 2014/05/16,4496.465,4499.775,4514.265,4563.6,4565.7,4615.9,True,889.535
436, 2014/05/15,4597.465,4503.605,4598.505,4562.8,4570.9,4630.9,True,855.755
437, 2014/05/14,4597.365,4603.155,4616.265,4570.4,4573.4,4646.0,True,1070.784
438, 2014/05/13,4612.615,4600.145,4632.455,4561.2,4560.9,4658.5,True,1148.194
439, 2014/05/12,4524.215,4610.815,4612.845,4570.2,4559.3,4670.05,True,1268.894
440, 2014/05/09,4542.355,4496.456,4545.295,4567.8,4565.1,4682.55,True,1307.924
441, 2014/05/08,4546.125,4541.246,4619.146,4579.0,4588.3,4700.0,True,1336.054
442, 2014/05/07,4633.036,4558.116,4633.036,4576.4,4606.9,4713.4,True,1145.553
443, 2014/05/06,4596.656,4645.006,4679.396,4560.6,4626.4,4723.55,True,1129.793
444, 2014/05/05,4545.266,4598.166,4603.996,4548.4,4644.3,4726.4,True,1156.483
445, 2014/04/30,4512.766,4552.266,4558.686,4562.4,4666.1,4730.65,True,976.233
446, 2014/04/29,4459.276,4528.596,4529.466,4597.6,4690.9,4736.95,True,1254.643
447, 2014/04/28,4569.986,4478.166,4575.076,4637.4,4718.6,4740.3,True,1127.723
448, 2014/04/25,4666.456,4584.176,4675.735,4692.2,4756.1,4746.9,True,1146.633
449, 2014/04/24,4720.285,4669.255,4723.725,4740.2,4780.8,4753.35,True,977.514
450, 2014/04/23,4726.555,4728.155,4759.695,4769.8,4800.0,4760.45,False,0.0
