date,o,h,l,c,vol,MACD.DIF,MACD.DEA,MACD.MACD
 1992/03/27,36.5,36.65,35.45,36.05,731300,0.95,0.69,0.52
 1992/03/30,36.05,38,35.9,37.55,777200,1.21,0.79,0.83
 1992/04/01,39.73,40.78,39.73,40.55,796500,1.63,0.96,1.35
 1992/04/02,40.55,40.85,39.2,39.28,654400,1.85,1.14,1.43
 1992/04/03,39.5,39.5,38.15,39.13,623300,1.99,1.31,1.36
 1992/04/06,39.35,41.75,39.35,41.45,645600,2.26,1.5,1.52
 1992/04/07,41.68,42.95,40.7,42.2,872500,2.5,1.7,1.61
 1992/04/08,42.43,45.05,42.43,43.63,1315300,2.78,1.91,1.73
 1992/04/09,43.7,44.6,42.8,44,910900,2.99,2.13,1.73
 1992/04/10,44.23,44.9,43.7,44.6,767760,3.18,2.34,1.67
 1992/04/13,44.83,50.9,44.83,49.63,740900,3.68,2.61,2.15
 1992/04/14,49.85,51.95,48.5,48.95,1053200,3.99,2.88,2.2
 1992/04/15,49.18,50.45,45.5,46.1,831100,3.95,3.1,1.7
 1992/04/16,46.33,49.7,46.33,49.48,917700,4.14,3.31,1.68
 1992/04/17,49.7,49.85,48.05,48.2,971400,4.15,3.47,1.35
 1992/04/20,48.43,48.95,46.7,47.53,599300,4.05,3.59,0.92
 1992/04/21,47.75,48.05,46.7,47.45,659700,3.92,3.66,0.53
 1992/04/22,47.68,49.85,47.45,49.4,627600,3.93,3.71,0.44
 1992/04/23,49.63,51.35,49.63,50.38,852300,3.97,3.76,0.42
 1992/04/24,50.45,51.65,50.45,51.2,898300,4.03,3.82,0.42
 1992/04/27,51.43,52.55,50.45,50.9,854600,4,3.85,0.29
 1992/04/28,51.13,51.95,50.45,51.95,962400,4.01,3.88,0.26
 1992/04/29,52.18,54.2,52.18,54.2,926600,4.16,3.94,0.44
 1992/04/30,54.43,58.25,54.43,57.95,806100,4.53,4.06,0.94
 1992/05/03,58.18,64.25,58.18,61.93,844900,5.08,4.26,1.63
 1992/05/04,62.15,65.9,61.55,65.6,1146200,5.75,4.56,2.38
 1992/05/05,65.38,71.6,65.38,70.63,1080500,6.61,4.97,3.28
 1992/05/06,70.85,73.03,68.45,69.2,899900,7.09,5.39,3.39
 1992/05/07,69.43,69.43,64.18,65.53,1015200,7.09,5.73,2.72
 1992/05/08,65.75,66.35,63.2,64.1,1072600,6.9,5.97,1.87
 1992/05/11,64.33,65.9,62.45,65.83,1039000,6.81,6.14,1.36
 1992/05/12,66.05,71,66.05,69.8,796900,6.98,6.31,1.35
 1992/05/13,70.03,71.45,69.5,69.65,848900,7.02,6.45,1.15
 1992/05/14,69.88,69.88,67.55,68.38,891200,6.87,6.53,0.68
 1992/05/15,68.6,69.5,67.63,68.23,862300,6.67,6.56,0.21
 1992/05/18,68.45,68.45,66.2,67.4,888300,6.36,6.52,-0.32
 1992/05/19,67.63,70.03,67.25,69.88,1068100,6.25,6.47,-0.44
 1992/05/20,70.1,71.68,67.7,67.85,966500,5.93,6.36,-0.86
 1992/05/21,68.08,68.08,65.6,67.7,642600,5.59,6.2,-1.22
 1992/05/22,67.93,68.08,66.5,66.8,618000,5.2,6,-1.61
 1992/05/25,67.03,68.45,66.65,68.38,904600,4.96,5.79,-1.68
 1992/05/26,68.6,70.1,68.6,69.95,840900,4.83,5.6,-1.54
 1992/05/27,70.18,71,69.05,69.2,942400,4.62,5.41,-1.57
 1992/05/28,69.2,69.2,67.7,68.38,708800,4.34,5.19,-1.7
 1992/05/29,68.6,68.6,66.5,68,722100,4.04,4.96,-1.85
 1992/06/01,68.23,70.1,68.23,69.13,925800,3.85,4.74,-1.78
 1992/06/02,69.35,69.35,66.58,67.55,797600,3.53,4.5,-1.94
 1992/06/03,67.78,67.78,63.2,63.43,531100,2.91,4.18,-2.54
 1992/06/04,63.65,63.65,58.22,62.15,958000,2.29,3.8,-3.03
 1992/06/05,62.38,64.4,62.3,63.05,970800,1.85,3.41,-3.13
 1992/06/08,63.28,63.28,59.98,62.45,738200,1.43,3.01,-3.16
 1992/06/09,62.68,62.68,59.45,59.98,477900,0.89,2.59,-3.39
 1992/06/10,59.9,60.05,57.8,59.02,623700,0.39,2.15,-3.53
 1992/06/11,58.78,59,57.95,58.4,487300,-0.07,1.71,-3.54
 1992/06/12,58.63,58.7,57.05,57.95,670000,-0.46,1.27,-3.46
 1992/06/16,54.43,54.5,50.08,50.6,767500,-1.34,0.75,-4.18
 1992/06/17,50.38,55.93,48.65,55.55,876100,-1.63,0.28,-3.8
 1992/06/18,55.33,57.65,54.05,54.65,1146400,-1.9,-0.16,-3.48
 1992/06/19,54.88,54.95,52.7,54.5,667300,-2.11,-0.55,-3.12
 1992/06/22,54.28,54.28,51.2,51.58,736500,-2.48,-0.94,-3.09
 1992/06/23,51.73,53.9,50.9,53,617100,-2.63,-1.27,-2.71
 1992/06/24,52.78,52.78,51.5,52.78,588500,-2.73,-1.57,-2.33
 1992/06/25,52.93,54.2,52.7,54.2,480100,-2.67,-1.79,-1.77
 1992/06/26,54.2,56.6,54.2,55.85,778900,-2.46,-1.92,-1.07
 1992/06/29,56.08,60.2,56.08,59.9,989000,-1.94,-1.92,-0.03
 1992/06/30,60.13,63.2,60.13,63.2,1047400,-1.25,-1.79,1.08
 1992/07/01,63.43,64.48,60.65,60.88,1246700,-0.88,-1.61,1.45
 1992/07/02,60.65,61.4,59.23,60.5,1230300,-0.61,-1.41,1.59
 1992/07/03,60.28,61.7,60.2,61.63,1005300,-0.3,-1.19,1.77
 1992/07/06,61.85,64.1,60.2,61.4,1251600,-0.08,-0.97,1.78
 1992/07/07,61.63,61.7,59.75,61.25,730500,0.09,-0.75,1.69
 1992/07/08,61.48,61.7,60.65,61.4,447100,0.23,-0.56,1.58
 1992/07/09,61.18,61.18,59.9,59.98,817100,0.23,-0.4,1.25
 1992/07/10,59.9,59.9,58.85,59.6,707300,0.19,-0.28,0.94
 1992/07/13,59.38,60.95,59,60.65,884400,0.24,-0.18,0.84
 1992/07/14,60.88,62,60.88,61.63,731600,0.36,-0.07,0.86
 1992/07/16,61.18,62.75,61.18,62.75,564300,0.53,0.05,0.97
 1992/07/17,62.98,63.8,62.9,63.65,957000,0.74,0.19,1.1
 1992/07/20,63.88,67.7,63.88,67.55,881200,1.2,0.39,1.62
 1992/07/21,67.7,68.45,66.8,67.1,1098100,1.51,0.62,1.8
 1992/07/22,66.95,67.4,66.2,67.18,978700,1.75,0.84,1.81
 1992/07/23,66.95,68.45,66.95,68.45,943800,2.01,1.08,1.87
 1992/07/24,68.23,69.2,68,68.98,1098300,2.24,1.31,1.86
 1992/07/29,68.83,69.5,68.3,69.05,700800,2.4,1.53,1.74
 1992/07/30,69.2,69.65,68.9,69.65,685600,2.54,1.73,1.62
 1992/07/31,69.88,69.95,68.6,68.6,562200,2.54,1.89,1.3
 1992/08/03,68.6,70.1,64.4,64.55,681600,2.19,1.95,0.48
 1992/08/04,64.33,67.25,63.2,66.5,855500,2.05,1.97,0.15
 1992/08/05,66.73,67.7,65.15,67.33,503000,1.97,1.97,0.01
 1992/08/06,67.1,67.1,65.75,66.35,405000,1.82,1.94,-0.24
 1992/08/07,66.2,67.85,65.6,67.7,663600,1.78,1.91,-0.25
 1992/08/10,67.93,69.95,67.93,69.5,460900,1.88,1.9,-0.05
 1992/08/11,69.65,69.65,63.73,65.83,142000,1.64,1.85,-0.42
 1992/08/12,66.05,67.4,65.9,66.05,920400,1.45,1.77,-0.64
 1992/08/13,66.2,66.2,63.13,63.8,999800,1.11,1.64,-1.06
 1992/08/14,63.58,65.9,62.68,65.75,1119300,0.98,1.51,-1.05
 1992/08/17,65.98,68.23,65.98,66.2,1019400,0.91,1.39,-0.96
 1992/08/18,66.2,66.2,64.63,65.15,741300,0.75,1.26,-1.01
 1992/08/19,64.93,66.2,64.93,65.68,334700,0.67,1.14,-0.95
 1992/08/20,65.45,66.2,65.3,65.83,431400,0.61,1.03,-0.86
 1992/08/21,65.75,65.83,64.55,64.78,586000,0.47,0.92,-0.91
 1992/08/24,64.55,64.55,62.9,63.8,462300,0.27,0.79,-1.04
 1992/08/25,63.58,63.58,61.25,61.4,508100,-0.07,0.62,-1.38
 1992/08/26,61.18,63.05,60.65,62.6,957500,-0.25,0.45,-1.39
 1992/08/27,62.83,64.1,62,62.9,670300,-0.36,0.28,-1.28
 1992/08/28,62.9,62.9,62.15,62.9,366100,-0.44,0.14,-1.16
 1992/09/01,61.85,61.85,60.95,61.03,428700,-0.65,-0.02,-1.26
 1992/09/02,60.95,61.03,58.4,60.2,701100,-0.87,-0.19,-1.36
 1992/09/03,60.2,60.73,59.3,60.2,539100,-1.03,-0.36,-1.35
 1992/09/04,60.28,60.28,58.25,58.4,697400,-1.29,-0.54,-1.5
 1992/09/07,58.18,58.18,55.7,56,726100,-1.67,-0.77,-1.81
 1992/09/08,55.78,59.3,54.95,58.7,1073500,-1.74,-0.96,-1.55
 1992/09/09,58.93,62.6,58.93,62.53,1138200,-1.46,-1.06,-0.8
 1992/09/10,62.75,64.7,62.75,63.73,1585400,-1.14,-1.08,-0.11
 1992/09/11,63.95,65.3,62,65.15,1476200,-0.75,-1.01,0.52
 1992/09/14,65.38,66.8,63.2,63.5,1359000,-0.57,-0.93,0.7
 1992/09/15,63.28,64.7,62.6,63.43,936200,-0.43,-0.83,0.78
 1992/09/16,63.2,65.45,62.45,64.33,556000,-0.25,-0.71,0.93
 1992/09/17,64.55,65.6,64.4,65.15,797700,-0.03,-0.58,1.08
 1992/09/18,65.15,65.45,63.8,64.1,577100,0.05,-0.45,1
 1992/09/21,63.95,65.08,63.8,64.4,343000,0.14,-0.33,0.94
 1992/09/22,64.4,64.7,63.8,64.03,447800,0.18,-0.23,0.82
 1992/09/23,64.25,65.15,64.25,64.78,735600,0.27,-0.13,0.8
 1992/09/24,65,68.3,65,68.15,2018700,0.6,0.02,1.17
 1992/09/25,68.38,69.5,67.85,68.15,2395300,0.86,0.18,1.35
 1992/09/28,68.15,68.23,66.95,67.63,975800,1.01,0.35,1.32
 1992/09/29,67.7,67.7,67.25,67.7,571400,1.12,0.5,1.23
 1992/09/30,67.7,67.78,66.8,67.1,774600,1.14,0.63,1.03
 1992/10/04,67.1,67.7,67.1,67.4,334400,1.18,0.74,0.87
 1992/10/05,67.4,67.55,66.5,66.65,335800,1.13,0.82,0.62
 1992/10/06,66.43,66.43,65.45,65.98,347900,1.02,0.86,0.33
 1992/10/07,65.75,66.5,65.45,66.5,274500,0.97,0.88,0.18
 1992/10/08,66.73,66.95,66.05,66.28,277100,0.9,0.88,0.03
 1992/10/09,66.35,67.18,66.05,67.03,502900,0.9,0.89,0.02
 1992/10/12,67.25,68.23,67.25,67.4,621500,0.91,0.89,0.04
 1992/10/13,67.63,67.63,66.5,66.65,304800,0.85,0.88,-0.06
 1992/10/14,66.5,66.65,65.6,65.68,357400,0.72,0.85,-0.26
 1992/10/15,65.45,66.95,65.15,66.73,271600,0.69,0.82,-0.25
 1992/10/16,66.8,66.95,65.9,66.05,271800,0.61,0.78,-0.34
 1992/10/19,66.05,66.05,64.1,64.4,454800,0.4,0.7,-0.6
 1992/10/20,64.48,66.35,64.48,64.7,667900,0.26,0.62,-0.7
 1992/10/21,64.48,64.93,63.2,63.43,499500,0.05,0.5,-0.91
 1992/10/22,63.2,63.2,60.95,62.6,683300,-0.19,0.36,-1.1
 1992/10/23,62.6,62.6,61.33,61.4,766700,-0.46,0.2,-1.33
 1992/10/26,61.18,61.18,55.93,57.95,1116200,-0.95,-0.03,-1.84
 1992/10/27,57.95,58.55,56.83,56.9,1449300,-1.41,-0.31,-2.2
 1992/10/28,57.13,58.4,56.3,58.03,952400,-1.66,-0.58,-2.16
 1992/10/29,57.8,59.6,57.73,59.6,1189100,-1.71,-0.8,-1.81
 1992/10/30,59.83,60.65,59.83,60.13,1048100,-1.69,-0.98,-1.42
 1992/11/02,60.2,60.2,57.05,57.2,722200,-1.89,-1.16,-1.45
 1992/11/03,57.2,58.4,56.3,58.4,668600,-1.92,-1.31,-1.22
 1992/11/04,58.4,58.4,57.2,57.5,266600,-2,-1.45,-1.1
 1992/11/05,57.28,57.35,56.9,57.05,341100,-2.08,-1.58,-1
 1992/11/06,56.9,57.5,56.9,57.2,413000,-2.1,-1.68,-0.84
 1992/11/09,56.98,57.2,56.68,56.9,219300,-2.12,-1.77,-0.7
 1992/11/10,56.68,57.2,56.3,56.6,303200,-2.13,-1.84,-0.58
 1992/11/11,56.45,56.75,55.4,55.7,400700,-2.19,-1.91,-0.56
 1992/11/12,55.7,56.6,53,53.83,516900,-2.36,-2,-0.72
 1992/11/13,53.6,53.6,50.75,51.35,828100,-2.67,-2.14,-1.06
 1992/11/16,51.13,51.13,46.33,46.4,843300,-3.27,-2.36,-1.81
 1992/11/17,46.18,46.18,43.7,45.05,1307100,-3.81,-2.65,-2.32
 1992/11/18,45.2,48.95,45.2,47.9,1213300,-3.97,-2.92,-2.1
 1992/11/19,47.68,47.98,46.63,47.6,1381900,-4.07,-3.15,-1.84
 1992/11/23,46.78,46.78,44.83,45.35,953500,-4.28,-3.37,-1.81
 1992/11/24,45.2,46.4,44.9,46.4,482500,-4.31,-3.56,-1.5
 1992/11/25,46.4,48.2,46.25,48.2,720100,-4.14,-3.68,-0.93
 1992/11/26,48.2,52.85,48.2,52.25,1518200,-3.64,-3.67,0.05
 1992/11/27,52.48,52.7,50.83,52.33,207550,-3.2,-3.58,0.75
 1992/11/30,52.55,58.18,52.55,57.65,1287600,-2.4,-3.34,1.89
 1992/12/01,57.88,59.3,56,59,2051600,-1.63,-3,2.74
 1992/12/02,59.23,60.2,57.65,58.1,1773200,-1.08,-2.62,3.06
 1992/12/03,57.88,58.48,56.45,56.45,1134500,-0.77,-2.25,2.95
 1992/12/04,56.23,58.93,56.23,58.7,1305800,-0.34,-1.87,3.05
 1992/12/07,58.93,62.38,58.93,62.15,1566500,0.27,-1.44,3.42
 1992/12/09,62.53,62.53,58.85,59.9,1208100,0.57,-1.04,3.22
 1992/12/14,60.88,61.7,60.2,60.95,1017100,0.89,-0.65,3.08
 1992/12/16,60.2,61.4,59.9,61.4,637400,1.16,-0.29,2.89
 1992/12/17,61.63,62,60.95,61.1,504100,1.33,0.04,2.6
 1992/12/18,61.33,62.38,61.03,62.3,615600,1.55,0.34,2.42
 1992/12/21,62.53,62.9,61.7,62.75,950100,1.74,0.62,2.24
 1992/12/22,62.98,63.2,62.45,62.45,766000,1.84,0.86,1.96
 1992/12/23,62.45,62.45,61.7,61.93,581700,1.86,1.06,1.6
 1992/12/24,61.7,63.2,61.7,62.83,415100,1.93,1.24,1.38
 1992/12/25,63.05,63.2,62.6,62.98,525900,1.97,1.38,1.17
 1992/12/28,63.2,63.43,62.98,63.43,495100,2.02,1.51,1.01
 1992/12/29,63.43,65.75,63.43,65.6,741200,2.2,1.65,1.11
 1992/12/30,65.83,67.4,65.83,67.25,1268300,2.45,1.81,1.29
 1992/12/31,67.48,67.85,66.65,66.95,1145000,2.6,1.97,1.26
 1993/01/05,67.7,68.45,67.4,67.85,665300,2.76,2.12,1.26
 1993/01/06,67.7,68.45,67.7,68.45,665400,2.89,2.28,1.23
 1993/01/07,68.45,69.2,68.08,69.2,655500,3.03,2.43,1.2
 1993/01/08,69.2,69.58,68.98,69.58,912700,3.13,2.57,1.13
 1993/01/11,69.8,72.2,69.65,71.75,962400,3.35,2.73,1.25
 1993/01/12,71.98,72.05,69.65,69.95,1031400,3.34,2.85,0.98
 1993/01/13,69.95,71.3,69.65,70.7,847800,3.35,2.95,0.8
 1993/01/14,70.7,71.15,70.1,70.4,772400,3.3,3.02,0.56
 1993/01/15,70.4,71.15,69.95,71,696300,3.27,3.07,0.4
 1993/01/18,71.68,73.25,70.78,73.1,1135000,3.38,3.13,0.49
 1993/01/19,73.33,74.08,73.25,73.55,1388700,3.46,3.2,0.52
 1993/02/01,75.05,80.53,73.7,79.4,1126900,3.95,3.35,1.2
 1993/02/02,79.63,82.55,79.63,80.9,1117600,4.41,3.56,1.7
 1993/02/03,81.13,81.65,78.88,78.95,973600,4.56,3.76,1.6
 1993/02/04,78.95,79.7,77.9,79.4,1032600,4.66,3.94,1.45
 1993/02/05,79.4,79.93,78.88,79.4,1222600,4.69,4.09,1.21
 1993/02/08,79.63,82.4,79.63,81.2,1375000,4.81,4.23,1.14
 1993/02/09,81.2,82.1,80.45,81.05,1375000,4.83,4.35,0.95
 1993/02/10,81.2,82.7,81.2,81.8,1057600,4.85,4.45,0.79
 1993/02/11,81.8,82.7,81.2,81.95,1454700,4.82,4.53,0.59
 1993/02/12,81.95,81.95,78.13,79.85,2437500,4.58,4.54,0.09
 1993/02/15,79.85,84.13,79.85,83.45,1656900,4.62,4.55,0.14
 1993/02/16,83.68,85.25,83.68,84.05,1825400,4.65,4.57,0.16
 1993/02/17,84.2,84.95,83.08,84.8,1310900,4.68,4.6,0.18
 1993/02/19,85.7,88.4,85.7,88.4,1361100,4.94,4.66,0.55
 1993/02/22,88.4,92.6,88.4,91.18,1591800,5.31,4.79,1.03
 1993/02/23,91.4,91.4,89.9,90.05,1340100,5.45,4.92,1.04
 1993/02/24,90.2,90.2,86,86.75,1527500,5.23,4.98,0.49
 1993/02/25,86.45,89.75,85.55,89,1633500,5.18,5.02,0.31
 1993/02/26,89.23,90.2,87.65,88.4,1184900,5.03,5.02,0.01
 1993/03/01,88.63,93.2,88.63,91.25,2647500,5.09,5.04,0.1
 1993/03/02,91.48,91.48,89.45,89.6,1269600,4.94,5.02,-0.16
 1993/03/03,89.45,89.9,86.9,86.9,1216100,4.55,4.92,-0.74
 1993/03/04,86.9,88.7,85.48,87.35,2125300,4.23,4.79,-1.1
 1993/03/05,87.58,87.95,84.2,84.2,1573300,3.68,4.57,-1.76
 1993/03/08,84.2,87.2,84.2,86.45,1526600,3.39,4.33,-1.88
 1993/03/09,86.45,87.2,85.4,86.08,950100,3.09,4.08,-1.98
 1993/03/10,85.85,88.1,85.85,88.03,1128200,2.98,3.86,-1.76
 1993/03/11,88.25,88.7,87.95,88.18,1050800,2.87,3.67,-1.59
 1993/03/12,88.4,88.7,88.25,88.7,939600,2.79,3.49,-1.39
 1993/03/15,88.7,88.7,85.4,86.75,1328200,2.55,3.3,-1.51
 1993/03/16,86.75,87.95,86.75,87.35,960800,2.37,3.12,-1.49
 1993/03/17,87.2,87.5,86.3,86.45,852900,2.13,2.92,-1.57
 1993/03/18,86.45,87.2,85.78,86.75,704000,1.95,2.72,-1.55
 1993/03/19,86.98,87.2,86.98,87.05,763800,1.8,2.54,-1.47
 1993/03/22,87.2,87.2,85.1,85.4,817300,1.54,2.34,-1.6
 1993/03/23,85.4,85.85,84.2,84.8,955100,1.27,2.13,-1.72
 1993/03/24,84.8,85.1,82.85,83.15,837300,0.91,1.88,-1.95
 1993/03/25,83.15,86,82.4,85.78,941400,0.82,1.67,-1.69
 1993/03/26,86,87.05,85.85,85.85,849300,0.76,1.49,-1.46
 1993/03/29,85.85,86,84.95,85.55,479300,0.67,1.32,-1.31
 1993/03/30,85.55,85.7,84.88,85.63,374200,0.6,1.18,-1.16
 1993/03/31,85.7,86.45,85.63,86.3,463500,0.59,1.06,-0.94
 1993/04/01,86.45,86.53,86,86.3,419700,0.58,0.97,-0.77
 1993/04/02,86.45,86.9,86.08,86.3,507800,0.56,0.89,-0.64
 1993/04/05,86.3,86.38,85.7,85.78,410900,0.5,0.81,-0.61
 1993/04/06,85.7,86.23,85.1,85.93,429500,0.46,0.74,-0.55
 1993/04/07,85.7,86.9,85.7,86.83,462600,0.5,0.69,-0.39
 1993/04/08,87.05,87.95,87.05,87.88,734600,0.6,0.67,-0.14
 1993/04/09,87.95,88.25,87.35,87.58,711000,0.65,0.67,-0.03
 1993/04/12,87.8,91.55,87.8,91.03,1561200,0.96,0.73,0.47
 1993/04/13,91.25,91.93,91.03,91.7,1636000,1.24,0.83,0.83
 1993/04/14,91.7,91.7,91.25,91.48,1204300,1.44,0.95,0.97
 1993/04/15,91.7,91.7,90.65,91.25,1085700,1.55,1.07,0.96
 1993/04/16,91.4,91.7,90.95,91.55,884800,1.65,1.19,0.92
 1993/04/19,91.7,91.7,90.43,90.5,945100,1.62,1.27,0.69
 1993/04/20,90.5,90.5,89.75,90.13,554300,1.55,1.33,0.44
 1993/04/21,90.2,90.2,89.68,90.13,362500,1.48,1.36,0.24
 1993/04/22,90.2,90.35,89.75,89.75,421600,1.37,1.36,0.03
 1993/04/23,89.75,89.75,88.4,89,541900,1.22,1.33,-0.23
 1993/04/26,89,89,87.95,89,397300,1.08,1.28,-0.4
 1993/04/27,89,89.23,88.7,88.78,249200,0.94,1.21,-0.54
 1993/04/28,88.7,88.7,88.33,88.7,334400,0.82,1.14,-0.63
 1993/04/29,88.7,88.7,88.1,88.1,288600,0.66,1.04,-0.75
 1993/04/30,88.1,88.48,87.88,88.4,414300,0.56,0.95,-0.77
 1993/05/01,88.4,88.4,87.2,87.28,279500,0.38,0.83,-0.9
 1993/05/02,87.2,87.43,86.83,87.2,341000,0.23,0.71,-0.96
 1993/05/04,87.2,87.35,85.1,85.25,469200,-0.04,0.56,-1.21
 1993/05/05,83.15,85.33,79.4,83.15,1294000,-0.43,0.36,-1.58
 1993/05/07,83.15,83.6,80.9,82.7,1020700,-0.76,0.14,-1.79
 1993/05/10,82.7,85.7,82.7,83.53,1063900,-0.94,-0.08,-1.73
 1993/05/11,83.3,83.45,81.2,82.03,895800,-1.2,-0.3,-1.79
 1993/05/12,81.95,83.98,81.95,83.68,589100,-1.25,-0.49,-1.52
 1993/05/13,83.9,86,83.9,85.48,628200,-1.13,-0.62,-1.03
 1993/05/14,85.4,86.6,85.1,85.7,535200,-1.01,-0.7,-0.63
 1993/05/17,85.7,86,84.05,84.05,478800,-1.04,-0.77,-0.54
 1993/05/18,84.2,84.95,82.85,84.5,404100,-1.01,-0.81,-0.39
 1993/05/19,84.5,84.65,83.9,84.5,373500,-0.98,-0.85,-0.26
 1993/05/20,84.5,84.58,83.75,83.75,646200,-1,-0.88,-0.24
 1993/05/21,83.75,83.83,81.35,81.8,910300,-1.16,-0.93,-0.45
 1993/05/24,81.91,82.05,76.64,77.23,1384500,-1.64,-1.07,-1.13
 1993/05/25,77.23,78.98,76.06,78.69,1733900,-1.88,-1.23,-1.28
 1993/05/26,79.13,81.91,78.98,80.15,2650600,-1.93,-1.37,-1.11
 1993/05/27,80.15,80.44,78.98,80.15,1848600,-1.94,-1.49,-0.91
 1993/05/28,80.15,81.32,79.57,81.03,1688300,-1.86,-1.56,-0.6
 1993/05/31,81.47,83.37,81.32,83.37,1576500,-1.6,-1.57,-0.05
 1993/06/01,83.37,84.54,81.91,82.64,1877100,-1.42,-1.54,0.23
 1993/06/02,82.49,83.37,81.91,83.08,1148400,-1.24,-1.48,0.48
 1993/06/03,83.08,83.66,82.78,83.37,1506000,-1.06,-1.39,0.68
 1993/06/04,83.08,83.66,82.78,83.37,1506000,-0.9,-1.3,0.79
 1993/06/07,83.08,83.22,81.91,82.49,707700,-0.84,-1.2,0.73
 1993/06/08,82.49,82.64,81.91,82.2,552100,-0.8,-1.12,0.64
 1993/06/09,82.34,82.49,80.59,81.03,572700,-0.86,-1.07,0.42
 1993/06/10,81.03,81.03,80.15,80.88,421700,-0.91,-1.04,0.26
