date,o,h,l,c,vol,MACD.DIF,MACD.DEA,MACD.MACD
 1992/11/06,36.85,36.99,33.7,34.05,7175,-1.09,1.13,-4.43
 1992/11/13,34.05,34.19,27.54,28.03,5525,-2.47,0.41,-5.75
 1992/11/19,28.03,28.03,21.59,25.58,17990,-3.71,-0.42,-6.59
 1992/11/27,23.9,29.85,22.29,29.5,27345,-4.34,-1.2,-6.27
 1992/12/04,29.71,40.84,29.71,40.56,45770,-3.89,-1.74,-4.3
 1992/12/11,40.77,42.94,37.48,39.44,24725,-3.59,-2.11,-2.96
 1992/12/18,39.58,39.58,37.34,38.6,9215,-3.38,-2.36,-2.03
 1992/12/25,38.81,38.81,35.8,37.55,14965,-3.26,-2.54,-1.43
 1992/12/31,37.34,38.6,36.64,37.9,10310,-3.1,-2.65,-0.89
 1993/01/08,39.3,39.44,38.18,38.81,9220,-2.86,-2.69,-0.34
 1993/01/15,38.81,44.2,38.81,41.33,22730,-2.45,-2.65,0.39
 1993/01/19,40.91,42.8,40.7,41.82,7690,-2.06,-2.53,0.94
 1993/02/05,43.5,53.09,43.5,51.83,43370,-0.93,-2.21,2.56
 1993/02/12,52.04,53.79,46.58,49.1,23230,-0.25,-1.81,3.13
 1993/02/19,49.31,55.96,49.1,55.12,49255,0.77,-1.3,4.13
 1993/02/26,55.33,56.87,52.18,53.79,38955,1.45,-0.75,4.39
 1993/03/05,54,54.7,47.98,48.19,21600,1.52,-0.3,3.62
 1993/03/12,47.98,56.8,47.98,56.8,46875,2.24,0.21,4.06
 1993/03/19,57.01,57.01,50.29,50.92,36345,2.31,0.63,3.36
 1993/03/26,50.92,52.18,48.4,50.92,20430,2.34,0.97,2.74
 1993/04/02,50.71,53.09,50.36,52.46,15120,2.46,1.27,2.38
 1993/04/09,52.46,56.24,51.2,54.91,29465,2.72,1.56,2.32
 1993/04/16,54.91,59.81,54.84,59.04,33290,3.23,1.89,2.67
 1993/04/23,59.25,59.74,55.68,56.03,37235,3.34,2.18,2.32
 1993/04/30,56.03,56.1,53.72,54.21,8940,3.25,2.4,1.71
 1993/05/01,54.21,54.28,53.37,53.58,1335,3.09,2.54,1.11
 1993/05/02,53.37,53.72,53.02,53.23,1735,2.91,2.61,0.59
 1993/05/07,53.02,53.02,47,49.73,16305,2.45,2.58,-0.26
 1993/05/14,49.8,50.64,47.14,50.01,19010,2.08,2.48,-0.79
 1993/05/21,50.08,50.22,45.6,46.16,9072,1.46,2.28,-1.62
 1993/05/28,45.88,45.88,42.38,43.01,12248,0.71,1.96,-2.5
 1993/06/03,42.8,47,42.8,46.79,11596,0.42,1.65,-2.47
 1993/06/11,47.14,48.04,43.78,44.56,14051,0,1.32,-2.64
 1993/06/18,44.23,45.35,41.88,45.35,10913,-0.26,1.01,-2.53
 1993/06/25,45.35,46.02,43.22,43.78,9564,-0.58,0.69,-2.55
 1993/07/02,43.44,43.78,39.75,42.66,9301,-0.92,0.37,-2.58
 1993/07/09,42.66,45.12,38.85,39.08,11016,-1.46,0,-2.93
 1993/07/16,39.08,39.08,33.59,33.59,7454,-2.31,-0.46,-3.7
 1993/07/23,33.25,33.48,28.32,32.02,16868,-3.07,-0.98,-4.17
 1993/07/30,32.02,39.3,31.46,38.96,35282,-3.08,-1.4,-3.35
 1993/08/06,39.3,41.99,37.96,41.76,36695,-2.82,-1.69,-2.28
 1993/08/13,42.1,55.88,42.1,54.31,88904,-1.59,-1.67,0.15
 1993/08/20,54.64,59.68,49.6,50.39,86544,-0.92,-1.52,1.19
 1993/08/27,50.05,52.74,46.24,48.48,42292,-0.54,-1.32,1.57
 1993/09/03,48.15,51.4,47.59,50.72,16217,-0.06,-1.07,2.03
 1993/09/10,50.72,50.72,48.48,48.71,11037,0.16,-0.82,1.98
 1993/09/16,48.37,48.37,46.24,46.36,11041,0.15,-0.63,1.55
 1993/09/24,46.02,49.6,45.68,47.14,20953,0.2,-0.46,1.32
 1993/09/30,46.92,49.16,46.92,48.37,4870,0.33,-0.31,1.27
 1993/10/08,48.71,49.83,47.92,48.26,7572,0.42,-0.16,1.16
 1993/10/15,48.26,48.71,47.36,48.26,4766,0.49,-0.03,1.04
 1993/10/22,48.26,48.37,46.92,47.14,4888,0.44,0.06,0.76
 1993/10/29,46.92,48.93,45.01,47.59,10032,0.44,0.14,0.61
 1993/11/05,47.25,48.48,47.14,47.92,6645,0.46,0.2,0.52
 1993/11/12,47.92,52.29,47.92,51.4,26177,0.75,0.31,0.87
 1993/11/19,51.73,53.86,50.39,50.72,24672,0.91,0.43,0.96
 1993/11/26,51.06,52.52,48.04,48.6,12974,0.86,0.52,0.68
 1993/12/03,48.6,50.72,48.04,48.93,10192,0.84,0.58,0.51
 1993/12/10,49.27,52.96,48.71,52.74,23013,1.11,0.69,0.85
 1993/12/17,53.08,55.43,50.5,54.08,64485,1.42,0.83,1.17
 1993/12/24,54.31,54.76,51.4,52.96,42246,1.56,0.98,1.16
 1993/12/31,53.64,53.86,50.95,51.62,15969,1.54,1.09,0.9
 1994/01/07,50.72,52.18,50.28,51.28,5404,1.48,1.17,0.63
 1994/01/14,51.84,52.52,48.48,49.16,8692,1.25,1.19,0.13
 1994/01/21,48.48,49.04,45.35,45.8,9295,0.79,1.11,-0.64
 1994/01/28,46.24,46.69,41.99,42.32,9837,0.14,0.91,-1.55
 1994/02/04,41.99,46.24,37.96,46.13,16435,-0.07,0.72,-1.57
 1994/02/18,46.69,47.14,38.85,39.52,13979,-0.76,0.42,-2.36
 1994/02/25,39.52,42.44,38.29,41.09,13509,-1.16,0.1,-2.54
 1994/03/04,41.32,41.32,38.07,38.29,6016,-1.69,-0.25,-2.87
 1994/03/11,38.18,38.18,34.6,35.94,6262,-2.27,-0.66,-3.23
 1994/03/18,36.61,40.76,36.61,38.18,12110,-2.52,-1.03,-2.99
 1994/03/25,38.29,38.52,33.92,35.04,7304,-2.94,-1.41,-3.06
 1994/04/01,34.15,35.72,32.8,33.36,8511,-3.37,-1.8,-3.13
 1994/04/08,33.92,34.15,31.12,31.35,5232,-3.83,-2.21,-3.24
 1994/04/15,31.01,31.01,25.08,27.65,11483,-4.44,-2.66,-3.57
 1994/04/22,27.65,27.65,21.6,22.84,14825,-5.25,-3.17,-4.15
 1994/04/29,22.5,29.44,22.5,28.88,30694,-5.34,-3.61,-3.47
 1994/05/06,31.12,35.04,28.32,29.67,38272,-5.29,-3.94,-2.7
 1994/05/13,30.07,32.18,28.77,30.59,28774,-5.12,-4.18,-1.88
 1994/05/20,31.68,31.68,29.18,29.67,9086,-5,-4.34,-1.31
 1994/05/27,29.67,29.67,27.32,27.45,4723,-5.02,-4.48,-1.09
 1994/06/03,27.23,27.23,23.84,25.08,7663,-5.18,-4.62,-1.11
 1994/06/10,24.85,25.19,23.62,24.38,4552,-5.29,-4.75,-1.08
 1994/06/17,24.07,25.08,17.57,25.01,14095,-5.27,-4.86,-0.83
 1994/06/24,25.01,25.19,23.4,23.69,7995,-5.3,-4.95,-0.71
 1994/07/01,27.28,31.01,22.05,22.7,7064,-5.34,-5.03,-0.64
 1994/07/08,20.98,22.16,20.62,22.02,3235,-5.37,-5.09,-0.55
 1994/07/15,22.05,22.05,20.44,20.51,6158,-5.45,-5.17,-0.57
 1994/07/22,20.33,20.44,18.11,18.83,7925,-5.58,-5.25,-0.67
 1994/07/29,18.11,21.05,17.57,17.75,20326,-5.71,-5.34,-0.74
 1994/08/05,21.34,32.8,21.16,32.8,139130,-4.55,-5.18,1.27
 1994/08/12,33.88,35.13,28.5,31.84,125083,-3.66,-4.88,2.44
 1994/08/19,31.01,35.67,30.47,33.34,83297,-2.8,-4.46,3.32
 1994/08/26,32.09,35.03,31.37,32.98,94738,-2.13,-3.99,3.74
 1994/09/02,29.61,34.95,29.22,34.95,92486,-1.42,-3.48,4.13
 1994/09/09,38.18,47.14,37.1,39.61,221388,-0.47,-2.88,4.81
 1994/09/16,41.23,45.31,39.18,40.15,96679,0.32,-2.24,5.11
 1994/09/23,39.97,43.16,38.18,39.04,80874,0.84,-1.62,4.93
 1994/09/30,38.9,41.76,32.09,32.98,60603,0.76,-1.15,3.81
 1994/10/07,31.41,31.91,23.13,28.86,49369,0.36,-0.84,2.41
 1994/10/14,28.86,28.86,23.49,25.28,30639,-0.24,-0.72,0.96
 1994/10/21,24.56,26.71,23.49,24.56,26326,-0.77,-0.73,-0.08
 1994/10/28,25.28,28.14,24.92,25.1,44571,-1.13,-0.81,-0.64
 1994/11/04,24.2,25.28,23.84,24.02,13109,-1.49,-0.95,-1.08
 1994/11/11,23.84,25.64,23.49,24.92,16017,-1.68,-1.1,-1.17
 1994/11/18,25.64,25.64,23.92,24.17,7099,-1.87,-1.25,-1.24
 1994/11/25,24.2,24.42,23.66,24.13,3152,-2,-1.4,-1.2
 1994/12/02,24.2,24.88,20.26,23.88,3453,-2.1,-1.54,-1.12
 1994/12/09,23.88,24.02,21.41,21.98,5038,-2.31,-1.69,-1.23
 1994/12/16,21.73,26.07,21.19,24.74,26671,-2.22,-1.8,-0.84
 1994/12/23,24.74,25.56,23.38,24.56,26933,-2.14,-1.87,-0.55
 1994/12/30,24.56,24.74,21.42,22.29,15630,-2.24,-1.94,-0.59
 1995/01/06,22.62,22.99,21.88,22.46,2831,-2.27,-2.01,-0.53
 1995/01/13,22.25,22.25,20.27,20.27,4266,-2.45,-2.1,-0.71
 1995/01/20,19.36,20.06,18.13,19.16,4177,-2.65,-2.21,-0.89
 1995/01/27,18.54,20.39,18.13,20.19,7951,-2.69,-2.31,-0.78
 1995/02/17,20.19,20.19,19.12,19.28,1856,-2.77,-2.4,-0.74
 1995/02/24,19.16,23.4,18.95,19.36,11987,-2.79,-2.48,-0.63
 1995/03/03,19.36,20.6,19.03,20.19,7305,-2.71,-2.52,-0.37
 1995/03/10,20.19,21.75,19.41,19.41,21117,-2.68,-2.56,-0.25
 1995/03/17,19.53,19.9,15.24,18.95,8725,-2.66,-2.58,-0.17
 1995/03/24,19.57,21.84,18.33,18.95,14612,-2.61,-2.58,-0.06
 1995/03/31,19.2,19.73,18.54,19.69,23724,-2.49,-2.57,0.15
 1995/04/07,19.61,20.39,19.16,19.94,20642,-2.35,-2.52,0.35
 1995/04/14,20.02,20.39,18.75,19.16,16520,-2.27,-2.47,0.41
 1995/04/21,18.54,18.87,17.51,17.55,12537,-2.31,-2.44,0.26
 1995/04/28,17.55,17.55,12.77,14.87,18467,-2.53,-2.46,-0.14
 1995/05/05,15.04,15.65,14.21,14.42,4921,-2.71,-2.51,-0.4
 1995/05/12,14.42,14.62,13.35,14.01,5365,-2.85,-2.57,-0.55
 1995/05/19,14.21,21.01,13.51,20.93,46773,-2.38,-2.53,0.32
 1995/05/25,21.84,24.85,17.8,17.96,99175,-2.21,-2.47,0.51
 1995/06/02,18.95,19.36,17.92,18.54,16552,-2.02,-2.38,0.73
 1995/06/09,18.54,18.7,17.1,17.51,10380,-1.92,-2.29,0.73
 1995/06/16,17.51,17.51,14.58,15.28,12959,-2,-2.23,0.46
 1995/06/23,14.95,15.53,14.62,15.45,5837,-2.03,-2.19,0.32
 1995/06/30,15.28,16.4,15.24,15.94,15310,-1.99,-2.15,0.32
 1995/07/07,15.65,16.89,15.24,16.89,16145,-1.86,-2.09,0.47
 1995/07/14,17.18,17.22,15.08,15.35,17018,-1.86,-2.05,0.37
 1995/07/21,15.61,16.15,14.6,15.45,21054,-1.83,-2,0.35
 1995/07/28,15.61,16.04,15.18,15.35,10111,-1.79,-1.96,0.34
 1995/08/03,15.35,15.93,15.18,15.24,6196,-1.75,-1.92,0.33
 1995/08/11,15.35,18.45,12.29,16.95,54332,-1.56,-1.85,0.57
 1995/08/18,17.44,21.78,15.13,19.85,78370,-1.17,-1.71,1.09
 1995/08/25,21.94,21.94,16.68,17.22,57146,-1.05,-1.58,1.05
 1995/08/31,17.22,19.36,17.11,17.97,19282,-0.89,-1.44,1.1
 1995/09/08,17.97,17.97,16.95,17.17,14039,-0.82,-1.32,1
 1995/09/15,17.49,18.29,17.11,18.24,30031,-0.67,-1.19,1.04
 1995/09/22,18.56,18.83,16.68,17.22,24042,-0.62,-1.08,0.9
 1995/09/29,17.49,17.49,16.1,16.74,10134,-0.62,-0.98,0.73
 1995/10/06,17.11,17.22,16.15,16.36,3648,-0.64,-0.92,0.55
 1995/10/13,16.42,16.47,15.08,15.56,12040,-0.71,-0.88,0.33
 1995/10/20,15.4,17.22,15.18,17.17,12967,-0.63,-0.83,0.39
 1995/10/27,17.38,17.76,16.04,16.2,24123,-0.64,-0.79,0.3
 1995/11/03,16.2,16.2,15.35,15.72,10908,-0.68,-0.77,0.18
 1995/11/10,15.77,16.68,15.4,15.61,8021,-0.71,-0.75,0.1
 1995/11/17,15.56,15.61,15.18,15.24,7533,-0.75,-0.75,0
 1995/11/24,15.18,15.61,15.08,15.29,5722,-0.77,-0.76,-0.03
 1995/12/01,15.13,15.51,14.01,14.22,5214,-0.87,-0.78,-0.18
 1995/12/08,14.06,14.76,14.06,14.49,3910,-0.91,-0.81,-0.21
 1995/12/15,14.33,15.08,13.47,13.79,6518,-0.99,-0.84,-0.29
 1995/12/22,13.74,13.9,13.47,13.68,4005,-1.05,-0.88,-0.33
 1995/12/29,13.47,13.68,12.67,12.93,6971,-1.14,-0.94,-0.41
 1996/01/05,12.29,12.67,12.13,12.24,1714,-1.26,-1,-0.52
 1996/01/12,11.86,12.34,11.59,11.92,4070,-1.36,-1.07,-0.58
 1996/01/19,12.02,13.47,11.11,11.27,4042,-1.48,-1.15,-0.65
 1996/01/26,11.17,12.34,10.47,11.49,3236,-1.53,-1.23,-0.61
 1996/02/02,11.86,12.08,11.22,11.38,4067,-1.57,-1.3,-0.54
 1996/02/08,11.65,11.65,10.68,10.84,2370,-1.62,-1.36,-0.52
 1996/02/16,11.11,12.61,10.2,12.56,12378,-1.51,-1.39,-0.23
 1996/03/08,12.93,13.68,11.86,12.24,12104,-1.43,-1.4,-0.06
 1996/03/15,12.24,13.04,11.59,12.13,6400,-1.36,-1.39,0.07
 1996/03/22,11.92,12.4,11.92,12.34,4632,-1.27,-1.37,0.19
 1996/03/29,12.34,12.83,11.54,11.86,6382,-1.22,-1.34,0.23
 1996/04/05,11.97,12.93,11.54,12.24,8481,-1.14,-1.3,0.31
 1996/04/12,12.34,14.76,12.13,13.68,36263,-0.95,-1.23,0.55
 1996/04/19,14.01,17.92,14.01,17.22,130604,-0.51,-1.09,1.15
 1996/04/26,17.22,20.33,16.74,19.74,190351,0.04,-0.86,1.8
 1996/05/03,20.22,27.67,18.72,23.38,268590,0.76,-0.54,2.6
 1996/05/10,23.38,25.37,20.49,21.24,93342,1.15,-0.2,2.7
 1996/05/17,21.13,26.33,20.7,26.01,137041,1.82,0.21,3.23
 1996/05/23,27.4,28.63,20.97,21.51,138749,1.97,0.56,2.82
 1996/05/31,21.51,22.95,20.33,22.2,60959,2.12,0.87,2.49
 1996/06/07,22.36,25.26,16.74,22.74,110259,2.25,1.15,2.21
 1996/06/14,22.31,27.29,21.78,24.29,125398,2.45,1.41,2.09
 1996/06/21,24.08,25.69,22.69,25.31,101179,2.67,1.66,2.01
 1996/06/28,25.47,28.9,25.26,26.06,214064,2.86,1.9,1.92
 1996/07/05,24.72,28.58,23.38,27.62,123193,3.11,2.14,1.93
 1996/07/12,28.2,35.33,27.94,34.8,351487,3.84,2.48,2.71
 1996/07/19,35.49,40.69,34.42,38.81,293932,4.68,2.92,3.53
 1996/07/26,38.65,40.26,35.06,35.71,211749,5.05,3.35,3.4
 1996/08/02,35.65,38.39,33.46,34.15,109032,5.15,3.71,2.89
 1996/08/09,33.78,39.72,32.22,37.15,186589,5.41,4.05,2.73
 1996/08/16,37.58,38.06,34.37,35.87,84337,5.45,4.33,2.25
 1996/08/23,34.8,35.87,31.96,33.46,86383,5.23,4.51,1.44
 1996/08/30,33.35,35.71,28.53,34.58,130011,5.09,4.62,0.92
 1996/09/06,34.9,38.76,33.88,34.42,213379,4.9,4.68,0.44
 1996/09/13,35.17,37.15,32.22,34.9,133183,4.74,4.69,0.1
 1996/09/20,35.49,43.21,33.62,40.53,607911,5.01,4.76,0.51
 1996/09/27,41.87,43.42,39.99,41.6,273119,5.25,4.85,0.79
 1996/10/04,42.94,45.89,41.87,42.67,112906,5.46,4.97,0.97
 1996/10/11,42.73,44.49,40.58,43.21,250718,5.61,5.1,1.01
 1996/10/18,43.48,53.01,43.48,46.42,490001,5.91,5.26,1.3
 1996/10/25,47.12,51.94,43.48,50.87,431737,6.44,5.5,1.89
 1996/11/01,51.57,60.89,50.44,54.08,450617,7.04,5.81,2.46
 1996/11/08,54.14,63.84,53.92,63.73,439010,8.2,6.29,3.82
 1996/11/15,64.37,76.8,64.37,74.82,435533,9.89,7.01,5.77
 1996/11/22,75.62,99.74,56.33,88.38,462859,12.19,8.04,8.3
 1996/11/29,89.72,90.89,78.3,82.86,309969,13.42,9.12,8.59
 1996/12/06,84.2,87.41,79.16,85.05,195373,14.4,10.17,8.44
 1996/12/13,85.8,93.09,84.84,85.05,212207,15,11.14,7.72
 1996/12/20,76.11,76.11,58,66.84,219030,13.85,11.68,4.33
 1996/12/27,66.84,71.23,58.05,69.73,165377,13.02,11.95,2.14
 1997/01/03,70.69,71.34,64.91,65.76,101666,11.9,11.94,-0.07
 1997/01/10,65.55,67.05,60.62,65.18,58929,10.85,11.72,-1.75
 1997/01/17,65.44,72.14,64.64,71.34,120215,10.39,11.46,-2.13
 1997/01/24,72.41,80.45,68.87,77.77,146960,10.42,11.25,-1.65
 1997/01/31,76.7,78.73,72.46,73.64,142583,10,11,-1.99
 1997/02/21,73.75,73.75,61.32,68.12,157730,9.12,10.62,-3.01
 1997/02/28,69.19,72.84,68.12,70.27,135492,8.49,10.2,-3.41
 1997/03/07,71.07,76.16,70.32,71.34,167437,7.99,9.76,-3.53
 1997/03/14,71.23,82.38,70.96,80.39,305234,8.23,9.45,-2.44
 1997/03/21,82.16,87.2,80.18,85.32,268966,8.72,9.31,-1.17
 1997/03/28,87.41,99.2,87.41,93.88,374718,9.68,9.38,0.6
 1997/04/04,94.72,103.22,93.33,101.82,169522,10.96,9.7,2.53
 1997/04/11,103.22,126.13,103.22,108.51,338073,12.37,10.23,4.28
 1997/04/18,108.79,115.06,107.12,110.53,104875,13.5,10.88,5.22
 1997/04/25,111.92,132.12,111.92,126.06,262072,15.46,11.8,7.33
 1997/04/30,131.85,141.53,126.2,133.87,172104,17.45,12.93,9.04
 1997/05/09,134.56,148.49,125.86,137.21,252834,19.08,14.16,9.83
 1997/05/15,140.69,147.8,118.54,130.59,249262,19.6,15.25,8.71
 1997/05/23,114.99,123.28,94.79,100.29,212391,17.38,15.67,3.4
 1997/05/30,99.74,124.11,92.77,123.28,255041,17.27,15.99,2.55
 1997/06/06,130.31,142.92,124.6,135.26,421675,17.94,16.38,3.12
 1997/06/13,138.05,140.14,109.28,127.6,247151,17.65,16.64,2.03
 1997/06/20,131.78,141.53,128.64,140.07,188283,18.22,16.95,2.54
 1997/06/27,145.01,162.42,132.47,149.05,357354,19.17,17.4,3.55
 1997/07/04,155.39,157.97,127.6,134.35,166067,18.53,17.62,1.81
 1997/07/11,134.56,136.51,103.91,120.53,169356,16.71,17.44,-1.46
 1997/07/18,125.18,142.66,115.25,137.38,298448,16.44,17.24,-1.6
 1997/07/25,138.66,145.67,130.73,135.38,211973,15.88,16.97,-2.17
 1997/08/01,137.02,141.39,123.54,134.28,94772,15.18,16.61,-2.87
 1997/08/08,135.19,136.83,126.81,132.92,65195,14.34,16.16,-3.63
 1997/08/15,134.37,142.3,127.91,139.84,271013,14.08,15.74,-3.33
 1997/08/22,139.75,161.61,133.83,148.13,392627,14.37,15.47,-2.2
 1997/08/29,151.13,167.53,150.5,162.25,392131,15.56,15.48,0.15
 1997/09/05,161.61,168.89,158.97,162.97,121914,16.37,15.66,1.42
 1997/09/12,162.52,165.8,155.23,156.05,128561,16.27,15.78,0.98
 1997/09/19,154.96,155.23,143.39,146.12,70992,15.22,15.67,-0.91
 1997/09/26,144.12,146.12,120.62,138.56,149874,13.61,15.26,-3.29
 1997/09/30,137.02,138.38,130.64,136.74,23378,12.05,14.62,-5.13
 1997/10/10,137.02,143.39,132.46,138.66,41334,10.85,13.86,-6.03
 1997/10/17,140.48,157.05,132.28,153.96,124938,11,13.29,-4.58
 1997/10/24,156.69,177.09,150.77,172.26,497631,12.46,13.13,-1.33
 1997/10/31,175.27,183.92,159.6,166.16,337078,12.97,13.09,-0.25
 1997/11/07,165.98,179.82,163.98,170.44,156546,13.56,13.19,0.75
 1997/11/14,170.44,172.9,156.6,166.16,128136,13.53,13.26,0.55
 1997/11/21,170.72,171.63,152.5,153.32,80199,12.33,13.07,-1.48
 1997/11/28,150.68,152.04,145.12,150.86,53454,11.05,12.67,-3.23
 1997/12/05,150.68,155.05,145.67,150.5,40607,9.89,12.11,-4.44
 1997/12/12,152.5,155.96,148.04,152.32,34772,9.02,11.49,-4.95
 1997/12/19,153.41,164.52,152.5,154.23,78008,8.39,10.87,-4.97
 1997/12/26,153.87,163.25,151.59,156.51,82144,7.97,10.29,-4.64
 1997/12/31,159.6,165.98,157.96,161.88,58818,7.99,9.83,-3.69
 1998/01/09,165.07,175.27,162.06,164.61,147989,8.13,9.49,-2.73
 1998/01/16,165.34,170.53,145.21,155.87,124992,7.45,9.08,-3.27
 1998/01/23,155.23,157.78,149.59,154.14,47891,6.69,8.6,-3.83
 1998/02/13,161.61,165.07,151.13,151.59,35759,5.82,8.05,-4.46
 1998/02/20,151.59,151.59,144.3,146.03,42086,4.63,7.36,-5.48
 1998/02/27,144.3,147.95,136.83,140.57,41086,3.2,6.53,-6.66
 1998/03/06,137.02,138.66,129.73,131.1,37152,1.3,5.48,-8.38
 1998/03/13,130.82,135.1,121.53,130.18,33457,-0.29,4.33,-9.23
 1998/03/20,130.28,140.29,126.09,135.01,45642,-1.14,3.24,-8.75
 1998/03/27,134.19,137.93,128.82,132.92,33397,-1.96,2.2,-8.31
 1998/04/03,133.01,147.76,130.64,141.48,65716,-1.9,1.38,-6.55
 1998/04/10,142.48,147.4,136.56,139.48,65001,-1.99,0.71,-5.38
 1998/04/17,139.75,145.58,129.73,131.64,58663,-2.66,0.03,-5.38
 1998/04/24,129.73,145.67,127.91,138.75,70508,-2.59,-0.49,-4.19
 1998/04/30,137.47,143.85,137.02,139.38,37785,-2.45,-0.88,-3.14
 1998/05/08,139.75,147.95,135.29,140.66,70696,-2.22,-1.15,-2.13
 1998/05/15,140.66,146.58,132.28,141.21,86745,-1.96,-1.31,-1.3
 1998/05/22,145.03,146.03,135.01,136.29,52726,-2.13,-1.48,-1.31
 1998/05/28,137.02,138.84,133.37,133.74,32238,-2.45,-1.67,-1.55
 1998/06/05,135.01,142.3,132.46,135.29,45000,-2.54,-1.85,-1.39
 1998/06/12,135.92,136.56,127.82,130.91,36794,-2.94,-2.06,-1.74
 1998/06/19,130.55,130.73,121.81,128.82,29704,-3.38,-2.33,-2.1
 1998/06/20,125.9,129,125.18,128.82,5281,-3.68,-2.6,-2.17
 1998/06/26,129.73,130.46,122.63,122.99,29649,-4.35,-2.95,-2.8
 1998/07/03,122.44,137.56,115.16,128.82,66264,-4.35,-3.23,-2.25
 1998/07/10,128.82,128.82,120.62,123.54,19617,-4.73,-3.53,-2.4
 1998/07/17,125.18,125.18,116.07,116.7,18471,-5.52,-3.93,-3.18
 1998/07/24,116.07,123.44,111.51,118.62,21573,-5.92,-4.33,-3.18
 1998/07/31,118.71,121.99,115.48,115.68,16478,-6.4,-4.74,-3.32
 1998/08/07,116.28,116.28,105.96,106.26,16134,-7.45,-5.28,-4.34
 1998/08/14,105.86,105.96,88.93,88.93,25651,-9.58,-6.14,-6.87
 1998/08/21,86.42,100.55,73.9,99.34,82292,-10.3,-6.97,-6.66
 1998/08/28,97.04,101.25,88.22,94.74,49877,-11.12,-7.8,-6.63
 1998/09/04,92.73,96.94,86.92,94.94,28880,-11.62,-8.57,-6.1
 1998/09/10,95.94,102.95,93.43,101.65,47132,-11.34,-9.12,-4.44
 1998/09/18,100.85,106.76,95.74,96.24,68073,-11.42,-9.58,-3.69
 1998/09/25,94.94,97.94,91.03,94.74,23728,-11.48,-9.96,-3.04
 1998/09/30,94.64,95.94,92.13,93.83,10164,-11.47,-10.26,-2.41
 1998/10/09,93.43,94.44,88.93,90.93,16612,-11.55,-10.52,-2.07
 1998/10/16,90.33,91.93,85.92,89.23,39172,-11.63,-10.74,-1.77
 1998/10/23,89.93,91.73,79.51,83.01,34232,-12.05,-11,-2.09
 1998/10/30,81.91,83.72,78.91,81.91,24874,-12.33,-11.27,-2.12
 1998/11/06,82.41,90.33,80.41,88.62,40740,-11.87,-11.39,-0.97
 1998/11/13,88.93,95.94,88.42,88.93,58477,-11.36,-11.38,0.05
 1998/11/20,89.93,96.44,88.93,89.63,37562,-10.77,-11.26,0.99
 1998/11/27,89.13,91.93,86.72,88.02,21726,-10.31,-11.07,1.52
 1998/12/04,88.42,96.14,88.02,88.32,47677,-9.81,-10.82,2.02
 1998/12/11,92.43,93.73,84.72,88.02,17268,-9.33,-10.52,2.38
 1998/12/18,87.52,88.02,80.91,81.91,19752,-9.34,-10.28,1.89
 1998/12/25,82.01,86.52,80.81,83.41,12262,-9.12,-10.05,1.87
 1998/12/31,83.72,83.92,78.91,80.41,11330,-9.08,-9.86,1.56
 1999/01/08,80.41,83.21,76.6,82.81,15965,-8.75,-9.64,1.77
