date,o,h,l,c,vol,MACD.DIF,MACD.DEA,MACD.MACD
 1994/04/22,35.84,35.84,32.18,33.64,52550,-7.55,-5.8,-3.49
 1994/04/29,33.64,45.05,33.35,45.02,155829,-6.99,-6.04,-1.9
 1994/05/06,46.51,53.53,45.05,48,291495,-6.23,-6.08,-0.31
 1994/05/13,48.56,51.49,45.49,47.62,161048,-5.6,-5.98,0.77
 1994/05/20,48.27,48.56,45.87,46.51,33491,-5.13,-5.81,1.37
 1994/05/27,46.81,46.92,41.89,42.15,24563,-5.05,-5.66,1.22
 1994/06/03,42.13,42.13,39.2,39.87,31338,-5.11,-5.55,0.88
 1994/06/10,39.87,40.66,39.2,39.38,14800,-5.14,-5.46,0.66
 1994/06/17,39.2,40.78,36.3,40.66,26712,-5,-5.37,0.75
 1994/06/24,40.66,41.01,38.62,38.88,31044,-4.98,-5.29,0.63
 1994/07/01,38.62,38.62,36.71,37.15,15924,-5.04,-5.24,0.41
 1994/07/08,36.86,38.79,36.33,38.62,19965,-4.91,-5.18,0.52
 1994/07/15,38.97,40.65,37.56,38.64,50613,-4.76,-5.09,0.67
 1994/07/22,38.03,38.03,35.74,36.35,30697,-4.77,-5.03,0.52
 1994/07/29,36.16,38.64,34.89,35.69,65527,-4.77,-4.98,0.41
 1994/08/05,40.37,53.01,39.43,51.84,553640,-3.43,-4.67,2.47
 1994/08/12,53.85,56.75,49.03,51.27,470489,-2.39,-4.21,3.65
 1994/08/19,50.67,56.66,49.73,53.94,331536,-1.33,-3.63,4.61
 1994/08/26,52.35,53.94,51.13,52.12,177081,-0.63,-3.03,4.81
 1994/09/02,51.84,61.43,51.32,61.2,666161,0.65,-2.3,5.89
 1994/09/09,65.88,79.21,65.88,72.19,912274,2.52,-1.33,7.71
 1994/09/16,73.13,82.72,73.13,75.47,841422,4.22,-0.22,8.88
 1994/09/23,75,77.58,71.96,75.52,346116,5.51,0.92,9.17
 1994/09/30,75.7,76.36,64.71,65.64,301575,5.66,1.87,7.59
 1994/10/07,63.3,63.77,48.33,57.22,291486,5.05,2.51,5.09
 1994/10/14,56.75,56.75,49.5,52.91,166284,4.17,2.84,2.66
 1994/10/21,51.51,55.35,49.73,52.44,92529,3.39,2.95,0.89
 1994/10/28,52.07,56.75,51.51,51.6,123407,2.68,2.9,-0.43
 1994/11/04,52.77,52.77,50.48,50.95,37733,2.04,2.73,-1.37
 1994/11/11,50.57,53.43,49.73,52.63,53877,1.65,2.51,-1.72
 1994/11/18,53.24,53.38,50.57,51.04,28715,1.2,2.25,-2.1
 1994/11/25,51.04,51.51,50.2,50.81,14779,0.81,1.96,-2.3
 1994/12/02,50.43,51.37,50.24,50.62,16627,0.48,1.66,-2.36
 1994/12/09,50.67,50.67,46.69,47.25,23935,-0.05,1.32,-2.74
 1994/12/16,47.16,53.71,45.28,50.29,62056,-0.22,1.01,-2.47
 1994/12/23,50.2,50.62,46.22,47.06,48378,-0.61,0.69,-2.6
 1994/12/30,46.92,47.62,45.89,47.3,30050,-0.89,0.37,-2.53
 1995/01/06,50.67,51.6,48.79,50.48,44791,-0.85,0.13,-1.95
 1995/01/13,49.73,50.2,46.27,46.92,40395,-1.09,-0.12,-1.94
 1995/01/20,47.16,47.62,45.56,46.41,29956,-1.3,-0.35,-1.9
 1995/01/27,46.03,48.23,46.03,47.58,34746,-1.36,-0.55,-1.62
 1995/02/17,47.86,47.86,46.64,47.11,11527,-1.43,-0.73,-1.41
 1995/02/24,46.92,51.13,46.83,47.62,58952,-1.43,-0.87,-1.12
 1995/03/03,47.58,50.2,47.58,49.22,37385,-1.28,-0.95,-0.66
 1995/03/10,49.22,51.51,49.03,49.17,90885,-1.16,-0.99,-0.33
 1995/03/17,50.2,50.57,47.39,48.33,33855,-1.12,-1.02,-0.19
 1995/03/24,48.56,49.45,47.39,48.33,19268,-1.07,-1.03,-0.08
 1995/03/31,48.09,49.03,46.92,48.61,21587,-1,-1.02,0.05
 1995/04/07,48.7,50.29,47.72,49.64,34730,-0.85,-0.99,0.28
 1995/04/14,49.68,50.67,47.86,47.95,32848,-0.86,-0.96,0.21
 1995/04/21,47.95,48.7,47.39,47.72,16007,-0.87,-0.94,0.15
 1995/04/28,47.39,47.72,40.37,43.6,48770,-1.2,-0.99,-0.41
 1995/05/05,43.6,43.6,41.31,42.01,11322,-1.57,-1.11,-0.93
 1995/05/12,42.01,42.94,40.84,42.15,12823,-1.84,-1.26,-1.16
 1995/05/19,42.15,56.75,41.31,54.69,202022,-1.02,-1.21,0.38
 1995/05/26,55.81,58.62,43.41,45.05,287661,-1.14,-1.19,0.11
 1995/06/02,45.47,45.99,44.11,44.58,32148,-1.25,-1.21,-0.1
 1995/06/09,44.58,45.19,43.41,44.02,29829,-1.38,-1.24,-0.27
 1995/06/16,44.07,44.11,39.43,41.77,40124,-1.64,-1.32,-0.63
 1995/06/23,41.77,42.62,40.84,41.96,23409,-1.81,-1.42,-0.78
 1995/06/30,42.1,42.15,40.98,41.17,11827,-1.98,-1.53,-0.9
 1995/07/07,40.84,41.54,40.14,41.54,15940,-2.07,-1.64,-0.86
 1995/07/14,41.54,41.77,40.18,40.46,21398,-2.2,-1.75,-0.89
 1995/07/21,40.37,42.29,40.37,41.4,37615,-2.2,-1.84,-0.72
 1995/07/28,41.4,41.77,40.6,40.98,18153,-2.21,-1.91,-0.59
 1995/08/03,40.98,42.01,40.88,41.21,15221,-2.17,-1.96,-0.41
 1995/08/11,41.21,45.05,41.21,43.65,80906,-1.92,-1.96,0.07
 1995/08/18,44.11,46.45,43.55,45.28,132317,-1.58,-1.88,0.61
 1995/08/25,45.52,50.1,43.65,47.67,380581,-1.1,-1.72,1.25
 1995/08/31,47.67,47.67,43.08,43.46,90368,-1.05,-1.59,1.09
 1995/09/08,44.11,44.25,43.08,43.41,48511,-1,-1.47,0.95
 1995/09/15,43.41,46.22,43.13,45.47,91194,-0.78,-1.33,1.1
 1995/09/22,45.99,46.45,43.79,44.44,79250,-0.69,-1.2,1.03
 1995/09/29,44.58,44.75,42.62,43.91,50005,-0.65,-1.09,0.89
 1995/10/06,44.02,44.3,43.01,43.18,15387,-0.67,-1.01,0.68
 1995/10/13,43.18,43.18,40.37,41.21,44802,-0.83,-0.97,0.28
 1995/10/20,41.27,44.3,41.21,43.91,58071,-0.74,-0.93,0.38
 1995/10/27,43.91,46.1,41.66,42.05,87857,-0.8,-0.9,0.2
 1995/11/03,41.77,42.17,41.16,41.66,36584,-0.88,-0.9,0.04
 1995/11/10,41.66,41.77,40.76,40.99,27291,-0.98,-0.91,-0.13
 1995/11/17,40.09,40.99,39.75,39.92,22064,-1.13,-0.96,-0.35
 1995/11/24,39.98,42.05,39.58,40.43,38269,-1.2,-1,-0.38
 1995/12/01,40.31,40.76,38.4,39.02,28819,-1.35,-1.07,-0.55
 1995/12/08,39.25,39.42,38.63,38.97,19076,-1.45,-1.15,-0.61
 1995/12/15,38.97,38.97,37.06,37.17,26125,-1.66,-1.25,-0.83
 1995/12/22,37,37.56,36.27,36.72,20290,-1.85,-1.37,-0.95
 1995/12/29,36.72,36.72,35.48,35.76,22141,-2.04,-1.51,-1.08
 1996/01/05,34.36,35.6,34.19,34.81,7900,-2.25,-1.65,-1.2
 1996/01/12,34.47,35.03,34.02,34.75,13328,-2.39,-1.8,-1.18
 1996/01/19,34.75,35.09,33.35,33.74,13193,-2.56,-1.95,-1.21
 1996/01/26,33.74,34.47,32.79,34.02,23560,-2.64,-2.09,-1.09
 1996/02/02,34.19,34.36,33.86,34.25,19670,-2.65,-2.2,-0.89
 1996/02/08,34.19,34.47,33.8,34.42,17269,-2.61,-2.28,-0.66
 1996/02/16,35.26,41.49,35.15,41.04,176838,-2.03,-2.23,0.41
 1996/03/08,44.02,45.14,40.93,44.41,318715,-1.28,-2.04,1.53
 1996/03/15,44.02,46.21,42.34,43.68,227955,-0.74,-1.78,2.09
 1996/03/22,43.46,45.42,43.46,44.36,153435,-0.25,-1.47,2.46
 1996/03/29,44.3,44.69,43.46,44.25,91028,0.13,-1.15,2.57
 1996/04/05,44.86,47.78,44.02,47.39,205354,0.68,-0.79,2.92
 1996/04/12,47.33,51.21,44.58,50.2,233114,1.32,-0.37,3.37
 1996/04/19,50.2,58.9,49.92,58.23,325576,2.45,0.2,4.5
 1996/04/26,58.57,79.96,56.38,78.17,770806,4.89,1.14,7.52
 1996/05/03,81.09,92.6,77.72,82.49,902677,7.1,2.33,9.54
 1996/05/10,83.11,91.08,81.93,84.51,554618,8.91,3.65,10.53
 1996/05/17,85.58,101.81,84.62,101.19,1118964,11.56,5.23,12.66
 1996/05/24,109.05,109.05,91.19,102.54,1281349,13.61,6.9,13.41
 1996/05/31,106.25,138.93,98.61,137.25,3047382,17.83,9.09,17.48
 1996/06/07,141.18,158.25,138.93,152.97,4108732,22.18,11.71,20.95
 1996/06/14,151.85,174.42,149.6,167.01,2303297,26.46,14.66,23.61
 1996/06/21,167.01,179.37,161.39,173.75,1872744,30.05,17.74,24.63
 1996/06/28,173.75,181.39,170.38,171.62,1144425,32.35,20.66,23.39
 1996/07/05,168.02,189.47,162.52,184.76,1806872,34.83,23.49,22.68
 1996/07/12,187.23,190.04,176,185.54,1821831,36.44,26.08,20.72
 1996/07/19,186.67,187.23,168.13,178.58,1197153,36.73,28.21,17.04
 1996/07/26,177.68,188.58,173.86,179.25,1089939,36.6,29.89,13.41
 1996/08/02,178.24,184.76,173.19,175.77,659347,35.79,31.07,9.45
 1996/08/09,176.33,199.13,174.87,190.6,1608148,35.94,32.05,7.79
 1996/08/16,191.72,199.02,184.98,189.47,917604,35.56,32.75,5.62
 1996/08/23,190.6,196.21,181.61,184.42,1449343,34.45,33.09,2.72
 1996/08/30,181.72,184.42,176.67,183.52,759619,33.11,33.09,0.04
 1996/09/06,183.86,184.98,176.56,178.24,767172,31.27,32.73,-2.92
 1996/09/13,177.01,179.03,162.74,165.78,519446,28.47,31.88,-6.81
 1996/09/20,164.76,167.57,155.33,164.2,484488,25.83,30.67,-9.67
 1996/09/27,164.88,184.98,158.03,182.62,730327,24.94,29.52,-9.16
 1996/10/04,186.11,188.35,179.03,180.26,260062,23.77,28.37,-9.21
 1996/10/11,180.49,187.23,179.37,184.98,634604,22.96,27.29,-8.67
 1996/10/18,185.54,197.9,180.49,181.95,912582,21.81,26.19,-8.76
 1996/10/25,179.37,191.16,177.12,182.96,725189,20.75,25.11,-8.7
 1996/11/01,182.96,207,182.74,188.35,1901517,20.12,24.11,-7.98
 1996/11/08,187.23,193.41,183.97,189.59,595612,19.49,23.18,-7.4
 1996/11/15,191.16,213.96,190.6,213.29,1524519,20.66,22.68,-4.04
 1996/11/22,218.68,225.98,197.34,207.33,1688996,20.87,22.32,-2.89
 1996/11/29,207.45,210.25,198.46,203.18,814057,20.46,21.95,-2.96
 1996/12/06,204.97,218.79,201.83,213.96,852749,20.77,21.71,-1.88
 1996/12/13,216.43,229.91,207.22,210.59,1343293,20.51,21.47,-1.92
 1996/12/20,189.03,200.71,170.04,183.75,1822201,17.93,20.76,-5.67
 1996/12/27,185.88,189.36,177.79,187.23,711360,15.98,19.81,-7.65
 1997/01/03,188.13,189.47,181.39,182.74,423421,13.91,18.63,-9.43
 1997/01/10,181.16,195.99,175.77,189.47,709333,12.67,17.44,-9.53
 1997/01/17,188.58,190.15,183.3,187.68,341410,11.41,16.23,-9.64
 1997/01/24,188.35,206.32,186.11,202.39,872463,11.47,15.28,-7.62
 1997/01/31,202.84,218.68,201.72,216.32,863358,12.49,14.72,-4.46
 1997/02/21,212.84,220.03,190.93,213.06,2128645,12.9,14.36,-2.92
 1997/02/28,214.19,221.82,211.15,215.31,865432,13.24,14.13,-1.79
 1997/03/07,216.21,219.35,211.83,214.41,588416,13.29,13.97,-1.35
 1997/03/14,215.31,228.67,214.75,228,912940,14.26,14.02,0.47
 1997/03/21,233.28,274.28,233.28,273.71,1980614,18.51,14.92,7.17
 1997/03/28,281.58,323.7,281.58,308.87,1632117,24.42,16.82,15.21
 1997/04/04,308.53,332.12,303.25,324.48,936260,30.03,19.46,21.13
 1997/04/11,326.51,336.61,307.41,313.03,1409529,33.16,22.2,21.92
 1997/04/18,313.48,333.81,306.96,324.6,1197366,36.17,25,22.34
 1997/04/25,347.85,370.87,338.07,365.37,1283724,41.36,28.27,26.18
 1997/04/30,370.31,424.9,370.31,412.43,837676,48.71,32.36,32.7
 1997/05/09,421.42,550.02,421.42,526.88,2104801,63.04,38.49,49.1
 1997/05/16,541.26,550.02,416.81,416.81,2288714,64.77,43.75,42.05
 1997/05/23,424.22,471.4,393.67,438.26,2047590,67.1,48.42,37.36
 1997/05/30,404.01,432.09,343.13,377.5,1483116,63.32,51.4,23.83
 1997/06/06,382.67,407.38,362.56,370.31,945899,59.05,52.93,12.25
 1997/06/12,370.31,370.31,327.4,346.39,486562,53.13,52.97,0.33
 1997/06/20,369.75,381.09,353.46,381.09,237519,50.66,52.51,-3.7
 1997/06/27,409.4,436.35,404.01,423.55,1179122,51.53,52.31,-1.57
 1997/07/04,426.47,431.52,374.8,388.17,452282,48.8,51.61,-5.62
 1997/07/11,386.03,388.17,345.6,386.03,614844,45.94,50.47,-9.08
 1997/07/18,390.53,421.98,384.91,417.6,634744,45.69,49.52,-7.66
 1997/07/25,424.22,439.95,381.77,391.31,673426,42.87,48.19,-10.63
 1997/08/01,386.03,393.9,371.99,385.36,273840,39.71,46.49,-13.57
 1997/08/08,383.68,389.4,368.06,381.77,165347,36.49,44.49,-16.01
 1997/08/15,382.1,383.79,343.13,346.61,277145,30.74,41.74,-22
 1997/08/22,342.23,372.56,335.49,354.25,376443,26.5,38.69,-24.38
 1997/08/29,355.71,391.09,355.71,375.25,656498,24.55,35.87,-22.63
 1997/09/05,374.75,397.15,371.71,389.24,437038,23.86,33.46,-19.21
 1997/09/12,388.56,399.18,376.77,379.3,352407,22.26,31.22,-17.93
 1997/09/19,379.3,379.3,361.61,365.82,198050,19.67,28.91,-18.49
 1997/09/26,365.82,365.82,318.64,352.34,516749,16.34,26.4,-20.11
 1997/09/30,347.28,364.47,343.07,360.93,161967,14.23,23.97,-19.46
 1997/10/10,370.7,373.9,351.66,367.67,252288,12.96,21.76,-17.61
 1997/10/17,372.56,415.52,361.27,410.13,1059549,15.2,20.45,-10.5
 1997/10/24,414.34,468.59,411.31,437.25,2509044,18.94,20.15,-2.41
 1997/10/31,439.95,447.19,418.05,424.62,1127331,20.65,20.25,0.81
 1997/11/07,424.62,448.37,423.1,435.06,544751,22.59,20.72,3.75
 1997/11/14,434.89,443.32,418.38,436.07,600750,23.93,21.36,5.14
 1997/11/21,439.95,444.67,419.73,421.25,388318,23.53,21.8,3.47
 1997/11/28,420.57,420.74,396.14,410.63,322101,22.1,21.86,0.48
 1997/12/05,406.42,411.81,398.17,404.57,167457,20.24,21.53,-2.58
 1997/12/12,404.57,422.93,403.73,412.99,181301,19.23,21.07,-3.69
 1997/12/19,412.99,414.68,399.85,402.88,297142,17.41,20.34,-5.86
 1997/12/26,400.86,411.31,387.72,395.3,523870,15.18,19.31,-8.26
 1997/12/31,397.83,400.02,380.64,384.35,329132,12.39,17.92,-11.07
 1998/01/09,383.51,411.31,374.24,390.75,550495,10.57,16.45,-11.77
 1998/01/16,390.25,397.83,350.82,378.96,428562,8.08,14.78,-13.39
 1998/01/23,380.98,396.14,372.56,392.27,233331,7.1,13.24,-12.28
 1998/02/13,399.85,410.63,386.03,387.72,230436,5.89,11.77,-11.76
 1998/02/20,387.72,394.46,379.46,387.72,135233,4.88,10.39,-11.03
 1998/02/27,385.87,392.77,376.09,384.52,158789,3.77,9.07,-10.6
 1998/03/06,381.49,382.33,352.34,361.77,235361,1.05,7.46,-12.84
 1998/03/13,363.63,364.97,339.7,362.78,227370,-1.02,5.77,-13.57
 1998/03/20,364.13,375.93,355.88,359.25,155268,-2.91,4.03,-13.88
 1998/03/27,357.39,384.35,353.69,363.96,218241,-3.98,2.43,-12.82
 1998/04/03,364.3,380.98,359.08,378.45,360544,-3.62,1.22,-9.67
 1998/04/10,380.14,381.82,369.19,374.24,301477,-3.63,0.25,-7.76
 1998/04/17,374.58,389.4,347.12,361.77,291206,-4.59,-0.72,-7.74
 1998/04/24,355.71,362.11,345.6,353.18,325780,-5.98,-1.77,-8.41
 1998/04/30,350.65,355.71,346.44,353.35,188703,-6.98,-2.81,-8.34
 1998/05/08,354.02,362.45,345.09,348.13,308548,-8.1,-3.87,-8.47
 1998/05/15,348.13,355.71,341.89,350.65,299127,-8.69,-4.83,-7.72
 1998/05/22,352.34,354.02,340.55,342.23,183154,-9.72,-5.81,-7.82
 1998/05/29,342.23,343.07,338.02,340.04,230705,-10.6,-6.77,-7.66
 1998/06/05,340.55,343.91,329.09,338.86,300769,-11.25,-7.67,-7.18
 1998/06/12,338.86,339.7,319.49,323.7,184025,-12.85,-8.7,-8.3
 1998/06/19,323.7,323.7,307.86,318.47,192825,-14.37,-9.84,-9.07
 1998/06/20,320.5,322.01,315.27,318.47,24556,-15.4,-10.95,-8.9
 1998/06/26,315.27,316.96,305.16,307.19,161486,-16.93,-12.15,-9.57
 1998/07/03,306.85,307.19,281.58,293.03,221356,-19.07,-13.53,-11.07
 1998/07/10,290,291.18,279.89,286.29,107579,-21.06,-15.04,-12.05
 1998/07/17,288.15,288.32,264.73,265.07,149457,-24.07,-16.84,-14.46
 1998/07/24,263.89,305.16,254.79,301.63,494648,-23.24,-18.12,-10.24
 1998/07/31,302.97,305.16,291.69,292.7,134718,-23.04,-19.11,-7.87
 1998/08/07,293.03,293.37,277.7,282.42,119411,-23.44,-19.97,-6.93
 1998/08/14,281.58,281.58,264.39,269.28,131261,-24.53,-20.89,-7.3
 1998/08/21,267.93,295.9,254.62,291.01,234032,-23.38,-21.38,-3.99
