date,o,h,l,c,vol,MACD.DIF,MACD.DEA,MACD.MACD
 1998/04/17,42.35,43.13,41.12,41.23,38135,-1.8,-1.77,-0.05
 1998/04/24,40.9,42.63,39.34,40.51,26568,-1.83,-1.78,-0.09
 1998/04/30,40.06,42.57,39.45,41.57,21214,-1.75,-1.78,0.06
 1998/05/08,42.01,55.05,41.74,53.99,318715,-0.67,-1.56,1.77
 1998/05/15,55.05,57.61,47.36,48.7,197555,-0.25,-1.29,2.1
 1998/05/22,48.7,55.55,47.64,52.21,118064,0.37,-0.96,2.66
 1998/05/29,52.76,55.1,48.98,52.37,75949,0.86,-0.6,2.92
 1998/06/05,52.32,59,51.31,55.6,168993,1.5,-0.18,3.35
 1998/06/12,56.49,56.77,48.03,51.04,75196,1.61,0.18,2.86
 1998/06/19,51.2,51.65,47.3,50.09,33704,1.61,0.47,2.29
 1998/06/20,48.7,50.53,48.42,50.09,7188,1.59,0.69,1.79
 1998/06/26,50.09,50.09,46.08,46.19,38710,1.24,0.8,0.88
 1998/07/03,46.19,46.19,40.79,43.41,28400,0.74,0.79,-0.11
 1998/07/10,43.41,46.19,42.35,45.63,14574,0.51,0.73,-0.45
 1998/07/17,45.63,45.63,41.18,41.68,20161,0.01,0.59,-1.16
 1998/07/24,41.07,44.41,40.06,43.29,14207,-0.26,0.42,-1.35
 1998/07/31,43.8,43.8,41.68,42.63,11718,-0.51,0.23,-1.49
 1998/08/07,42.63,42.85,37.56,37.73,29779,-1.1,-0.03,-2.13
 1998/08/14,36.78,37.28,31.71,31.82,22866,-2.02,-0.43,-3.17
 1998/08/21,30.6,31.71,26.42,31.15,32930,-2.77,-0.9,-3.74
 1998/08/28,31.15,33.33,29.48,30.32,22824,-3.39,-1.4,-3.98
 1998/09/04,30.32,32.82,27.87,31.93,18783,-3.71,-1.86,-3.7
 1998/09/10,32.55,35.89,32.16,35.55,35098,-3.63,-2.21,-2.83
 1998/09/18,36.17,38.67,34.83,35.44,51745,-3.53,-2.48,-2.11
 1998/09/25,34.22,37.22,33.94,35.89,23453,-3.38,-2.66,-1.45
 1998/09/30,35.89,40.62,35.33,40.23,47499,-2.88,-2.7,-0.35
 1998/10/09,40.62,41.29,37.28,38.12,40805,-2.62,-2.68,0.13
 1998/10/16,38.45,43.96,37.95,43.41,74839,-1.97,-2.54,1.15
 1998/10/23,43.41,43.96,39.01,39.51,49310,-1.74,-2.38,1.28
 1998/10/30,39.51,42.4,37.56,41.46,40037,-1.39,-2.18,1.58
 1998/11/06,41.46,46.91,41.18,44.3,117082,-0.87,-1.92,2.1
 1998/11/13,44.07,46.69,43.29,44.8,45976,-0.42,-1.62,2.4
 1998/11/20,44.97,47.3,44.02,44.35,38565,-0.09,-1.31,2.44
 1998/11/27,45.08,45.8,42.07,42.29,22426,0,-1.05,2.1
 1998/12/04,41.18,42.79,38.67,38.84,22151,-0.2,-0.88,1.36
 1998/12/11,39.4,40.06,37.28,38.56,10946,-0.38,-0.78,0.8
 1998/12/18,38.39,38.95,35.89,36.39,8495,-0.69,-0.76,0.14
