date,o,h,l,c,vol,MACD.DIF,MACD.DEA,MACD.MACD
 1991/12/27,11.1,13,11.1,12.15,23450,0,0,0
 1991/12/28,12.15,12.5,11.9,12.4,7330,0.02,0,0.03
 1992/01/03,12.5,12.5,12.1,12.4,6045,0.04,0.01,0.05
 1992/01/10,12.4,12.8,12.3,12.45,23875,0.05,0.02,0.07
 1992/01/17,12.5,12.5,11.2,11.8,13045,0.01,0.02,-0.01
 1992/01/24,11.8,12,11.5,11.8,10400,-0.02,0.01,-0.06
 1992/01/30,11.65,12.1,11.6,12,7390,-0.03,0,-0.06
 1992/02/02,12.05,12.25,12,12.2,1005,-0.02,0,-0.03
 1992/02/14,12,12.2,11.8,11.8,5478,-0.04,-0.01,-0.07
 1992/02/21,11.75,11.8,11.6,11.7,10255,-0.07,-0.02,-0.1
 1992/02/28,11.75,11.9,11,11.65,9855,-0.09,-0.04,-0.11
 1992/03/06,11.65,11.85,11.25,11.55,10955,-0.12,-0.05,-0.13
 1992/03/13,11.6,11.6,11.3,11.35,4530,-0.15,-0.07,-0.16
 1992/03/20,11.35,13.56,10.9,13.32,6260,-0.02,-0.06,0.08
 1992/03/27,13.2,14.4,13.08,14.28,15100,0.16,-0.02,0.35
 1992/04/03,14.28,14.28,12.12,12.48,27850,0.15,0.02,0.28
 1992/04/10,12.66,15.84,12.48,15.72,53085,0.41,0.09,0.63
 1992/04/17,15.9,20.4,15.9,18.66,65540,0.83,0.24,1.19
 1992/04/24,18.6,20.16,17.46,19.68,43185,1.24,0.44,1.6
 1992/04/30,19.86,21,18.84,20.46,34000,1.61,0.68,1.87
 1992/05/03,20.64,21.9,20.64,21.36,11300,1.95,0.93,2.04
 1992/05/08,21.54,28.38,21,24.12,66185,2.42,1.23,2.38
 1992/05/15,24.3,28.26,23.28,27.84,68510,3.05,1.59,2.92
 1992/05/22,28.02,30.96,27.24,29.64,64775,3.66,2,3.3
 1992/05/29,29.82,32.16,29.4,30.6,64970,4.16,2.44,3.46
 1992/06/05,30.72,30.72,24.18,27.6,66150,4.28,2.8,2.94
 1992/06/12,27.78,27.78,23.88,25.2,38025,4.12,3.07,2.11
 1992/06/19,25.2,26.16,20.7,23.16,52940,3.8,3.21,1.16
 1992/06/26,22.98,24,21.6,23.88,40650,3.55,3.28,0.54
 1992/07/03,24,28.56,24,27.84,93765,3.64,3.35,0.57
 1992/07/10,28.02,28.2,26.16,26.82,48710,3.58,3.4,0.36
 1992/07/17,26.64,29.4,26.64,29.34,44420,3.7,3.46,0.48
 1992/07/24,29.52,32.4,29.52,32.28,79900,3.98,3.56,0.83
 1992/07/31,34.02,34.56,33.24,33.48,40770,4.25,3.7,1.1
 1992/08/07,33.48,34.08,30.9,33.96,60760,4.45,3.85,1.21
 1992/08/14,34.68,35.4,30.96,33.12,48325,4.5,3.98,1.03
 1992/08/21,33.3,34.8,32.82,33.12,58740,4.48,4.08,0.8
 1992/08/28,32.4,32.4,30.48,31.56,54910,4.29,4.12,0.33
 1992/09/04,30.6,30.96,28.2,28.44,24800,3.84,4.06,-0.45
