,交易所,合约,手数,开仓日期,开仓方向,开仓价格,平仓日期,平仓价格,逐笔平仓盈亏
279,大商所,m1809,1,20180531,sell,3032,20180608,2961,710
280,大商所,m1901,1,20180524,buy,3075,20180608,3019,-560
281,大商所,pp1809,1,20180606,sell,9307,20180608,9304,15
282,上期所,rb1810,1,20180523,buy,3531,20180608,3788,2570
283,上期所,hc1810,1,20180604,buy,3866,20180608,3919,530
284,郑商所,RM809,1,20180608,buy,2395,20180608,2353,-420
285,郑商所,RM901,1,20180605,buy,2375,20180608,2346,-290
286,大商所,a1809,1,20180605,sell,3738,20180611,3587,1510
287,郑商所,RM809,1,20180605,sell,2481,20180611,2391,900
288,郑商所,MA809,1,20180531,buy,2760,20180611,2790,300
289,郑商所,MA901,1,20180607,sell,2858,20180611,2917,-590
290,大商所,y1901,1,20180612,buy,5926,20180612,5862,-640
291,上期所,ag1812,1,20180611,sell,3810,20180612,3817,-105
292,上期所,rb1810,1,20180606,sell,3743,20180612,3835,-920
293,上期所,rb1810,1,20180611,buy,3760,20180612,3831,710
294,上期所,rb1810,1,20180612,sell,3832,20180612,3833,-10
295,郑商所,MA809,1,20180611,sell,2799,20180612,2828,-290
296,大商所,m1901,1,20180531,sell,3086,20180613,3036,500
297,上期所,rb1810,1,20180613,buy,3852,20180613,3870,180
298,上期所,rb1810,1,20180613,buy,3877,20180613,3856,-210
299,上期所,rb1810,1,20180613,buy,3874,20180613,3856,-180
300,上期所,hc1810,1,20180612,sell,3906,20180613,3990,-840
301,上期所,hc1901,1,20180611,sell,3750,20180613,3830,-800
302,郑商所,RM809,1,20180608,buy,2364,20180613,2348,-160
303,郑商所,RM809,1,20180613,sell,2374,20180613,2352,220
304,郑商所,RM809,2,20180613,sell,2374,20180613,2374,0
305,郑商所,AP901,1,20180612,sell,9924,20180613,10059,-1350
306,大商所,m1901,1,20180611,sell,3016,20180614,3068,-520
307,上期所,rb1810,1,20180614,buy,3868,20180614,3873,50
308,上期所,rb1810,1,20180614,buy,3874,20180614,3895,210
309,上期所,rb1901,1,20180601,buy,3556,20180614,3698,1420
310,上期所,rb1901,1,20180612,sell,3638,20180614,3711,-730
311,上期所,hc1810,1,20180608,buy,3920,20180614,3966,460
312,上期所,hc1901,1,20180611,buy,3738,20180614,3819,810
313,郑商所,RM901,1,20180608,sell,2349,20180614,2336,130
314,大商所,m1809,1,20180608,sell,2912,20180615,2972,-600
315,大商所,a1809,1,20180611,buy,3571,20180615,3586,150
316,大商所,b1809,1,20180615,sell,3329,20180615,3338,-90
317,上期所,rb1810,1,20180614,buy,3879,20180615,3882,30
318,上期所,rb1810,1,20180614,buy,3882,20180615,3870,-120
319,上期所,rb1810,1,20180615,buy,3904,20180615,3893,-110
320,上期所,rb1810,1,20180615,buy,3882,20180615,3864,-180
321,上期所,rb1810,1,20180615,buy,3881,20180615,3864,-170
322,上期所,rb1810,1,20180615,buy,3883,20180615,3864,-190
323,郑商所,RM809,1,20180615,sell,2373,20180615,2391,-180
324,郑商所,RM809,1,20180615,sell,2377,20180615,2389,-120
325,大商所,m1809,1,20180608,buy,2896,20180619,3059,1630
326,大商所,a1901,1,20180614,buy,3710,20180619,3809,990
327,大商所,pp1809,1,20180612,sell,9431,20180619,9209,1110
328,大商所,pp1809,1,20180615,buy,9289,20180619,9259,-150
329,大商所,pp1809,1,20180619,sell,9217,20180619,9165,260
330,上期所,rb1810,1,20180615,buy,3878,20180619,3863,-150
331,上期所,rb1810,1,20180615,buy,3874,20180619,3863,-110
332,上期所,rb1810,1,20180615,buy,3875,20180619,3863,-120
333,上期所,rb1810,1,20180619,buy,3861,20180619,3830,-310
334,上期所,rb1810,1,20180619,buy,3834,20180619,3818,-160
335,上期所,rb1810,1,20180619,buy,3806,20180619,3786,-200
336,上期所,rb1810,1,20180619,buy,3781,20180619,3763,-180
337,上期所,rb1810,1,20180619,buy,3750,20180619,3742,-80
338,郑商所,RM809,1,20180615,sell,2401,20180619,2464,-630
339,郑商所,RM809,1,20180615,sell,2389,20180619,2472,-830
340,郑商所,RM809,1,20180615,sell,2386,20180619,2472,-860
341,郑商所,RM809,1,20180619,buy,2459,20180619,2464,50
342,郑商所,RM809,1,20180619,sell,2479,20180619,2472,70
343,郑商所,RM809,1,20180619,sell,2468,20180619,2469,-10
344,郑商所,RM809,1,20180619,sell,2475,20180619,2441,340
345,郑商所,RM901,1,20180613,buy,2322,20180619,2425,1030
346,郑商所,MA809,1,20180612,sell,2826,20180619,2792,340
347,郑商所,MA901,1,20180601,buy,2855,20180619,2875,200
348,大商所,b1809,1,20180620,buy,3430,20180620,3409,-210
349,大商所,b1809,1,20180620,buy,3401,20180620,3414,130
350,大商所,pp1809,1,20180619,sell,9215,20180620,9138,385
351,上期所,rb1810,1,20180620,buy,3770,20180620,3791,210
352,上期所,rb1810,1,20180620,buy,3780,20180620,3792,120
353,大商所,b1809,1,20180620,buy,3418,20180621,3406,-120
354,大商所,b1809,1,20180620,buy,3419,20180621,3406,-130
355,大商所,b1809,1,20180621,buy,3427,20180621,3400,-270
356,大商所,b1809,1,20180621,buy,3407,20180621,3394,-130
357,大商所,b1809,1,20180621,buy,3385,20180621,3378,-70
358,大商所,b1901,1,20180621,sell,3487,20180621,3495,-80
359,大商所,pp1809,1,20180620,sell,9149,20180621,9082,335
360,上期所,rb1810,1,20180619,buy,3752,20180621,3808,560
361,上期所,rb1810,1,20180620,buy,3786,20180621,3796,100
362,上期所,rb1810,1,20180621,buy,3825,20180621,3835,100
363,上期所,rb1810,1,20180621,buy,3826,20180621,3808,-180
364,上期所,rb1810,1,20180621,buy,3784,20180621,3776,-80
365,上期所,rb1901,1,20180621,buy,3649,20180621,3636,-130
366,上期所,rb1901,1,20180621,sell,3617,20180621,3610,70
367,郑商所,RM809,1,20180619,sell,2467,20180621,2439,280
368,郑商所,RM901,1,20180621,sell,2367,20180621,2371,-40
369,大商所,b1809,1,20180622,buy,3397,20180622,3389,-80
370,大商所,b1809,1,20180622,buy,3402,20180622,3385,-170
371,大商所,b1809,1,20180622,buy,3396,20180622,3376,-200
372,大商所,b1809,1,20180622,buy,3389,20180622,3376,-130
373,大商所,b1809,1,20180622,sell,3350,20180622,3350,0
374,大商所,pp1809,1,20180620,sell,9130,20180622,9015,575
375,大商所,pp1809,1,20180621,sell,9119,20180622,9021,490
376,上期所,rb1810,1,20180622,buy,3767,20180622,3761,-60
377,上期所,rb1810,1,20180622,buy,3774,20180622,3760,-140
378,上期所,rb1810,1,20180622,buy,3771,20180622,3756,-150
379,上期所,rb1810,1,20180622,sell,3742,20180622,3754,-120
380,上期所,rb1810,1,20180622,buy,3767,20180622,3760,-70
381,郑商所,RM809,1,20180619,sell,2447,20180622,2445,20
382,郑商所,RM809,1,20180621,sell,2448,20180622,2445,30
383,郑商所,RM809,1,20180622,sell,2444,20180622,2416,280
384,郑商所,RM809,1,20180622,sell,2443,20180622,2394,490
385,郑商所,RM901,1,20180622,sell,2327,20180622,2333,-60
386,大商所,b1809,1,20180626,buy,3434,20180627,3408,-260
387,大商所,b1809,1,20180627,buy,3415,20180627,3407,-80
388,大商所,b1809,1,20180627,buy,3417,20180627,3452,350
389,大商所,b1809,1,20180627,buy,3428,20180627,3505,770
390,大商所,pp1809,1,20180626,sell,9064,20180627,9100,-180
391,大商所,pp1809,1,20180627,sell,9093,20180627,9080,65
392,大商所,pp1809,1,20180627,sell,9071,20180627,9075,-20
393,上期所,rb1810,1,20180625,sell,3732,20180627,3707,250
394,上期所,rb1810,1,20180627,sell,3689,20180627,3695,-60
395,上期所,rb1810,1,20180627,sell,3697,20180627,3690,70
396,上期所,rb1810,1,20180627,sell,3684,20180627,3700,-160
397,上期所,rb1810,1,20180627,sell,3692,20180627,3700,-80
398,郑商所,RM809,1,20180626,sell,2442,20180627,2439,30
399,郑商所,RM809,1,20180627,sell,2436,20180627,2445,-90
400,郑商所,RM809,1,20180627,sell,2455,20180627,2461,-60
401,郑商所,RM809,1,20180627,sell,2464,20180627,2471,-70
